ENSP00000262384	ENSTGUP00000008915
ENSP00000412922	ENSTGUP00000003757
ENSP00000468778	ENSTGUP00000008254
ENSP00000369962	ENSTGUP00000005291
ENSP00000406164	ENSTGUP00000009573
ENSP00000216223	ENSTGUP00000010988
ENSP00000288757	ENSTGUP00000010007
ENSP00000429190	ENSTGUP00000003152
ENSP00000376445	ENSTGUP00000000847
ENSP00000297866	ENSTGUP00000007066
ENSP00000367229	ENSTGUP00000002393
ENSP00000313759	ENSTGUP00000013761
ENSP00000330075	ENSTGUP00000007929
ENSP00000280325	ENSTGUP00000000362
ENSP00000306157	ENSTGUP00000002060
ENSP00000313034	ENSTGUP00000002492
ENSP00000343636	ENSTGUP00000013220
ENSP00000434847	ENSTGUP00000013447
ENSP00000292778	ENSTGUP00000008948
ENSP00000352734	ENSTGUP00000012168
ENSP00000350704	ENSTGUP00000001579
ENSP00000300714	ENSTGUP00000003057
ENSP00000367910	ENSTGUP00000001827
ENSP00000320303	ENSTGUP00000000537
ENSP00000354762	ENSTGUP00000002857
ENSP00000303208	ENSTGUP00000009814
ENSP00000313422	ENSTGUP00000005664
ENSP00000368869	ENSTGUP00000001185
ENSP00000457810	ENSTGUP00000005403
ENSP00000473755	ENSTGUP00000008131
ENSP00000442563	ENSTGUP00000004810
ENSP00000349087	ENSTGUP00000000688
ENSP00000346173	ENSTGUP00000014136
ENSP00000309463	ENSTGUP00000013853
ENSP00000412894	ENSTGUP00000009434
ENSP00000455026	ENSTGUP00000015717
ENSP00000384971	ENSTGUP00000002623
ENSP00000429275	ENSTGUP00000007299
ENSP00000374234	ENSTGUP00000008498
ENSP00000254803	ENSTGUP00000001708
ENSP00000361548	ENSTGUP00000007361
ENSP00000287437	ENSTGUP00000012873
ENSP00000356156	ENSTGUP00000017755
ENSP00000256010	ENSTGUP00000008164
ENSP00000296597	ENSTGUP00000002788
ENSP00000376946	ENSTGUP00000007660
ENSP00000341610	ENSTGUP00000007564
ENSP00000337513	ENSTGUP00000001725
ENSP00000258083	ENSTGUP00000015766
ENSP00000247815	ENSTGUP00000006826
ENSP00000377118	ENSTGUP00000010461
ENSP00000330721	ENSTGUP00000010364
ENSP00000335500	ENSTGUP00000008084
ENSP00000363984	ENSTGUP00000000669
ENSP00000325958	ENSTGUP00000010698
ENSP00000414786	ENSTGUP00000012188
ENSP00000417480	ENSTGUP00000009555
ENSP00000328133	ENSTGUP00000004687
ENSP00000366970	ENSTGUP00000013070
ENSP00000380702	ENSTGUP00000001492
ENSP00000471455	ENSTGUP00000015173
ENSP00000303452	ENSTGUP00000010894
ENSP00000352928	ENSTGUP00000016243
ENSP00000368318	ENSTGUP00000003308
ENSP00000303550	ENSTGUP00000010264
ENSP00000367462	ENSTGUP00000001411
ENSP00000418401	ENSTGUP00000006814
ENSP00000358953	ENSTGUP00000007836
ENSP00000355623	ENSTGUP00000010232
ENSP00000419370	ENSTGUP00000002849
ENSP00000249064	ENSTGUP00000008171
ENSP00000401597	ENSTGUP00000009425
ENSP00000267485	ENSTGUP00000013434
ENSP00000380531	ENSTGUP00000003240
ENSP00000442424	ENSTGUP00000006918
ENSP00000367265	ENSTGUP00000011406
ENSP00000310182	ENSTGUP00000004405
ENSP00000238379	ENSTGUP00000002686
ENSP00000475473	ENSTGUP00000007717
ENSP00000406327	ENSTGUP00000008553
ENSP00000354888	ENSTGUP00000002338
ENSP00000386878	ENSTGUP00000003060
ENSP00000268711	ENSTGUP00000007580
ENSP00000332389	ENSTGUP00000015758
ENSP00000247665	ENSTGUP00000002538
ENSP00000321691	ENSTGUP00000008046
ENSP00000298546	ENSTGUP00000005361
ENSP00000246041	ENSTGUP00000004498
ENSP00000343298	ENSTGUP00000008521
ENSP00000472836	ENSTGUP00000001077
ENSP00000274897	ENSTGUP00000013229
ENSP00000360327	ENSTGUP00000009772
ENSP00000344331	ENSTGUP00000009440
ENSP00000418086	ENSTGUP00000009620
ENSP00000372394	ENSTGUP00000010953
ENSP00000454153	ENSTGUP00000006669
ENSP00000328729	ENSTGUP00000006502
ENSP00000416168	ENSTGUP00000005851
ENSP00000229281	ENSTGUP00000013672
ENSP00000310594	ENSTGUP00000000663
ENSP00000443476	ENSTGUP00000001475
ENSP00000378733	ENSTGUP00000005557
ENSP00000295981	ENSTGUP00000009013
ENSP00000406026	ENSTGUP00000002172
ENSP00000325978	ENSTGUP00000011330
ENSP00000405674	ENSTGUP00000006288
ENSP00000367439	ENSTGUP00000001408
ENSP00000296776	ENSTGUP00000006002
ENSP00000243786	ENSTGUP00000006394
ENSP00000249075	ENSTGUP00000010866
ENSP00000281453	ENSTGUP00000006897
ENSP00000369682	ENSTGUP00000011312
ENSP00000328182	ENSTGUP00000013313
ENSP00000361577	ENSTGUP00000006735
ENSP00000362507	ENSTGUP00000008154
ENSP00000335325	ENSTGUP00000005087
ENSP00000356560	ENSTGUP00000017641
ENSP00000386439	ENSTGUP00000001403
ENSP00000306407	ENSTGUP00000008266
ENSP00000411268	ENSTGUP00000012538
ENSP00000431374	ENSTGUP00000010470
ENSP00000229243	ENSTGUP00000013717
ENSP00000321386	ENSTGUP00000009270
ENSP00000331313	ENSTGUP00000008639
ENSP00000290130	ENSTGUP00000016647
ENSP00000300952	ENSTGUP00000000914
ENSP00000436607	ENSTGUP00000008261
ENSP00000261623	ENSTGUP00000007942
ENSP00000355299	ENSTGUP00000003929
ENSP00000299440	ENSTGUP00000010463
ENSP00000313752	ENSTGUP00000001104
ENSP00000263468	ENSTGUP00000013141
ENSP00000378312	ENSTGUP00000006652
ENSP00000344233	ENSTGUP00000006337
ENSP00000356846	ENSTGUP00000013911
ENSP00000411584	ENSTGUP00000010721
ENSP00000296333	ENSTGUP00000006026
ENSP00000366628	ENSTGUP00000003880
ENSP00000217173	ENSTGUP00000011319
ENSP00000280357	ENSTGUP00000000303
ENSP00000281471	ENSTGUP00000011830
ENSP00000308727	ENSTGUP00000001816
ENSP00000358778	ENSTGUP00000001444
ENSP00000382828	ENSTGUP00000013989
ENSP00000329614	ENSTGUP00000003595
ENSP00000375849	ENSTGUP00000005624
ENSP00000324775	ENSTGUP00000000212
ENSP00000354632	ENSTGUP00000018307
ENSP00000438273	ENSTGUP00000002074
ENSP00000444210	ENSTGUP00000008017
ENSP00000410409	ENSTGUP00000013232
ENSP00000216471	ENSTGUP00000012665
ENSP00000417841	ENSTGUP00000003087
ENSP00000318982	ENSTGUP00000012730
ENSP00000361032	ENSTGUP00000005651
ENSP00000380466	ENSTGUP00000009625
ENSP00000360210	ENSTGUP00000008490
ENSP00000278520	ENSTGUP00000013180
ENSP00000274311	ENSTGUP00000002485
ENSP00000407763	ENSTGUP00000012718
ENSP00000370886	ENSTGUP00000017923
ENSP00000431759	ENSTGUP00000008925
ENSP00000371388	ENSTGUP00000006985
ENSP00000203629	ENSTGUP00000013699
ENSP00000361667	ENSTGUP00000004373
ENSP00000330730	ENSTGUP00000010513
ENSP00000364737	ENSTGUP00000005507
ENSP00000442688	ENSTGUP00000016108
ENSP00000258749	ENSTGUP00000005684
ENSP00000340474	ENSTGUP00000002566
ENSP00000302111	ENSTGUP00000011951
ENSP00000304676	ENSTGUP00000011022
ENSP00000419457	ENSTGUP00000012257
ENSP00000363322	ENSTGUP00000002710
ENSP00000402297	ENSTGUP00000017471
ENSP00000310036	ENSTGUP00000001581
ENSP00000354876	ENSTGUP00000018305
ENSP00000455265	ENSTGUP00000001877
ENSP00000360411	ENSTGUP00000009645
ENSP00000382218	ENSTGUP00000006853
ENSP00000354554	ENSTGUP00000018313
ENSP00000380322	ENSTGUP00000007103
ENSP00000335557	ENSTGUP00000006285
ENSP00000272139	ENSTGUP00000014746
ENSP00000413163	ENSTGUP00000008876
ENSP00000337289	ENSTGUP00000013651
ENSP00000219454	ENSTGUP00000004462
ENSP00000271843	ENSTGUP00000017658
ENSP00000298352	ENSTGUP00000012649
ENSP00000308620	ENSTGUP00000010468
ENSP00000356444	ENSTGUP00000011034
ENSP00000305193	ENSTGUP00000013555
ENSP00000354813	ENSTGUP00000018312
ENSP00000325301	ENSTGUP00000012152
ENSP00000346931	ENSTGUP00000010039
ENSP00000262109	ENSTGUP00000013324
ENSP00000283006	ENSTGUP00000014568
ENSP00000382474	ENSTGUP00000008786
ENSP00000379290	ENSTGUP00000008803
ENSP00000354518	ENSTGUP00000008427
ENSP00000345359	ENSTGUP00000008267
ENSP00000342254	ENSTGUP00000009815
ENSP00000244869	ENSTGUP00000001596
ENSP00000329380	ENSTGUP00000000016
ENSP00000321179	ENSTGUP00000003943
ENSP00000354982	ENSTGUP00000018308
ENSP00000411898	ENSTGUP00000001595
ENSP00000340125	ENSTGUP00000007127
ENSP00000380286	ENSTGUP00000008592
ENSP00000386607	ENSTGUP00000013225
ENSP00000226432	ENSTGUP00000008203
ENSP00000253794	ENSTGUP00000002731
ENSP00000290219	ENSTGUP00000000545
ENSP00000380635	ENSTGUP00000003506
ENSP00000356713	ENSTGUP00000011223
ENSP00000233047	ENSTGUP00000009433
ENSP00000399475	ENSTGUP00000003700
ENSP00000224181	ENSTGUP00000002490
ENSP00000334974	ENSTGUP00000007189
ENSP00000403104	ENSTGUP00000006969
ENSP00000380453	ENSTGUP00000017137
ENSP00000376945	ENSTGUP00000015860
ENSP00000418661	ENSTGUP00000003754
ENSP00000360660	ENSTGUP00000002481
ENSP00000360498	ENSTGUP00000002776
ENSP00000347919	ENSTGUP00000013867
ENSP00000430325	ENSTGUP00000013326
ENSP00000325776	ENSTGUP00000012252
ENSP00000331106	ENSTGUP00000018053
ENSP00000377504	ENSTGUP00000000357
ENSP00000355306	ENSTGUP00000002796
ENSP00000357219	ENSTGUP00000003720
ENSP00000369518	ENSTGUP00000015311
ENSP00000454804	ENSTGUP00000003790
ENSP00000227752	ENSTGUP00000000220
ENSP00000343957	ENSTGUP00000000550
ENSP00000310303	ENSTGUP00000003918
ENSP00000304956	ENSTGUP00000008018
ENSP00000324204	ENSTGUP00000004048
ENSP00000354499	ENSTGUP00000018304
ENSP00000368244	ENSTGUP00000002261
ENSP00000302478	ENSTGUP00000005608
ENSP00000294507	ENSTGUP00000000820
ENSP00000378195	ENSTGUP00000007469
ENSP00000194214	ENSTGUP00000009633
ENSP00000316609	ENSTGUP00000003824
ENSP00000361980	ENSTGUP00000015827
ENSP00000363232	ENSTGUP00000006093
ENSP00000384432	ENSTGUP00000006227
ENSP00000371364	ENSTGUP00000009293
ENSP00000235332	ENSTGUP00000002524
ENSP00000310726	ENSTGUP00000011743
ENSP00000299732	ENSTGUP00000010890
ENSP00000349313	ENSTGUP00000005845
ENSP00000262947	ENSTGUP00000000821
ENSP00000259938	ENSTGUP00000001717
ENSP00000233627	ENSTGUP00000000895
ENSP00000380762	ENSTGUP00000008409
ENSP00000329287	ENSTGUP00000005029
ENSP00000355385	ENSTGUP00000000672
ENSP00000265007	ENSTGUP00000000630
ENSP00000386485	ENSTGUP00000013252
ENSP00000465391	ENSTGUP00000000307
ENSP00000327824	ENSTGUP00000001190
ENSP00000354961	ENSTGUP00000018311
ENSP00000469474	ENSTGUP00000011785
ENSP00000351040	ENSTGUP00000018251
ENSP00000346697	ENSTGUP00000011949
ENSP00000375829	ENSTGUP00000001368
ENSP00000295756	ENSTGUP00000014007
ENSP00000335076	ENSTGUP00000010715
ENSP00000282091	ENSTGUP00000016235
ENSP00000296545	ENSTGUP00000002439
ENSP00000301838	ENSTGUP00000005607
ENSP00000298530	ENSTGUP00000012419
ENSP00000168148	ENSTGUP00000003989
ENSP00000264218	ENSTGUP00000007709
ENSP00000225474	ENSTGUP00000002336
ENSP00000324920	ENSTGUP00000013383
ENSP00000429517	ENSTGUP00000012211
ENSP00000376307	ENSTGUP00000017453
ENSP00000366474	ENSTGUP00000003708
ENSP00000403755	ENSTGUP00000012075
ENSP00000006777	ENSTGUP00000004829
ENSP00000402661	ENSTGUP00000004855
ENSP00000362205	ENSTGUP00000001889
ENSP00000302260	ENSTGUP00000011631
ENSP00000447731	ENSTGUP00000006830
ENSP00000276414	ENSTGUP00000004488
ENSP00000369618	ENSTGUP00000011320
ENSP00000240652	ENSTGUP00000012072
ENSP00000296506	ENSTGUP00000006441
ENSP00000370673	ENSTGUP00000017911
ENSP00000293330	ENSTGUP00000018297
ENSP00000293889	ENSTGUP00000003702
ENSP00000415998	ENSTGUP00000003863
ENSP00000359668	ENSTGUP00000002171
ENSP00000427407	ENSTGUP00000009544
ENSP00000355752	ENSTGUP00000004433
ENSP00000299155	ENSTGUP00000013204
ENSP00000312439	ENSTGUP00000000390
ENSP00000380959	ENSTGUP00000009808
ENSP00000344729	ENSTGUP00000002866
ENSP00000442793	ENSTGUP00000010116
ENSP00000333837	ENSTGUP00000003548
ENSP00000391692	ENSTGUP00000002151
ENSP00000318822	ENSTGUP00000012869
ENSP00000382708	ENSTGUP00000007960
ENSP00000345464	ENSTGUP00000006393
ENSP00000378851	ENSTGUP00000013466
ENSP00000331211	ENSTGUP00000012354
ENSP00000348161	ENSTGUP00000011311
ENSP00000359663	ENSTGUP00000002174
ENSP00000355206	ENSTGUP00000018309
ENSP00000291691	ENSTGUP00000011563
ENSP00000223795	ENSTGUP00000003291
ENSP00000226284	ENSTGUP00000002304
ENSP00000367926	ENSTGUP00000007076
ENSP00000355046	ENSTGUP00000018303
ENSP00000428780	ENSTGUP00000005058
ENSP00000400736	ENSTGUP00000004167
ENSP00000412388	ENSTGUP00000002541
ENSP00000298699	ENSTGUP00000008179
ENSP00000331640	ENSTGUP00000004779
ENSP00000267953	ENSTGUP00000008329
ENSP00000413405	ENSTGUP00000009128
ENSP00000319476	ENSTGUP00000010073
ENSP00000388909	ENSTGUP00000007904
ENSP00000337255	ENSTGUP00000016611
ENSP00000354730	ENSTGUP00000009813
ENSP00000362799	ENSTGUP00000007140
ENSP00000369286	ENSTGUP00000002372
ENSP00000299238	ENSTGUP00000010187
ENSP00000267594	ENSTGUP00000012999
ENSP00000357311	ENSTGUP00000018278
ENSP00000309189	ENSTGUP00000012670
ENSP00000415030	ENSTGUP00000006000
ENSP00000345270	ENSTGUP00000010556
ENSP00000323304	ENSTGUP00000005576
ENSP00000256362	ENSTGUP00000012487
ENSP00000275764	ENSTGUP00000009462
ENSP00000284437	ENSTGUP00000009417
ENSP00000296877	ENSTGUP00000000193
ENSP00000229135	ENSTGUP00000006910
ENSP00000319006	ENSTGUP00000009032
ENSP00000419194	ENSTGUP00000001896
ENSP00000329040	ENSTGUP00000008791
ENSP00000268389	ENSTGUP00000009225
ENSP00000261652	ENSTGUP00000007669
ENSP00000248244	ENSTGUP00000000811
ENSP00000355572	ENSTGUP00000010530
ENSP00000438205	ENSTGUP00000013087
ENSP00000303148	ENSTGUP00000011901
ENSP00000304689	ENSTGUP00000005401
ENSP00000302144	ENSTGUP00000005185
ENSP00000228938	ENSTGUP00000009517
ENSP00000204615	ENSTGUP00000010704
ENSP00000252602	ENSTGUP00000016248
ENSP00000403208	ENSTGUP00000010450
ENSP00000294600	ENSTGUP00000002819
ENSP00000382330	ENSTGUP00000005824
ENSP00000435150	ENSTGUP00000018134
ENSP00000363513	ENSTGUP00000001176
ENSP00000420405	ENSTGUP00000012247
ENSP00000350132	ENSTGUP00000012242
ENSP00000465204	ENSTGUP00000002861
ENSP00000353794	ENSTGUP00000003282
ENSP00000306190	ENSTGUP00000004438
ENSP00000298743	ENSTGUP00000000632
ENSP00000275767	ENSTGUP00000009478
ENSP00000367330	ENSTGUP00000011521
ENSP00000259254	ENSTGUP00000005014
ENSP00000264497	ENSTGUP00000002067
ENSP00000304553	ENSTGUP00000001905
ENSP00000368752	ENSTGUP00000004233
ENSP00000294489	ENSTGUP00000002572
ENSP00000011653	ENSTGUP00000013698
ENSP00000331172	ENSTGUP00000011182
ENSP00000364240	ENSTGUP00000017342
ENSP00000284240	ENSTGUP00000000410
ENSP00000216968	ENSTGUP00000006970
ENSP00000378207	ENSTGUP00000013319
ENSP00000341944	ENSTGUP00000008152
ENSP00000331087	ENSTGUP00000009538
ENSP00000470478	ENSTGUP00000005015
ENSP00000381895	ENSTGUP00000009528
ENSP00000355022	ENSTGUP00000003384
ENSP00000256969	ENSTGUP00000012483
ENSP00000438590	ENSTGUP00000013549
ENSP00000221496	ENSTGUP00000000315
ENSP00000369372	ENSTGUP00000008020
ENSP00000232003	ENSTGUP00000010775
ENSP00000359782	ENSTGUP00000013177
ENSP00000349957	ENSTGUP00000003630
ENSP00000397863	ENSTGUP00000006242
ENSP00000345468	ENSTGUP00000001351
ENSP00000376553	ENSTGUP00000007152
ENSP00000417061	ENSTGUP00000003077
ENSP00000386118	ENSTGUP00000011020
ENSP00000402153	ENSTGUP00000011539
ENSP00000370997	ENSTGUP00000013454
ENSP00000352284	ENSTGUP00000013611
ENSP00000284818	ENSTGUP00000011918
ENSP00000227525	ENSTGUP00000006515
ENSP00000376544	ENSTGUP00000003381
ENSP00000377496	ENSTGUP00000005836
ENSP00000425864	ENSTGUP00000014416
ENSP00000373586	ENSTGUP00000006476
ENSP00000373191	ENSTGUP00000014037
ENSP00000200676	ENSTGUP00000005255
ENSP00000304236	ENSTGUP00000001644
ENSP00000294338	ENSTGUP00000008793
ENSP00000360485	ENSTGUP00000003544
ENSP00000243189	ENSTGUP00000001156
ENSP00000307954	ENSTGUP00000000913
ENSP00000442157	ENSTGUP00000013710
ENSP00000288022	ENSTGUP00000014858
ENSP00000319713	ENSTGUP00000002414
ENSP00000437271	ENSTGUP00000007195
ENSP00000261811	ENSTGUP00000001677
ENSP00000215582	ENSTGUP00000000649
ENSP00000369045	ENSTGUP00000001511
ENSP00000473370	ENSTGUP00000012980
ENSP00000354782	ENSTGUP00000013907
ENSP00000388825	ENSTGUP00000001847
ENSP00000346981	ENSTGUP00000009604
ENSP00000242465	ENSTGUP00000003988
ENSP00000296420	ENSTGUP00000003622
ENSP00000346927	ENSTGUP00000014295
ENSP00000383456	ENSTGUP00000000571
ENSP00000360133	ENSTGUP00000010215
ENSP00000296102	ENSTGUP00000002605
ENSP00000331734	ENSTGUP00000016658
ENSP00000390407	ENSTGUP00000011757
ENSP00000343398	ENSTGUP00000004651
ENSP00000356912	ENSTGUP00000017448
ENSP00000330875	ENSTGUP00000004730
ENSP00000455469	ENSTGUP00000011283
ENSP00000474420	ENSTGUP00000004814
ENSP00000333680	ENSTGUP00000009961
ENSP00000382234	ENSTGUP00000016615
ENSP00000441365	ENSTGUP00000009893
ENSP00000297534	ENSTGUP00000009879
ENSP00000229134	ENSTGUP00000006911
ENSP00000311122	ENSTGUP00000003085
ENSP00000386039	ENSTGUP00000001728
ENSP00000450114	ENSTGUP00000013300
ENSP00000359116	ENSTGUP00000007178
ENSP00000365295	ENSTGUP00000013318
ENSP00000328207	ENSTGUP00000004171
ENSP00000331581	ENSTGUP00000012972
ENSP00000363873	ENSTGUP00000003041
ENSP00000386559	ENSTGUP00000011178
ENSP00000324767	ENSTGUP00000007068
ENSP00000407107	ENSTGUP00000012912
ENSP00000297324	ENSTGUP00000005714
ENSP00000341178	ENSTGUP00000006865
ENSP00000446524	ENSTGUP00000003688
ENSP00000301258	ENSTGUP00000013100
ENSP00000382328	ENSTGUP00000012131
ENSP00000341963	ENSTGUP00000018068
ENSP00000368538	ENSTGUP00000004175
ENSP00000230895	ENSTGUP00000007790
ENSP00000182290	ENSTGUP00000009577
ENSP00000346130	ENSTGUP00000004753
ENSP00000426359	ENSTGUP00000002532
ENSP00000381105	ENSTGUP00000011907
ENSP00000462046	ENSTGUP00000005826
ENSP00000054668	ENSTGUP00000002613
ENSP00000319281	ENSTGUP00000007481
ENSP00000355370	ENSTGUP00000007344
ENSP00000348050	ENSTGUP00000008062
ENSP00000259989	ENSTGUP00000010065
ENSP00000290079	ENSTGUP00000002404
ENSP00000340526	ENSTGUP00000009562
ENSP00000365651	ENSTGUP00000016155
ENSP00000358501	ENSTGUP00000013780
ENSP00000385480	ENSTGUP00000017904
ENSP00000365678	ENSTGUP00000001214
ENSP00000252034	ENSTGUP00000003472
ENSP00000332887	ENSTGUP00000010821
ENSP00000370979	ENSTGUP00000011027
ENSP00000475092	ENSTGUP00000012474
ENSP00000304926	ENSTGUP00000011254
ENSP00000349022	ENSTGUP00000013099
ENSP00000386804	ENSTGUP00000007522
ENSP00000362435	ENSTGUP00000001734
ENSP00000357255	ENSTGUP00000003851
ENSP00000454770	ENSTGUP00000013618
ENSP00000312554	ENSTGUP00000018046
ENSP00000439513	ENSTGUP00000010210
ENSP00000384331	ENSTGUP00000008872
ENSP00000413150	ENSTGUP00000017446
ENSP00000474182	ENSTGUP00000011584
ENSP00000340667	ENSTGUP00000010528
ENSP00000477017	ENSTGUP00000008734
ENSP00000454561	ENSTGUP00000012191
ENSP00000387233	ENSTGUP00000015150
ENSP00000309653	ENSTGUP00000009585
ENSP00000407130	ENSTGUP00000012439
ENSP00000262366	ENSTGUP00000016385
ENSP00000435509	ENSTGUP00000009095
ENSP00000282928	ENSTGUP00000009099
ENSP00000287538	ENSTGUP00000002223
ENSP00000298832	ENSTGUP00000012599
ENSP00000321346	ENSTGUP00000006952
ENSP00000442830	ENSTGUP00000001225
ENSP00000441046	ENSTGUP00000012797
ENSP00000318077	ENSTGUP00000009730
ENSP00000243911	ENSTGUP00000008719
ENSP00000299766	ENSTGUP00000002030
ENSP00000451605	ENSTGUP00000008264
ENSP00000384932	ENSTGUP00000011914
ENSP00000363136	ENSTGUP00000000991
ENSP00000275169	ENSTGUP00000012438
ENSP00000395389	ENSTGUP00000006697
ENSP00000305416	ENSTGUP00000005169
ENSP00000365006	ENSTGUP00000000471
ENSP00000289269	ENSTGUP00000001750
ENSP00000434024	ENSTGUP00000000006
ENSP00000350911	ENSTGUP00000017787
ENSP00000318585	ENSTGUP00000000190
ENSP00000332979	ENSTGUP00000005471
ENSP00000236671	ENSTGUP00000009734
ENSP00000438507	ENSTGUP00000000235
ENSP00000298316	ENSTGUP00000013587
ENSP00000260746	ENSTGUP00000010506
ENSP00000231524	ENSTGUP00000002937
ENSP00000248071	ENSTGUP00000000710
ENSP00000419923	ENSTGUP00000000929
ENSP00000366897	ENSTGUP00000012897
ENSP00000261438	ENSTGUP00000009325
ENSP00000307023	ENSTGUP00000013428
ENSP00000302456	ENSTGUP00000005620
ENSP00000285407	ENSTGUP00000012488
ENSP00000296233	ENSTGUP00000008462
ENSP00000408792	ENSTGUP00000002754
ENSP00000364430	ENSTGUP00000009001
ENSP00000329357	ENSTGUP00000015987
ENSP00000327054	ENSTGUP00000000054
ENSP00000357283	ENSTGUP00000016246
ENSP00000221166	ENSTGUP00000004628
ENSP00000358865	ENSTGUP00000010591
ENSP00000257860	ENSTGUP00000016230
ENSP00000351605	ENSTGUP00000012509
ENSP00000287934	ENSTGUP00000001485
ENSP00000323901	ENSTGUP00000002231
ENSP00000286201	ENSTGUP00000010466
ENSP00000363826	ENSTGUP00000000931
ENSP00000354607	ENSTGUP00000010380
ENSP00000229030	ENSTGUP00000004944
ENSP00000345785	ENSTGUP00000003193
ENSP00000434034	ENSTGUP00000013301
ENSP00000295113	ENSTGUP00000011664
ENSP00000410715	ENSTGUP00000005786
ENSP00000274063	ENSTGUP00000005339
ENSP00000220772	ENSTGUP00000005323
ENSP00000266066	ENSTGUP00000009873
ENSP00000266088	ENSTGUP00000010289
ENSP00000445340	ENSTGUP00000009320
ENSP00000379326	ENSTGUP00000004795
ENSP00000310208	ENSTGUP00000015319
ENSP00000289932	ENSTGUP00000006471
ENSP00000304169	ENSTGUP00000004402
ENSP00000359019	ENSTGUP00000007627
ENSP00000353132	ENSTGUP00000008603
ENSP00000314480	ENSTGUP00000008581
ENSP00000438388	ENSTGUP00000006720
ENSP00000263181	ENSTGUP00000004901
ENSP00000259711	ENSTGUP00000006391
ENSP00000427900	ENSTGUP00000013714
ENSP00000356319	ENSTGUP00000004574
ENSP00000321348	ENSTGUP00000002459
ENSP00000383178	ENSTGUP00000012835
ENSP00000288670	ENSTGUP00000012478
ENSP00000329219	ENSTGUP00000002158
ENSP00000378557	ENSTGUP00000013402
ENSP00000318884	ENSTGUP00000010919
ENSP00000333950	ENSTGUP00000012088
ENSP00000397351	ENSTGUP00000006475
ENSP00000427567	ENSTGUP00000005221
ENSP00000263125	ENSTGUP00000002109
ENSP00000408695	ENSTGUP00000004494
ENSP00000305355	ENSTGUP00000006406
ENSP00000306124	ENSTGUP00000004036
ENSP00000329127	ENSTGUP00000013368
ENSP00000291906	ENSTGUP00000004259
ENSP00000367830	ENSTGUP00000003047
ENSP00000311648	ENSTGUP00000001901
ENSP00000329243	ENSTGUP00000004255
ENSP00000342952	ENSTGUP00000007991
ENSP00000378187	ENSTGUP00000008814
ENSP00000286355	ENSTGUP00000012901
ENSP00000296518	ENSTGUP00000005510
ENSP00000282249	ENSTGUP00000013040
ENSP00000261170	ENSTGUP00000009835
ENSP00000341083	ENSTGUP00000001892
ENSP00000380479	ENSTGUP00000001397
ENSP00000349594	ENSTGUP00000008863
ENSP00000255136	ENSTGUP00000005282
ENSP00000297107	ENSTGUP00000000727
ENSP00000423313	ENSTGUP00000006402
ENSP00000259056	ENSTGUP00000017135
ENSP00000416787	ENSTGUP00000000623
ENSP00000376570	ENSTGUP00000012514
ENSP00000269195	ENSTGUP00000008307
ENSP00000355632	ENSTGUP00000010301
ENSP00000336729	ENSTGUP00000011817
ENSP00000314500	ENSTGUP00000004801
ENSP00000376465	ENSTGUP00000007519
ENSP00000364150	ENSTGUP00000008776
ENSP00000344260	ENSTGUP00000003216
ENSP00000356529	ENSTGUP00000017620
ENSP00000433001	ENSTGUP00000017303
ENSP00000235382	ENSTGUP00000017249
ENSP00000297313	ENSTGUP00000011348
ENSP00000275815	ENSTGUP00000013638
ENSP00000363763	ENSTGUP00000017513
ENSP00000381097	ENSTGUP00000007088
ENSP00000332118	ENSTGUP00000010755
ENSP00000376684	ENSTGUP00000013585
ENSP00000362139	ENSTGUP00000001574
