ENSMODP00000016222	ENSGALP00000006197
ENSMODP00000012318	ENSGALP00000041022
ENSMODP00000018585	ENSGALP00000042956
ENSMODP00000012709	ENSGALP00000034188
ENSMODP00000017024	ENSGALP00000020971
ENSMODP00000000506	ENSGALP00000040674
ENSMODP00000007056	ENSGALP00000014301
ENSMODP00000028230	ENSGALP00000008356
ENSMODP00000013251	ENSGALP00000042217
ENSMODP00000010577	ENSGALP00000039960
ENSMODP00000005515	ENSGALP00000038005
ENSMODP00000008811	ENSGALP00000025712
ENSMODP00000009141	ENSGALP00000009586
ENSMODP00000018862	ENSGALP00000043026
ENSMODP00000039695	ENSGALP00000034250
ENSMODP00000025735	ENSGALP00000023000
ENSMODP00000035422	ENSGALP00000024162
ENSMODP00000011020	ENSGALP00000041377
ENSMODP00000003914	ENSGALP00000005915
ENSMODP00000000521	ENSGALP00000041606
ENSMODP00000020678	ENSGALP00000019462
ENSMODP00000017299	ENSGALP00000042148
ENSMODP00000006063	ENSGALP00000025900
ENSMODP00000013059	ENSGALP00000027458
ENSMODP00000023527	ENSGALP00000026895
ENSMODP00000012738	ENSGALP00000014676
ENSMODP00000013482	ENSGALP00000005109
ENSMODP00000040683	ENSGALP00000002701
ENSMODP00000019780	ENSGALP00000026742
ENSMODP00000007625	ENSGALP00000007893
ENSMODP00000012956	ENSGALP00000020742
ENSMODP00000012497	ENSGALP00000016464
ENSMODP00000001617	ENSGALP00000002777
ENSMODP00000009254	ENSGALP00000017592
ENSMODP00000019643	ENSGALP00000042322
ENSMODP00000015212	ENSGALP00000006932
ENSMODP00000005867	ENSGALP00000009278
ENSMODP00000025714	ENSGALP00000023093
ENSMODP00000020136	ENSGALP00000003582
ENSMODP00000037724	ENSGALP00000022859
ENSMODP00000009958	ENSGALP00000007031
ENSMODP00000011969	ENSGALP00000031178
ENSMODP00000010119	ENSGALP00000029448
ENSMODP00000019417	ENSGALP00000018706
ENSMODP00000032512	ENSGALP00000027981
ENSMODP00000022070	ENSGALP00000005729
ENSMODP00000010033	ENSGALP00000040691
ENSMODP00000024536	ENSGALP00000032101
ENSMODP00000013212	ENSGALP00000013929
ENSMODP00000014658	ENSGALP00000016786
ENSMODP00000003887	ENSGALP00000027097
ENSMODP00000022929	ENSGALP00000025512
ENSMODP00000005380	ENSGALP00000027999
ENSMODP00000010400	ENSGALP00000042100
ENSMODP00000002128	ENSGALP00000027036
ENSMODP00000021602	ENSGALP00000026704
ENSMODP00000018281	ENSGALP00000008139
ENSMODP00000016689	ENSGALP00000021795
ENSMODP00000008339	ENSGALP00000009857
ENSMODP00000012578	ENSGALP00000027494
ENSMODP00000031813	ENSGALP00000039021
ENSMODP00000009562	ENSGALP00000018755
ENSMODP00000010218	ENSGALP00000005469
ENSMODP00000006019	ENSGALP00000000127
ENSMODP00000009683	ENSGALP00000041605
ENSMODP00000001520	ENSGALP00000017738
ENSMODP00000000974	ENSGALP00000020406
ENSMODP00000012200	ENSGALP00000027512
ENSMODP00000015788	ENSGALP00000021875
ENSMODP00000031956	ENSGALP00000004467
ENSMODP00000002212	ENSGALP00000026293
ENSMODP00000012446	ENSGALP00000000782
ENSMODP00000024410	ENSGALP00000037807
ENSMODP00000002480	ENSGALP00000000088
ENSMODP00000020388	ENSGALP00000038052
ENSMODP00000005167	ENSGALP00000005711
ENSMODP00000032296	ENSGALP00000037707
ENSMODP00000013252	ENSGALP00000004864
ENSMODP00000011544	ENSGALP00000002609
ENSMODP00000024284	ENSGALP00000042585
ENSMODP00000019402	ENSGALP00000038876
ENSMODP00000013459	ENSGALP00000003639
ENSMODP00000037984	ENSGALP00000039859
ENSMODP00000008336	ENSGALP00000002576
ENSMODP00000007172	ENSGALP00000011868
ENSMODP00000006363	ENSGALP00000011594
ENSMODP00000038645	ENSGALP00000038914
ENSMODP00000034882	ENSGALP00000012911
ENSMODP00000013421	ENSGALP00000006597
ENSMODP00000021574	ENSGALP00000013275
ENSMODP00000025132	ENSGALP00000011873
ENSMODP00000039247	ENSGALP00000042890
ENSMODP00000008305	ENSGALP00000035610
ENSMODP00000037562	ENSGALP00000009558
ENSMODP00000005962	ENSGALP00000004707
ENSMODP00000013601	ENSGALP00000004889
ENSMODP00000003039	ENSGALP00000016469
ENSMODP00000026506	ENSGALP00000007935
ENSMODP00000012402	ENSGALP00000006762
ENSMODP00000022044	ENSGALP00000023895
ENSMODP00000008983	ENSGALP00000012932
ENSMODP00000012479	ENSGALP00000016456
ENSMODP00000021141	ENSGALP00000021224
ENSMODP00000002311	ENSGALP00000024051
ENSMODP00000009340	ENSGALP00000019815
ENSMODP00000022174	ENSGALP00000003129
ENSMODP00000024051	ENSGALP00000016917
ENSMODP00000032104	ENSGALP00000011616
ENSMODP00000011308	ENSGALP00000027557
ENSMODP00000009034	ENSGALP00000010261
ENSMODP00000001642	ENSGALP00000035801
ENSMODP00000020255	ENSGALP00000006620
ENSMODP00000013300	ENSGALP00000020750
ENSMODP00000023157	ENSGALP00000001786
ENSMODP00000036226	ENSGALP00000019843
ENSMODP00000012920	ENSGALP00000027471
ENSMODP00000011843	ENSGALP00000019820
ENSMODP00000003401	ENSGALP00000015992
ENSMODP00000021532	ENSGALP00000022318
ENSMODP00000014547	ENSGALP00000006030
ENSMODP00000002701	ENSGALP00000012694
ENSMODP00000015384	ENSGALP00000007480
ENSMODP00000006541	ENSGALP00000001210
ENSMODP00000000626	ENSGALP00000037778
ENSMODP00000006581	ENSGALP00000018120
ENSMODP00000015476	ENSGALP00000042447
ENSMODP00000038501	ENSGALP00000005547
ENSMODP00000023141	ENSGALP00000001803
ENSMODP00000007644	ENSGALP00000016696
ENSMODP00000024645	ENSGALP00000006856
ENSMODP00000003127	ENSGALP00000013891
ENSMODP00000033408	ENSGALP00000043400
ENSMODP00000017836	ENSGALP00000008442
ENSMODP00000001373	ENSGALP00000020463
ENSMODP00000026276	ENSGALP00000029718
ENSMODP00000012712	ENSGALP00000014678
ENSMODP00000026826	ENSGALP00000023851
ENSMODP00000009636	ENSGALP00000019734
ENSMODP00000014945	ENSGALP00000016513
ENSMODP00000022101	ENSGALP00000023919
ENSMODP00000015367	ENSGALP00000016565
ENSMODP00000023616	ENSGALP00000019359
ENSMODP00000019405	ENSGALP00000024630
ENSMODP00000026335	ENSGALP00000025716
ENSMODP00000000519	ENSGALP00000021535
ENSMODP00000019537	ENSGALP00000000325
ENSMODP00000029449	ENSGALP00000006110
ENSMODP00000002560	ENSGALP00000012782
ENSMODP00000001175	ENSGALP00000023634
ENSMODP00000009092	ENSGALP00000012987
ENSMODP00000001692	ENSGALP00000017640
ENSMODP00000012172	ENSGALP00000014967
ENSMODP00000014711	ENSGALP00000008063
ENSMODP00000026359	ENSGALP00000035895
ENSMODP00000026657	ENSGALP00000032130
ENSMODP00000006950	ENSGALP00000000758
ENSMODP00000020865	ENSGALP00000008336
ENSMODP00000021541	ENSGALP00000022334
ENSMODP00000007338	ENSGALP00000010710
ENSMODP00000004723	ENSGALP00000026431
ENSMODP00000003105	ENSGALP00000020792
ENSMODP00000039391	ENSGALP00000024145
ENSMODP00000010105	ENSGALP00000005367
ENSMODP00000020277	ENSGALP00000006876
ENSMODP00000019446	ENSGALP00000016302
ENSMODP00000008593	ENSGALP00000019330
ENSMODP00000010045	ENSGALP00000041464
ENSMODP00000012110	ENSGALP00000041761
ENSMODP00000006145	ENSGALP00000005207
ENSMODP00000010769	ENSGALP00000019408
ENSMODP00000018088	ENSGALP00000010260
ENSMODP00000005840	ENSGALP00000009273
ENSMODP00000037376	ENSGALP00000002458
ENSMODP00000017897	ENSGALP00000015915
ENSMODP00000008969	ENSGALP00000042235
ENSMODP00000039104	ENSGALP00000014751
ENSMODP00000002680	ENSGALP00000012703
ENSMODP00000000172	ENSGALP00000004223
ENSMODP00000000993	ENSGALP00000019921
ENSMODP00000005050	ENSGALP00000012231
ENSMODP00000016291	ENSGALP00000043443
ENSMODP00000020535	ENSGALP00000012478
ENSMODP00000026205	ENSGALP00000025206
ENSMODP00000011177	ENSGALP00000018048
ENSMODP00000005425	ENSGALP00000013451
ENSMODP00000004068	ENSGALP00000020323
ENSMODP00000038567	ENSGALP00000006258
ENSMODP00000018060	ENSGALP00000001407
ENSMODP00000009073	ENSGALP00000010241
ENSMODP00000004462	ENSGALP00000008467
ENSMODP00000006744	ENSGALP00000010575
ENSMODP00000002745	ENSGALP00000012687
ENSMODP00000016783	ENSGALP00000034460
ENSMODP00000019707	ENSGALP00000026728
ENSMODP00000024848	ENSGALP00000013106
ENSMODP00000010695	ENSGALP00000005827
ENSMODP00000011736	ENSGALP00000031387
ENSMODP00000025738	ENSGALP00000022999
ENSMODP00000036463	ENSGALP00000020797
ENSMODP00000007016	ENSGALP00000010528
ENSMODP00000025885	ENSGALP00000022317
ENSMODP00000007357	ENSGALP00000007867
ENSMODP00000009893	ENSGALP00000009619
ENSMODP00000005212	ENSGALP00000005033
ENSMODP00000002271	ENSGALP00000000157
ENSMODP00000003644	ENSGALP00000008644
ENSMODP00000003387	ENSGALP00000000911
ENSMODP00000009062	ENSGALP00000022974
ENSMODP00000039098	ENSGALP00000017880
ENSMODP00000013119	ENSGALP00000040708
ENSMODP00000022897	ENSGALP00000025490
ENSMODP00000034293	ENSGALP00000041508
ENSMODP00000019031	ENSGALP00000041041
ENSMODP00000028835	ENSGALP00000026843
ENSMODP00000019832	ENSGALP00000038109
ENSMODP00000010278	ENSGALP00000019572
ENSMODP00000015191	ENSGALP00000006952
ENSMODP00000027806	ENSGALP00000007430
ENSMODP00000022727	ENSGALP00000042287
ENSMODP00000022258	ENSGALP00000015055
ENSMODP00000024036	ENSGALP00000005799
ENSMODP00000023632	ENSGALP00000019484
ENSMODP00000002702	ENSGALP00000024604
ENSMODP00000009861	ENSGALP00000024983
ENSMODP00000011433	ENSGALP00000002623
ENSMODP00000026308	ENSGALP00000035897
ENSMODP00000019798	ENSGALP00000041528
ENSMODP00000015011	ENSGALP00000003865
ENSMODP00000025363	ENSGALP00000023942
ENSMODP00000028459	ENSGALP00000013078
ENSMODP00000016976	ENSGALP00000023081
ENSMODP00000015922	ENSGALP00000011418
ENSMODP00000002647	ENSGALP00000017563
ENSMODP00000013738	ENSGALP00000007330
ENSMODP00000026385	ENSGALP00000026160
ENSMODP00000025866	ENSGALP00000031458
ENSMODP00000013444	ENSGALP00000015397
ENSMODP00000009095	ENSGALP00000032935
ENSMODP00000002352	ENSGALP00000024702
ENSMODP00000007433	ENSGALP00000025453
ENSMODP00000011980	ENSGALP00000000738
ENSMODP00000028723	ENSGALP00000007667
ENSMODP00000004270	ENSGALP00000005437
ENSMODP00000018516	ENSGALP00000027351
ENSMODP00000004721	ENSGALP00000010034
ENSMODP00000015129	ENSGALP00000006591
ENSMODP00000018289	ENSGALP00000004373
ENSMODP00000028151	ENSGALP00000004344
ENSMODP00000010235	ENSGALP00000037166
ENSMODP00000028705	ENSGALP00000040939
ENSMODP00000028883	ENSGALP00000008835
ENSMODP00000007639	ENSGALP00000013622
ENSMODP00000003239	ENSGALP00000004417
ENSMODP00000005243	ENSGALP00000022724
ENSMODP00000022995	ENSGALP00000010298
ENSMODP00000026381	ENSGALP00000035865
ENSMODP00000023307	ENSGALP00000018752
ENSMODP00000034181	ENSGALP00000019133
ENSMODP00000017544	ENSGALP00000001591
ENSMODP00000024633	ENSGALP00000006933
ENSMODP00000035541	ENSGALP00000023257
ENSMODP00000010234	ENSGALP00000015733
ENSMODP00000020946	ENSGALP00000020208
ENSMODP00000002881	ENSGALP00000017802
ENSMODP00000034045	ENSGALP00000023488
ENSMODP00000016656	ENSGALP00000036678
ENSMODP00000003702	ENSGALP00000014386
ENSMODP00000007647	ENSGALP00000000924
ENSMODP00000017014	ENSGALP00000020973
ENSMODP00000012124	ENSGALP00000037584
ENSMODP00000020665	ENSGALP00000019471
ENSMODP00000020369	ENSGALP00000013761
ENSMODP00000022461	ENSGALP00000024664
ENSMODP00000003119	ENSGALP00000016054
ENSMODP00000002863	ENSGALP00000003060
ENSMODP00000008175	ENSGALP00000016557
ENSMODP00000000276	ENSGALP00000027766
ENSMODP00000024753	ENSGALP00000012814
ENSMODP00000018942	ENSGALP00000004357
ENSMODP00000015076	ENSGALP00000009735
ENSMODP00000003253	ENSGALP00000001848
ENSMODP00000025473	ENSGALP00000040533
ENSMODP00000003437	ENSGALP00000024991
ENSMODP00000029121	ENSGALP00000027997
ENSMODP00000006704	ENSGALP00000016967
ENSMODP00000023455	ENSGALP00000026279
ENSMODP00000014787	ENSGALP00000033878
ENSMODP00000010263	ENSGALP00000020915
ENSMODP00000008879	ENSGALP00000004687
ENSMODP00000022132	ENSGALP00000041295
ENSMODP00000025465	ENSGALP00000041778
ENSMODP00000018243	ENSGALP00000013022
ENSMODP00000018056	ENSGALP00000026380
ENSMODP00000021275	ENSGALP00000009642
ENSMODP00000011863	ENSGALP00000014876
ENSMODP00000018425	ENSGALP00000005478
ENSMODP00000002910	ENSGALP00000016616
ENSMODP00000010089	ENSGALP00000039623
ENSMODP00000012308	ENSGALP00000010670
ENSMODP00000025867	ENSGALP00000041966
ENSMODP00000010590	ENSGALP00000022091
ENSMODP00000015459	ENSGALP00000022151
ENSMODP00000018092	ENSGALP00000026384
ENSMODP00000022940	ENSGALP00000021170
ENSMODP00000014641	ENSGALP00000007282
ENSMODP00000005874	ENSGALP00000004632
ENSMODP00000020324	ENSGALP00000014191
ENSMODP00000005285	ENSGALP00000017313
ENSMODP00000022437	ENSGALP00000023013
ENSMODP00000015061	ENSGALP00000011598
ENSMODP00000022205	ENSGALP00000021481
ENSMODP00000016710	ENSGALP00000011223
ENSMODP00000020448	ENSGALP00000038671
ENSMODP00000008692	ENSGALP00000013832
ENSMODP00000023980	ENSGALP00000005153
ENSMODP00000022191	ENSGALP00000023987
ENSMODP00000008922	ENSGALP00000027913
ENSMODP00000013892	ENSGALP00000002546
ENSMODP00000037779	ENSGALP00000041393
ENSMODP00000018279	ENSGALP00000012977
ENSMODP00000014294	ENSGALP00000019955
ENSMODP00000023404	ENSGALP00000022492
ENSMODP00000021373	ENSGALP00000014113
ENSMODP00000012513	ENSGALP00000012691
ENSMODP00000040236	ENSGALP00000017308
ENSMODP00000002986	ENSGALP00000041343
ENSMODP00000012296	ENSGALP00000014550
ENSMODP00000017689	ENSGALP00000010503
ENSMODP00000018834	ENSGALP00000042282
ENSMODP00000000378	ENSGALP00000006039
ENSMODP00000038366	ENSGALP00000004109
ENSMODP00000014148	ENSGALP00000016218
ENSMODP00000024809	ENSGALP00000013703
ENSMODP00000024663	ENSGALP00000001533
ENSMODP00000014022	ENSGALP00000007144
ENSMODP00000008168	ENSGALP00000003767
ENSMODP00000014575	ENSGALP00000006007
ENSMODP00000024279	ENSGALP00000010631
ENSMODP00000003513	ENSGALP00000014499
ENSMODP00000005875	ENSGALP00000029406
ENSMODP00000001618	ENSGALP00000031652
ENSMODP00000036502	ENSGALP00000025244
ENSMODP00000024563	ENSGALP00000002796
ENSMODP00000024025	ENSGALP00000005677
ENSMODP00000005811	ENSGALP00000021877
ENSMODP00000021997	ENSGALP00000037948
ENSMODP00000015575	ENSGALP00000005396
ENSMODP00000004728	ENSGALP00000008163
ENSMODP00000010352	ENSGALP00000005900
ENSMODP00000030146	ENSGALP00000009460
ENSMODP00000023698	ENSGALP00000013983
ENSMODP00000017820	ENSGALP00000026344
ENSMODP00000024337	ENSGALP00000023677
ENSMODP00000003660	ENSGALP00000024524
ENSMODP00000009899	ENSGALP00000033837
ENSMODP00000013908	ENSGALP00000002078
ENSMODP00000040218	ENSGALP00000011025
ENSMODP00000005626	ENSGALP00000004416
ENSMODP00000021757	ENSGALP00000005376
ENSMODP00000004969	ENSGALP00000006890
ENSMODP00000040369	ENSGALP00000022251
ENSMODP00000004243	ENSGALP00000021833
ENSMODP00000006529	ENSGALP00000005378
ENSMODP00000016676	ENSGALP00000012474
ENSMODP00000029832	ENSGALP00000001796
ENSMODP00000004926	ENSGALP00000010689
ENSMODP00000011173	ENSGALP00000027568
ENSMODP00000010044	ENSGALP00000042448
ENSMODP00000015334	ENSGALP00000007576
ENSMODP00000016740	ENSGALP00000004804
ENSMODP00000022080	ENSGALP00000023911
ENSMODP00000002288	ENSGALP00000004966
ENSMODP00000022531	ENSGALP00000024744
ENSMODP00000017898	ENSGALP00000010409
ENSMODP00000017549	ENSGALP00000007866
ENSMODP00000019823	ENSGALP00000006415
ENSMODP00000019964	ENSGALP00000013885
ENSMODP00000035095	ENSGALP00000010875
ENSMODP00000015791	ENSGALP00000038584
ENSMODP00000021239	ENSGALP00000023548
ENSMODP00000005014	ENSGALP00000001499
ENSMODP00000023658	ENSGALP00000041155
ENSMODP00000006838	ENSGALP00000025241
ENSMODP00000015544	ENSGALP00000010001
ENSMODP00000010068	ENSGALP00000036550
ENSMODP00000016665	ENSGALP00000011071
ENSMODP00000005224	ENSGALP00000002778
ENSMODP00000026247	ENSGALP00000025816
ENSMODP00000018709	ENSGALP00000018418
ENSMODP00000012561	ENSGALP00000007646
ENSMODP00000009566	ENSGALP00000019765
ENSMODP00000015446	ENSGALP00000038710
ENSMODP00000018670	ENSGALP00000027373
ENSMODP00000019000	ENSGALP00000019575
ENSMODP00000019070	ENSGALP00000018457
ENSMODP00000032612	ENSGALP00000036822
ENSMODP00000003607	ENSGALP00000021117
ENSMODP00000031186	ENSGALP00000004529
ENSMODP00000015614	ENSGALP00000023202
ENSMODP00000018025	ENSGALP00000029396
ENSMODP00000008570	ENSGALP00000019333
ENSMODP00000004261	ENSGALP00000012057
ENSMODP00000035363	ENSGALP00000041796
ENSMODP00000015315	ENSGALP00000038593
ENSMODP00000014065	ENSGALP00000013127
ENSMODP00000002014	ENSGALP00000015675
ENSMODP00000018902	ENSGALP00000004501
ENSMODP00000019155	ENSGALP00000043370
ENSMODP00000014011	ENSGALP00000019400
ENSMODP00000009655	ENSGALP00000011398
ENSMODP00000012155	ENSGALP00000012365
ENSMODP00000014009	ENSGALP00000002523
ENSMODP00000008473	ENSGALP00000040471
ENSMODP00000010735	ENSGALP00000015431
ENSMODP00000000120	ENSGALP00000014036
ENSMODP00000019410	ENSGALP00000003706
ENSMODP00000021663	ENSGALP00000043134
ENSMODP00000006256	ENSGALP00000032560
ENSMODP00000025963	ENSGALP00000016427
ENSMODP00000024095	ENSGALP00000006355
ENSMODP00000008525	ENSGALP00000012546
ENSMODP00000023609	ENSGALP00000026908
ENSMODP00000023189	ENSGALP00000031013
ENSMODP00000000558	ENSGALP00000042691
ENSMODP00000000493	ENSGALP00000027779
ENSMODP00000001649	ENSGALP00000002186
ENSMODP00000024311	ENSGALP00000041031
ENSMODP00000010490	ENSGALP00000023110
ENSMODP00000019306	ENSGALP00000017145
ENSMODP00000024152	ENSGALP00000032822
ENSMODP00000030128	ENSGALP00000007438
ENSMODP00000010126	ENSGALP00000015956
ENSMODP00000010016	ENSGALP00000018600
ENSMODP00000002450	ENSGALP00000015356
ENSMODP00000019556	ENSGALP00000020353
ENSMODP00000014319	ENSGALP00000003745
ENSMODP00000002187	ENSGALP00000029076
ENSMODP00000024017	ENSGALP00000038976
ENSMODP00000012164	ENSGALP00000011158
ENSMODP00000009510	ENSGALP00000011216
ENSMODP00000023873	ENSGALP00000003367
ENSMODP00000016231	ENSGALP00000042238
ENSMODP00000003018	ENSGALP00000032614
ENSMODP00000004236	ENSGALP00000000704
ENSMODP00000021601	ENSGALP00000007780
ENSMODP00000003538	ENSGALP00000025001
ENSMODP00000024104	ENSGALP00000018122
ENSMODP00000014508	ENSGALP00000019929
ENSMODP00000013131	ENSGALP00000027453
ENSMODP00000036684	ENSGALP00000018506
ENSMODP00000000574	ENSGALP00000000541
ENSMODP00000000254	ENSGALP00000010968
ENSMODP00000013425	ENSGALP00000015313
ENSMODP00000002420	ENSGALP00000012877
ENSMODP00000006926	ENSGALP00000025845
ENSMODP00000015369	ENSGALP00000001991
ENSMODP00000035015	ENSGALP00000015260
ENSMODP00000003809	ENSGALP00000011621
ENSMODP00000004361	ENSGALP00000005261
ENSMODP00000019307	ENSGALP00000010200
ENSMODP00000008962	ENSGALP00000016141
ENSMODP00000022583	ENSGALP00000024924
ENSMODP00000035727	ENSGALP00000013963
ENSMODP00000011554	ENSGALP00000042432
ENSMODP00000005940	ENSGALP00000021023
ENSMODP00000014995	ENSGALP00000028267
ENSMODP00000003075	ENSGALP00000008770
ENSMODP00000001494	ENSGALP00000020476
ENSMODP00000009967	ENSGALP00000022899
ENSMODP00000006578	ENSGALP00000023788
ENSMODP00000016807	ENSGALP00000012024
ENSMODP00000025119	ENSGALP00000007724
ENSMODP00000003837	ENSGALP00000011634
ENSMODP00000010981	ENSGALP00000021929
ENSMODP00000008924	ENSGALP00000012919
ENSMODP00000000503	ENSGALP00000014261
ENSMODP00000010585	ENSGALP00000020888
ENSMODP00000019210	ENSGALP00000014324
ENSMODP00000021478	ENSGALP00000013467
ENSMODP00000025319	ENSGALP00000043129
ENSMODP00000034687	ENSGALP00000022966
ENSMODP00000010646	ENSGALP00000006234
ENSMODP00000008700	ENSGALP00000013841
ENSMODP00000006943	ENSGALP00000014193
ENSMODP00000001270	ENSGALP00000026078
ENSMODP00000019528	ENSGALP00000000331
ENSMODP00000019840	ENSGALP00000006477
ENSMODP00000000265	ENSGALP00000027765
ENSMODP00000017224	ENSGALP00000042887
ENSMODP00000008407	ENSGALP00000022871
ENSMODP00000008793	ENSGALP00000003001
ENSMODP00000009624	ENSGALP00000027213
ENSMODP00000010547	ENSGALP00000027603
ENSMODP00000038004	ENSGALP00000003621
ENSMODP00000015855	ENSGALP00000003681
ENSMODP00000015147	ENSGALP00000003325
ENSMODP00000007683	ENSGALP00000041232
ENSMODP00000022281	ENSGALP00000014899
ENSMODP00000018362	ENSGALP00000026439
ENSMODP00000001155	ENSGALP00000031279
ENSMODP00000025964	ENSGALP00000016419
ENSMODP00000002416	ENSGALP00000026357
ENSMODP00000024096	ENSGALP00000018232
ENSMODP00000012540	ENSGALP00000006979
ENSMODP00000023770	ENSGALP00000016059
ENSMODP00000034720	ENSGALP00000012793
ENSMODP00000008841	ENSGALP00000012684
ENSMODP00000012964	ENSGALP00000027468
ENSMODP00000026686	ENSGALP00000015845
ENSMODP00000013705	ENSGALP00000041945
ENSMODP00000023717	ENSGALP00000016708
ENSMODP00000001706	ENSGALP00000007558
ENSMODP00000005581	ENSGALP00000037470
ENSMODP00000005406	ENSGALP00000042943
ENSMODP00000005568	ENSGALP00000000096
ENSMODP00000022734	ENSGALP00000024093
ENSMODP00000013158	ENSGALP00000041714
ENSMODP00000017064	ENSGALP00000018900
ENSMODP00000020836	ENSGALP00000038992
ENSMODP00000029871	ENSGALP00000031033
ENSMODP00000013904	ENSGALP00000007026
ENSMODP00000022586	ENSGALP00000024927
ENSMODP00000024506	ENSGALP00000023743
ENSMODP00000018825	ENSGALP00000042324
ENSMODP00000006860	ENSGALP00000014153
ENSMODP00000003138	ENSGALP00000009035
ENSMODP00000016927	ENSGALP00000001795
ENSMODP00000008061	ENSGALP00000037201
ENSMODP00000009382	ENSGALP00000003796
ENSMODP00000038427	ENSGALP00000023937
ENSMODP00000020910	ENSGALP00000021124
ENSMODP00000010211	ENSGALP00000027624
ENSMODP00000023515	ENSGALP00000001149
ENSMODP00000015170	ENSGALP00000038757
ENSMODP00000013409	ENSGALP00000015294
ENSMODP00000018981	ENSGALP00000018441
ENSMODP00000014404	ENSGALP00000041944
ENSMODP00000021079	ENSGALP00000008496
ENSMODP00000023333	ENSGALP00000026201
ENSMODP00000006337	ENSGALP00000042023
ENSMODP00000003143	ENSGALP00000017390
ENSMODP00000005842	ENSGALP00000007709
ENSMODP00000015886	ENSGALP00000016401
ENSMODP00000024826	ENSGALP00000013421
ENSMODP00000026764	ENSGALP00000022439
ENSMODP00000024441	ENSGALP00000010956
ENSMODP00000022654	ENSGALP00000036160
ENSMODP00000017104	ENSGALP00000011060
ENSMODP00000013893	ENSGALP00000005534
ENSMODP00000038756	ENSGALP00000008908
ENSMODP00000018717	ENSGALP00000027387
