ENSTGUP00000008915	ENSDARP00000074624
ENSTGUP00000009921	ENSDARP00000077503
ENSTGUP00000010660	ENSDARP00000100969
ENSTGUP00000010647	ENSDARP00000072840
ENSTGUP00000010647	ENSDARP00000122860
ENSTGUP00000015068	ENSDARP00000077823
ENSTGUP00000004690	ENSDARP00000117667
ENSTGUP00000012130	ENSDARP00000099674
ENSTGUP00000017648	ENSDARP00000057641
ENSTGUP00000004644	ENSDARP00000107966
ENSTGUP00000010181	ENSDARP00000099031
ENSTGUP00000009742	ENSDARP00000007840
ENSTGUP00000007461	ENSDARP00000124621
ENSTGUP00000007461	ENSDARP00000090505
ENSTGUP00000006389	ENSDARP00000121737
ENSTGUP00000010800	ENSDARP00000057699
ENSTGUP00000017010	ENSDARP00000098829
ENSTGUP00000002778	ENSDARP00000107952
ENSTGUP00000004791	ENSDARP00000065317
ENSTGUP00000003667	ENSDARP00000063130
ENSTGUP00000012033	ENSDARP00000022900
ENSTGUP00000001013	ENSDARP00000092687
ENSTGUP00000007458	ENSDARP00000051029
ENSTGUP00000008715	ENSDARP00000061995
ENSTGUP00000010314	ENSDARP00000121235
ENSTGUP00000011959	ENSDARP00000059573
ENSTGUP00000003277	ENSDARP00000002437
ENSTGUP00000001011	ENSDARP00000077969
ENSTGUP00000009443	ENSDARP00000112094
ENSTGUP00000009303	ENSDARP00000117803
ENSTGUP00000008202	ENSDARP00000093291
ENSTGUP00000001801	ENSDARP00000011354
ENSTGUP00000011167	ENSDARP00000118047
ENSTGUP00000017279	ENSDARP00000120722
ENSTGUP00000010584	ENSDARP00000088617
ENSTGUP00000006100	ENSDARP00000068373
ENSTGUP00000000194	ENSDARP00000039787
ENSTGUP00000008878	ENSDARP00000052350
ENSTGUP00000007009	ENSDARP00000112607
ENSTGUP00000005858	ENSDARP00000087205
ENSTGUP00000012952	ENSDARP00000107201
ENSTGUP00000011189	ENSDARP00000119504
ENSTGUP00000013950	ENSDARP00000109773
ENSTGUP00000008328	ENSDARP00000107079
ENSTGUP00000005283	ENSDARP00000051482
ENSTGUP00000005500	ENSDARP00000113709
ENSTGUP00000015260	ENSDARP00000008672
ENSTGUP00000007700	ENSDARP00000010089
ENSTGUP00000013478	ENSDARP00000053837
ENSTGUP00000001113	ENSDARP00000119529
ENSTGUP00000006800	ENSDARP00000107848
ENSTGUP00000004703	ENSDARP00000012660
ENSTGUP00000003965	ENSDARP00000111602
ENSTGUP00000011638	ENSDARP00000041528
ENSTGUP00000007827	ENSDARP00000061678
ENSTGUP00000006012	ENSDARP00000098745
ENSTGUP00000001604	ENSDARP00000018901
ENSTGUP00000009388	ENSDARP00000017949
ENSTGUP00000014461	ENSDARP00000008262
ENSTGUP00000004266	ENSDARP00000105072
ENSTGUP00000008740	ENSDARP00000017331
ENSTGUP00000018292	ENSDARP00000125628
ENSTGUP00000000852	ENSDARP00000051565
ENSTGUP00000017531	ENSDARP00000129427
ENSTGUP00000008197	ENSDARP00000067304
ENSTGUP00000013085	ENSDARP00000087790
ENSTGUP00000010805	ENSDARP00000115089
ENSTGUP00000000552	ENSDARP00000068705
ENSTGUP00000003798	ENSDARP00000075817
ENSTGUP00000018253	ENSDARP00000105664
ENSTGUP00000009738	ENSDARP00000074147
ENSTGUP00000006839	ENSDARP00000022896
ENSTGUP00000001899	ENSDARP00000048920
ENSTGUP00000008901	ENSDARP00000078516
ENSTGUP00000001097	ENSDARP00000003565
ENSTGUP00000012798	ENSDARP00000089019
ENSTGUP00000005152	ENSDARP00000099991
ENSTGUP00000005152	ENSDARP00000035289
ENSTGUP00000013837	ENSDARP00000083605
ENSTGUP00000008118	ENSDARP00000100393
ENSTGUP00000018128	ENSDARP00000116562
ENSTGUP00000011071	ENSDARP00000107020
ENSTGUP00000003770	ENSDARP00000051654
ENSTGUP00000002239	ENSDARP00000051311
ENSTGUP00000008464	ENSDARP00000121682
ENSTGUP00000000572	ENSDARP00000089800
ENSTGUP00000009302	ENSDARP00000052182
ENSTGUP00000003628	ENSDARP00000070020
ENSTGUP00000008159	ENSDARP00000098864
ENSTGUP00000011464	ENSDARP00000098368
ENSTGUP00000012382	ENSDARP00000127649
ENSTGUP00000013732	ENSDARP00000088311
ENSTGUP00000013664	ENSDARP00000073952
ENSTGUP00000001240	ENSDARP00000047635
ENSTGUP00000002467	ENSDARP00000102914
ENSTGUP00000013078	ENSDARP00000113878
ENSTGUP00000003355	ENSDARP00000004708
ENSTGUP00000009700	ENSDARP00000119902
ENSTGUP00000015777	ENSDARP00000118004
ENSTGUP00000002282	ENSDARP00000103868
ENSTGUP00000009830	ENSDARP00000100186
ENSTGUP00000004277	ENSDARP00000090099
ENSTGUP00000010467	ENSDARP00000108647
ENSTGUP00000013343	ENSDARP00000102210
ENSTGUP00000008540	ENSDARP00000119166
ENSTGUP00000006962	ENSDARP00000075289
ENSTGUP00000006719	ENSDARP00000065044
ENSTGUP00000018256	ENSDARP00000108008
ENSTGUP00000008542	ENSDARP00000058677
ENSTGUP00000008542	ENSDARP00000012199
ENSTGUP00000017652	ENSDARP00000086697
ENSTGUP00000008399	ENSDARP00000017411
ENSTGUP00000002363	ENSDARP00000113437
ENSTGUP00000001524	ENSDARP00000096680
ENSTGUP00000009641	ENSDARP00000045055
ENSTGUP00000011834	ENSDARP00000096080
ENSTGUP00000008093	ENSDARP00000023867
ENSTGUP00000017330	ENSDARP00000037518
ENSTGUP00000008686	ENSDARP00000034770
ENSTGUP00000005881	ENSDARP00000086117
ENSTGUP00000013843	ENSDARP00000104844
ENSTGUP00000003822	ENSDARP00000100228
ENSTGUP00000011557	ENSDARP00000057470
ENSTGUP00000000025	ENSDARP00000110719
ENSTGUP00000007800	ENSDARP00000104026
ENSTGUP00000002185	ENSDARP00000071963
ENSTGUP00000001947	ENSDARP00000098731
ENSTGUP00000011266	ENSDARP00000062930
ENSTGUP00000005315	ENSDARP00000119101
ENSTGUP00000017810	ENSDARP00000116918
ENSTGUP00000008673	ENSDARP00000030727
ENSTGUP00000004712	ENSDARP00000064079
ENSTGUP00000003348	ENSDARP00000011842
ENSTGUP00000007928	ENSDARP00000115164
ENSTGUP00000004840	ENSDARP00000056722
ENSTGUP00000009110	ENSDARP00000114720
ENSTGUP00000005722	ENSDARP00000015141
ENSTGUP00000012348	ENSDARP00000106695
ENSTGUP00000009138	ENSDARP00000094034
ENSTGUP00000006443	ENSDARP00000114134
ENSTGUP00000008455	ENSDARP00000099835
ENSTGUP00000008119	ENSDARP00000098896
ENSTGUP00000001286	ENSDARP00000038879
ENSTGUP00000001946	ENSDARP00000012708
ENSTGUP00000000502	ENSDARP00000036649
ENSTGUP00000007083	ENSDARP00000106797
ENSTGUP00000000308	ENSDARP00000115814
ENSTGUP00000009201	ENSDARP00000104686
ENSTGUP00000008392	ENSDARP00000088088
ENSTGUP00000012066	ENSDARP00000043801
ENSTGUP00000005570	ENSDARP00000065503
ENSTGUP00000004104	ENSDARP00000107806
ENSTGUP00000012717	ENSDARP00000099363
ENSTGUP00000018310	ENSDARP00000087877
ENSTGUP00000009329	ENSDARP00000113761
ENSTGUP00000004371	ENSDARP00000123099
ENSTGUP00000009217	ENSDARP00000079033
ENSTGUP00000007106	ENSDARP00000083577
ENSTGUP00000004374	ENSDARP00000121339
ENSTGUP00000001174	ENSDARP00000099420
ENSTGUP00000009795	ENSDARP00000117653
ENSTGUP00000010776	ENSDARP00000036317
ENSTGUP00000000635	ENSDARP00000082602
ENSTGUP00000002270	ENSDARP00000099881
ENSTGUP00000003111	ENSDARP00000091697
ENSTGUP00000009650	ENSDARP00000101767
ENSTGUP00000006444	ENSDARP00000078271
ENSTGUP00000003208	ENSDARP00000033992
ENSTGUP00000001002	ENSDARP00000099076
ENSTGUP00000013819	ENSDARP00000101684
ENSTGUP00000008654	ENSDARP00000110144
ENSTGUP00000002756	ENSDARP00000048045
ENSTGUP00000006734	ENSDARP00000062940
ENSTGUP00000001648	ENSDARP00000049975
ENSTGUP00000009308	ENSDARP00000090057
ENSTGUP00000009858	ENSDARP00000107203
ENSTGUP00000000848	ENSDARP00000010155
ENSTGUP00000009113	ENSDARP00000015462
ENSTGUP00000008696	ENSDARP00000090881
ENSTGUP00000008696	ENSDARP00000116146
ENSTGUP00000010297	ENSDARP00000037007
ENSTGUP00000006887	ENSDARP00000041841
ENSTGUP00000010678	ENSDARP00000101492
ENSTGUP00000009274	ENSDARP00000124773
ENSTGUP00000008425	ENSDARP00000128334
ENSTGUP00000008517	ENSDARP00000051620
ENSTGUP00000010458	ENSDARP00000033890
ENSTGUP00000009432	ENSDARP00000025545
ENSTGUP00000013607	ENSDARP00000060295
ENSTGUP00000011048	ENSDARP00000053179
ENSTGUP00000012872	ENSDARP00000120878
ENSTGUP00000010390	ENSDARP00000102301
ENSTGUP00000002790	ENSDARP00000116430
ENSTGUP00000008960	ENSDARP00000109291
ENSTGUP00000011269	ENSDARP00000062934
ENSTGUP00000008680	ENSDARP00000076213
ENSTGUP00000017068	ENSDARP00000117051
ENSTGUP00000007110	ENSDARP00000020840
ENSTGUP00000006765	ENSDARP00000065646
ENSTGUP00000006593	ENSDARP00000124832
ENSTGUP00000006168	ENSDARP00000104222
ENSTGUP00000013446	ENSDARP00000114752
ENSTGUP00000008428	ENSDARP00000040752
ENSTGUP00000008789	ENSDARP00000063942
ENSTGUP00000009671	ENSDARP00000106082
ENSTGUP00000012852	ENSDARP00000060549
ENSTGUP00000013379	ENSDARP00000015681
ENSTGUP00000008459	ENSDARP00000099431
ENSTGUP00000012333	ENSDARP00000127737
ENSTGUP00000009677	ENSDARP00000085930
ENSTGUP00000006293	ENSDARP00000024495
ENSTGUP00000010690	ENSDARP00000013967
ENSTGUP00000007797	ENSDARP00000094997
ENSTGUP00000014881	ENSDARP00000035433
ENSTGUP00000005358	ENSDARP00000007584
ENSTGUP00000003756	ENSDARP00000115652
ENSTGUP00000005326	ENSDARP00000060546
ENSTGUP00000007482	ENSDARP00000008399
ENSTGUP00000009792	ENSDARP00000104725
ENSTGUP00000011762	ENSDARP00000015280
ENSTGUP00000001528	ENSDARP00000123222
ENSTGUP00000001123	ENSDARP00000109526
ENSTGUP00000007927	ENSDARP00000023623
ENSTGUP00000003978	ENSDARP00000104056
ENSTGUP00000009000	ENSDARP00000081470
ENSTGUP00000004481	ENSDARP00000053608
ENSTGUP00000003726	ENSDARP00000107905
ENSTGUP00000005666	ENSDARP00000073125
ENSTGUP00000003572	ENSDARP00000108126
ENSTGUP00000003231	ENSDARP00000121686
ENSTGUP00000010507	ENSDARP00000059211
ENSTGUP00000007802	ENSDARP00000098751
ENSTGUP00000006647	ENSDARP00000056374
ENSTGUP00000008807	ENSDARP00000101572
ENSTGUP00000005115	ENSDARP00000026663
ENSTGUP00000003425	ENSDARP00000043143
ENSTGUP00000001307	ENSDARP00000090032
ENSTGUP00000001991	ENSDARP00000086063
ENSTGUP00000003470	ENSDARP00000115639
ENSTGUP00000013826	ENSDARP00000083594
ENSTGUP00000010732	ENSDARP00000055736
ENSTGUP00000010985	ENSDARP00000129232
ENSTGUP00000014429	ENSDARP00000115890
ENSTGUP00000006011	ENSDARP00000054574
ENSTGUP00000010820	ENSDARP00000117835
ENSTGUP00000004976	ENSDARP00000109282
ENSTGUP00000010376	ENSDARP00000095387
ENSTGUP00000011325	ENSDARP00000061472
ENSTGUP00000012864	ENSDARP00000062627
ENSTGUP00000001296	ENSDARP00000078554
ENSTGUP00000001296	ENSDARP00000128797
ENSTGUP00000001519	ENSDARP00000102198
ENSTGUP00000006264	ENSDARP00000097807
ENSTGUP00000007992	ENSDARP00000121837
ENSTGUP00000012469	ENSDARP00000095107
ENSTGUP00000013349	ENSDARP00000031688
ENSTGUP00000013777	ENSDARP00000119424
ENSTGUP00000003331	ENSDARP00000114983
ENSTGUP00000007948	ENSDARP00000098620
ENSTGUP00000015830	ENSDARP00000073519
ENSTGUP00000017581	ENSDARP00000100891
ENSTGUP00000009044	ENSDARP00000034146
ENSTGUP00000010810	ENSDARP00000068770
ENSTGUP00000017675	ENSDARP00000117990
ENSTGUP00000004602	ENSDARP00000068562
ENSTGUP00000013817	ENSDARP00000115468
ENSTGUP00000008432	ENSDARP00000128948
ENSTGUP00000012405	ENSDARP00000063571
ENSTGUP00000010824	ENSDARP00000091438
ENSTGUP00000001121	ENSDARP00000080399
ENSTGUP00000008478	ENSDARP00000090374
ENSTGUP00000012533	ENSDARP00000124195
ENSTGUP00000002351	ENSDARP00000086527
ENSTGUP00000014529	ENSDARP00000059351
ENSTGUP00000004812	ENSDARP00000103167
ENSTGUP00000004812	ENSDARP00000095053
ENSTGUP00000010417	ENSDARP00000124789
ENSTGUP00000008608	ENSDARP00000121890
ENSTGUP00000008135	ENSDARP00000003629
ENSTGUP00000008135	ENSDARP00000099613
ENSTGUP00000011800	ENSDARP00000108342
ENSTGUP00000002661	ENSDARP00000070461
ENSTGUP00000007391	ENSDARP00000054573
ENSTGUP00000001701	ENSDARP00000128148
ENSTGUP00000004583	ENSDARP00000045517
ENSTGUP00000002842	ENSDARP00000016256
ENSTGUP00000006512	ENSDARP00000109926
ENSTGUP00000005515	ENSDARP00000104472
ENSTGUP00000004291	ENSDARP00000054842
ENSTGUP00000004781	ENSDARP00000116630
ENSTGUP00000008309	ENSDARP00000058083
ENSTGUP00000005781	ENSDARP00000057465
ENSTGUP00000017611	ENSDARP00000056666
ENSTGUP00000000314	ENSDARP00000003884
ENSTGUP00000010830	ENSDARP00000065011
ENSTGUP00000010565	ENSDARP00000053182
ENSTGUP00000010201	ENSDARP00000102613
ENSTGUP00000013162	ENSDARP00000025002
ENSTGUP00000003612	ENSDARP00000124890
ENSTGUP00000002843	ENSDARP00000118515
ENSTGUP00000009914	ENSDARP00000121022
ENSTGUP00000001295	ENSDARP00000004133
ENSTGUP00000004474	ENSDARP00000075223
ENSTGUP00000004378	ENSDARP00000037758
ENSTGUP00000000916	ENSDARP00000022528
ENSTGUP00000002470	ENSDARP00000117599
ENSTGUP00000006882	ENSDARP00000111014
ENSTGUP00000002618	ENSDARP00000118574
ENSTGUP00000001852	ENSDARP00000107878
ENSTGUP00000003495	ENSDARP00000100542
ENSTGUP00000004588	ENSDARP00000026575
ENSTGUP00000010622	ENSDARP00000125356
ENSTGUP00000012545	ENSDARP00000118023
ENSTGUP00000003543	ENSDARP00000013455
ENSTGUP00000000248	ENSDARP00000055617
ENSTGUP00000000955	ENSDARP00000096095
ENSTGUP00000009484	ENSDARP00000067890
ENSTGUP00000011070	ENSDARP00000046994
ENSTGUP00000004436	ENSDARP00000109435
ENSTGUP00000005959	ENSDARP00000114221
ENSTGUP00000000661	ENSDARP00000062575
ENSTGUP00000000685	ENSDARP00000010075
ENSTGUP00000018117	ENSDARP00000094070
ENSTGUP00000012675	ENSDARP00000101916
ENSTGUP00000008606	ENSDARP00000120082
ENSTGUP00000010071	ENSDARP00000038262
ENSTGUP00000012623	ENSDARP00000067385
ENSTGUP00000002131	ENSDARP00000128216
ENSTGUP00000007619	ENSDARP00000107656
ENSTGUP00000012982	ENSDARP00000073469
ENSTGUP00000005328	ENSDARP00000092353
ENSTGUP00000011763	ENSDARP00000079005
ENSTGUP00000007432	ENSDARP00000044088
ENSTGUP00000001914	ENSDARP00000066793
ENSTGUP00000005074	ENSDARP00000078103
ENSTGUP00000007121	ENSDARP00000118932
ENSTGUP00000007145	ENSDARP00000058724
ENSTGUP00000001643	ENSDARP00000018110
ENSTGUP00000002590	ENSDARP00000031709
ENSTGUP00000011118	ENSDARP00000123332
ENSTGUP00000007809	ENSDARP00000021778
ENSTGUP00000008082	ENSDARP00000058254
ENSTGUP00000002289	ENSDARP00000073993
ENSTGUP00000013905	ENSDARP00000077884
ENSTGUP00000013905	ENSDARP00000077349
ENSTGUP00000007966	ENSDARP00000089247
ENSTGUP00000010887	ENSDARP00000073207
ENSTGUP00000011628	ENSDARP00000127555
ENSTGUP00000002329	ENSDARP00000123104
ENSTGUP00000002520	ENSDARP00000078980
ENSTGUP00000002664	ENSDARP00000092090
ENSTGUP00000017239	ENSDARP00000059966
ENSTGUP00000010283	ENSDARP00000079744
ENSTGUP00000009168	ENSDARP00000096360
ENSTGUP00000009955	ENSDARP00000119103
ENSTGUP00000003139	ENSDARP00000055509
ENSTGUP00000007270	ENSDARP00000110223
ENSTGUP00000010502	ENSDARP00000077781
ENSTGUP00000010773	ENSDARP00000094654
ENSTGUP00000002773	ENSDARP00000083772
ENSTGUP00000011828	ENSDARP00000103806
ENSTGUP00000005548	ENSDARP00000106473
ENSTGUP00000001886	ENSDARP00000122801
ENSTGUP00000002803	ENSDARP00000017240
ENSTGUP00000010542	ENSDARP00000111428
ENSTGUP00000009115	ENSDARP00000106579
ENSTGUP00000017947	ENSDARP00000109483
ENSTGUP00000003776	ENSDARP00000058324
ENSTGUP00000009840	ENSDARP00000109892
ENSTGUP00000001641	ENSDARP00000009186
ENSTGUP00000002887	ENSDARP00000120859
ENSTGUP00000005301	ENSDARP00000098558
ENSTGUP00000005301	ENSDARP00000101428
ENSTGUP00000008339	ENSDARP00000071843
ENSTGUP00000015025	ENSDARP00000093252
ENSTGUP00000001080	ENSDARP00000120578
ENSTGUP00000012791	ENSDARP00000103375
ENSTGUP00000012984	ENSDARP00000062093
ENSTGUP00000004302	ENSDARP00000101401
ENSTGUP00000010270	ENSDARP00000070070
ENSTGUP00000007151	ENSDARP00000105698
ENSTGUP00000010295	ENSDARP00000128109
ENSTGUP00000012769	ENSDARP00000102336
ENSTGUP00000003153	ENSDARP00000129197
ENSTGUP00000000699	ENSDARP00000077664
ENSTGUP00000012979	ENSDARP00000053587
ENSTGUP00000010054	ENSDARP00000061584
ENSTGUP00000003024	ENSDARP00000060852
ENSTGUP00000007664	ENSDARP00000066624
ENSTGUP00000004336	ENSDARP00000032207
ENSTGUP00000012860	ENSDARP00000126983
ENSTGUP00000005691	ENSDARP00000090626
ENSTGUP00000003195	ENSDARP00000063146
ENSTGUP00000001118	ENSDARP00000098423
ENSTGUP00000017321	ENSDARP00000081094
ENSTGUP00000005423	ENSDARP00000115622
ENSTGUP00000010132	ENSDARP00000129049
ENSTGUP00000005368	ENSDARP00000025733
ENSTGUP00000003479	ENSDARP00000002293
ENSTGUP00000006027	ENSDARP00000096471
ENSTGUP00000000675	ENSDARP00000060250
ENSTGUP00000009891	ENSDARP00000107820
ENSTGUP00000007444	ENSDARP00000086116
ENSTGUP00000002085	ENSDARP00000105343
ENSTGUP00000010884	ENSDARP00000082002
ENSTGUP00000009900	ENSDARP00000069973
ENSTGUP00000003316	ENSDARP00000096435
ENSTGUP00000001703	ENSDARP00000006554
ENSTGUP00000013338	ENSDARP00000053309
ENSTGUP00000009161	ENSDARP00000116212
ENSTGUP00000000508	ENSDARP00000104126
ENSTGUP00000015788	ENSDARP00000054355
ENSTGUP00000012539	ENSDARP00000098522
ENSTGUP00000008647	ENSDARP00000051258
ENSTGUP00000013192	ENSDARP00000127918
ENSTGUP00000000062	ENSDARP00000017354
ENSTGUP00000011917	ENSDARP00000117605
ENSTGUP00000007031	ENSDARP00000004006
ENSTGUP00000010220	ENSDARP00000043116
ENSTGUP00000017821	ENSDARP00000092078
ENSTGUP00000001577	ENSDARP00000063336
ENSTGUP00000002159	ENSDARP00000106322
ENSTGUP00000012836	ENSDARP00000127496
ENSTGUP00000001150	ENSDARP00000085615
ENSTGUP00000009500	ENSDARP00000007089
ENSTGUP00000010509	ENSDARP00000069631
ENSTGUP00000012838	ENSDARP00000100142
ENSTGUP00000004926	ENSDARP00000002264
ENSTGUP00000008257	ENSDARP00000098929
ENSTGUP00000004544	ENSDARP00000110867
ENSTGUP00000002699	ENSDARP00000122299
ENSTGUP00000002699	ENSDARP00000017828
ENSTGUP00000013377	ENSDARP00000113379
ENSTGUP00000011624	ENSDARP00000038676
ENSTGUP00000004813	ENSDARP00000006141
ENSTGUP00000011916	ENSDARP00000118828
ENSTGUP00000004434	ENSDARP00000054461
ENSTGUP00000012702	ENSDARP00000127876
ENSTGUP00000005248	ENSDARP00000116312
ENSTGUP00000011719	ENSDARP00000039045
ENSTGUP00000013922	ENSDARP00000069984
ENSTGUP00000004941	ENSDARP00000037632
ENSTGUP00000008441	ENSDARP00000017212
ENSTGUP00000006542	ENSDARP00000087080
ENSTGUP00000008298	ENSDARP00000126990
ENSTGUP00000008298	ENSDARP00000076640
ENSTGUP00000014570	ENSDARP00000121509
ENSTGUP00000007911	ENSDARP00000048868
ENSTGUP00000002534	ENSDARP00000107104
ENSTGUP00000001245	ENSDARP00000066763
ENSTGUP00000009876	ENSDARP00000056302
ENSTGUP00000015376	ENSDARP00000072482
ENSTGUP00000010225	ENSDARP00000076621
ENSTGUP00000011168	ENSDARP00000074564
ENSTGUP00000000129	ENSDARP00000054813
ENSTGUP00000003140	ENSDARP00000030404
ENSTGUP00000002671	ENSDARP00000101721
ENSTGUP00000008351	ENSDARP00000111024
ENSTGUP00000011469	ENSDARP00000053407
ENSTGUP00000002933	ENSDARP00000071067
ENSTGUP00000003615	ENSDARP00000091014
ENSTGUP00000008848	ENSDARP00000100225
ENSTGUP00000002328	ENSDARP00000061831
ENSTGUP00000007020	ENSDARP00000055268
ENSTGUP00000007020	ENSDARP00000121143
ENSTGUP00000013527	ENSDARP00000091378
ENSTGUP00000006231	ENSDARP00000100343
ENSTGUP00000009344	ENSDARP00000124557
ENSTGUP00000013970	ENSDARP00000032408
ENSTGUP00000009597	ENSDARP00000112564
ENSTGUP00000000602	ENSDARP00000128801
ENSTGUP00000007162	ENSDARP00000066451
ENSTGUP00000001069	ENSDARP00000112193
ENSTGUP00000001069	ENSDARP00000127138
ENSTGUP00000005203	ENSDARP00000121477
ENSTGUP00000012002	ENSDARP00000115006
ENSTGUP00000006294	ENSDARP00000060446
ENSTGUP00000006204	ENSDARP00000010989
ENSTGUP00000012006	ENSDARP00000101542
ENSTGUP00000001732	ENSDARP00000103923
ENSTGUP00000017544	ENSDARP00000007438
ENSTGUP00000012768	ENSDARP00000041191
ENSTGUP00000006932	ENSDARP00000068937
ENSTGUP00000009610	ENSDARP00000051221
ENSTGUP00000009610	ENSDARP00000115146
ENSTGUP00000012517	ENSDARP00000119392
ENSTGUP00000009093	ENSDARP00000104846
ENSTGUP00000000181	ENSDARP00000090476
ENSTGUP00000004381	ENSDARP00000108894
ENSTGUP00000009486	ENSDARP00000117995
ENSTGUP00000004361	ENSDARP00000090375
ENSTGUP00000010856	ENSDARP00000123934
ENSTGUP00000002427	ENSDARP00000121928
ENSTGUP00000009844	ENSDARP00000045289
ENSTGUP00000006631	ENSDARP00000053413
ENSTGUP00000000643	ENSDARP00000019152
ENSTGUP00000001398	ENSDARP00000083006
ENSTGUP00000001398	ENSDARP00000079364
ENSTGUP00000008748	ENSDARP00000073559
ENSTGUP00000008323	ENSDARP00000072582
ENSTGUP00000009261	ENSDARP00000101526
ENSTGUP00000003395	ENSDARP00000048842
ENSTGUP00000006327	ENSDARP00000125102
ENSTGUP00000000459	ENSDARP00000024706
ENSTGUP00000016202	ENSDARP00000103590
ENSTGUP00000001050	ENSDARP00000081763
ENSTGUP00000014839	ENSDARP00000015486
ENSTGUP00000013799	ENSDARP00000002791
ENSTGUP00000000305	ENSDARP00000072578
ENSTGUP00000000305	ENSDARP00000039864
ENSTGUP00000009406	ENSDARP00000087078
ENSTGUP00000018076	ENSDARP00000124392
ENSTGUP00000001688	ENSDARP00000030382
ENSTGUP00000007112	ENSDARP00000076660
ENSTGUP00000000222	ENSDARP00000106830
ENSTGUP00000012255	ENSDARP00000103332
ENSTGUP00000005330	ENSDARP00000092069
ENSTGUP00000006504	ENSDARP00000029099
ENSTGUP00000012601	ENSDARP00000032384
ENSTGUP00000002886	ENSDARP00000051432
ENSTGUP00000009147	ENSDARP00000101426
ENSTGUP00000005721	ENSDARP00000106524
ENSTGUP00000003955	ENSDARP00000109078
ENSTGUP00000008347	ENSDARP00000109913
ENSTGUP00000004736	ENSDARP00000103105
ENSTGUP00000006793	ENSDARP00000072173
ENSTGUP00000005700	ENSDARP00000095873
ENSTGUP00000016211	ENSDARP00000066306
ENSTGUP00000002278	ENSDARP00000021244
ENSTGUP00000017811	ENSDARP00000089271
ENSTGUP00000013133	ENSDARP00000035128
ENSTGUP00000007702	ENSDARP00000076880
ENSTGUP00000005659	ENSDARP00000089483
ENSTGUP00000010275	ENSDARP00000017923
ENSTGUP00000013254	ENSDARP00000004619
ENSTGUP00000008380	ENSDARP00000090555
ENSTGUP00000017996	ENSDARP00000111214
ENSTGUP00000002274	ENSDARP00000123170
ENSTGUP00000002274	ENSDARP00000121642
ENSTGUP00000001785	ENSDARP00000090524
ENSTGUP00000013830	ENSDARP00000073086
ENSTGUP00000001698	ENSDARP00000052395
ENSTGUP00000003795	ENSDARP00000028584
ENSTGUP00000002827	ENSDARP00000012414
ENSTGUP00000015512	ENSDARP00000022446
ENSTGUP00000007576	ENSDARP00000059206
ENSTGUP00000011995	ENSDARP00000010975
ENSTGUP00000009390	ENSDARP00000101840
ENSTGUP00000000214	ENSDARP00000085896
ENSTGUP00000000065	ENSDARP00000075631
ENSTGUP00000010796	ENSDARP00000105445
ENSTGUP00000000775	ENSDARP00000091646
ENSTGUP00000005089	ENSDARP00000015884
ENSTGUP00000004623	ENSDARP00000050905
ENSTGUP00000014050	ENSDARP00000004236
ENSTGUP00000009349	ENSDARP00000056892
ENSTGUP00000005828	ENSDARP00000006379
ENSTGUP00000006966	ENSDARP00000041381
ENSTGUP00000017089	ENSDARP00000063543
ENSTGUP00000003222	ENSDARP00000125914
ENSTGUP00000009134	ENSDARP00000059012
ENSTGUP00000004715	ENSDARP00000118380
ENSTGUP00000018144	ENSDARP00000065211
ENSTGUP00000012592	ENSDARP00000061188
ENSTGUP00000013053	ENSDARP00000036480
ENSTGUP00000002436	ENSDARP00000105804
ENSTGUP00000012925	ENSDARP00000104255
ENSTGUP00000004258	ENSDARP00000098771
ENSTGUP00000000405	ENSDARP00000099103
ENSTGUP00000004050	ENSDARP00000122683
ENSTGUP00000008346	ENSDARP00000085122
ENSTGUP00000003089	ENSDARP00000036413
ENSTGUP00000008288	ENSDARP00000077572
ENSTGUP00000002374	ENSDARP00000012519
ENSTGUP00000005511	ENSDARP00000107938
ENSTGUP00000003281	ENSDARP00000104465
ENSTGUP00000007587	ENSDARP00000102386
ENSTGUP00000011426	ENSDARP00000115599
ENSTGUP00000000061	ENSDARP00000104175
