ENSMUSP00000034074	ENSMODP00000016222
ENSMUSP00000014812	ENSMODP00000019078
ENSMUSP00000021411	ENSMODP00000016040
ENSMUSP00000059741	ENSMODP00000026695
ENSMUSP00000105716	ENSMODP00000005982
ENSMUSP00000040944	ENSMODP00000013778
ENSMUSP00000068590	ENSMODP00000009197
ENSMUSP00000034278	ENSMODP00000005675
ENSMUSP00000016396	ENSMODP00000020726
ENSMUSP00000002846	ENSMODP00000023735
ENSMUSP00000109703	ENSMODP00000027993
ENSMUSP00000002145	ENSMODP00000026301
ENSMUSP00000072863	ENSMODP00000006468
ENSMUSP00000021285	ENSMODP00000010529
ENSMUSP00000018568	ENSMODP00000017543
ENSMUSP00000033006	ENSMODP00000027751
ENSMUSP00000124819	ENSMODP00000026583
ENSMUSP00000085170	ENSMODP00000035208
ENSMUSP00000048222	ENSMODP00000009445
ENSMUSP00000022078	ENSMODP00000025103
ENSMUSP00000103716	ENSMODP00000004103
ENSMUSP00000046120	ENSMODP00000008893
ENSMUSP00000028209	ENSMODP00000008284
ENSMUSP00000030816	ENSMODP00000003227
ENSMUSP00000047569	ENSMODP00000017926
ENSMUSP00000023911	ENSMODP00000035519
ENSMUSP00000076594	ENSMODP00000015582
ENSMUSP00000039463	ENSMODP00000002639
ENSMUSP00000040431	ENSMODP00000020905
ENSMUSP00000003759	ENSMODP00000010357
ENSMUSP00000027285	ENSMODP00000001446
ENSMUSP00000089230	ENSMODP00000012514
ENSMUSP00000072220	ENSMODP00000022911
ENSMUSP00000027271	ENSMODP00000014487
ENSMUSP00000004868	ENSMODP00000011632
ENSMUSP00000021134	ENSMODP00000009230
ENSMUSP00000021963	ENSMODP00000017808
ENSMUSP00000071495	ENSMODP00000023088
ENSMUSP00000027867	ENSMODP00000003713
ENSMUSP00000057828	ENSMODP00000023820
ENSMUSP00000079631	ENSMODP00000008881
ENSMUSP00000026595	ENSMODP00000002755
ENSMUSP00000009220	ENSMODP00000011230
ENSMUSP00000114839	ENSMODP00000006321
ENSMUSP00000113864	ENSMODP00000019513
ENSMUSP00000037385	ENSMODP00000001394
ENSMUSP00000019944	ENSMODP00000021543
ENSMUSP00000022656	ENSMODP00000036495
ENSMUSP00000135642	ENSMODP00000008415
ENSMUSP00000055271	ENSMODP00000017928
ENSMUSP00000020578	ENSMODP00000009485
ENSMUSP00000108290	ENSMODP00000014853
ENSMUSP00000060893	ENSMODP00000019726
ENSMUSP00000008004	ENSMODP00000004585
ENSMUSP00000061180	ENSMODP00000005804
ENSMUSP00000029950	ENSMODP00000022669
ENSMUSP00000133045	ENSMODP00000007933
ENSMUSP00000089169	ENSMODP00000010568
ENSMUSP00000061488	ENSMODP00000011166
ENSMUSP00000022115	ENSMODP00000035960
ENSMUSP00000110835	ENSMODP00000020203
ENSMUSP00000111291	ENSMODP00000012959
ENSMUSP00000011298	ENSMODP00000024202
ENSMUSP00000096441	ENSMODP00000013866
ENSMUSP00000126814	ENSMODP00000019094
ENSMUSP00000054980	ENSMODP00000000191
ENSMUSP00000129244	ENSMODP00000023798
ENSMUSP00000039688	ENSMODP00000007194
ENSMUSP00000005923	ENSMODP00000023545
ENSMUSP00000098134	ENSMODP00000017016
ENSMUSP00000128126	ENSMODP00000025741
ENSMUSP00000038779	ENSMODP00000022606
ENSMUSP00000022536	ENSMODP00000038809
ENSMUSP00000062039	ENSMODP00000008663
ENSMUSP00000019679	ENSMODP00000004959
ENSMUSP00000027464	ENSMODP00000026496
ENSMUSP00000128022	ENSMODP00000013768
ENSMUSP00000078580	ENSMODP00000010750
ENSMUSP00000035120	ENSMODP00000013851
ENSMUSP00000112410	ENSMODP00000010945
ENSMUSP00000117531	ENSMODP00000010329
ENSMUSP00000136313	ENSMODP00000010285
ENSMUSP00000132684	ENSMODP00000025739
ENSMUSP00000062556	ENSMODP00000035174
ENSMUSP00000127250	ENSMODP00000019657
ENSMUSP00000049973	ENSMODP00000004978
ENSMUSP00000075488	ENSMODP00000019089
ENSMUSP00000022275	ENSMODP00000024351
ENSMUSP00000007993	ENSMODP00000018934
ENSMUSP00000031560	ENSMODP00000005559
ENSMUSP00000121007	ENSMODP00000003504
ENSMUSP00000101834	ENSMODP00000003144
ENSMUSP00000095248	ENSMODP00000040328
ENSMUSP00000046465	ENSMODP00000005134
ENSMUSP00000120659	ENSMODP00000017009
ENSMUSP00000061891	ENSMODP00000020930
ENSMUSP00000095675	ENSMODP00000035428
ENSMUSP00000041377	ENSMODP00000035215
ENSMUSP00000030895	ENSMODP00000008241
ENSMUSP00000043492	ENSMODP00000000137
ENSMUSP00000034746	ENSMODP00000010144
ENSMUSP00000034761	ENSMODP00000014476
ENSMUSP00000041800	ENSMODP00000020346
ENSMUSP00000055619	ENSMODP00000000194
ENSMUSP00000111041	ENSMODP00000019324
ENSMUSP00000032865	ENSMODP00000024237
ENSMUSP00000062496	ENSMODP00000022255
ENSMUSP00000024959	ENSMODP00000001159
ENSMUSP00000026997	ENSMODP00000006100
ENSMUSP00000107245	ENSMODP00000005111
ENSMUSP00000085030	ENSMODP00000004769
ENSMUSP00000034463	ENSMODP00000011650
ENSMUSP00000059871	ENSMODP00000023318
ENSMUSP00000107544	ENSMODP00000014610
ENSMUSP00000028341	ENSMODP00000021443
ENSMUSP00000004686	ENSMODP00000018897
ENSMUSP00000042073	ENSMODP00000020240
ENSMUSP00000021959	ENSMODP00000017936
ENSMUSP00000058887	ENSMODP00000012650
ENSMUSP00000033184	ENSMODP00000023163
ENSMUSP00000038263	ENSMODP00000019159
ENSMUSP00000025014	ENSMODP00000020801
ENSMUSP00000058680	ENSMODP00000019668
ENSMUSP00000034285	ENSMODP00000005866
ENSMUSP00000099522	ENSMODP00000013645
ENSMUSP00000063042	ENSMODP00000009775
ENSMUSP00000061646	ENSMODP00000002013
ENSMUSP00000077219	ENSMODP00000006550
ENSMUSP00000078914	ENSMODP00000006511
ENSMUSP00000093713	ENSMODP00000038574
ENSMUSP00000075953	ENSMODP00000005069
ENSMUSP00000045650	ENSMODP00000020744
ENSMUSP00000029158	ENSMODP00000001729
ENSMUSP00000049823	ENSMODP00000017223
ENSMUSP00000024005	ENSMODP00000001724
ENSMUSP00000010985	ENSMODP00000033569
ENSMUSP00000047018	ENSMODP00000018791
ENSMUSP00000053802	ENSMODP00000012502
ENSMUSP00000046172	ENSMODP00000002615
ENSMUSP00000112640	ENSMODP00000040029
ENSMUSP00000104855	ENSMODP00000010485
ENSMUSP00000104234	ENSMODP00000008173
ENSMUSP00000023851	ENSMODP00000019206
ENSMUSP00000026295	ENSMODP00000026125
ENSMUSP00000088337	ENSMODP00000016042
ENSMUSP00000022104	ENSMODP00000036990
ENSMUSP00000048557	ENSMODP00000017524
ENSMUSP00000029925	ENSMODP00000022605
ENSMUSP00000032840	ENSMODP00000024440
ENSMUSP00000054056	ENSMODP00000014302
ENSMUSP00000107841	ENSMODP00000022813
ENSMUSP00000043000	ENSMODP00000027071
ENSMUSP00000058412	ENSMODP00000004190
ENSMUSP00000068380	ENSMODP00000012109
ENSMUSP00000125502	ENSMODP00000022952
ENSMUSP00000109613	ENSMODP00000005783
ENSMUSP00000126061	ENSMODP00000026292
ENSMUSP00000110914	ENSMODP00000034842
ENSMUSP00000078123	ENSMODP00000009217
ENSMUSP00000082011	ENSMODP00000016899
ENSMUSP00000091437	ENSMODP00000011409
ENSMUSP00000021676	ENSMODP00000007135
ENSMUSP00000018985	ENSMODP00000023889
ENSMUSP00000043981	ENSMODP00000010856
ENSMUSP00000022119	ENSMODP00000035957
ENSMUSP00000125471	ENSMODP00000013018
ENSMUSP00000007046	ENSMODP00000014316
ENSMUSP00000066050	ENSMODP00000021105
ENSMUSP00000034281	ENSMODP00000005718
ENSMUSP00000043724	ENSMODP00000003152
ENSMUSP00000006760	ENSMODP00000004984
ENSMUSP00000091074	ENSMODP00000011593
ENSMUSP00000072614	ENSMODP00000019609
ENSMUSP00000035829	ENSMODP00000020917
ENSMUSP00000022791	ENSMODP00000025376
ENSMUSP00000040187	ENSMODP00000024294
ENSMUSP00000069275	ENSMODP00000004997
ENSMUSP00000045683	ENSMODP00000014707
ENSMUSP00000099329	ENSMODP00000008510
ENSMUSP00000045269	ENSMODP00000004105
ENSMUSP00000034048	ENSMODP00000005724
ENSMUSP00000085981	ENSMODP00000001905
ENSMUSP00000048768	ENSMODP00000018029
ENSMUSP00000091708	ENSMODP00000014271
ENSMUSP00000028351	ENSMODP00000021422
ENSMUSP00000136167	ENSMODP00000015869
ENSMUSP00000035434	ENSMODP00000010345
ENSMUSP00000041523	ENSMODP00000027573
ENSMUSP00000037341	ENSMODP00000003153
ENSMUSP00000030893	ENSMODP00000008058
ENSMUSP00000061167	ENSMODP00000011714
ENSMUSP00000021078	ENSMODP00000008606
ENSMUSP00000129375	ENSMODP00000007092
ENSMUSP00000110545	ENSMODP00000004622
ENSMUSP00000000505	ENSMODP00000005215
ENSMUSP00000095303	ENSMODP00000019337
ENSMUSP00000103530	ENSMODP00000018523
ENSMUSP00000050237	ENSMODP00000000936
ENSMUSP00000043130	ENSMODP00000000374
ENSMUSP00000058631	ENSMODP00000028752
ENSMUSP00000052507	ENSMODP00000015701
ENSMUSP00000025314	ENSMODP00000013107
ENSMUSP00000047682	ENSMODP00000003610
ENSMUSP00000074387	ENSMODP00000019611
ENSMUSP00000122090	ENSMODP00000021689
ENSMUSP00000098220	ENSMODP00000002488
ENSMUSP00000000171	ENSMODP00000018000
ENSMUSP00000054611	ENSMODP00000002690
ENSMUSP00000103401	ENSMODP00000003868
ENSMUSP00000028802	ENSMODP00000000351
ENSMUSP00000029643	ENSMODP00000003463
ENSMUSP00000106232	ENSMODP00000022119
ENSMUSP00000032070	ENSMODP00000014172
ENSMUSP00000025075	ENSMODP00000009984
ENSMUSP00000137354	ENSMODP00000007607
ENSMUSP00000034699	ENSMODP00000002467
ENSMUSP00000045827	ENSMODP00000032725
ENSMUSP00000027940	ENSMODP00000003612
ENSMUSP00000019075	ENSMODP00000001701
ENSMUSP00000032130	ENSMODP00000004506
ENSMUSP00000039493	ENSMODP00000006862
ENSMUSP00000108871	ENSMODP00000022999
ENSMUSP00000034512	ENSMODP00000016451
ENSMUSP00000099469	ENSMODP00000031774
ENSMUSP00000108140	ENSMODP00000009873
ENSMUSP00000039500	ENSMODP00000020764
ENSMUSP00000042134	ENSMODP00000026683
ENSMUSP00000075037	ENSMODP00000009698
ENSMUSP00000005173	ENSMODP00000002707
ENSMUSP00000016673	ENSMODP00000002554
ENSMUSP00000080043	ENSMODP00000013672
ENSMUSP00000098272	ENSMODP00000024706
ENSMUSP00000080066	ENSMODP00000012195
ENSMUSP00000049770	ENSMODP00000034846
ENSMUSP00000028881	ENSMODP00000017267
ENSMUSP00000112064	ENSMODP00000000406
ENSMUSP00000071794	ENSMODP00000013477
ENSMUSP00000041919	ENSMODP00000000698
ENSMUSP00000130684	ENSMODP00000004788
ENSMUSP00000093090	ENSMODP00000015829
ENSMUSP00000049116	ENSMODP00000017166
ENSMUSP00000030993	ENSMODP00000005060
ENSMUSP00000080215	ENSMODP00000003729
ENSMUSP00000000896	ENSMODP00000003478
ENSMUSP00000050481	ENSMODP00000003679
ENSMUSP00000024984	ENSMODP00000020198
ENSMUSP00000139347	ENSMODP00000020552
ENSMUSP00000050729	ENSMODP00000017845
ENSMUSP00000003621	ENSMODP00000012608
ENSMUSP00000022913	ENSMODP00000006732
ENSMUSP00000035440	ENSMODP00000012369
ENSMUSP00000004786	ENSMODP00000006794
ENSMUSP00000131841	ENSMODP00000016663
ENSMUSP00000042183	ENSMODP00000016821
ENSMUSP00000108263	ENSMODP00000000478
ENSMUSP00000007253	ENSMODP00000018931
ENSMUSP00000107978	ENSMODP00000013391
ENSMUSP00000078372	ENSMODP00000027411
ENSMUSP00000119535	ENSMODP00000017375
ENSMUSP00000081319	ENSMODP00000022146
ENSMUSP00000063554	ENSMODP00000010817
ENSMUSP00000029975	ENSMODP00000022844
ENSMUSP00000101002	ENSMODP00000006362
ENSMUSP00000036921	ENSMODP00000012089
ENSMUSP00000068111	ENSMODP00000002401
ENSMUSP00000036923	ENSMODP00000009618
ENSMUSP00000045272	ENSMODP00000002806
ENSMUSP00000099320	ENSMODP00000009704
ENSMUSP00000030986	ENSMODP00000004235
ENSMUSP00000020103	ENSMODP00000021338
ENSMUSP00000034245	ENSMODP00000017591
ENSMUSP00000032169	ENSMODP00000009874
ENSMUSP00000022815	ENSMODP00000005248
ENSMUSP00000043462	ENSMODP00000008378
ENSMUSP00000020969	ENSMODP00000018208
ENSMUSP00000061185	ENSMODP00000036360
ENSMUSP00000080403	ENSMODP00000006797
ENSMUSP00000010188	ENSMODP00000015163
ENSMUSP00000022767	ENSMODP00000007543
ENSMUSP00000135483	ENSMODP00000008630
ENSMUSP00000106897	ENSMODP00000041101
ENSMUSP00000131855	ENSMODP00000012679
ENSMUSP00000125341	ENSMODP00000006415
ENSMUSP00000040424	ENSMODP00000009204
ENSMUSP00000062493	ENSMODP00000005975
ENSMUSP00000067516	ENSMODP00000036201
ENSMUSP00000033506	ENSMODP00000012913
ENSMUSP00000095970	ENSMODP00000018567
ENSMUSP00000002925	ENSMODP00000022692
ENSMUSP00000099615	ENSMODP00000011955
ENSMUSP00000047720	ENSMODP00000008488
ENSMUSP00000030125	ENSMODP00000004953
ENSMUSP00000040249	ENSMODP00000002521
ENSMUSP00000047655	ENSMODP00000017948
ENSMUSP00000127385	ENSMODP00000011332
ENSMUSP00000068511	ENSMODP00000020241
ENSMUSP00000033087	ENSMODP00000017206
ENSMUSP00000084788	ENSMODP00000035437
ENSMUSP00000066324	ENSMODP00000011845
ENSMUSP00000030201	ENSMODP00000003196
ENSMUSP00000077380	ENSMODP00000003733
ENSMUSP00000001950	ENSMODP00000025652
ENSMUSP00000045913	ENSMODP00000000188
ENSMUSP00000117299	ENSMODP00000022290
ENSMUSP00000036555	ENSMODP00000004081
ENSMUSP00000138855	ENSMODP00000005234
ENSMUSP00000000687	ENSMODP00000000471
ENSMUSP00000023217	ENSMODP00000013269
ENSMUSP00000038476	ENSMODP00000025377
ENSMUSP00000131648	ENSMODP00000021082
ENSMUSP00000036725	ENSMODP00000021963
ENSMUSP00000046185	ENSMODP00000015390
ENSMUSP00000026816	ENSMODP00000024157
ENSMUSP00000111984	ENSMODP00000008052
ENSMUSP00000104046	ENSMODP00000024132
ENSMUSP00000107887	ENSMODP00000015634
ENSMUSP00000038613	ENSMODP00000009815
ENSMUSP00000013299	ENSMODP00000007037
ENSMUSP00000118918	ENSMODP00000017061
ENSMUSP00000099627	ENSMODP00000013591
ENSMUSP00000039555	ENSMODP00000017154
ENSMUSP00000123563	ENSMODP00000017067
ENSMUSP00000030637	ENSMODP00000022326
ENSMUSP00000107221	ENSMODP00000036485
ENSMUSP00000044926	ENSMODP00000014715
ENSMUSP00000035516	ENSMODP00000022460
ENSMUSP00000058783	ENSMODP00000008703
ENSMUSP00000036116	ENSMODP00000008544
ENSMUSP00000066803	ENSMODP00000009502
ENSMUSP00000018593	ENSMODP00000020781
ENSMUSP00000102127	ENSMODP00000008777
ENSMUSP00000010506	ENSMODP00000013897
ENSMUSP00000020301	ENSMODP00000000387
ENSMUSP00000131419	ENSMODP00000025642
ENSMUSP00000116103	ENSMODP00000000330
ENSMUSP00000036784	ENSMODP00000004859
ENSMUSP00000070310	ENSMODP00000021126
ENSMUSP00000014892	ENSMODP00000014019
ENSMUSP00000003312	ENSMODP00000003599
ENSMUSP00000002064	ENSMODP00000011095
ENSMUSP00000032114	ENSMODP00000006109
ENSMUSP00000071752	ENSMODP00000024264
ENSMUSP00000030773	ENSMODP00000039844
ENSMUSP00000062395	ENSMODP00000021729
ENSMUSP00000049186	ENSMODP00000020057
ENSMUSP00000049319	ENSMODP00000020131
ENSMUSP00000085849	ENSMODP00000030693
ENSMUSP00000046692	ENSMODP00000026370
ENSMUSP00000105680	ENSMODP00000018805
ENSMUSP00000061913	ENSMODP00000029510
ENSMUSP00000045544	ENSMODP00000012698
ENSMUSP00000128613	ENSMODP00000003190
ENSMUSP00000067049	ENSMODP00000033218
ENSMUSP00000018431	ENSMODP00000006457
ENSMUSP00000099881	ENSMODP00000022675
ENSMUSP00000000175	ENSMODP00000017983
ENSMUSP00000025686	ENSMODP00000020679
ENSMUSP00000072389	ENSMODP00000008265
ENSMUSP00000092896	ENSMODP00000023668
ENSMUSP00000113811	ENSMODP00000036275
ENSMUSP00000095276	ENSMODP00000026530
ENSMUSP00000122623	ENSMODP00000014873
ENSMUSP00000112815	ENSMODP00000009870
ENSMUSP00000010038	ENSMODP00000017305
ENSMUSP00000040917	ENSMODP00000012511
ENSMUSP00000042265	ENSMODP00000015717
ENSMUSP00000063284	ENSMODP00000010896
ENSMUSP00000025163	ENSMODP00000017741
ENSMUSP00000132963	ENSMODP00000001762
ENSMUSP00000109299	ENSMODP00000019992
ENSMUSP00000060218	ENSMODP00000010655
ENSMUSP00000081636	ENSMODP00000019468
ENSMUSP00000001247	ENSMODP00000006244
ENSMUSP00000057731	ENSMODP00000021479
ENSMUSP00000047825	ENSMODP00000009133
ENSMUSP00000034132	ENSMODP00000030108
ENSMUSP00000109640	ENSMODP00000016235
ENSMUSP00000040450	ENSMODP00000004299
ENSMUSP00000050971	ENSMODP00000017947
ENSMUSP00000116278	ENSMODP00000019834
ENSMUSP00000091471	ENSMODP00000015827
ENSMUSP00000037467	ENSMODP00000024377
ENSMUSP00000044108	ENSMODP00000007169
ENSMUSP00000039692	ENSMODP00000004773
ENSMUSP00000023357	ENSMODP00000005184
ENSMUSP00000055321	ENSMODP00000010171
ENSMUSP00000136247	ENSMODP00000008267
ENSMUSP00000092414	ENSMODP00000021604
ENSMUSP00000058484	ENSMODP00000024231
ENSMUSP00000026383	ENSMODP00000021779
ENSMUSP00000023237	ENSMODP00000032837
ENSMUSP00000003386	ENSMODP00000006770
ENSMUSP00000060803	ENSMODP00000040476
ENSMUSP00000015000	ENSMODP00000028255
ENSMUSP00000066488	ENSMODP00000011483
ENSMUSP00000019441	ENSMODP00000003744
ENSMUSP00000021715	ENSMODP00000016923
ENSMUSP00000127919	ENSMODP00000039780
ENSMUSP00000024734	ENSMODP00000023638
ENSMUSP00000078697	ENSMODP00000008385
ENSMUSP00000102087	ENSMODP00000002692
ENSMUSP00000095915	ENSMODP00000011001
ENSMUSP00000027217	ENSMODP00000003142
ENSMUSP00000113342	ENSMODP00000001041
ENSMUSP00000074255	ENSMODP00000017753
ENSMUSP00000119136	ENSMODP00000019831
ENSMUSP00000051246	ENSMODP00000011144
ENSMUSP00000085322	ENSMODP00000017215
ENSMUSP00000027861	ENSMODP00000003580
ENSMUSP00000040935	ENSMODP00000020562
ENSMUSP00000029213	ENSMODP00000020283
ENSMUSP00000108774	ENSMODP00000022898
ENSMUSP00000035009	ENSMODP00000039404
ENSMUSP00000033483	ENSMODP00000012343
ENSMUSP00000092746	ENSMODP00000005653
ENSMUSP00000025305	ENSMODP00000019883
ENSMUSP00000043315	ENSMODP00000010095
ENSMUSP00000137189	ENSMODP00000031372
ENSMUSP00000128173	ENSMODP00000008292
ENSMUSP00000099753	ENSMODP00000005884
ENSMUSP00000033749	ENSMODP00000021494
ENSMUSP00000047778	ENSMODP00000015388
ENSMUSP00000001109	ENSMODP00000004597
ENSMUSP00000002013	ENSMODP00000004559
ENSMUSP00000096377	ENSMODP00000026900
ENSMUSP00000037278	ENSMODP00000009220
ENSMUSP00000048457	ENSMODP00000015941
ENSMUSP00000054444	ENSMODP00000018307
ENSMUSP00000030947	ENSMODP00000007955
ENSMUSP00000006301	ENSMODP00000017027
ENSMUSP00000058114	ENSMODP00000019685
ENSMUSP00000127483	ENSMODP00000015417
ENSMUSP00000028256	ENSMODP00000024557
ENSMUSP00000048099	ENSMODP00000002240
ENSMUSP00000099409	ENSMODP00000018429
ENSMUSP00000010520	ENSMODP00000003964
ENSMUSP00000023191	ENSMODP00000007660
ENSMUSP00000102075	ENSMODP00000005266
ENSMUSP00000110993	ENSMODP00000008212
ENSMUSP00000055130	ENSMODP00000002103
ENSMUSP00000043566	ENSMODP00000023797
ENSMUSP00000126887	ENSMODP00000015842
ENSMUSP00000135398	ENSMODP00000021077
ENSMUSP00000052001	ENSMODP00000041188
ENSMUSP00000047702	ENSMODP00000005684
ENSMUSP00000032383	ENSMODP00000020663
ENSMUSP00000124529	ENSMODP00000008136
ENSMUSP00000063331	ENSMODP00000023129
ENSMUSP00000099421	ENSMODP00000016512
ENSMUSP00000044493	ENSMODP00000038438
ENSMUSP00000041809	ENSMODP00000005274
ENSMUSP00000035808	ENSMODP00000020027
ENSMUSP00000120778	ENSMODP00000036065
ENSMUSP00000072344	ENSMODP00000004362
ENSMUSP00000068972	ENSMODP00000011981
ENSMUSP00000063912	ENSMODP00000013821
ENSMUSP00000106926	ENSMODP00000006596
ENSMUSP00000047667	ENSMODP00000006659
ENSMUSP00000036016	ENSMODP00000000204
ENSMUSP00000038589	ENSMODP00000000361
ENSMUSP00000003645	ENSMODP00000026918
ENSMUSP00000106957	ENSMODP00000003564
ENSMUSP00000034521	ENSMODP00000016219
ENSMUSP00000018549	ENSMODP00000004042
ENSMUSP00000092951	ENSMODP00000025614
ENSMUSP00000134337	ENSMODP00000023509
ENSMUSP00000131386	ENSMODP00000010671
ENSMUSP00000058502	ENSMODP00000013872
ENSMUSP00000026608	ENSMODP00000039535
ENSMUSP00000076891	ENSMODP00000024425
ENSMUSP00000009814	ENSMODP00000006138
ENSMUSP00000103407	ENSMODP00000038270
ENSMUSP00000110353	ENSMODP00000016815
ENSMUSP00000127716	ENSMODP00000035317
ENSMUSP00000104485	ENSMODP00000011229
ENSMUSP00000030862	ENSMODP00000013765
ENSMUSP00000103610	ENSMODP00000009750
ENSMUSP00000025890	ENSMODP00000012188
ENSMUSP00000041700	ENSMODP00000001189
ENSMUSP00000109547	ENSMODP00000026252
ENSMUSP00000071698	ENSMODP00000040593
ENSMUSP00000047397	ENSMODP00000011286
ENSMUSP00000002502	ENSMODP00000026570
ENSMUSP00000033877	ENSMODP00000013558
ENSMUSP00000073832	ENSMODP00000016631
ENSMUSP00000112959	ENSMODP00000026207
ENSMUSP00000094084	ENSMODP00000000920
ENSMUSP00000093177	ENSMODP00000006824
ENSMUSP00000021970	ENSMODP00000018076
ENSMUSP00000022062	ENSMODP00000000746
ENSMUSP00000034359	ENSMODP00000007741
ENSMUSP00000032109	ENSMODP00000006126
ENSMUSP00000020284	ENSMODP00000015267
ENSMUSP00000075289	ENSMODP00000011961
ENSMUSP00000039951	ENSMODP00000000720
ENSMUSP00000062540	ENSMODP00000003292
ENSMUSP00000115929	ENSMODP00000006179
ENSMUSP00000031170	ENSMODP00000025933
ENSMUSP00000138031	ENSMODP00000038128
ENSMUSP00000128759	ENSMODP00000009196
ENSMUSP00000023474	ENSMODP00000023000
ENSMUSP00000020528	ENSMODP00000020746
ENSMUSP00000115672	ENSMODP00000006037
ENSMUSP00000119711	ENSMODP00000014188
ENSMUSP00000042586	ENSMODP00000004403
ENSMUSP00000102346	ENSMODP00000034741
ENSMUSP00000031478	ENSMODP00000019175
ENSMUSP00000097961	ENSMODP00000014765
ENSMUSP00000072534	ENSMODP00000008587
ENSMUSP00000110752	ENSMODP00000022933
ENSMUSP00000005849	ENSMODP00000007302
ENSMUSP00000087197	ENSMODP00000000904
ENSMUSP00000075957	ENSMODP00000008024
ENSMUSP00000001565	ENSMODP00000019779
ENSMUSP00000108622	ENSMODP00000016846
ENSMUSP00000099651	ENSMODP00000021814
ENSMUSP00000124031	ENSMODP00000006816
ENSMUSP00000008021	ENSMODP00000016021
ENSMUSP00000034842	ENSMODP00000011226
ENSMUSP00000025707	ENSMODP00000012685
ENSMUSP00000102839	ENSMODP00000005309
ENSMUSP00000022784	ENSMODP00000006386
ENSMUSP00000106010	ENSMODP00000005787
ENSMUSP00000095422	ENSMODP00000003946
ENSMUSP00000033044	ENSMODP00000037577
ENSMUSP00000111961	ENSMODP00000038842
ENSMUSP00000056383	ENSMODP00000031752
ENSMUSP00000025847	ENSMODP00000011374
ENSMUSP00000062344	ENSMODP00000019855
ENSMUSP00000065835	ENSMODP00000019983
ENSMUSP00000006478	ENSMODP00000017396
ENSMUSP00000048636	ENSMODP00000036554
ENSMUSP00000094845	ENSMODP00000019039
ENSMUSP00000055527	ENSMODP00000019010
ENSMUSP00000021610	ENSMODP00000002677
ENSMUSP00000081745	ENSMODP00000009839
ENSMUSP00000066797	ENSMODP00000034902
ENSMUSP00000105358	ENSMODP00000008671
ENSMUSP00000085555	ENSMODP00000012807
ENSMUSP00000041863	ENSMODP00000001064
ENSMUSP00000038267	ENSMODP00000040075
ENSMUSP00000122363	ENSMODP00000025715
ENSMUSP00000099553	ENSMODP00000012411
ENSMUSP00000026448	ENSMODP00000003240
ENSMUSP00000029564	ENSMODP00000021401
ENSMUSP00000033503	ENSMODP00000013618
ENSMUSP00000088676	ENSMODP00000029600
ENSMUSP00000102395	ENSMODP00000023175
ENSMUSP00000057461	ENSMODP00000014381
ENSMUSP00000064547	ENSMODP00000034176
ENSMUSP00000076458	ENSMODP00000000388
ENSMUSP00000087269	ENSMODP00000018874
ENSMUSP00000086820	ENSMODP00000000796
ENSMUSP00000031538	ENSMODP00000003576
ENSMUSP00000101851	ENSMODP00000002886
ENSMUSP00000135435	ENSMODP00000005670
ENSMUSP00000098956	ENSMODP00000026398
ENSMUSP00000099558	ENSMODP00000028721
ENSMUSP00000054943	ENSMODP00000004053
ENSMUSP00000099661	ENSMODP00000009380
ENSMUSP00000019506	ENSMODP00000014882
ENSMUSP00000112063	ENSMODP00000009789
ENSMUSP00000026169	ENSMODP00000008801
ENSMUSP00000036912	ENSMODP00000018128
ENSMUSP00000044682	ENSMODP00000017517
ENSMUSP00000128504	ENSMODP00000017688
ENSMUSP00000003981	ENSMODP00000025476
ENSMUSP00000015239	ENSMODP00000021613
ENSMUSP00000074421	ENSMODP00000023426
ENSMUSP00000091713	ENSMODP00000032710
ENSMUSP00000049851	ENSMODP00000019598
ENSMUSP00000069864	ENSMODP00000022027
ENSMUSP00000034365	ENSMODP00000006901
ENSMUSP00000003536	ENSMODP00000016871
ENSMUSP00000080650	ENSMODP00000022089
ENSMUSP00000062476	ENSMODP00000027798
ENSMUSP00000091428	ENSMODP00000032167
ENSMUSP00000030165	ENSMODP00000009639
ENSMUSP00000132288	ENSMODP00000026340
