ENSMUSP00000129557	ENSCAFP00000018255
ENSMUSP00000057495	ENSCAFP00000006505
ENSMUSP00000131386	ENSCAFP00000028462
ENSMUSP00000058502	ENSCAFP00000024411
ENSMUSP00000026608	ENSCAFP00000015831
ENSMUSP00000027860	ENSCAFP00000036196
ENSMUSP00000076891	ENSCAFP00000004980
ENSMUSP00000009814	ENSCAFP00000024860
ENSMUSP00000047831	ENSCAFP00000001469
ENSMUSP00000110353	ENSCAFP00000018608
ENSMUSP00000099877	ENSCAFP00000031333
ENSMUSP00000127716	ENSCAFP00000040134
ENSMUSP00000006451	ENSCAFP00000008028
ENSMUSP00000104485	ENSCAFP00000041904
ENSMUSP00000103610	ENSCAFP00000002881
ENSMUSP00000025890	ENSCAFP00000019980
ENSMUSP00000041700	ENSCAFP00000023608
ENSMUSP00000071698	ENSCAFP00000038481
ENSMUSP00000047397	ENSCAFP00000019318
ENSMUSP00000002502	ENSCAFP00000012193
ENSMUSP00000033877	ENSCAFP00000009282
ENSMUSP00000073832	ENSCAFP00000017597
ENSMUSP00000112959	ENSCAFP00000011935
ENSMUSP00000095171	ENSCAFP00000026761
ENSMUSP00000094084	ENSCAFP00000002195
ENSMUSP00000093177	ENSCAFP00000038645
ENSMUSP00000021970	ENSCAFP00000001519
ENSMUSP00000022062	ENSCAFP00000016204
ENSMUSP00000034359	ENSCAFP00000030230
ENSMUSP00000032109	ENSCAFP00000012489
ENSMUSP00000103240	ENSCAFP00000024557
ENSMUSP00000020284	ENSCAFP00000030668
ENSMUSP00000075289	ENSCAFP00000018441
ENSMUSP00000039951	ENSCAFP00000028304
ENSMUSP00000062540	ENSCAFP00000033939
ENSMUSP00000115929	ENSCAFP00000039390
ENSMUSP00000031170	ENSCAFP00000004058
ENSMUSP00000138031	ENSCAFP00000031129
ENSMUSP00000026139	ENSCAFP00000008866
ENSMUSP00000071194	ENSCAFP00000005212
ENSMUSP00000128759	ENSCAFP00000031071
ENSMUSP00000023474	ENSCAFP00000019176
ENSMUSP00000020528	ENSCAFP00000029155
ENSMUSP00000002881	ENSCAFP00000027181
ENSMUSP00000119711	ENSCAFP00000032123
ENSMUSP00000042586	ENSCAFP00000011666
ENSMUSP00000102346	ENSCAFP00000010401
ENSMUSP00000031478	ENSCAFP00000009483
ENSMUSP00000097961	ENSCAFP00000021088
ENSMUSP00000072534	ENSCAFP00000028352
ENSMUSP00000024704	ENSCAFP00000037893
ENSMUSP00000110752	ENSCAFP00000018716
ENSMUSP00000005849	ENSCAFP00000030191
ENSMUSP00000087197	ENSCAFP00000038250
ENSMUSP00000075957	ENSCAFP00000004806
ENSMUSP00000001565	ENSCAFP00000000671
ENSMUSP00000108622	ENSCAFP00000018651
ENSMUSP00000099651	ENSCAFP00000015747
ENSMUSP00000124031	ENSCAFP00000041887
ENSMUSP00000008021	ENSCAFP00000024102
ENSMUSP00000034842	ENSCAFP00000026587
ENSMUSP00000025707	ENSCAFP00000020586
ENSMUSP00000102839	ENSCAFP00000006709
ENSMUSP00000106010	ENSCAFP00000011232
ENSMUSP00000095422	ENSCAFP00000023438
ENSMUSP00000033044	ENSCAFP00000024903
ENSMUSP00000111961	ENSCAFP00000029107
ENSMUSP00000056383	ENSCAFP00000000597
ENSMUSP00000025847	ENSCAFP00000019395
ENSMUSP00000062344	ENSCAFP00000028658
ENSMUSP00000065835	ENSCAFP00000035782
ENSMUSP00000006478	ENSCAFP00000010348
ENSMUSP00000048636	ENSCAFP00000031119
ENSMUSP00000001172	ENSCAFP00000003473
ENSMUSP00000021610	ENSCAFP00000034158
ENSMUSP00000081745	ENSCAFP00000002867
ENSMUSP00000066797	ENSCAFP00000013093
ENSMUSP00000105358	ENSCAFP00000025274
ENSMUSP00000024543	ENSCAFP00000024951
ENSMUSP00000085555	ENSCAFP00000021508
ENSMUSP00000095137	ENSCAFP00000027924
ENSMUSP00000041863	ENSCAFP00000023727
ENSMUSP00000038267	ENSCAFP00000043099
ENSMUSP00000122363	ENSCAFP00000031019
ENSMUSP00000099553	ENSCAFP00000028057
ENSMUSP00000026448	ENSCAFP00000008608
ENSMUSP00000029564	ENSCAFP00000025282
ENSMUSP00000033503	ENSCAFP00000022889
ENSMUSP00000088676	ENSCAFP00000031812
ENSMUSP00000102395	ENSCAFP00000040602
ENSMUSP00000057461	ENSCAFP00000004932
ENSMUSP00000064547	ENSCAFP00000026311
ENSMUSP00000109425	ENSCAFP00000014803
ENSMUSP00000076458	ENSCAFP00000016099
ENSMUSP00000087269	ENSCAFP00000031915
ENSMUSP00000086820	ENSCAFP00000002178
ENSMUSP00000031538	ENSCAFP00000037275
ENSMUSP00000101851	ENSCAFP00000008499
ENSMUSP00000135435	ENSCAFP00000015327
ENSMUSP00000083205	ENSCAFP00000006856
ENSMUSP00000098956	ENSCAFP00000032771
ENSMUSP00000099558	ENSCAFP00000033303
ENSMUSP00000054943	ENSCAFP00000004751
ENSMUSP00000099661	ENSCAFP00000024852
ENSMUSP00000112063	ENSCAFP00000025049
ENSMUSP00000026169	ENSCAFP00000019071
ENSMUSP00000036912	ENSCAFP00000020946
ENSMUSP00000007977	ENSCAFP00000005438
ENSMUSP00000044682	ENSCAFP00000039072
ENSMUSP00000128504	ENSCAFP00000001395
ENSMUSP00000003981	ENSCAFP00000027663
ENSMUSP00000015239	ENSCAFP00000028889
ENSMUSP00000096884	ENSCAFP00000007788
ENSMUSP00000074421	ENSCAFP00000037336
ENSMUSP00000025691	ENSCAFP00000023091
ENSMUSP00000091713	ENSCAFP00000007776
ENSMUSP00000049851	ENSCAFP00000025129
ENSMUSP00000069864	ENSCAFP00000022543
ENSMUSP00000034365	ENSCAFP00000030177
ENSMUSP00000003536	ENSCAFP00000008268
ENSMUSP00000080650	ENSCAFP00000001455
ENSMUSP00000062476	ENSCAFP00000041006
ENSMUSP00000118478	ENSCAFP00000009020
ENSMUSP00000079208	ENSCAFP00000041586
ENSMUSP00000091428	ENSCAFP00000008551
ENSMUSP00000030165	ENSCAFP00000002933
ENSMUSP00000101008	ENSCAFP00000032612
ENSMUSP00000055757	ENSCAFP00000039033
ENSMUSP00000074017	ENSCAFP00000036587
ENSMUSP00000031351	ENSCAFP00000040489
ENSMUSP00000112338	ENSCAFP00000000731
ENSMUSP00000104166	ENSCAFP00000041024
ENSMUSP00000096408	ENSCAFP00000006029
ENSMUSP00000055415	ENSCAFP00000031322
ENSMUSP00000078753	ENSCAFP00000009750
ENSMUSP00000113162	ENSCAFP00000022741
ENSMUSP00000021060	ENSCAFP00000043187
ENSMUSP00000056792	ENSCAFP00000029064
ENSMUSP00000111393	ENSCAFP00000008533
ENSMUSP00000072019	ENSCAFP00000024515
ENSMUSP00000020965	ENSCAFP00000004867
ENSMUSP00000007754	ENSCAFP00000022668
ENSMUSP00000019283	ENSCAFP00000021836
ENSMUSP00000029833	ENSCAFP00000030273
ENSMUSP00000004729	ENSCAFP00000004217
ENSMUSP00000032967	ENSCAFP00000008198
ENSMUSP00000046654	ENSCAFP00000037695
ENSMUSP00000023924	ENSCAFP00000010966
ENSMUSP00000021296	ENSCAFP00000021226
ENSMUSP00000036951	ENSCAFP00000006910
ENSMUSP00000043825	ENSCAFP00000029009
ENSMUSP00000077543	ENSCAFP00000008658
ENSMUSP00000063157	ENSCAFP00000007927
ENSMUSP00000063244	ENSCAFP00000023053
ENSMUSP00000057942	ENSCAFP00000037984
ENSMUSP00000022230	ENSCAFP00000010815
ENSMUSP00000087896	ENSCAFP00000004314
ENSMUSP00000130167	ENSCAFP00000032164
ENSMUSP00000105828	ENSCAFP00000009240
ENSMUSP00000006178	ENSCAFP00000006107
ENSMUSP00000057062	ENSCAFP00000014189
ENSMUSP00000020040	ENSCAFP00000008959
ENSMUSP00000130532	ENSCAFP00000010631
ENSMUSP00000049387	ENSCAFP00000037171
ENSMUSP00000040781	ENSCAFP00000040561
ENSMUSP00000133360	ENSCAFP00000008706
ENSMUSP00000032080	ENSCAFP00000013110
ENSMUSP00000077867	ENSCAFP00000039445
ENSMUSP00000051515	ENSCAFP00000042366
ENSMUSP00000020449	ENSCAFP00000000540
ENSMUSP00000010249	ENSCAFP00000022986
ENSMUSP00000038739	ENSCAFP00000003336
ENSMUSP00000032747	ENSCAFP00000018036
ENSMUSP00000039806	ENSCAFP00000020824
ENSMUSP00000040885	ENSCAFP00000003790
ENSMUSP00000045286	ENSCAFP00000027622
ENSMUSP00000055892	ENSCAFP00000013261
ENSMUSP00000058283	ENSCAFP00000025968
ENSMUSP00000092961	ENSCAFP00000032318
ENSMUSP00000051408	ENSCAFP00000009463
ENSMUSP00000096057	ENSCAFP00000011088
ENSMUSP00000071202	ENSCAFP00000021929
ENSMUSP00000063910	ENSCAFP00000001769
ENSMUSP00000127685	ENSCAFP00000023067
ENSMUSP00000110662	ENSCAFP00000007075
ENSMUSP00000033917	ENSCAFP00000037482
ENSMUSP00000039010	ENSCAFP00000041943
ENSMUSP00000065118	ENSCAFP00000000214
ENSMUSP00000025160	ENSCAFP00000026572
ENSMUSP00000030400	ENSCAFP00000042402
ENSMUSP00000002737	ENSCAFP00000027580
ENSMUSP00000059095	ENSCAFP00000020821
ENSMUSP00000130372	ENSCAFP00000041753
ENSMUSP00000104235	ENSCAFP00000023743
ENSMUSP00000006046	ENSCAFP00000006846
ENSMUSP00000121042	ENSCAFP00000022711
ENSMUSP00000005262	ENSCAFP00000021286
ENSMUSP00000095344	ENSCAFP00000028470
ENSMUSP00000038943	ENSCAFP00000006039
ENSMUSP00000103952	ENSCAFP00000008106
ENSMUSP00000073244	ENSCAFP00000023080
ENSMUSP00000068607	ENSCAFP00000024574
ENSMUSP00000067539	ENSCAFP00000020693
ENSMUSP00000034846	ENSCAFP00000026575
ENSMUSP00000052838	ENSCAFP00000017461
ENSMUSP00000034464	ENSCAFP00000017601
ENSMUSP00000031839	ENSCAFP00000004063
ENSMUSP00000077760	ENSCAFP00000024139
ENSMUSP00000059435	ENSCAFP00000020578
ENSMUSP00000096271	ENSCAFP00000026260
ENSMUSP00000020776	ENSCAFP00000042936
ENSMUSP00000131534	ENSCAFP00000023982
ENSMUSP00000093968	ENSCAFP00000023105
ENSMUSP00000116252	ENSCAFP00000005943
ENSMUSP00000036220	ENSCAFP00000022496
ENSMUSP00000058373	ENSCAFP00000042277
ENSMUSP00000050258	ENSCAFP00000021231
ENSMUSP00000045111	ENSCAFP00000028827
ENSMUSP00000050336	ENSCAFP00000002754
ENSMUSP00000054462	ENSCAFP00000038961
ENSMUSP00000062387	ENSCAFP00000017102
ENSMUSP00000057901	ENSCAFP00000004842
ENSMUSP00000093622	ENSCAFP00000008029
ENSMUSP00000036337	ENSCAFP00000004812
ENSMUSP00000047015	ENSCAFP00000035152
ENSMUSP00000094318	ENSCAFP00000019072
ENSMUSP00000129305	ENSCAFP00000030686
ENSMUSP00000120240	ENSCAFP00000038608
ENSMUSP00000092498	ENSCAFP00000003802
ENSMUSP00000080641	ENSCAFP00000027247
ENSMUSP00000059792	ENSCAFP00000028682
ENSMUSP00000037417	ENSCAFP00000028916
ENSMUSP00000121846	ENSCAFP00000029452
ENSMUSP00000076957	ENSCAFP00000039844
ENSMUSP00000019878	ENSCAFP00000003942
ENSMUSP00000129154	ENSCAFP00000019782
ENSMUSP00000028928	ENSCAFP00000007690
ENSMUSP00000086933	ENSCAFP00000009243
ENSMUSP00000026817	ENSCAFP00000036677
ENSMUSP00000039776	ENSCAFP00000004374
ENSMUSP00000030471	ENSCAFP00000006338
ENSMUSP00000091165	ENSCAFP00000021722
ENSMUSP00000034910	ENSCAFP00000003356
ENSMUSP00000057697	ENSCAFP00000000040
ENSMUSP00000126960	ENSCAFP00000010573
ENSMUSP00000019439	ENSCAFP00000022106
ENSMUSP00000021164	ENSCAFP00000022767
ENSMUSP00000025488	ENSCAFP00000040339
ENSMUSP00000080991	ENSCAFP00000030309
ENSMUSP00000020753	ENSCAFP00000004168
ENSMUSP00000103262	ENSCAFP00000024731
ENSMUSP00000096279	ENSCAFP00000036807
ENSMUSP00000077697	ENSCAFP00000007112
ENSMUSP00000045376	ENSCAFP00000039149
ENSMUSP00000004389	ENSCAFP00000021355
ENSMUSP00000110492	ENSCAFP00000027834
ENSMUSP00000043551	ENSCAFP00000000049
ENSMUSP00000042918	ENSCAFP00000036040
ENSMUSP00000060509	ENSCAFP00000025833
ENSMUSP00000136988	ENSCAFP00000002765
ENSMUSP00000002280	ENSCAFP00000007041
ENSMUSP00000024857	ENSCAFP00000007921
ENSMUSP00000027171	ENSCAFP00000018477
ENSMUSP00000055343	ENSCAFP00000007841
ENSMUSP00000101449	ENSCAFP00000022147
ENSMUSP00000120802	ENSCAFP00000021737
ENSMUSP00000078084	ENSCAFP00000025937
ENSMUSP00000071818	ENSCAFP00000014473
ENSMUSP00000105300	ENSCAFP00000004988
ENSMUSP00000050992	ENSCAFP00000033188
ENSMUSP00000042173	ENSCAFP00000029420
ENSMUSP00000026475	ENSCAFP00000039330
ENSMUSP00000057581	ENSCAFP00000012060
ENSMUSP00000040310	ENSCAFP00000023007
ENSMUSP00000067066	ENSCAFP00000036140
ENSMUSP00000127571	ENSCAFP00000013166
ENSMUSP00000110762	ENSCAFP00000042990
ENSMUSP00000034045	ENSCAFP00000011465
ENSMUSP00000041268	ENSCAFP00000012299
ENSMUSP00000002655	ENSCAFP00000024062
ENSMUSP00000120133	ENSCAFP00000043176
ENSMUSP00000123324	ENSCAFP00000009629
ENSMUSP00000027554	ENSCAFP00000024048
ENSMUSP00000075065	ENSCAFP00000022733
ENSMUSP00000116591	ENSCAFP00000035851
ENSMUSP00000106743	ENSCAFP00000010895
ENSMUSP00000037456	ENSCAFP00000018872
ENSMUSP00000025885	ENSCAFP00000019850
ENSMUSP00000076227	ENSCAFP00000007398
ENSMUSP00000099659	ENSCAFP00000015459
ENSMUSP00000135524	ENSCAFP00000029322
ENSMUSP00000050687	ENSCAFP00000030203
ENSMUSP00000101588	ENSCAFP00000014816
ENSMUSP00000099419	ENSCAFP00000012646
ENSMUSP00000127351	ENSCAFP00000038844
ENSMUSP00000028821	ENSCAFP00000012857
ENSMUSP00000101196	ENSCAFP00000028592
ENSMUSP00000106862	ENSCAFP00000010141
ENSMUSP00000048849	ENSCAFP00000014030
ENSMUSP00000085632	ENSCAFP00000021786
ENSMUSP00000104144	ENSCAFP00000022562
ENSMUSP00000130371	ENSCAFP00000021396
ENSMUSP00000040802	ENSCAFP00000022866
ENSMUSP00000028295	ENSCAFP00000029131
ENSMUSP00000097150	ENSCAFP00000013042
ENSMUSP00000086450	ENSCAFP00000014215
ENSMUSP00000046967	ENSCAFP00000028882
ENSMUSP00000083370	ENSCAFP00000033589
ENSMUSP00000042727	ENSCAFP00000000145
ENSMUSP00000029839	ENSCAFP00000030122
ENSMUSP00000033054	ENSCAFP00000011183
ENSMUSP00000035058	ENSCAFP00000019394
ENSMUSP00000017604	ENSCAFP00000029449
ENSMUSP00000015124	ENSCAFP00000019814
ENSMUSP00000115219	ENSCAFP00000014015
ENSMUSP00000051222	ENSCAFP00000031544
ENSMUSP00000077584	ENSCAFP00000010152
ENSMUSP00000040568	ENSCAFP00000024847
ENSMUSP00000028342	ENSCAFP00000028808
ENSMUSP00000042904	ENSCAFP00000022307
ENSMUSP00000073873	ENSCAFP00000000641
ENSMUSP00000034827	ENSCAFP00000026651
ENSMUSP00000091885	ENSCAFP00000033668
ENSMUSP00000060309	ENSCAFP00000032782
ENSMUSP00000045828	ENSCAFP00000032346
ENSMUSP00000057362	ENSCAFP00000021645
ENSMUSP00000055382	ENSCAFP00000002242
ENSMUSP00000112845	ENSCAFP00000000741
ENSMUSP00000093819	ENSCAFP00000019210
ENSMUSP00000041614	ENSCAFP00000004951
ENSMUSP00000023351	ENSCAFP00000022064
ENSMUSP00000025045	ENSCAFP00000001692
ENSMUSP00000092020	ENSCAFP00000029196
ENSMUSP00000028761	ENSCAFP00000009616
ENSMUSP00000048814	ENSCAFP00000033690
ENSMUSP00000137193	ENSCAFP00000038185
ENSMUSP00000107160	ENSCAFP00000015691
ENSMUSP00000128826	ENSCAFP00000006915
ENSMUSP00000092907	ENSCAFP00000021145
ENSMUSP00000096346	ENSCAFP00000029261
ENSMUSP00000067647	ENSCAFP00000019095
ENSMUSP00000026700	ENSCAFP00000040108
ENSMUSP00000045647	ENSCAFP00000017699
ENSMUSP00000090798	ENSCAFP00000009838
ENSMUSP00000109818	ENSCAFP00000043107
ENSMUSP00000106965	ENSCAFP00000013443
ENSMUSP00000025842	ENSCAFP00000015855
ENSMUSP00000025462	ENSCAFP00000032945
ENSMUSP00000061683	ENSCAFP00000036757
ENSMUSP00000029007	ENSCAFP00000017614
ENSMUSP00000082800	ENSCAFP00000042291
ENSMUSP00000063050	ENSCAFP00000012669
ENSMUSP00000011981	ENSCAFP00000036566
ENSMUSP00000056026	ENSCAFP00000017125
ENSMUSP00000060148	ENSCAFP00000020124
ENSMUSP00000080996	ENSCAFP00000030314
ENSMUSP00000102400	ENSCAFP00000028032
ENSMUSP00000005053	ENSCAFP00000000870
ENSMUSP00000052179	ENSCAFP00000034852
ENSMUSP00000112113	ENSCAFP00000029442
ENSMUSP00000051618	ENSCAFP00000037407
ENSMUSP00000138551	ENSCAFP00000025325
ENSMUSP00000020878	ENSCAFP00000005953
ENSMUSP00000022591	ENSCAFP00000036878
ENSMUSP00000015017	ENSCAFP00000029249
ENSMUSP00000039784	ENSCAFP00000014826
ENSMUSP00000026698	ENSCAFP00000041563
ENSMUSP00000024171	ENSCAFP00000004131
ENSMUSP00000093741	ENSCAFP00000039142
ENSMUSP00000029023	ENSCAFP00000017764
ENSMUSP00000106212	ENSCAFP00000006052
ENSMUSP00000038877	ENSCAFP00000040037
ENSMUSP00000033388	ENSCAFP00000015748
ENSMUSP00000036369	ENSCAFP00000006877
ENSMUSP00000129832	ENSCAFP00000024763
ENSMUSP00000025719	ENSCAFP00000001943
ENSMUSP00000035452	ENSCAFP00000040668
ENSMUSP00000129517	ENSCAFP00000009717
ENSMUSP00000043378	ENSCAFP00000022791
ENSMUSP00000046196	ENSCAFP00000039340
ENSMUSP00000069159	ENSCAFP00000034576
ENSMUSP00000032217	ENSCAFP00000021640
ENSMUSP00000123155	ENSCAFP00000037928
ENSMUSP00000027286	ENSCAFP00000003379
ENSMUSP00000082490	ENSCAFP00000005445
ENSMUSP00000101271	ENSCAFP00000028843
ENSMUSP00000021818	ENSCAFP00000003340
ENSMUSP00000103086	ENSCAFP00000034248
ENSMUSP00000057805	ENSCAFP00000001574
ENSMUSP00000109811	ENSCAFP00000037624
ENSMUSP00000046021	ENSCAFP00000009608
ENSMUSP00000104270	ENSCAFP00000003917
ENSMUSP00000036382	ENSCAFP00000016279
ENSMUSP00000061997	ENSCAFP00000010448
ENSMUSP00000021757	ENSCAFP00000004833
ENSMUSP00000117347	ENSCAFP00000040491
ENSMUSP00000106667	ENSCAFP00000038507
ENSMUSP00000035773	ENSCAFP00000028034
ENSMUSP00000080737	ENSCAFP00000038864
ENSMUSP00000080224	ENSCAFP00000035481
ENSMUSP00000100920	ENSCAFP00000009149
ENSMUSP00000036981	ENSCAFP00000011349
ENSMUSP00000102157	ENSCAFP00000026638
ENSMUSP00000056959	ENSCAFP00000024402
ENSMUSP00000030942	ENSCAFP00000028415
ENSMUSP00000121755	ENSCAFP00000029462
ENSMUSP00000031749	ENSCAFP00000005208
ENSMUSP00000081573	ENSCAFP00000040407
ENSMUSP00000138455	ENSCAFP00000031904
ENSMUSP00000002683	ENSCAFP00000007465
ENSMUSP00000091608	ENSCAFP00000030811
ENSMUSP00000016638	ENSCAFP00000017250
ENSMUSP00000031852	ENSCAFP00000004231
ENSMUSP00000006397	ENSCAFP00000025668
ENSMUSP00000080994	ENSCAFP00000030312
ENSMUSP00000090789	ENSCAFP00000029578
ENSMUSP00000033335	ENSCAFP00000010391
ENSMUSP00000030179	ENSCAFP00000003036
ENSMUSP00000038568	ENSCAFP00000024135
ENSMUSP00000092521	ENSCAFP00000028127
ENSMUSP00000072688	ENSCAFP00000026711
ENSMUSP00000081003	ENSCAFP00000030321
ENSMUSP00000060892	ENSCAFP00000028584
ENSMUSP00000096914	ENSCAFP00000034630
ENSMUSP00000055652	ENSCAFP00000010990
ENSMUSP00000019224	ENSCAFP00000002415
ENSMUSP00000020719	ENSCAFP00000001675
ENSMUSP00000083752	ENSCAFP00000003585
ENSMUSP00000030323	ENSCAFP00000024095
ENSMUSP00000061100	ENSCAFP00000022590
ENSMUSP00000084353	ENSCAFP00000003114
ENSMUSP00000019198	ENSCAFP00000020348
ENSMUSP00000024107	ENSCAFP00000029572
ENSMUSP00000021773	ENSCAFP00000015152
ENSMUSP00000021420	ENSCAFP00000025285
ENSMUSP00000059143	ENSCAFP00000025039
ENSMUSP00000038204	ENSCAFP00000010147
ENSMUSP00000080081	ENSCAFP00000036075
ENSMUSP00000020927	ENSCAFP00000005738
ENSMUSP00000081001	ENSCAFP00000030319
ENSMUSP00000071772	ENSCAFP00000001117
ENSMUSP00000106436	ENSCAFP00000023927
ENSMUSP00000074988	ENSCAFP00000011451
ENSMUSP00000060363	ENSCAFP00000021541
ENSMUSP00000033490	ENSCAFP00000023199
ENSMUSP00000046612	ENSCAFP00000000702
ENSMUSP00000002395	ENSCAFP00000017702
ENSMUSP00000081114	ENSCAFP00000028422
ENSMUSP00000013842	ENSCAFP00000018372
ENSMUSP00000045608	ENSCAFP00000022310
ENSMUSP00000044913	ENSCAFP00000021707
ENSMUSP00000058980	ENSCAFP00000003030
ENSMUSP00000013667	ENSCAFP00000017403
ENSMUSP00000056154	ENSCAFP00000027091
ENSMUSP00000058985	ENSCAFP00000006041
ENSMUSP00000127596	ENSCAFP00000025694
ENSMUSP00000060780	ENSCAFP00000007252
ENSMUSP00000031324	ENSCAFP00000038777
ENSMUSP00000044808	ENSCAFP00000040138
ENSMUSP00000092286	ENSCAFP00000040261
ENSMUSP00000080997	ENSCAFP00000030315
ENSMUSP00000046987	ENSCAFP00000004566
ENSMUSP00000059708	ENSCAFP00000037104
ENSMUSP00000069230	ENSCAFP00000017312
ENSMUSP00000034413	ENSCAFP00000006241
ENSMUSP00000061808	ENSCAFP00000037348
ENSMUSP00000050103	ENSCAFP00000038078
ENSMUSP00000031040	ENSCAFP00000002934
ENSMUSP00000034965	ENSCAFP00000025494
ENSMUSP00000100743	ENSCAFP00000031287
ENSMUSP00000046197	ENSCAFP00000000211
ENSMUSP00000113444	ENSCAFP00000017823
ENSMUSP00000076188	ENSCAFP00000033990
ENSMUSP00000020188	ENSCAFP00000000378
ENSMUSP00000028999	ENSCAFP00000012265
ENSMUSP00000112665	ENSCAFP00000017697
ENSMUSP00000041180	ENSCAFP00000034870
ENSMUSP00000033210	ENSCAFP00000026290
ENSMUSP00000026832	ENSCAFP00000029028
ENSMUSP00000041855	ENSCAFP00000028886
ENSMUSP00000044352	ENSCAFP00000010824
ENSMUSP00000027449	ENSCAFP00000016394
ENSMUSP00000125167	ENSCAFP00000000705
ENSMUSP00000023846	ENSCAFP00000024278
ENSMUSP00000058860	ENSCAFP00000028213
ENSMUSP00000062303	ENSCAFP00000019455
ENSMUSP00000088458	ENSCAFP00000041090
ENSMUSP00000071955	ENSCAFP00000010848
ENSMUSP00000092845	ENSCAFP00000025388
ENSMUSP00000062046	ENSCAFP00000016698
ENSMUSP00000075107	ENSCAFP00000019201
ENSMUSP00000068850	ENSCAFP00000029825
ENSMUSP00000071387	ENSCAFP00000028863
ENSMUSP00000032882	ENSCAFP00000007230
ENSMUSP00000034162	ENSCAFP00000030021
ENSMUSP00000133302	ENSCAFP00000006888
ENSMUSP00000055738	ENSCAFP00000043028
ENSMUSP00000019697	ENSCAFP00000010319
ENSMUSP00000058371	ENSCAFP00000038811
ENSMUSP00000020967	ENSCAFP00000040704
ENSMUSP00000064870	ENSCAFP00000009265
ENSMUSP00000085921	ENSCAFP00000023911
ENSMUSP00000073259	ENSCAFP00000027350
ENSMUSP00000033004	ENSCAFP00000025718
ENSMUSP00000054638	ENSCAFP00000028840
ENSMUSP00000076686	ENSCAFP00000037789
ENSMUSP00000136653	ENSCAFP00000039353
ENSMUSP00000038638	ENSCAFP00000030228
ENSMUSP00000137738	ENSCAFP00000021494
ENSMUSP00000118182	ENSCAFP00000025215
ENSMUSP00000092964	ENSCAFP00000011213
ENSMUSP00000061571	ENSCAFP00000031767
ENSMUSP00000013766	ENSCAFP00000007199
ENSMUSP00000029123	ENSCAFP00000034367
ENSMUSP00000034594	ENSCAFP00000018903
ENSMUSP00000002452	ENSCAFP00000027662
ENSMUSP00000069692	ENSCAFP00000037685
ENSMUSP00000021423	ENSCAFP00000025329
ENSMUSP00000016124	ENSCAFP00000016380
ENSMUSP00000084259	ENSCAFP00000035905
ENSMUSP00000055482	ENSCAFP00000012612
ENSMUSP00000136304	ENSCAFP00000039556
ENSMUSP00000092034	ENSCAFP00000017388
ENSMUSP00000080993	ENSCAFP00000030311
ENSMUSP00000017891	ENSCAFP00000022947
ENSMUSP00000028826	ENSCAFP00000008973
ENSMUSP00000037651	ENSCAFP00000036509
ENSMUSP00000110052	ENSCAFP00000016290
ENSMUSP00000058355	ENSCAFP00000010078
ENSMUSP00000118415	ENSCAFP00000016550
ENSMUSP00000048810	ENSCAFP00000028137
ENSMUSP00000119124	ENSCAFP00000030345
ENSMUSP00000075094	ENSCAFP00000025496
ENSMUSP00000139299	ENSCAFP00000031223
ENSMUSP00000105027	ENSCAFP00000013936
ENSMUSP00000050996	ENSCAFP00000009078
ENSMUSP00000049912	ENSCAFP00000014672
ENSMUSP00000138850	ENSCAFP00000007272
ENSMUSP00000030042	ENSCAFP00000004909
ENSMUSP00000136062	ENSCAFP00000021485
ENSMUSP00000101032	ENSCAFP00000015775
ENSMUSP00000018623	ENSCAFP00000026209
ENSMUSP00000025571	ENSCAFP00000024058
ENSMUSP00000022532	ENSCAFP00000011949
ENSMUSP00000051539	ENSCAFP00000015035
ENSMUSP00000056693	ENSCAFP00000021464
ENSMUSP00000044102	ENSCAFP00000030481
ENSMUSP00000052908	ENSCAFP00000027731
ENSMUSP00000027959	ENSCAFP00000019150
ENSMUSP00000030886	ENSCAFP00000024184
ENSMUSP00000082816	ENSCAFP00000026359
ENSMUSP00000091955	ENSCAFP00000013278
ENSMUSP00000036422	ENSCAFP00000020775
ENSMUSP00000137998	ENSCAFP00000041383
ENSMUSP00000116797	ENSCAFP00000039487
ENSMUSP00000035026	ENSCAFP00000034513
ENSMUSP00000023219	ENSCAFP00000002299
ENSMUSP00000019723	ENSCAFP00000028056
ENSMUSP00000060779	ENSCAFP00000040731
ENSMUSP00000025062	ENSCAFP00000001934
ENSMUSP00000101003	ENSCAFP00000028874
ENSMUSP00000021130	ENSCAFP00000039495
ENSMUSP00000025910	ENSCAFP00000034035
ENSMUSP00000062967	ENSCAFP00000029252
ENSMUSP00000036541	ENSCAFP00000032944
ENSMUSP00000086405	ENSCAFP00000027884
ENSMUSP00000044570	ENSCAFP00000029098
ENSMUSP00000037519	ENSCAFP00000025564
ENSMUSP00000131169	ENSCAFP00000041219
ENSMUSP00000042334	ENSCAFP00000040619
ENSMUSP00000074009	ENSCAFP00000042865
ENSMUSP00000081000	ENSCAFP00000030318
ENSMUSP00000072982	ENSCAFP00000024377
ENSMUSP00000035535	ENSCAFP00000025114
ENSMUSP00000038305	ENSCAFP00000012339
ENSMUSP00000091805	ENSCAFP00000032636
ENSMUSP00000087686	ENSCAFP00000043043
ENSMUSP00000044630	ENSCAFP00000015894
ENSMUSP00000129808	ENSCAFP00000042632
ENSMUSP00000130019	ENSCAFP00000008201
ENSMUSP00000103171	ENSCAFP00000033228
ENSMUSP00000081002	ENSCAFP00000030320
ENSMUSP00000092748	ENSCAFP00000004551
