ENSLOCP00000011371	ENSORLP00000011382
ENSLOCP00000000831	ENSORLP00000001375
ENSLOCP00000003034	ENSORLP00000009986
ENSLOCP00000004371	ENSORLP00000009658
ENSLOCP00000012437	ENSORLP00000001061
ENSLOCP00000022403	ENSORLP00000009280
ENSLOCP00000013942	ENSORLP00000019624
ENSLOCP00000007339	ENSORLP00000013549
ENSLOCP00000018286	ENSORLP00000008551
ENSLOCP00000020239	ENSORLP00000015108
ENSLOCP00000003230	ENSORLP00000019348
ENSLOCP00000006626	ENSORLP00000024219
ENSLOCP00000017006	ENSORLP00000020844
ENSLOCP00000001302	ENSORLP00000003398
ENSLOCP00000013864	ENSORLP00000020909
ENSLOCP00000007930	ENSORLP00000014530
ENSLOCP00000005514	ENSORLP00000011798
ENSLOCP00000011071	ENSORLP00000020359
ENSLOCP00000018721	ENSORLP00000012053
ENSLOCP00000005775	ENSORLP00000011996
ENSLOCP00000011460	ENSORLP00000022031
ENSLOCP00000015265	ENSORLP00000023285
ENSLOCP00000015517	ENSORLP00000022377
ENSLOCP00000002032	ENSORLP00000022926
ENSLOCP00000014765	ENSORLP00000019531
ENSLOCP00000009827	ENSORLP00000010982
ENSLOCP00000013172	ENSORLP00000016412
ENSLOCP00000009699	ENSORLP00000002720
ENSLOCP00000006049	ENSORLP00000006563
ENSLOCP00000022404	ENSORLP00000009690
ENSLOCP00000017831	ENSORLP00000007781
ENSLOCP00000019540	ENSORLP00000016302
ENSLOCP00000017911	ENSORLP00000024882
ENSLOCP00000015650	ENSORLP00000007190
ENSLOCP00000004167	ENSORLP00000017467
ENSLOCP00000004866	ENSORLP00000008082
ENSLOCP00000017885	ENSORLP00000018271
ENSLOCP00000020587	ENSORLP00000019805
ENSLOCP00000008484	ENSORLP00000019727
ENSLOCP00000009559	ENSORLP00000024521
ENSLOCP00000009559	ENSORLP00000023018
ENSLOCP00000008642	ENSORLP00000017219
ENSLOCP00000021023	ENSORLP00000013189
ENSLOCP00000001649	ENSORLP00000007425
ENSLOCP00000004656	ENSORLP00000025805
ENSLOCP00000016513	ENSORLP00000013675
ENSLOCP00000009849	ENSORLP00000005671
ENSLOCP00000005195	ENSORLP00000003950
ENSLOCP00000012126	ENSORLP00000022409
ENSLOCP00000018192	ENSORLP00000018117
ENSLOCP00000013806	ENSORLP00000001553
ENSLOCP00000013896	ENSORLP00000014642
ENSLOCP00000012934	ENSORLP00000020691
ENSLOCP00000002740	ENSORLP00000008403
ENSLOCP00000015937	ENSORLP00000004242
ENSLOCP00000002376	ENSORLP00000019089
ENSLOCP00000017466	ENSORLP00000010867
ENSLOCP00000007971	ENSORLP00000013760
ENSLOCP00000002364	ENSORLP00000012346
ENSLOCP00000016987	ENSORLP00000004351
ENSLOCP00000002398	ENSORLP00000009685
ENSLOCP00000013726	ENSORLP00000005982
ENSLOCP00000014397	ENSORLP00000007862
ENSLOCP00000002647	ENSORLP00000025039
ENSLOCP00000019912	ENSORLP00000017889
ENSLOCP00000002977	ENSORLP00000017431
ENSLOCP00000009778	ENSORLP00000021453
ENSLOCP00000001490	ENSORLP00000005889
ENSLOCP00000005741	ENSORLP00000000507
ENSLOCP00000005323	ENSORLP00000019099
ENSLOCP00000012304	ENSORLP00000020906
ENSLOCP00000010908	ENSORLP00000006203
ENSLOCP00000009771	ENSORLP00000005086
ENSLOCP00000014776	ENSORLP00000007738
ENSLOCP00000005690	ENSORLP00000008542
ENSLOCP00000007730	ENSORLP00000012708
ENSLOCP00000013718	ENSORLP00000023430
ENSLOCP00000010796	ENSORLP00000002229
ENSLOCP00000008794	ENSORLP00000025448
ENSLOCP00000004666	ENSORLP00000005576
ENSLOCP00000017434	ENSORLP00000024792
ENSLOCP00000013653	ENSORLP00000001841
ENSLOCP00000018577	ENSORLP00000020532
ENSLOCP00000002474	ENSORLP00000024972
ENSLOCP00000018712	ENSORLP00000015291
ENSLOCP00000014653	ENSORLP00000010285
ENSLOCP00000012169	ENSORLP00000018611
ENSLOCP00000007192	ENSORLP00000024055
ENSLOCP00000013671	ENSORLP00000013365
ENSLOCP00000010779	ENSORLP00000009232
ENSLOCP00000014422	ENSORLP00000025246
ENSLOCP00000016371	ENSORLP00000023870
ENSLOCP00000002101	ENSORLP00000000135
ENSLOCP00000016112	ENSORLP00000000656
ENSLOCP00000010820	ENSORLP00000020192
ENSLOCP00000000875	ENSORLP00000014007
ENSLOCP00000017037	ENSORLP00000021606
ENSLOCP00000022082	ENSORLP00000020219
ENSLOCP00000020038	ENSORLP00000013474
ENSLOCP00000006260	ENSORLP00000010934
ENSLOCP00000014002	ENSORLP00000005454
ENSLOCP00000003078	ENSORLP00000022196
ENSLOCP00000014586	ENSORLP00000018346
ENSLOCP00000010826	ENSORLP00000021631
ENSLOCP00000008139	ENSORLP00000013707
ENSLOCP00000005178	ENSORLP00000018348
ENSLOCP00000011302	ENSORLP00000007839
ENSLOCP00000021819	ENSORLP00000022793
ENSLOCP00000011696	ENSORLP00000013733
ENSLOCP00000015627	ENSORLP00000022201
ENSLOCP00000014394	ENSORLP00000025496
ENSLOCP00000018019	ENSORLP00000015668
ENSLOCP00000018844	ENSORLP00000019345
ENSLOCP00000008941	ENSORLP00000005642
ENSLOCP00000011025	ENSORLP00000010924
ENSLOCP00000016423	ENSORLP00000003732
ENSLOCP00000020204	ENSORLP00000022712
ENSLOCP00000002347	ENSORLP00000010535
ENSLOCP00000002378	ENSORLP00000014418
ENSLOCP00000002088	ENSORLP00000013183
ENSLOCP00000020042	ENSORLP00000013006
ENSLOCP00000010653	ENSORLP00000015601
ENSLOCP00000002476	ENSORLP00000009484
ENSLOCP00000006805	ENSORLP00000021118
ENSLOCP00000004441	ENSORLP00000017639
ENSLOCP00000021526	ENSORLP00000013324
ENSLOCP00000007985	ENSORLP00000024895
ENSLOCP00000015439	ENSORLP00000015131
ENSLOCP00000015078	ENSORLP00000019691
ENSLOCP00000011998	ENSORLP00000014389
ENSLOCP00000006963	ENSORLP00000014528
ENSLOCP00000007158	ENSORLP00000008507
ENSLOCP00000003980	ENSORLP00000014380
ENSLOCP00000018899	ENSORLP00000000980
ENSLOCP00000014385	ENSORLP00000022638
ENSLOCP00000010336	ENSORLP00000016979
ENSLOCP00000002153	ENSORLP00000000129
ENSLOCP00000010815	ENSORLP00000014439
ENSLOCP00000010368	ENSORLP00000013853
ENSLOCP00000006026	ENSORLP00000011579
ENSLOCP00000003275	ENSORLP00000025836
ENSLOCP00000002549	ENSORLP00000009567
ENSLOCP00000003437	ENSORLP00000018478
ENSLOCP00000001120	ENSORLP00000007834
ENSLOCP00000008409	ENSORLP00000006842
ENSLOCP00000003794	ENSORLP00000009310
ENSLOCP00000021315	ENSORLP00000017407
ENSLOCP00000005923	ENSORLP00000010529
ENSLOCP00000011188	ENSORLP00000004932
ENSLOCP00000011556	ENSORLP00000003013
ENSLOCP00000005510	ENSORLP00000019213
ENSLOCP00000007023	ENSORLP00000003152
ENSLOCP00000003842	ENSORLP00000025788
ENSLOCP00000014366	ENSORLP00000001105
ENSLOCP00000018834	ENSORLP00000001062
ENSLOCP00000009859	ENSORLP00000014536
ENSLOCP00000002793	ENSORLP00000006787
ENSLOCP00000007236	ENSORLP00000012468
ENSLOCP00000020916	ENSORLP00000018567
ENSLOCP00000002673	ENSORLP00000010342
ENSLOCP00000005818	ENSORLP00000008529
ENSLOCP00000014972	ENSORLP00000019794
ENSLOCP00000010008	ENSORLP00000021340
ENSLOCP00000019348	ENSORLP00000015062
ENSLOCP00000007155	ENSORLP00000019741
ENSLOCP00000010957	ENSORLP00000006241
ENSLOCP00000010957	ENSORLP00000000795
ENSLOCP00000016631	ENSORLP00000015664
ENSLOCP00000012709	ENSORLP00000018096
ENSLOCP00000000507	ENSORLP00000015620
ENSLOCP00000016734	ENSORLP00000012754
ENSLOCP00000000853	ENSORLP00000007698
ENSLOCP00000002623	ENSORLP00000016926
ENSLOCP00000005890	ENSORLP00000021530
ENSLOCP00000020774	ENSORLP00000025270
ENSLOCP00000021917	ENSORLP00000010676
ENSLOCP00000021917	ENSORLP00000008562
ENSLOCP00000017531	ENSORLP00000004705
ENSLOCP00000017928	ENSORLP00000021209
ENSLOCP00000004363	ENSORLP00000010050
ENSLOCP00000003247	ENSORLP00000005871
ENSLOCP00000015401	ENSORLP00000011668
ENSLOCP00000021017	ENSORLP00000019179
ENSLOCP00000005665	ENSORLP00000006957
ENSLOCP00000002016	ENSORLP00000012145
ENSLOCP00000017353	ENSORLP00000016989
ENSLOCP00000017686	ENSORLP00000017853
ENSLOCP00000019173	ENSORLP00000023241
ENSLOCP00000002576	ENSORLP00000019743
ENSLOCP00000008010	ENSORLP00000004609
ENSLOCP00000005574	ENSORLP00000001041
ENSLOCP00000013715	ENSORLP00000022334
ENSLOCP00000020991	ENSORLP00000020249
ENSLOCP00000004664	ENSORLP00000025163
ENSLOCP00000004861	ENSORLP00000023035
ENSLOCP00000018403	ENSORLP00000019288
ENSLOCP00000014506	ENSORLP00000009055
ENSLOCP00000004385	ENSORLP00000009671
ENSLOCP00000002914	ENSORLP00000015119
ENSLOCP00000012173	ENSORLP00000010399
ENSLOCP00000013237	ENSORLP00000025533
ENSLOCP00000013697	ENSORLP00000025781
ENSLOCP00000002587	ENSORLP00000008742
ENSLOCP00000009157	ENSORLP00000011065
ENSLOCP00000009270	ENSORLP00000005460
ENSLOCP00000001699	ENSORLP00000012069
ENSLOCP00000001308	ENSORLP00000008107
ENSLOCP00000019788	ENSORLP00000014462
ENSLOCP00000001073	ENSORLP00000009025
ENSLOCP00000011387	ENSORLP00000021412
ENSLOCP00000009017	ENSORLP00000002076
ENSLOCP00000009746	ENSORLP00000005103
ENSLOCP00000021246	ENSORLP00000015691
ENSLOCP00000004407	ENSORLP00000004537
ENSLOCP00000004654	ENSORLP00000025667
ENSLOCP00000002522	ENSORLP00000019304
ENSLOCP00000021855	ENSORLP00000016377
ENSLOCP00000003373	ENSORLP00000014548
ENSLOCP00000002425	ENSORLP00000014617
ENSLOCP00000017449	ENSORLP00000004151
ENSLOCP00000019226	ENSORLP00000003109
ENSLOCP00000020604	ENSORLP00000019957
ENSLOCP00000003578	ENSORLP00000017843
ENSLOCP00000008163	ENSORLP00000011588
ENSLOCP00000020608	ENSORLP00000003237
ENSLOCP00000000841	ENSORLP00000012212
ENSLOCP00000012823	ENSORLP00000002313
ENSLOCP00000005809	ENSORLP00000008825
ENSLOCP00000018247	ENSORLP00000016680
ENSLOCP00000020946	ENSORLP00000022404
ENSLOCP00000018836	ENSORLP00000001765
ENSLOCP00000020503	ENSORLP00000016806
ENSLOCP00000016157	ENSORLP00000017456
ENSLOCP00000001433	ENSORLP00000009908
ENSLOCP00000018005	ENSORLP00000008383
ENSLOCP00000009677	ENSORLP00000010252
ENSLOCP00000016235	ENSORLP00000023727
ENSLOCP00000010599	ENSORLP00000016860
ENSLOCP00000002595	ENSORLP00000017933
ENSLOCP00000015682	ENSORLP00000024215
ENSLOCP00000001891	ENSORLP00000009775
ENSLOCP00000012639	ENSORLP00000019908
ENSLOCP00000013136	ENSORLP00000005471
ENSLOCP00000002831	ENSORLP00000008022
ENSLOCP00000006902	ENSORLP00000025122
ENSLOCP00000002546	ENSORLP00000021496
ENSLOCP00000006344	ENSORLP00000010853
ENSLOCP00000007325	ENSORLP00000016404
ENSLOCP00000017218	ENSORLP00000009007
ENSLOCP00000003497	ENSORLP00000013921
ENSLOCP00000002695	ENSORLP00000009063
ENSLOCP00000022468	ENSORLP00000003989
ENSLOCP00000004973	ENSORLP00000024286
ENSLOCP00000022378	ENSORLP00000011915
ENSLOCP00000010692	ENSORLP00000004480
ENSLOCP00000018219	ENSORLP00000011656
ENSLOCP00000008778	ENSORLP00000005347
ENSLOCP00000016929	ENSORLP00000008764
ENSLOCP00000008987	ENSORLP00000007040
ENSLOCP00000003177	ENSORLP00000019832
ENSLOCP00000007307	ENSORLP00000012700
ENSLOCP00000007355	ENSORLP00000024218
ENSLOCP00000017030	ENSORLP00000007826
ENSLOCP00000020654	ENSORLP00000003968
ENSLOCP00000013499	ENSORLP00000005693
ENSLOCP00000004059	ENSORLP00000021328
ENSLOCP00000011259	ENSORLP00000022023
ENSLOCP00000010305	ENSORLP00000004908
ENSLOCP00000006815	ENSORLP00000015493
ENSLOCP00000017958	ENSORLP00000005715
ENSLOCP00000000541	ENSORLP00000012553
ENSLOCP00000012762	ENSORLP00000005127
ENSLOCP00000000092	ENSORLP00000002675
ENSLOCP00000008751	ENSORLP00000025464
ENSLOCP00000015363	ENSORLP00000013130
ENSLOCP00000001999	ENSORLP00000018615
ENSLOCP00000016562	ENSORLP00000004562
ENSLOCP00000000677	ENSORLP00000002473
ENSLOCP00000005199	ENSORLP00000002946
ENSLOCP00000014330	ENSORLP00000007345
ENSLOCP00000005786	ENSORLP00000008830
ENSLOCP00000012764	ENSORLP00000019493
ENSLOCP00000018990	ENSORLP00000019857
ENSLOCP00000003132	ENSORLP00000009949
ENSLOCP00000003477	ENSORLP00000019182
ENSLOCP00000008770	ENSORLP00000016849
ENSLOCP00000003022	ENSORLP00000025258
ENSLOCP00000015838	ENSORLP00000006012
ENSLOCP00000009320	ENSORLP00000014671
ENSLOCP00000001767	ENSORLP00000005858
ENSLOCP00000012368	ENSORLP00000022341
ENSLOCP00000020545	ENSORLP00000000106
ENSLOCP00000007495	ENSORLP00000002776
ENSLOCP00000019014	ENSORLP00000006991
ENSLOCP00000000888	ENSORLP00000004347
ENSLOCP00000001421	ENSORLP00000015583
ENSLOCP00000012166	ENSORLP00000022765
ENSLOCP00000019244	ENSORLP00000014682
ENSLOCP00000007749	ENSORLP00000024921
ENSLOCP00000007101	ENSORLP00000013274
ENSLOCP00000017934	ENSORLP00000023420
ENSLOCP00000022090	ENSORLP00000022001
ENSLOCP00000008557	ENSORLP00000018824
ENSLOCP00000013397	ENSORLP00000013790
ENSLOCP00000014954	ENSORLP00000015698
ENSLOCP00000000544	ENSORLP00000008293
ENSLOCP00000010426	ENSORLP00000019644
ENSLOCP00000013527	ENSORLP00000012832
ENSLOCP00000002416	ENSORLP00000018928
ENSLOCP00000020464	ENSORLP00000016039
ENSLOCP00000002179	ENSORLP00000012095
ENSLOCP00000009891	ENSORLP00000023853
ENSLOCP00000010524	ENSORLP00000001957
ENSLOCP00000001607	ENSORLP00000021306
ENSLOCP00000019691	ENSORLP00000013250
ENSLOCP00000017805	ENSORLP00000023988
ENSLOCP00000016543	ENSORLP00000008111
ENSLOCP00000001493	ENSORLP00000025256
ENSLOCP00000018045	ENSORLP00000008169
ENSLOCP00000012389	ENSORLP00000012509
ENSLOCP00000009426	ENSORLP00000023782
ENSLOCP00000001961	ENSORLP00000014755
ENSLOCP00000007378	ENSORLP00000021659
ENSLOCP00000005203	ENSORLP00000006509
ENSLOCP00000014297	ENSORLP00000001966
ENSLOCP00000002401	ENSORLP00000012060
ENSLOCP00000002269	ENSORLP00000007070
ENSLOCP00000018114	ENSORLP00000011500
ENSLOCP00000003525	ENSORLP00000007984
ENSLOCP00000004860	ENSORLP00000004976
ENSLOCP00000003436	ENSORLP00000017496
ENSLOCP00000002152	ENSORLP00000018248
ENSLOCP00000005745	ENSORLP00000019474
ENSLOCP00000003713	ENSORLP00000006916
ENSLOCP00000017386	ENSORLP00000000807
ENSLOCP00000003492	ENSORLP00000012475
ENSLOCP00000019152	ENSORLP00000003288
ENSLOCP00000015548	ENSORLP00000004643
ENSLOCP00000022293	ENSORLP00000015723
ENSLOCP00000001297	ENSORLP00000021785
ENSLOCP00000012289	ENSORLP00000020913
ENSLOCP00000022291	ENSORLP00000018951
ENSLOCP00000014541	ENSORLP00000018281
ENSLOCP00000006429	ENSORLP00000010951
ENSLOCP00000008731	ENSORLP00000002005
ENSLOCP00000010540	ENSORLP00000012423
ENSLOCP00000018858	ENSORLP00000014261
ENSLOCP00000003358	ENSORLP00000016260
ENSLOCP00000006520	ENSORLP00000008560
ENSLOCP00000001925	ENSORLP00000009972
ENSLOCP00000001683	ENSORLP00000016803
ENSLOCP00000019089	ENSORLP00000020458
ENSLOCP00000005066	ENSORLP00000011102
ENSLOCP00000018161	ENSORLP00000019401
ENSLOCP00000007505	ENSORLP00000020313
ENSLOCP00000018196	ENSORLP00000018094
ENSLOCP00000009469	ENSORLP00000019811
ENSLOCP00000017554	ENSORLP00000008877
ENSLOCP00000007636	ENSORLP00000000192
ENSLOCP00000006393	ENSORLP00000003083
ENSLOCP00000000879	ENSORLP00000002549
ENSLOCP00000018725	ENSORLP00000002407
ENSLOCP00000018810	ENSORLP00000001574
ENSLOCP00000007686	ENSORLP00000019806
ENSLOCP00000001565	ENSORLP00000005853
ENSLOCP00000010010	ENSORLP00000014733
ENSLOCP00000005546	ENSORLP00000023021
ENSLOCP00000002697	ENSORLP00000003271
ENSLOCP00000005661	ENSORLP00000011647
ENSLOCP00000006011	ENSORLP00000008653
ENSLOCP00000009276	ENSORLP00000015433
ENSLOCP00000017724	ENSORLP00000023231
ENSLOCP00000001004	ENSORLP00000000720
ENSLOCP00000013504	ENSORLP00000006180
ENSLOCP00000014067	ENSORLP00000013304
ENSLOCP00000013594	ENSORLP00000020323
ENSLOCP00000018753	ENSORLP00000001272
ENSLOCP00000015076	ENSORLP00000000239
ENSLOCP00000011414	ENSORLP00000007754
ENSLOCP00000009658	ENSORLP00000011074
ENSLOCP00000015696	ENSORLP00000009898
ENSLOCP00000016446	ENSORLP00000015253
ENSLOCP00000006296	ENSORLP00000008523
ENSLOCP00000002231	ENSORLP00000003683
ENSLOCP00000004607	ENSORLP00000021216
ENSLOCP00000016053	ENSORLP00000009421
ENSLOCP00000016825	ENSORLP00000023910
ENSLOCP00000003466	ENSORLP00000011165
ENSLOCP00000015238	ENSORLP00000003360
ENSLOCP00000022226	ENSORLP00000022173
ENSLOCP00000019808	ENSORLP00000024223
ENSLOCP00000011943	ENSORLP00000008090
ENSLOCP00000009349	ENSORLP00000006514
ENSLOCP00000007810	ENSORLP00000000798
ENSLOCP00000012686	ENSORLP00000022194
ENSLOCP00000016759	ENSORLP00000013729
ENSLOCP00000008297	ENSORLP00000022290
ENSLOCP00000016612	ENSORLP00000018234
ENSLOCP00000001515	ENSORLP00000000180
ENSLOCP00000013507	ENSORLP00000013925
ENSLOCP00000009899	ENSORLP00000000487
ENSLOCP00000009465	ENSORLP00000015938
ENSLOCP00000019737	ENSORLP00000002970
ENSLOCP00000012413	ENSORLP00000018529
ENSLOCP00000006878	ENSORLP00000014460
ENSLOCP00000017136	ENSORLP00000002360
ENSLOCP00000015666	ENSORLP00000004223
ENSLOCP00000018349	ENSORLP00000009120
ENSLOCP00000002672	ENSORLP00000013535
ENSLOCP00000005970	ENSORLP00000014354
ENSLOCP00000009048	ENSORLP00000004385
ENSLOCP00000003003	ENSORLP00000017445
ENSLOCP00000000820	ENSORLP00000002536
ENSLOCP00000016054	ENSORLP00000017099
ENSLOCP00000006337	ENSORLP00000011493
ENSLOCP00000007784	ENSORLP00000019228
ENSLOCP00000004169	ENSORLP00000007564
ENSLOCP00000022329	ENSORLP00000010735
ENSLOCP00000016138	ENSORLP00000022632
ENSLOCP00000015236	ENSORLP00000014940
ENSLOCP00000004562	ENSORLP00000009236
ENSLOCP00000009582	ENSORLP00000005054
ENSLOCP00000016776	ENSORLP00000012566
ENSLOCP00000008762	ENSORLP00000011706
ENSLOCP00000005300	ENSORLP00000017016
ENSLOCP00000008407	ENSORLP00000013219
ENSLOCP00000003371	ENSORLP00000016273
ENSLOCP00000018311	ENSORLP00000007718
ENSLOCP00000018860	ENSORLP00000003166
ENSLOCP00000021529	ENSORLP00000014175
ENSLOCP00000001780	ENSORLP00000023316
ENSLOCP00000009731	ENSORLP00000020117
ENSLOCP00000013717	ENSORLP00000016953
ENSLOCP00000016539	ENSORLP00000002194
ENSLOCP00000003137	ENSORLP00000018401
ENSLOCP00000018028	ENSORLP00000008247
ENSLOCP00000012407	ENSORLP00000008047
ENSLOCP00000008270	ENSORLP00000012369
ENSLOCP00000016885	ENSORLP00000003374
ENSLOCP00000007598	ENSORLP00000014911
ENSLOCP00000014515	ENSORLP00000023955
ENSLOCP00000000909	ENSORLP00000008945
ENSLOCP00000020867	ENSORLP00000021783
ENSLOCP00000007297	ENSORLP00000007814
ENSLOCP00000001177	ENSORLP00000018022
ENSLOCP00000013655	ENSORLP00000016309
ENSLOCP00000002440	ENSORLP00000021693
ENSLOCP00000017965	ENSORLP00000009250
ENSLOCP00000021354	ENSORLP00000021344
ENSLOCP00000007214	ENSORLP00000012398
ENSLOCP00000010420	ENSORLP00000005121
ENSLOCP00000007998	ENSORLP00000010568
ENSLOCP00000021525	ENSORLP00000023863
ENSLOCP00000015239	ENSORLP00000014254
ENSLOCP00000010636	ENSORLP00000002020
ENSLOCP00000016057	ENSORLP00000025183
ENSLOCP00000006779	ENSORLP00000007810
ENSLOCP00000008173	ENSORLP00000007037
ENSLOCP00000003491	ENSORLP00000008733
ENSLOCP00000016682	ENSORLP00000001050
ENSLOCP00000002123	ENSORLP00000000131
ENSLOCP00000015474	ENSORLP00000012242
ENSLOCP00000021276	ENSORLP00000022717
ENSLOCP00000003595	ENSORLP00000011125
ENSLOCP00000006746	ENSORLP00000017669
ENSLOCP00000006435	ENSORLP00000018963
ENSLOCP00000009189	ENSORLP00000006436
ENSLOCP00000020028	ENSORLP00000012818
ENSLOCP00000006860	ENSORLP00000016301
ENSLOCP00000021843	ENSORLP00000013033
ENSLOCP00000013038	ENSORLP00000008798
ENSLOCP00000001665	ENSORLP00000005022
ENSLOCP00000013266	ENSORLP00000023189
ENSLOCP00000002517	ENSORLP00000022780
ENSLOCP00000017592	ENSORLP00000000406
ENSLOCP00000007995	ENSORLP00000004448
ENSLOCP00000009435	ENSORLP00000005712
ENSLOCP00000013567	ENSORLP00000016125
ENSLOCP00000000010	ENSORLP00000013976
ENSLOCP00000018188	ENSORLP00000018926
ENSLOCP00000002588	ENSORLP00000006798
ENSLOCP00000021873	ENSORLP00000001902
ENSLOCP00000017427	ENSORLP00000024885
ENSLOCP00000001980	ENSORLP00000018593
ENSLOCP00000012396	ENSORLP00000012512
ENSLOCP00000021462	ENSORLP00000003811
ENSLOCP00000012501	ENSORLP00000016024
ENSLOCP00000007299	ENSORLP00000024372
ENSLOCP00000001449	ENSORLP00000020610
ENSLOCP00000019353	ENSORLP00000004937
ENSLOCP00000013745	ENSORLP00000002972
ENSLOCP00000010887	ENSORLP00000011574
ENSLOCP00000010887	ENSORLP00000003895
ENSLOCP00000007701	ENSORLP00000023438
ENSLOCP00000002735	ENSORLP00000013968
ENSLOCP00000022339	ENSORLP00000014320
ENSLOCP00000017827	ENSORLP00000007756
ENSLOCP00000013749	ENSORLP00000013716
ENSLOCP00000002577	ENSORLP00000020317
ENSLOCP00000012259	ENSORLP00000020918
ENSLOCP00000012769	ENSORLP00000011432
ENSLOCP00000011899	ENSORLP00000008073
ENSLOCP00000008591	ENSORLP00000021174
ENSLOCP00000017555	ENSORLP00000008903
ENSLOCP00000006605	ENSORLP00000008633
ENSLOCP00000016331	ENSORLP00000006687
ENSLOCP00000014239	ENSORLP00000009881
ENSLOCP00000015690	ENSORLP00000004271
ENSLOCP00000013823	ENSORLP00000021420
ENSLOCP00000016098	ENSORLP00000023427
ENSLOCP00000002609	ENSORLP00000014704
ENSLOCP00000018628	ENSORLP00000019466
ENSLOCP00000022153	ENSORLP00000022653
ENSLOCP00000016660	ENSORLP00000015560
ENSLOCP00000002172	ENSORLP00000010008
ENSLOCP00000001298	ENSORLP00000017640
ENSLOCP00000001621	ENSORLP00000020924
ENSLOCP00000021962	ENSORLP00000001298
ENSLOCP00000000004	ENSORLP00000008164
ENSLOCP00000005191	ENSORLP00000011539
ENSLOCP00000001172	ENSORLP00000022549
ENSLOCP00000000850	ENSORLP00000014232
ENSLOCP00000018600	ENSORLP00000013376
ENSLOCP00000013543	ENSORLP00000025540
ENSLOCP00000022471	ENSORLP00000025881
ENSLOCP00000006226	ENSORLP00000006094
ENSLOCP00000006553	ENSORLP00000013584
ENSLOCP00000017745	ENSORLP00000010230
ENSLOCP00000022447	ENSORLP00000011751
ENSLOCP00000004940	ENSORLP00000007993
ENSLOCP00000004310	ENSORLP00000021206
ENSLOCP00000008671	ENSORLP00000003394
ENSLOCP00000014899	ENSORLP00000001286
ENSLOCP00000014135	ENSORLP00000007876
ENSLOCP00000022448	ENSORLP00000011561
ENSLOCP00000004452	ENSORLP00000004529
ENSLOCP00000007078	ENSORLP00000006754
ENSLOCP00000013601	ENSORLP00000004037
ENSLOCP00000005938	ENSORLP00000019327
ENSLOCP00000011314	ENSORLP00000002713
ENSLOCP00000020548	ENSORLP00000000099
ENSLOCP00000009721	ENSORLP00000011540
ENSLOCP00000002381	ENSORLP00000022771
ENSLOCP00000021300	ENSORLP00000021596
ENSLOCP00000005673	ENSORLP00000008255
ENSLOCP00000005496	ENSORLP00000016547
ENSLOCP00000002559	ENSORLP00000017471
ENSLOCP00000002580	ENSORLP00000000737
ENSLOCP00000008812	ENSORLP00000006877
ENSLOCP00000002799	ENSORLP00000019093
ENSLOCP00000006854	ENSORLP00000020980
ENSLOCP00000001234	ENSORLP00000009039
ENSLOCP00000005336	ENSORLP00000005293
ENSLOCP00000006067	ENSORLP00000000846
ENSLOCP00000022232	ENSORLP00000003344
ENSLOCP00000022232	ENSORLP00000005484
ENSLOCP00000012320	ENSORLP00000007822
ENSLOCP00000004468	ENSORLP00000009047
ENSLOCP00000001426	ENSORLP00000011738
ENSLOCP00000012601	ENSORLP00000010502
ENSLOCP00000001450	ENSORLP00000014992
ENSLOCP00000014879	ENSORLP00000004287
ENSLOCP00000012537	ENSORLP00000005632
ENSLOCP00000009843	ENSORLP00000021440
ENSLOCP00000012765	ENSORLP00000007571
ENSLOCP00000010158	ENSORLP00000002535
ENSLOCP00000015554	ENSORLP00000024740
ENSLOCP00000008586	ENSORLP00000007200
ENSLOCP00000005689	ENSORLP00000000981
ENSLOCP00000017669	ENSORLP00000015831
ENSLOCP00000000280	ENSORLP00000004247
ENSLOCP00000003231	ENSORLP00000009700
ENSLOCP00000020702	ENSORLP00000005539
ENSLOCP00000019059	ENSORLP00000025013
ENSLOCP00000002919	ENSORLP00000023299
ENSLOCP00000015686	ENSORLP00000021271
ENSLOCP00000021508	ENSORLP00000016497
ENSLOCP00000016061	ENSORLP00000015963
ENSLOCP00000001236	ENSORLP00000007734
