ENSTGUP00000008915	ENSLOCP00000009128
ENSTGUP00000000057	ENSLOCP00000006917
ENSTGUP00000016554	ENSLOCP00000009614
ENSTGUP00000009851	ENSLOCP00000004842
ENSTGUP00000000834	ENSLOCP00000008052
ENSTGUP00000015698	ENSLOCP00000002116
ENSTGUP00000002250	ENSLOCP00000016047
ENSTGUP00000004459	ENSLOCP00000019541
ENSTGUP00000002854	ENSLOCP00000019683
ENSTGUP00000007006	ENSLOCP00000002264
ENSTGUP00000007203	ENSLOCP00000009807
ENSTGUP00000004397	ENSLOCP00000003734
ENSTGUP00000000697	ENSLOCP00000015266
ENSTGUP00000010915	ENSLOCP00000013724
ENSTGUP00000006117	ENSLOCP00000003404
ENSTGUP00000006049	ENSLOCP00000019325
ENSTGUP00000001010	ENSLOCP00000012741
ENSTGUP00000013202	ENSLOCP00000009138
ENSTGUP00000003160	ENSLOCP00000001221
ENSTGUP00000012391	ENSLOCP00000018569
ENSTGUP00000011267	ENSLOCP00000003665
ENSTGUP00000011798	ENSLOCP00000001886
ENSTGUP00000017827	ENSLOCP00000010817
ENSTGUP00000004388	ENSLOCP00000009101
ENSTGUP00000004815	ENSLOCP00000017534
ENSTGUP00000012044	ENSLOCP00000012630
ENSTGUP00000005154	ENSLOCP00000019191
ENSTGUP00000011499	ENSLOCP00000016679
ENSTGUP00000013400	ENSLOCP00000020792
ENSTGUP00000004098	ENSLOCP00000020163
ENSTGUP00000007007	ENSLOCP00000003558
ENSTGUP00000005732	ENSLOCP00000016859
ENSTGUP00000002262	ENSLOCP00000012242
ENSTGUP00000006833	ENSLOCP00000004239
ENSTGUP00000003343	ENSLOCP00000021322
ENSTGUP00000009046	ENSLOCP00000014101
ENSTGUP00000008319	ENSLOCP00000007556
ENSTGUP00000012371	ENSLOCP00000010708
ENSTGUP00000006386	ENSLOCP00000020430
ENSTGUP00000003267	ENSLOCP00000002491
ENSTGUP00000001829	ENSLOCP00000016252
ENSTGUP00000007718	ENSLOCP00000002394
ENSTGUP00000013376	ENSLOCP00000011726
ENSTGUP00000006890	ENSLOCP00000016959
ENSTGUP00000007652	ENSLOCP00000005053
ENSTGUP00000015832	ENSLOCP00000006408
ENSTGUP00000013769	ENSLOCP00000002239
ENSTGUP00000013280	ENSLOCP00000015912
ENSTGUP00000012930	ENSLOCP00000021094
ENSTGUP00000002792	ENSLOCP00000015319
ENSTGUP00000007608	ENSLOCP00000005162
ENSTGUP00000006869	ENSLOCP00000012583
ENSTGUP00000012654	ENSLOCP00000021126
ENSTGUP00000002914	ENSLOCP00000021129
ENSTGUP00000005945	ENSLOCP00000014952
ENSTGUP00000006066	ENSLOCP00000019322
ENSTGUP00000005175	ENSLOCP00000003771
ENSTGUP00000009051	ENSLOCP00000020458
ENSTGUP00000006061	ENSLOCP00000008531
ENSTGUP00000002356	ENSLOCP00000015202
ENSTGUP00000011620	ENSLOCP00000020107
ENSTGUP00000017709	ENSLOCP00000009508
ENSTGUP00000005075	ENSLOCP00000020686
ENSTGUP00000001522	ENSLOCP00000013052
ENSTGUP00000006222	ENSLOCP00000013014
ENSTGUP00000013175	ENSLOCP00000021009
ENSTGUP00000012262	ENSLOCP00000001456
ENSTGUP00000012369	ENSLOCP00000017262
ENSTGUP00000010859	ENSLOCP00000018062
ENSTGUP00000009877	ENSLOCP00000011769
ENSTGUP00000013803	ENSLOCP00000003674
ENSTGUP00000011333	ENSLOCP00000001419
ENSTGUP00000006322	ENSLOCP00000003829
ENSTGUP00000008697	ENSLOCP00000005582
ENSTGUP00000015784	ENSLOCP00000011322
ENSTGUP00000012149	ENSLOCP00000020811
ENSTGUP00000007326	ENSLOCP00000001916
ENSTGUP00000010693	ENSLOCP00000004281
ENSTGUP00000002589	ENSLOCP00000021211
ENSTGUP00000011840	ENSLOCP00000009560
ENSTGUP00000015574	ENSLOCP00000013055
ENSTGUP00000012889	ENSLOCP00000020477
ENSTGUP00000012394	ENSLOCP00000010640
ENSTGUP00000003912	ENSLOCP00000001411
ENSTGUP00000005146	ENSLOCP00000003280
ENSTGUP00000012986	ENSLOCP00000002434
ENSTGUP00000001405	ENSLOCP00000015490
ENSTGUP00000006610	ENSLOCP00000020981
ENSTGUP00000008800	ENSLOCP00000016855
ENSTGUP00000005078	ENSLOCP00000005411
ENSTGUP00000012269	ENSLOCP00000011653
ENSTGUP00000001347	ENSLOCP00000012938
ENSTGUP00000015164	ENSLOCP00000017701
ENSTGUP00000007662	ENSLOCP00000004465
ENSTGUP00000008034	ENSLOCP00000013836
ENSTGUP00000012831	ENSLOCP00000020919
ENSTGUP00000016891	ENSLOCP00000003659
ENSTGUP00000011105	ENSLOCP00000015165
ENSTGUP00000003286	ENSLOCP00000002438
ENSTGUP00000003714	ENSLOCP00000015519
ENSTGUP00000008811	ENSLOCP00000003591
ENSTGUP00000003954	ENSLOCP00000018354
ENSTGUP00000011247	ENSLOCP00000020408
ENSTGUP00000012398	ENSLOCP00000021005
ENSTGUP00000007098	ENSLOCP00000005667
ENSTGUP00000003777	ENSLOCP00000020280
ENSTGUP00000014042	ENSLOCP00000011454
ENSTGUP00000013375	ENSLOCP00000012385
ENSTGUP00000004756	ENSLOCP00000001945
ENSTGUP00000017316	ENSLOCP00000005888
ENSTGUP00000004578	ENSLOCP00000002552
ENSTGUP00000007153	ENSLOCP00000017444
ENSTGUP00000008862	ENSLOCP00000009018
ENSTGUP00000006884	ENSLOCP00000001712
ENSTGUP00000003870	ENSLOCP00000001060
ENSTGUP00000011432	ENSLOCP00000011872
ENSTGUP00000016254	ENSLOCP00000003517
ENSTGUP00000000756	ENSLOCP00000015276
ENSTGUP00000006028	ENSLOCP00000008011
ENSTGUP00000007938	ENSLOCP00000002871
ENSTGUP00000001603	ENSLOCP00000013357
ENSTGUP00000008488	ENSLOCP00000005006
ENSTGUP00000000708	ENSLOCP00000015275
ENSTGUP00000005629	ENSLOCP00000008513
ENSTGUP00000011297	ENSLOCP00000003780
ENSTGUP00000004540	ENSLOCP00000014303
ENSTGUP00000017820	ENSLOCP00000010873
ENSTGUP00000007588	ENSLOCP00000016140
ENSTGUP00000013737	ENSLOCP00000003822
ENSTGUP00000008237	ENSLOCP00000004534
ENSTGUP00000017588	ENSLOCP00000001662
ENSTGUP00000004954	ENSLOCP00000005534
ENSTGUP00000009332	ENSLOCP00000012912
ENSTGUP00000004601	ENSLOCP00000006363
ENSTGUP00000001769	ENSLOCP00000011903
ENSTGUP00000006843	ENSLOCP00000010294
ENSTGUP00000017401	ENSLOCP00000002266
ENSTGUP00000013886	ENSLOCP00000013257
ENSTGUP00000001445	ENSLOCP00000014980
ENSTGUP00000006780	ENSLOCP00000003978
ENSTGUP00000013139	ENSLOCP00000006821
ENSTGUP00000009715	ENSLOCP00000008633
ENSTGUP00000012765	ENSLOCP00000011242
ENSTGUP00000009954	ENSLOCP00000003832
ENSTGUP00000002128	ENSLOCP00000015683
ENSTGUP00000008325	ENSLOCP00000001564
ENSTGUP00000008962	ENSLOCP00000017913
ENSTGUP00000001369	ENSLOCP00000012839
ENSTGUP00000000725	ENSLOCP00000004585
ENSTGUP00000009463	ENSLOCP00000004108
ENSTGUP00000014680	ENSLOCP00000019093
ENSTGUP00000002428	ENSLOCP00000020651
ENSTGUP00000017162	ENSLOCP00000020129
ENSTGUP00000001106	ENSLOCP00000011553
ENSTGUP00000013173	ENSLOCP00000021011
ENSTGUP00000006754	ENSLOCP00000007269
ENSTGUP00000003330	ENSLOCP00000007928
ENSTGUP00000002693	ENSLOCP00000005851
ENSTGUP00000001018	ENSLOCP00000004512
ENSTGUP00000005773	ENSLOCP00000009923
ENSTGUP00000017561	ENSLOCP00000012775
ENSTGUP00000013199	ENSLOCP00000011991
ENSTGUP00000005564	ENSLOCP00000022108
ENSTGUP00000003012	ENSLOCP00000014062
ENSTGUP00000007554	ENSLOCP00000016199
ENSTGUP00000005264	ENSLOCP00000001830
ENSTGUP00000009345	ENSLOCP00000020675
ENSTGUP00000008065	ENSLOCP00000020153
ENSTGUP00000002373	ENSLOCP00000016669
ENSTGUP00000003525	ENSLOCP00000004865
ENSTGUP00000004180	ENSLOCP00000017207
ENSTGUP00000009129	ENSLOCP00000008184
ENSTGUP00000017539	ENSLOCP00000012864
ENSTGUP00000007873	ENSLOCP00000004211
ENSTGUP00000008106	ENSLOCP00000005434
ENSTGUP00000006125	ENSLOCP00000007793
ENSTGUP00000004966	ENSLOCP00000016937
ENSTGUP00000009550	ENSLOCP00000012091
ENSTGUP00000004543	ENSLOCP00000022063
ENSTGUP00000008260	ENSLOCP00000001406
ENSTGUP00000004886	ENSLOCP00000003152
ENSTGUP00000013052	ENSLOCP00000000494
ENSTGUP00000012785	ENSLOCP00000020937
ENSTGUP00000012807	ENSLOCP00000020931
ENSTGUP00000003618	ENSLOCP00000005270
ENSTGUP00000017567	ENSLOCP00000018475
ENSTGUP00000008663	ENSLOCP00000010421
ENSTGUP00000012395	ENSLOCP00000018616
ENSTGUP00000011089	ENSLOCP00000015795
ENSTGUP00000010460	ENSLOCP00000001701
ENSTGUP00000010928	ENSLOCP00000000472
ENSTGUP00000010029	ENSLOCP00000004603
ENSTGUP00000004324	ENSLOCP00000007820
ENSTGUP00000000523	ENSLOCP00000011232
ENSTGUP00000001844	ENSLOCP00000015370
ENSTGUP00000006997	ENSLOCP00000003537
ENSTGUP00000003531	ENSLOCP00000008303
ENSTGUP00000006005	ENSLOCP00000011576
ENSTGUP00000003372	ENSLOCP00000008044
ENSTGUP00000011858	ENSLOCP00000015179
ENSTGUP00000009916	ENSLOCP00000015786
ENSTGUP00000002156	ENSLOCP00000014691
ENSTGUP00000013752	ENSLOCP00000001489
ENSTGUP00000012541	ENSLOCP00000020484
ENSTGUP00000008371	ENSLOCP00000001611
ENSTGUP00000012113	ENSLOCP00000015037
ENSTGUP00000006616	ENSLOCP00000004007
ENSTGUP00000008058	ENSLOCP00000017908
ENSTGUP00000012563	ENSLOCP00000007118
ENSTGUP00000004774	ENSLOCP00000010282
ENSTGUP00000011410	ENSLOCP00000020062
ENSTGUP00000005609	ENSLOCP00000000641
ENSTGUP00000000148	ENSLOCP00000005212
ENSTGUP00000005730	ENSLOCP00000000137
ENSTGUP00000005110	ENSLOCP00000000760
ENSTGUP00000002768	ENSLOCP00000008172
ENSTGUP00000002768	ENSLOCP00000015343
ENSTGUP00000013091	ENSLOCP00000021130
ENSTGUP00000012684	ENSLOCP00000006718
ENSTGUP00000002442	ENSLOCP00000016284
ENSTGUP00000007267	ENSLOCP00000005405
ENSTGUP00000012900	ENSLOCP00000013998
ENSTGUP00000004717	ENSLOCP00000006191
ENSTGUP00000008109	ENSLOCP00000004514
ENSTGUP00000000538	ENSLOCP00000001321
ENSTGUP00000004748	ENSLOCP00000016702
ENSTGUP00000013704	ENSLOCP00000020716
ENSTGUP00000004808	ENSLOCP00000019439
ENSTGUP00000011619	ENSLOCP00000010816
ENSTGUP00000013396	ENSLOCP00000011313
ENSTGUP00000013413	ENSLOCP00000020798
ENSTGUP00000008167	ENSLOCP00000006194
ENSTGUP00000009268	ENSLOCP00000010071
ENSTGUP00000012917	ENSLOCP00000007431
ENSTGUP00000004558	ENSLOCP00000002605
ENSTGUP00000008393	ENSLOCP00000019717
ENSTGUP00000008332	ENSLOCP00000015707
ENSTGUP00000012347	ENSLOCP00000010598
ENSTGUP00000007740	ENSLOCP00000003056
ENSTGUP00000000258	ENSLOCP00000005365
ENSTGUP00000012667	ENSLOCP00000021138
ENSTGUP00000009921	ENSLOCP00000003410
ENSTGUP00000010660	ENSLOCP00000004168
ENSTGUP00000010647	ENSLOCP00000012056
ENSTGUP00000015068	ENSLOCP00000014195
ENSTGUP00000004690	ENSLOCP00000018157
ENSTGUP00000012130	ENSLOCP00000009962
ENSTGUP00000017648	ENSLOCP00000011265
ENSTGUP00000004644	ENSLOCP00000009434
ENSTGUP00000008712	ENSLOCP00000021896
ENSTGUP00000010181	ENSLOCP00000019412
ENSTGUP00000009742	ENSLOCP00000010934
ENSTGUP00000012408	ENSLOCP00000011906
ENSTGUP00000006389	ENSLOCP00000006654
ENSTGUP00000010800	ENSLOCP00000020880
ENSTGUP00000017010	ENSLOCP00000001953
ENSTGUP00000002778	ENSLOCP00000020283
ENSTGUP00000004791	ENSLOCP00000017825
ENSTGUP00000003667	ENSLOCP00000002771
ENSTGUP00000012033	ENSLOCP00000014626
ENSTGUP00000001013	ENSLOCP00000004565
ENSTGUP00000007458	ENSLOCP00000020031
ENSTGUP00000010314	ENSLOCP00000019029
ENSTGUP00000011959	ENSLOCP00000003709
ENSTGUP00000016786	ENSLOCP00000000591
ENSTGUP00000003277	ENSLOCP00000011056
ENSTGUP00000001011	ENSLOCP00000004606
ENSTGUP00000009443	ENSLOCP00000020645
ENSTGUP00000009303	ENSLOCP00000005471
ENSTGUP00000008202	ENSLOCP00000015781
ENSTGUP00000001801	ENSLOCP00000015243
ENSTGUP00000011167	ENSLOCP00000016357
ENSTGUP00000017279	ENSLOCP00000009164
ENSTGUP00000010584	ENSLOCP00000019576
ENSTGUP00000006100	ENSLOCP00000007859
ENSTGUP00000000194	ENSLOCP00000013013
ENSTGUP00000008878	ENSLOCP00000009030
ENSTGUP00000007009	ENSLOCP00000004126
ENSTGUP00000005858	ENSLOCP00000013676
ENSTGUP00000012952	ENSLOCP00000005508
ENSTGUP00000013950	ENSLOCP00000005433
ENSTGUP00000008328	ENSLOCP00000001540
ENSTGUP00000005283	ENSLOCP00000018586
ENSTGUP00000005500	ENSLOCP00000017064
ENSTGUP00000015260	ENSLOCP00000019511
ENSTGUP00000007700	ENSLOCP00000001446
ENSTGUP00000013478	ENSLOCP00000014916
ENSTGUP00000001113	ENSLOCP00000005169
ENSTGUP00000006800	ENSLOCP00000013111
ENSTGUP00000004703	ENSLOCP00000007736
ENSTGUP00000003965	ENSLOCP00000007068
ENSTGUP00000011638	ENSLOCP00000018675
ENSTGUP00000007827	ENSLOCP00000003284
ENSTGUP00000006012	ENSLOCP00000008436
ENSTGUP00000001604	ENSLOCP00000005192
ENSTGUP00000009388	ENSLOCP00000016991
ENSTGUP00000012036	ENSLOCP00000003434
ENSTGUP00000014461	ENSLOCP00000004817
ENSTGUP00000004266	ENSLOCP00000008959
ENSTGUP00000008740	ENSLOCP00000019634
ENSTGUP00000018292	ENSLOCP00000020254
ENSTGUP00000000852	ENSLOCP00000011685
ENSTGUP00000017531	ENSLOCP00000001133
ENSTGUP00000008197	ENSLOCP00000020192
ENSTGUP00000013085	ENSLOCP00000020371
ENSTGUP00000010805	ENSLOCP00000006209
ENSTGUP00000008278	ENSLOCP00000008640
ENSTGUP00000000552	ENSLOCP00000014640
ENSTGUP00000003798	ENSLOCP00000002900
ENSTGUP00000018253	ENSLOCP00000009444
ENSTGUP00000009738	ENSLOCP00000017112
ENSTGUP00000006839	ENSLOCP00000015649
ENSTGUP00000001899	ENSLOCP00000011540
ENSTGUP00000008901	ENSLOCP00000017863
ENSTGUP00000001097	ENSLOCP00000013181
ENSTGUP00000012798	ENSLOCP00000007218
ENSTGUP00000005152	ENSLOCP00000011904
ENSTGUP00000013837	ENSLOCP00000012387
ENSTGUP00000007724	ENSLOCP00000017707
ENSTGUP00000008118	ENSLOCP00000003421
ENSTGUP00000018128	ENSLOCP00000009841
ENSTGUP00000011071	ENSLOCP00000018033
ENSTGUP00000003770	ENSLOCP00000018850
ENSTGUP00000008464	ENSLOCP00000009394
ENSTGUP00000000572	ENSLOCP00000011323
ENSTGUP00000009302	ENSLOCP00000005486
ENSTGUP00000003628	ENSLOCP00000018134
ENSTGUP00000008159	ENSLOCP00000003402
ENSTGUP00000011464	ENSLOCP00000018523
ENSTGUP00000012382	ENSLOCP00000011437
ENSTGUP00000015363	ENSLOCP00000018387
ENSTGUP00000013732	ENSLOCP00000008608
ENSTGUP00000013664	ENSLOCP00000010281
ENSTGUP00000001240	ENSLOCP00000001147
ENSTGUP00000002467	ENSLOCP00000019705
ENSTGUP00000013078	ENSLOCP00000020369
ENSTGUP00000003355	ENSLOCP00000012334
ENSTGUP00000009700	ENSLOCP00000003864
ENSTGUP00000015777	ENSLOCP00000006275
ENSTGUP00000002282	ENSLOCP00000019344
ENSTGUP00000011412	ENSLOCP00000011824
ENSTGUP00000009830	ENSLOCP00000011085
ENSTGUP00000004277	ENSLOCP00000001201
ENSTGUP00000010467	ENSLOCP00000013570
ENSTGUP00000013343	ENSLOCP00000021808
ENSTGUP00000008540	ENSLOCP00000014327
ENSTGUP00000006962	ENSLOCP00000003472
ENSTGUP00000006719	ENSLOCP00000010286
ENSTGUP00000018256	ENSLOCP00000012985
ENSTGUP00000008542	ENSLOCP00000011419
ENSTGUP00000017652	ENSLOCP00000009738
ENSTGUP00000008399	ENSLOCP00000019720
ENSTGUP00000001524	ENSLOCP00000012086
ENSTGUP00000009641	ENSLOCP00000003752
ENSTGUP00000011834	ENSLOCP00000009576
ENSTGUP00000008093	ENSLOCP00000003510
ENSTGUP00000017330	ENSLOCP00000009386
ENSTGUP00000008686	ENSLOCP00000001927
ENSTGUP00000005881	ENSLOCP00000008730
ENSTGUP00000013843	ENSLOCP00000011248
ENSTGUP00000003822	ENSLOCP00000015196
ENSTGUP00000011557	ENSLOCP00000005880
ENSTGUP00000000025	ENSLOCP00000003834
ENSTGUP00000007800	ENSLOCP00000005803
ENSTGUP00000002185	ENSLOCP00000004273
ENSTGUP00000001947	ENSLOCP00000005301
ENSTGUP00000011266	ENSLOCP00000001363
ENSTGUP00000005315	ENSLOCP00000006804
ENSTGUP00000017810	ENSLOCP00000005078
ENSTGUP00000008673	ENSLOCP00000013675
ENSTGUP00000004712	ENSLOCP00000000753
ENSTGUP00000003348	ENSLOCP00000010956
ENSTGUP00000007928	ENSLOCP00000010547
ENSTGUP00000004840	ENSLOCP00000003953
ENSTGUP00000009110	ENSLOCP00000006491
ENSTGUP00000005722	ENSLOCP00000010921
ENSTGUP00000012348	ENSLOCP00000010763
ENSTGUP00000009138	ENSLOCP00000006409
ENSTGUP00000008455	ENSLOCP00000018941
ENSTGUP00000008119	ENSLOCP00000004478
ENSTGUP00000001286	ENSLOCP00000003396
ENSTGUP00000006084	ENSLOCP00000000877
ENSTGUP00000001946	ENSLOCP00000019884
ENSTGUP00000000502	ENSLOCP00000008131
ENSTGUP00000007083	ENSLOCP00000009023
ENSTGUP00000000308	ENSLOCP00000001765
ENSTGUP00000008392	ENSLOCP00000012328
ENSTGUP00000012066	ENSLOCP00000000221
ENSTGUP00000005570	ENSLOCP00000008103
ENSTGUP00000004104	ENSLOCP00000006940
ENSTGUP00000012717	ENSLOCP00000006806
ENSTGUP00000018310	ENSLOCP00000022479
ENSTGUP00000009329	ENSLOCP00000017700
ENSTGUP00000004371	ENSLOCP00000005236
ENSTGUP00000009217	ENSLOCP00000017351
ENSTGUP00000007106	ENSLOCP00000002643
ENSTGUP00000004374	ENSLOCP00000003276
ENSTGUP00000001174	ENSLOCP00000010627
ENSTGUP00000009795	ENSLOCP00000011713
ENSTGUP00000010776	ENSLOCP00000000921
ENSTGUP00000000635	ENSLOCP00000006293
ENSTGUP00000002270	ENSLOCP00000019342
ENSTGUP00000003111	ENSLOCP00000016901
ENSTGUP00000009650	ENSLOCP00000015713
ENSTGUP00000006444	ENSLOCP00000000943
ENSTGUP00000003208	ENSLOCP00000020200
ENSTGUP00000002552	ENSLOCP00000001599
ENSTGUP00000001002	ENSLOCP00000013581
ENSTGUP00000013819	ENSLOCP00000010506
ENSTGUP00000008654	ENSLOCP00000011122
ENSTGUP00000002756	ENSLOCP00000015364
ENSTGUP00000006734	ENSLOCP00000003638
ENSTGUP00000001648	ENSLOCP00000005369
ENSTGUP00000009308	ENSLOCP00000017713
ENSTGUP00000009858	ENSLOCP00000002404
ENSTGUP00000000848	ENSLOCP00000011703
ENSTGUP00000009113	ENSLOCP00000006563
ENSTGUP00000008696	ENSLOCP00000005773
ENSTGUP00000010297	ENSLOCP00000019018
ENSTGUP00000006887	ENSLOCP00000010832
ENSTGUP00000010678	ENSLOCP00000004202
ENSTGUP00000009274	ENSLOCP00000017208
ENSTGUP00000008425	ENSLOCP00000001678
ENSTGUP00000008517	ENSLOCP00000003065
ENSTGUP00000010458	ENSLOCP00000019513
ENSTGUP00000009432	ENSLOCP00000020653
ENSTGUP00000013607	ENSLOCP00000014023
ENSTGUP00000011048	ENSLOCP00000013796
ENSTGUP00000012872	ENSLOCP00000020489
ENSTGUP00000010390	ENSLOCP00000015547
ENSTGUP00000002790	ENSLOCP00000021638
ENSTGUP00000008960	ENSLOCP00000006279
ENSTGUP00000011269	ENSLOCP00000001385
ENSTGUP00000005913	ENSLOCP00000003260
ENSTGUP00000008680	ENSLOCP00000016764
ENSTGUP00000017068	ENSLOCP00000003151
ENSTGUP00000006765	ENSLOCP00000013080
ENSTGUP00000006593	ENSLOCP00000006479
ENSTGUP00000006168	ENSLOCP00000008330
ENSTGUP00000013446	ENSLOCP00000001198
ENSTGUP00000008428	ENSLOCP00000001647
ENSTGUP00000008789	ENSLOCP00000002176
ENSTGUP00000009671	ENSLOCP00000003302
ENSTGUP00000012852	ENSLOCP00000011002
ENSTGUP00000013379	ENSLOCP00000020777
ENSTGUP00000008459	ENSLOCP00000003173
ENSTGUP00000012333	ENSLOCP00000011187
ENSTGUP00000009677	ENSLOCP00000003809
ENSTGUP00000006293	ENSLOCP00000019645
ENSTGUP00000010690	ENSLOCP00000014696
ENSTGUP00000007797	ENSLOCP00000017227
ENSTGUP00000014881	ENSLOCP00000001028
ENSTGUP00000005358	ENSLOCP00000021232
ENSTGUP00000003756	ENSLOCP00000018663
ENSTGUP00000005326	ENSLOCP00000016361
ENSTGUP00000007482	ENSLOCP00000007347
ENSTGUP00000009792	ENSLOCP00000004773
ENSTGUP00000001528	ENSLOCP00000015360
ENSTGUP00000001123	ENSLOCP00000001659
ENSTGUP00000007927	ENSLOCP00000002937
ENSTGUP00000003978	ENSLOCP00000019764
ENSTGUP00000009000	ENSLOCP00000013201
ENSTGUP00000004481	ENSLOCP00000005075
ENSTGUP00000003726	ENSLOCP00000017360
ENSTGUP00000005666	ENSLOCP00000006764
ENSTGUP00000003572	ENSLOCP00000007658
ENSTGUP00000005590	ENSLOCP00000006881
ENSTGUP00000003231	ENSLOCP00000017110
ENSTGUP00000010507	ENSLOCP00000001869
ENSTGUP00000007802	ENSLOCP00000004995
ENSTGUP00000006647	ENSLOCP00000018424
ENSTGUP00000008807	ENSLOCP00000013751
ENSTGUP00000005115	ENSLOCP00000007400
ENSTGUP00000003425	ENSLOCP00000002963
ENSTGUP00000001991	ENSLOCP00000019272
ENSTGUP00000003470	ENSLOCP00000015599
ENSTGUP00000013826	ENSLOCP00000012339
ENSTGUP00000010732	ENSLOCP00000004073
ENSTGUP00000014429	ENSLOCP00000020789
ENSTGUP00000006011	ENSLOCP00000009621
ENSTGUP00000010820	ENSLOCP00000004362
ENSTGUP00000008985	ENSLOCP00000017882
ENSTGUP00000004976	ENSLOCP00000007642
ENSTGUP00000010376	ENSLOCP00000008348
ENSTGUP00000011325	ENSLOCP00000000782
ENSTGUP00000012864	ENSLOCP00000013897
ENSTGUP00000017621	ENSLOCP00000005328
ENSTGUP00000001296	ENSLOCP00000022405
ENSTGUP00000001519	ENSLOCP00000013086
ENSTGUP00000006264	ENSLOCP00000005795
ENSTGUP00000006374	ENSLOCP00000020297
ENSTGUP00000007992	ENSLOCP00000010681
ENSTGUP00000012469	ENSLOCP00000013401
ENSTGUP00000013349	ENSLOCP00000012504
ENSTGUP00000013777	ENSLOCP00000002429
ENSTGUP00000003331	ENSLOCP00000003821
ENSTGUP00000007948	ENSLOCP00000001458
ENSTGUP00000015830	ENSLOCP00000002906
ENSTGUP00000017581	ENSLOCP00000018623
ENSTGUP00000009044	ENSLOCP00000019602
ENSTGUP00000010810	ENSLOCP00000014526
ENSTGUP00000004602	ENSLOCP00000002165
ENSTGUP00000013817	ENSLOCP00000010544
ENSTGUP00000008432	ENSLOCP00000001629
ENSTGUP00000012405	ENSLOCP00000019141
ENSTGUP00000010824	ENSLOCP00000006620
ENSTGUP00000001121	ENSLOCP00000005846
ENSTGUP00000008478	ENSLOCP00000011777
ENSTGUP00000012533	ENSLOCP00000011237
ENSTGUP00000002351	ENSLOCP00000020689
ENSTGUP00000014529	ENSLOCP00000017513
ENSTGUP00000004812	ENSLOCP00000001498
ENSTGUP00000010417	ENSLOCP00000019494
ENSTGUP00000000625	ENSLOCP00000011297
ENSTGUP00000008135	ENSLOCP00000004871
ENSTGUP00000011800	ENSLOCP00000009764
ENSTGUP00000002661	ENSLOCP00000013410
ENSTGUP00000012222	ENSLOCP00000020415
ENSTGUP00000007391	ENSLOCP00000015831
ENSTGUP00000001701	ENSLOCP00000005767
ENSTGUP00000004583	ENSLOCP00000002734
ENSTGUP00000002842	ENSLOCP00000006389
ENSTGUP00000006512	ENSLOCP00000016672
ENSTGUP00000005515	ENSLOCP00000018202
ENSTGUP00000004291	ENSLOCP00000007863
ENSTGUP00000004781	ENSLOCP00000019444
ENSTGUP00000008309	ENSLOCP00000015723
ENSTGUP00000005781	ENSLOCP00000008605
ENSTGUP00000004107	ENSLOCP00000020158
ENSTGUP00000017611	ENSLOCP00000011220
ENSTGUP00000000314	ENSLOCP00000007045
ENSTGUP00000010830	ENSLOCP00000015388
ENSTGUP00000010201	ENSLOCP00000019402
ENSTGUP00000013162	ENSLOCP00000021038
ENSTGUP00000003612	ENSLOCP00000001790
ENSTGUP00000002843	ENSLOCP00000000831
ENSTGUP00000009914	ENSLOCP00000004371
ENSTGUP00000001295	ENSLOCP00000012437
ENSTGUP00000004474	ENSLOCP00000018286
ENSTGUP00000004378	ENSLOCP00000003230
ENSTGUP00000000916	ENSLOCP00000000395
ENSTGUP00000002470	ENSLOCP00000006626
ENSTGUP00000002618	ENSLOCP00000013864
ENSTGUP00000001852	ENSLOCP00000007930
ENSTGUP00000004588	ENSLOCP00000011071
ENSTGUP00000010622	ENSLOCP00000014522
ENSTGUP00000012545	ENSLOCP00000018721
ENSTGUP00000003543	ENSLOCP00000005775
ENSTGUP00000000248	ENSLOCP00000011460
ENSTGUP00000000955	ENSLOCP00000015265
ENSTGUP00000012091	ENSLOCP00000015517
ENSTGUP00000009484	ENSLOCP00000002032
ENSTGUP00000011070	ENSLOCP00000014765
ENSTGUP00000004436	ENSLOCP00000014932
ENSTGUP00000005959	ENSLOCP00000009699
ENSTGUP00000000661	ENSLOCP00000006049
ENSTGUP00000000685	ENSLOCP00000022404
ENSTGUP00000018117	ENSLOCP00000019540
ENSTGUP00000008606	ENSLOCP00000017885
ENSTGUP00000012623	ENSLOCP00000020587
ENSTGUP00000002131	ENSLOCP00000009559
ENSTGUP00000007619	ENSLOCP00000008642
ENSTGUP00000012982	ENSLOCP00000021023
ENSTGUP00000005897	ENSLOCP00000004656
ENSTGUP00000005328	ENSLOCP00000016513
ENSTGUP00000011763	ENSLOCP00000009849
ENSTGUP00000007432	ENSLOCP00000005195
ENSTGUP00000001914	ENSLOCP00000013896
ENSTGUP00000005074	ENSLOCP00000002740
ENSTGUP00000007920	ENSLOCP00000015937
ENSTGUP00000007121	ENSLOCP00000002364
ENSTGUP00000007145	ENSLOCP00000002398
ENSTGUP00000001643	ENSLOCP00000013726
ENSTGUP00000002590	ENSLOCP00000002647
ENSTGUP00000011118	ENSLOCP00000019912
ENSTGUP00000007809	ENSLOCP00000002977
ENSTGUP00000008082	ENSLOCP00000009778
ENSTGUP00000002289	ENSLOCP00000001490
ENSTGUP00000013905	ENSLOCP00000011341
ENSTGUP00000007966	ENSLOCP00000005741
ENSTGUP00000010887	ENSLOCP00000010001
ENSTGUP00000010313	ENSLOCP00000012304
ENSTGUP00000001376	ENSLOCP00000010908
