ENSCAFP00000014731	ENSDARP00000074624
ENSCAFP00000023433	ENSDARP00000020801
ENSCAFP00000028352	ENSDARP00000011317
ENSCAFP00000027117	ENSDARP00000055955
ENSCAFP00000018716	ENSDARP00000090196
ENSCAFP00000030191	ENSDARP00000116390
ENSCAFP00000038250	ENSDARP00000062079
ENSCAFP00000004806	ENSDARP00000126690
ENSCAFP00000000671	ENSDARP00000052358
ENSCAFP00000015747	ENSDARP00000116032
ENSCAFP00000025074	ENSDARP00000105301
ENSCAFP00000024102	ENSDARP00000027408
ENSCAFP00000026587	ENSDARP00000017787
ENSCAFP00000020586	ENSDARP00000037977
ENSCAFP00000006709	ENSDARP00000103987
ENSCAFP00000022519	ENSDARP00000058464
ENSCAFP00000022519	ENSDARP00000105647
ENSCAFP00000011232	ENSDARP00000059242
ENSCAFP00000023438	ENSDARP00000028805
ENSCAFP00000024903	ENSDARP00000114281
ENSCAFP00000000597	ENSDARP00000049367
ENSCAFP00000019395	ENSDARP00000022333
ENSCAFP00000043054	ENSDARP00000102748
ENSCAFP00000028658	ENSDARP00000055766
ENSCAFP00000035782	ENSDARP00000087555
ENSCAFP00000010348	ENSDARP00000058382
ENSCAFP00000031119	ENSDARP00000104104
ENSCAFP00000003473	ENSDARP00000116717
ENSCAFP00000037162	ENSDARP00000067289
ENSCAFP00000002867	ENSDARP00000106951
ENSCAFP00000025274	ENSDARP00000045893
ENSCAFP00000024951	ENSDARP00000123627
ENSCAFP00000021508	ENSDARP00000054802
ENSCAFP00000026537	ENSDARP00000105519
ENSCAFP00000023727	ENSDARP00000103948
ENSCAFP00000043099	ENSDARP00000127826
ENSCAFP00000031019	ENSDARP00000117450
ENSCAFP00000028057	ENSDARP00000002939
ENSCAFP00000008608	ENSDARP00000044811
ENSCAFP00000025282	ENSDARP00000124168
ENSCAFP00000022889	ENSDARP00000097435
ENSCAFP00000031812	ENSDARP00000120675
ENSCAFP00000040602	ENSDARP00000064462
ENSCAFP00000004932	ENSDARP00000077509
ENSCAFP00000026311	ENSDARP00000115951
ENSCAFP00000014803	ENSDARP00000111049
ENSCAFP00000014803	ENSDARP00000117822
ENSCAFP00000016099	ENSDARP00000128458
ENSCAFP00000031915	ENSDARP00000128017
ENSCAFP00000002178	ENSDARP00000104449
ENSCAFP00000037275	ENSDARP00000067842
ENSCAFP00000015327	ENSDARP00000103037
ENSCAFP00000006856	ENSDARP00000082858
ENSCAFP00000033303	ENSDARP00000060468
ENSCAFP00000004751	ENSDARP00000110117
ENSCAFP00000024852	ENSDARP00000056934
ENSCAFP00000025049	ENSDARP00000093415
ENSCAFP00000019071	ENSDARP00000100959
ENSCAFP00000039072	ENSDARP00000090230
ENSCAFP00000001395	ENSDARP00000105452
ENSCAFP00000027663	ENSDARP00000119705
ENSCAFP00000028889	ENSDARP00000121908
ENSCAFP00000037336	ENSDARP00000107837
ENSCAFP00000007776	ENSDARP00000110663
ENSCAFP00000025129	ENSDARP00000028787
ENSCAFP00000022543	ENSDARP00000085284
ENSCAFP00000030177	ENSDARP00000043451
ENSCAFP00000008268	ENSDARP00000031379
ENSCAFP00000001455	ENSDARP00000080840
ENSCAFP00000038700	ENSDARP00000025246
ENSCAFP00000009020	ENSDARP00000064392
ENSCAFP00000008551	ENSDARP00000096307
ENSCAFP00000002933	ENSDARP00000038408
ENSCAFP00000003791	ENSDARP00000025210
ENSCAFP00000039033	ENSDARP00000104114
ENSCAFP00000040489	ENSDARP00000124884
ENSCAFP00000000731	ENSDARP00000079298
ENSCAFP00000031322	ENSDARP00000118487
ENSCAFP00000009750	ENSDARP00000118984
ENSCAFP00000022741	ENSDARP00000105049
ENSCAFP00000043187	ENSDARP00000099588
ENSCAFP00000024515	ENSDARP00000127203
ENSCAFP00000004867	ENSDARP00000062428
ENSCAFP00000022668	ENSDARP00000004190
ENSCAFP00000004217	ENSDARP00000017410
ENSCAFP00000008198	ENSDARP00000092768
ENSCAFP00000037695	ENSDARP00000006492
ENSCAFP00000010966	ENSDARP00000016855
ENSCAFP00000021226	ENSDARP00000090552
ENSCAFP00000006910	ENSDARP00000059040
ENSCAFP00000029009	ENSDARP00000113540
ENSCAFP00000008658	ENSDARP00000059549
ENSCAFP00000007927	ENSDARP00000102497
ENSCAFP00000007927	ENSDARP00000127758
ENSCAFP00000023053	ENSDARP00000105589
ENSCAFP00000037984	ENSDARP00000103164
ENSCAFP00000004314	ENSDARP00000073711
ENSCAFP00000032164	ENSDARP00000057296
ENSCAFP00000009240	ENSDARP00000112479
ENSCAFP00000006107	ENSDARP00000019235
ENSCAFP00000008959	ENSDARP00000075084
ENSCAFP00000010631	ENSDARP00000091479
ENSCAFP00000037171	ENSDARP00000111045
ENSCAFP00000040561	ENSDARP00000112838
ENSCAFP00000008706	ENSDARP00000070154
ENSCAFP00000042366	ENSDARP00000098832
ENSCAFP00000000540	ENSDARP00000058019
ENSCAFP00000022986	ENSDARP00000073155
ENSCAFP00000022986	ENSDARP00000115493
ENSCAFP00000003336	ENSDARP00000031386
ENSCAFP00000018036	ENSDARP00000033279
ENSCAFP00000003790	ENSDARP00000082342
ENSCAFP00000036528	ENSDARP00000068947
ENSCAFP00000013261	ENSDARP00000114472
ENSCAFP00000025968	ENSDARP00000055251
ENSCAFP00000032318	ENSDARP00000054005
ENSCAFP00000009463	ENSDARP00000096230
ENSCAFP00000011088	ENSDARP00000090421
ENSCAFP00000021929	ENSDARP00000091714
ENSCAFP00000001769	ENSDARP00000103891
ENSCAFP00000001769	ENSDARP00000097605
ENSCAFP00000007075	ENSDARP00000026630
ENSCAFP00000041943	ENSDARP00000018714
ENSCAFP00000000214	ENSDARP00000104440
ENSCAFP00000042402	ENSDARP00000106394
ENSCAFP00000027580	ENSDARP00000055247
ENSCAFP00000041753	ENSDARP00000093996
ENSCAFP00000023743	ENSDARP00000088643
ENSCAFP00000006846	ENSDARP00000021167
ENSCAFP00000022711	ENSDARP00000112315
ENSCAFP00000021286	ENSDARP00000043608
ENSCAFP00000028470	ENSDARP00000102458
ENSCAFP00000024574	ENSDARP00000102863
ENSCAFP00000020693	ENSDARP00000128488
ENSCAFP00000026575	ENSDARP00000091231
ENSCAFP00000017461	ENSDARP00000036819
ENSCAFP00000017601	ENSDARP00000064364
ENSCAFP00000004063	ENSDARP00000105998
ENSCAFP00000024139	ENSDARP00000092432
ENSCAFP00000020578	ENSDARP00000100334
ENSCAFP00000042936	ENSDARP00000121330
ENSCAFP00000023982	ENSDARP00000111660
ENSCAFP00000005943	ENSDARP00000111824
ENSCAFP00000042277	ENSDARP00000099890
ENSCAFP00000021231	ENSDARP00000101563
ENSCAFP00000028827	ENSDARP00000109643
ENSCAFP00000017102	ENSDARP00000074046
ENSCAFP00000004842	ENSDARP00000129519
ENSCAFP00000004812	ENSDARP00000094552
ENSCAFP00000035152	ENSDARP00000022916
ENSCAFP00000038608	ENSDARP00000052648
ENSCAFP00000027247	ENSDARP00000126587
ENSCAFP00000028682	ENSDARP00000072634
ENSCAFP00000028916	ENSDARP00000122505
ENSCAFP00000029452	ENSDARP00000089108
ENSCAFP00000003942	ENSDARP00000029247
ENSCAFP00000009243	ENSDARP00000103808
ENSCAFP00000036677	ENSDARP00000089132
ENSCAFP00000036677	ENSDARP00000097995
ENSCAFP00000006338	ENSDARP00000125718
ENSCAFP00000021722	ENSDARP00000068138
ENSCAFP00000003356	ENSDARP00000105776
ENSCAFP00000000040	ENSDARP00000105262
ENSCAFP00000010573	ENSDARP00000109297
ENSCAFP00000022106	ENSDARP00000101988
ENSCAFP00000007693	ENSDARP00000061519
ENSCAFP00000040339	ENSDARP00000116545
ENSCAFP00000024731	ENSDARP00000121121
ENSCAFP00000024731	ENSDARP00000119908
ENSCAFP00000039149	ENSDARP00000101960
ENSCAFP00000021355	ENSDARP00000044124
ENSCAFP00000000049	ENSDARP00000036626
ENSCAFP00000036040	ENSDARP00000047014
ENSCAFP00000002765	ENSDARP00000014514
ENSCAFP00000007041	ENSDARP00000103685
ENSCAFP00000018477	ENSDARP00000118967
ENSCAFP00000022147	ENSDARP00000116139
ENSCAFP00000025937	ENSDARP00000112176
ENSCAFP00000014473	ENSDARP00000097767
ENSCAFP00000033188	ENSDARP00000059052
ENSCAFP00000029420	ENSDARP00000090124
ENSCAFP00000039330	ENSDARP00000078063
ENSCAFP00000012060	ENSDARP00000051296
ENSCAFP00000023007	ENSDARP00000057347
ENSCAFP00000009629	ENSDARP00000058055
ENSCAFP00000024048	ENSDARP00000124599
ENSCAFP00000022733	ENSDARP00000114080
ENSCAFP00000035851	ENSDARP00000067379
ENSCAFP00000010895	ENSDARP00000126536
ENSCAFP00000018872	ENSDARP00000096444
ENSCAFP00000018872	ENSDARP00000114898
ENSCAFP00000019850	ENSDARP00000091074
ENSCAFP00000007398	ENSDARP00000028630
ENSCAFP00000015459	ENSDARP00000052168
ENSCAFP00000029322	ENSDARP00000104905
ENSCAFP00000012646	ENSDARP00000104986
ENSCAFP00000038844	ENSDARP00000120361
ENSCAFP00000010141	ENSDARP00000107951
ENSCAFP00000021396	ENSDARP00000052711
ENSCAFP00000029131	ENSDARP00000090162
ENSCAFP00000013042	ENSDARP00000051197
ENSCAFP00000014215	ENSDARP00000060954
ENSCAFP00000033589	ENSDARP00000126126
ENSCAFP00000000145	ENSDARP00000041548
ENSCAFP00000030122	ENSDARP00000116064
ENSCAFP00000011183	ENSDARP00000127991
ENSCAFP00000029449	ENSDARP00000014491
ENSCAFP00000019814	ENSDARP00000091469
ENSCAFP00000014015	ENSDARP00000122996
ENSCAFP00000010152	ENSDARP00000120100
ENSCAFP00000024847	ENSDARP00000127109
ENSCAFP00000030703	ENSDARP00000117470
ENSCAFP00000022307	ENSDARP00000089681
ENSCAFP00000000641	ENSDARP00000087736
ENSCAFP00000026651	ENSDARP00000091482
ENSCAFP00000024976	ENSDARP00000126936
ENSCAFP00000032782	ENSDARP00000058247
ENSCAFP00000021645	ENSDARP00000098216
ENSCAFP00000002242	ENSDARP00000064149
ENSCAFP00000019210	ENSDARP00000087423
ENSCAFP00000022064	ENSDARP00000122770
ENSCAFP00000001692	ENSDARP00000005533
ENSCAFP00000029196	ENSDARP00000054336
ENSCAFP00000009616	ENSDARP00000075886
ENSCAFP00000033690	ENSDARP00000063716
ENSCAFP00000015691	ENSDARP00000069636
ENSCAFP00000006915	ENSDARP00000109477
ENSCAFP00000021145	ENSDARP00000115972
ENSCAFP00000019095	ENSDARP00000076652
ENSCAFP00000040108	ENSDARP00000117847
ENSCAFP00000043107	ENSDARP00000120241
ENSCAFP00000015855	ENSDARP00000128202
ENSCAFP00000036757	ENSDARP00000110522
ENSCAFP00000042291	ENSDARP00000119803
ENSCAFP00000036566	ENSDARP00000073820
ENSCAFP00000017125	ENSDARP00000118018
ENSCAFP00000020124	ENSDARP00000112089
ENSCAFP00000030314	ENSDARP00000087874
ENSCAFP00000000870	ENSDARP00000053879
ENSCAFP00000034852	ENSDARP00000012805
ENSCAFP00000029442	ENSDARP00000068045
ENSCAFP00000037407	ENSDARP00000100727
ENSCAFP00000009726	ENSDARP00000037522
ENSCAFP00000005953	ENSDARP00000129539
ENSCAFP00000036878	ENSDARP00000115913
ENSCAFP00000029249	ENSDARP00000054069
ENSCAFP00000014826	ENSDARP00000067178
ENSCAFP00000041563	ENSDARP00000093077
ENSCAFP00000015748	ENSDARP00000103851
ENSCAFP00000024763	ENSDARP00000129667
ENSCAFP00000040668	ENSDARP00000059016
ENSCAFP00000009717	ENSDARP00000100437
ENSCAFP00000039340	ENSDARP00000101629
ENSCAFP00000034576	ENSDARP00000113724
ENSCAFP00000037928	ENSDARP00000088249
ENSCAFP00000003379	ENSDARP00000119256
ENSCAFP00000005445	ENSDARP00000055307
ENSCAFP00000003340	ENSDARP00000064804
ENSCAFP00000034248	ENSDARP00000113627
ENSCAFP00000037624	ENSDARP00000107706
ENSCAFP00000009608	ENSDARP00000110325
ENSCAFP00000003917	ENSDARP00000081879
ENSCAFP00000010448	ENSDARP00000004281
ENSCAFP00000028755	ENSDARP00000086444
ENSCAFP00000038507	ENSDARP00000100433
ENSCAFP00000028034	ENSDARP00000097597
ENSCAFP00000035481	ENSDARP00000063522
ENSCAFP00000011349	ENSDARP00000054688
ENSCAFP00000013037	ENSDARP00000110790
ENSCAFP00000026638	ENSDARP00000102959
ENSCAFP00000028415	ENSDARP00000111625
ENSCAFP00000029462	ENSDARP00000127770
ENSCAFP00000005208	ENSDARP00000111991
ENSCAFP00000040407	ENSDARP00000100739
ENSCAFP00000031904	ENSDARP00000094226
ENSCAFP00000031904	ENSDARP00000117327
ENSCAFP00000007465	ENSDARP00000090527
ENSCAFP00000030811	ENSDARP00000056789
ENSCAFP00000030312	ENSDARP00000087872
ENSCAFP00000029578	ENSDARP00000125622
ENSCAFP00000010391	ENSDARP00000090899
ENSCAFP00000024135	ENSDARP00000100925
ENSCAFP00000026711	ENSDARP00000114854
ENSCAFP00000030321	ENSDARP00000087881
ENSCAFP00000028584	ENSDARP00000051134
ENSCAFP00000034630	ENSDARP00000057051
ENSCAFP00000010990	ENSDARP00000127625
ENSCAFP00000002415	ENSDARP00000122175
ENSCAFP00000001675	ENSDARP00000018399
ENSCAFP00000003585	ENSDARP00000126922
ENSCAFP00000024095	ENSDARP00000046158
ENSCAFP00000022590	ENSDARP00000099025
ENSCAFP00000029572	ENSDARP00000075234
ENSCAFP00000025285	ENSDARP00000069992
ENSCAFP00000010147	ENSDARP00000068402
ENSCAFP00000036075	ENSDARP00000115873
ENSCAFP00000005738	ENSDARP00000043665
ENSCAFP00000030319	ENSDARP00000087879
ENSCAFP00000001117	ENSDARP00000114819
ENSCAFP00000006032	ENSDARP00000014999
ENSCAFP00000023927	ENSDARP00000129489
ENSCAFP00000011451	ENSDARP00000123314
ENSCAFP00000021541	ENSDARP00000115603
ENSCAFP00000017702	ENSDARP00000116796
ENSCAFP00000017702	ENSDARP00000091417
ENSCAFP00000028422	ENSDARP00000124651
ENSCAFP00000018372	ENSDARP00000087123
ENSCAFP00000022310	ENSDARP00000045843
ENSCAFP00000021707	ENSDARP00000101455
ENSCAFP00000003030	ENSDARP00000099646
ENSCAFP00000025694	ENSDARP00000091379
ENSCAFP00000006457	ENSDARP00000127658
ENSCAFP00000040138	ENSDARP00000064232
ENSCAFP00000040261	ENSDARP00000092541
ENSCAFP00000030315	ENSDARP00000087875
ENSCAFP00000017312	ENSDARP00000066555
ENSCAFP00000006241	ENSDARP00000100883
ENSCAFP00000037348	ENSDARP00000128968
ENSCAFP00000038078	ENSDARP00000106876
ENSCAFP00000025494	ENSDARP00000084846
ENSCAFP00000017823	ENSDARP00000112143
ENSCAFP00000033990	ENSDARP00000077208
ENSCAFP00000017697	ENSDARP00000108176
ENSCAFP00000017697	ENSDARP00000109816
ENSCAFP00000029028	ENSDARP00000111501
ENSCAFP00000028886	ENSDARP00000048822
ENSCAFP00000000705	ENSDARP00000076009
ENSCAFP00000024278	ENSDARP00000052897
ENSCAFP00000028213	ENSDARP00000102869
ENSCAFP00000019455	ENSDARP00000082632
ENSCAFP00000019455	ENSDARP00000105219
ENSCAFP00000010848	ENSDARP00000111034
ENSCAFP00000025388	ENSDARP00000113946
ENSCAFP00000016698	ENSDARP00000093941
ENSCAFP00000019201	ENSDARP00000118700
ENSCAFP00000019201	ENSDARP00000062857
ENSCAFP00000029825	ENSDARP00000113320
ENSCAFP00000028863	ENSDARP00000073053
ENSCAFP00000028863	ENSDARP00000098274
ENSCAFP00000007230	ENSDARP00000110392
ENSCAFP00000028680	ENSDARP00000013437
ENSCAFP00000030021	ENSDARP00000104675
ENSCAFP00000030021	ENSDARP00000105222
ENSCAFP00000006888	ENSDARP00000110656
ENSCAFP00000006888	ENSDARP00000058964
ENSCAFP00000010319	ENSDARP00000056628
ENSCAFP00000040704	ENSDARP00000128043
ENSCAFP00000023911	ENSDARP00000055413
ENSCAFP00000027350	ENSDARP00000100335
ENSCAFP00000028840	ENSDARP00000090818
ENSCAFP00000039353	ENSDARP00000012989
ENSCAFP00000030228	ENSDARP00000070860
ENSCAFP00000021494	ENSDARP00000121110
ENSCAFP00000025215	ENSDARP00000100845
ENSCAFP00000007199	ENSDARP00000063695
ENSCAFP00000034367	ENSDARP00000100167
ENSCAFP00000027662	ENSDARP00000062786
ENSCAFP00000037685	ENSDARP00000054333
ENSCAFP00000037685	ENSDARP00000116542
ENSCAFP00000025329	ENSDARP00000062108
ENSCAFP00000012612	ENSDARP00000127949
ENSCAFP00000017388	ENSDARP00000107756
ENSCAFP00000017388	ENSDARP00000100417
ENSCAFP00000004567	ENSDARP00000098753
ENSCAFP00000030311	ENSDARP00000087871
ENSCAFP00000022947	ENSDARP00000122067
ENSCAFP00000010078	ENSDARP00000054709
ENSCAFP00000028137	ENSDARP00000088395
ENSCAFP00000025496	ENSDARP00000006646
ENSCAFP00000031223	ENSDARP00000100791
ENSCAFP00000013936	ENSDARP00000107936
ENSCAFP00000021485	ENSDARP00000121280
ENSCAFP00000011949	ENSDARP00000104159
ENSCAFP00000015035	ENSDARP00000081101
ENSCAFP00000021464	ENSDARP00000115287
ENSCAFP00000027731	ENSDARP00000096258
ENSCAFP00000019150	ENSDARP00000083775
ENSCAFP00000024184	ENSDARP00000109847
ENSCAFP00000013278	ENSDARP00000051530
ENSCAFP00000020775	ENSDARP00000088485
ENSCAFP00000039487	ENSDARP00000124126
ENSCAFP00000002299	ENSDARP00000104293
ENSCAFP00000040731	ENSDARP00000103510
ENSCAFP00000028874	ENSDARP00000098301
ENSCAFP00000039495	ENSDARP00000128007
ENSCAFP00000032944	ENSDARP00000039210
ENSCAFP00000027884	ENSDARP00000118485
ENSCAFP00000029098	ENSDARP00000086702
ENSCAFP00000041219	ENSDARP00000122568
ENSCAFP00000040619	ENSDARP00000029972
ENSCAFP00000030318	ENSDARP00000087878
ENSCAFP00000024377	ENSDARP00000106528
ENSCAFP00000025114	ENSDARP00000029816
ENSCAFP00000012339	ENSDARP00000060897
ENSCAFP00000008738	ENSDARP00000100952
ENSCAFP00000030320	ENSDARP00000087880
ENSCAFP00000016274	ENSDARP00000084349
ENSCAFP00000028704	ENSDARP00000119170
ENSCAFP00000028296	ENSDARP00000104260
ENSCAFP00000003844	ENSDARP00000109836
ENSCAFP00000006262	ENSDARP00000099916
ENSCAFP00000034419	ENSDARP00000089060
ENSCAFP00000017646	ENSDARP00000115588
ENSCAFP00000036222	ENSDARP00000112388
ENSCAFP00000027231	ENSDARP00000108496
ENSCAFP00000006826	ENSDARP00000060097
ENSCAFP00000010210	ENSDARP00000067930
ENSCAFP00000029228	ENSDARP00000056864
ENSCAFP00000028232	ENSDARP00000065024
ENSCAFP00000019753	ENSDARP00000113874
ENSCAFP00000007281	ENSDARP00000091517
ENSCAFP00000020123	ENSDARP00000057676
ENSCAFP00000007854	ENSDARP00000107038
ENSCAFP00000012891	ENSDARP00000100247
ENSCAFP00000009829	ENSDARP00000127633
ENSCAFP00000032834	ENSDARP00000112403
ENSCAFP00000004407	ENSDARP00000071497
ENSCAFP00000039036	ENSDARP00000102399
ENSCAFP00000021459	ENSDARP00000020123
ENSCAFP00000022949	ENSDARP00000095322
ENSCAFP00000029014	ENSDARP00000042272
ENSCAFP00000013488	ENSDARP00000035010
ENSCAFP00000013488	ENSDARP00000033200
ENSCAFP00000025139	ENSDARP00000115136
ENSCAFP00000024127	ENSDARP00000108470
ENSCAFP00000000846	ENSDARP00000106985
ENSCAFP00000039274	ENSDARP00000075599
ENSCAFP00000040083	ENSDARP00000061424
ENSCAFP00000026733	ENSDARP00000127484
ENSCAFP00000017758	ENSDARP00000102151
ENSCAFP00000037286	ENSDARP00000128581
ENSCAFP00000021328	ENSDARP00000059871
ENSCAFP00000042161	ENSDARP00000108781
ENSCAFP00000024511	ENSDARP00000116374
ENSCAFP00000033048	ENSDARP00000052870
ENSCAFP00000020601	ENSDARP00000069975
ENSCAFP00000014879	ENSDARP00000103805
ENSCAFP00000040762	ENSDARP00000097696
ENSCAFP00000021776	ENSDARP00000056518
ENSCAFP00000002682	ENSDARP00000103969
ENSCAFP00000028615	ENSDARP00000118059
ENSCAFP00000030316	ENSDARP00000087876
ENSCAFP00000041855	ENSDARP00000105834
ENSCAFP00000034224	ENSDARP00000125904
ENSCAFP00000039767	ENSDARP00000058384
ENSCAFP00000021845	ENSDARP00000063816
ENSCAFP00000030310	ENSDARP00000087870
ENSCAFP00000030743	ENSDARP00000128695
ENSCAFP00000020941	ENSDARP00000122168
ENSCAFP00000028917	ENSDARP00000101303
ENSCAFP00000028917	ENSDARP00000104025
ENSCAFP00000038939	ENSDARP00000028280
ENSCAFP00000022624	ENSDARP00000108026
ENSCAFP00000019685	ENSDARP00000111760
ENSCAFP00000000845	ENSDARP00000123136
ENSCAFP00000027279	ENSDARP00000078381
ENSCAFP00000038044	ENSDARP00000103065
ENSCAFP00000010362	ENSDARP00000120551
ENSCAFP00000017834	ENSDARP00000098546
ENSCAFP00000038340	ENSDARP00000075956
ENSCAFP00000014038	ENSDARP00000111981
ENSCAFP00000016882	ENSDARP00000064887
ENSCAFP00000006220	ENSDARP00000121630
ENSCAFP00000041571	ENSDARP00000108836
ENSCAFP00000014653	ENSDARP00000062374
ENSCAFP00000016056	ENSDARP00000104692
ENSCAFP00000016608	ENSDARP00000006375
ENSCAFP00000032127	ENSDARP00000104895
ENSCAFP00000013993	ENSDARP00000108717
ENSCAFP00000014686	ENSDARP00000026509
ENSCAFP00000019735	ENSDARP00000106158
ENSCAFP00000039391	ENSDARP00000109636
ENSCAFP00000024887	ENSDARP00000083446
ENSCAFP00000024442	ENSDARP00000057163
ENSCAFP00000012431	ENSDARP00000117866
ENSCAFP00000025690	ENSDARP00000120384
ENSCAFP00000017216	ENSDARP00000118626
ENSCAFP00000005262	ENSDARP00000110613
ENSCAFP00000040034	ENSDARP00000126646
ENSCAFP00000043169	ENSDARP00000123345
ENSCAFP00000040857	ENSDARP00000107590
ENSCAFP00000042469	ENSDARP00000106252
ENSCAFP00000025226	ENSDARP00000119975
ENSCAFP00000042164	ENSDARP00000100113
ENSCAFP00000016951	ENSDARP00000116578
ENSCAFP00000007296	ENSDARP00000076825
ENSCAFP00000025038	ENSDARP00000128982
ENSCAFP00000030173	ENSDARP00000052341
ENSCAFP00000013450	ENSDARP00000105599
ENSCAFP00000006960	ENSDARP00000100971
ENSCAFP00000040199	ENSDARP00000121717
ENSCAFP00000038631	ENSDARP00000112208
ENSCAFP00000025131	ENSDARP00000104396
ENSCAFP00000030131	ENSDARP00000026870
ENSCAFP00000025024	ENSDARP00000067113
ENSCAFP00000011409	ENSDARP00000089406
ENSCAFP00000016004	ENSDARP00000115351
ENSCAFP00000010661	ENSDARP00000111012
ENSCAFP00000042880	ENSDARP00000129487
ENSCAFP00000041602	ENSDARP00000060904
ENSCAFP00000013289	ENSDARP00000110106
ENSCAFP00000010140	ENSDARP00000128306
ENSCAFP00000012644	ENSDARP00000112004
ENSCAFP00000006647	ENSDARP00000129304
ENSCAFP00000004397	ENSDARP00000055854
ENSCAFP00000041389	ENSDARP00000069577
ENSCAFP00000035432	ENSDARP00000095196
ENSCAFP00000043059	ENSDARP00000096695
ENSCAFP00000022207	ENSDARP00000068895
ENSCAFP00000028406	ENSDARP00000051111
ENSCAFP00000031457	ENSDARP00000018031
ENSCAFP00000007784	ENSDARP00000102237
ENSCAFP00000022587	ENSDARP00000104781
ENSCAFP00000033683	ENSDARP00000119727
ENSCAFP00000005180	ENSDARP00000128295
ENSCAFP00000039728	ENSDARP00000069747
ENSCAFP00000027894	ENSDARP00000127127
ENSCAFP00000018049	ENSDARP00000073885
ENSCAFP00000040560	ENSDARP00000121413
ENSCAFP00000008791	ENSDARP00000093897
ENSCAFP00000025835	ENSDARP00000059307
ENSCAFP00000036744	ENSDARP00000088932
ENSCAFP00000007407	ENSDARP00000123803
ENSCAFP00000009687	ENSDARP00000069457
ENSCAFP00000041255	ENSDARP00000092184
ENSCAFP00000039446	ENSDARP00000115041
ENSCAFP00000018053	ENSDARP00000111118
ENSCAFP00000028021	ENSDARP00000107868
ENSCAFP00000019776	ENSDARP00000057598
ENSCAFP00000005189	ENSDARP00000101672
ENSCAFP00000041809	ENSDARP00000050584
ENSCAFP00000027261	ENSDARP00000109641
ENSCAFP00000021167	ENSDARP00000096205
ENSCAFP00000037913	ENSDARP00000067164
ENSCAFP00000035198	ENSDARP00000128064
ENSCAFP00000024277	ENSDARP00000062739
ENSCAFP00000016948	ENSDARP00000033283
ENSCAFP00000036742	ENSDARP00000013949
ENSCAFP00000041469	ENSDARP00000125812
ENSCAFP00000024371	ENSDARP00000104107
ENSCAFP00000008576	ENSDARP00000120077
ENSCAFP00000004195	ENSDARP00000129859
ENSCAFP00000002693	ENSDARP00000106946
ENSCAFP00000004108	ENSDARP00000064482
ENSCAFP00000040068	ENSDARP00000111095
ENSCAFP00000041707	ENSDARP00000114499
ENSCAFP00000039961	ENSDARP00000091169
ENSCAFP00000042494	ENSDARP00000071604
ENSCAFP00000017105	ENSDARP00000119350
ENSCAFP00000019637	ENSDARP00000026202
ENSCAFP00000023832	ENSDARP00000070746
ENSCAFP00000000518	ENSDARP00000101365
ENSCAFP00000039712	ENSDARP00000109030
ENSCAFP00000031248	ENSDARP00000019621
ENSCAFP00000007925	ENSDARP00000128409
ENSCAFP00000002433	ENSDARP00000111103
ENSCAFP00000038412	ENSDARP00000113351
ENSCAFP00000036871	ENSDARP00000053701
ENSCAFP00000003746	ENSDARP00000111670
ENSCAFP00000040041	ENSDARP00000003084
ENSCAFP00000021777	ENSDARP00000012444
ENSCAFP00000041180	ENSDARP00000127140
ENSCAFP00000041180	ENSDARP00000056323
ENSCAFP00000030688	ENSDARP00000108516
ENSCAFP00000027914	ENSDARP00000072301
ENSCAFP00000005368	ENSDARP00000093933
ENSCAFP00000037177	ENSDARP00000051525
ENSCAFP00000042878	ENSDARP00000122244
ENSCAFP00000039634	ENSDARP00000011783
ENSCAFP00000028875	ENSDARP00000098900
ENSCAFP00000022015	ENSDARP00000120045
ENSCAFP00000010229	ENSDARP00000111941
ENSCAFP00000027659	ENSDARP00000016383
ENSCAFP00000016434	ENSDARP00000057909
ENSCAFP00000005352	ENSDARP00000126206
ENSCAFP00000022991	ENSDARP00000073375
ENSCAFP00000037178	ENSDARP00000100784
ENSCAFP00000041442	ENSDARP00000100410
ENSCAFP00000029199	ENSDARP00000102371
