ENSCAFP00000014731	ENSTNIP00000004863
ENSCAFP00000011685	ENSTNIP00000013582
ENSCAFP00000001016	ENSTNIP00000009561
ENSCAFP00000007036	ENSTNIP00000014794
ENSCAFP00000029635	ENSTNIP00000010317
ENSCAFP00000003306	ENSTNIP00000003010
ENSCAFP00000028216	ENSTNIP00000015951
ENSCAFP00000011155	ENSTNIP00000018916
ENSCAFP00000036229	ENSTNIP00000015783
ENSCAFP00000010114	ENSTNIP00000006949
ENSCAFP00000014074	ENSTNIP00000015956
ENSCAFP00000023134	ENSTNIP00000022417
ENSCAFP00000036889	ENSTNIP00000019190
ENSCAFP00000007801	ENSTNIP00000009690
ENSCAFP00000007911	ENSTNIP00000017053
ENSCAFP00000042340	ENSTNIP00000005955
ENSCAFP00000002191	ENSTNIP00000004167
ENSCAFP00000012957	ENSTNIP00000021836
ENSCAFP00000018168	ENSTNIP00000011925
ENSCAFP00000027454	ENSTNIP00000004174
ENSCAFP00000000422	ENSTNIP00000001230
ENSCAFP00000007414	ENSTNIP00000020163
ENSCAFP00000034478	ENSTNIP00000004330
ENSCAFP00000025338	ENSTNIP00000011791
ENSCAFP00000029894	ENSTNIP00000016764
ENSCAFP00000012753	ENSTNIP00000010507
ENSCAFP00000008513	ENSTNIP00000013650
ENSCAFP00000041514	ENSTNIP00000020568
ENSCAFP00000002053	ENSTNIP00000002915
ENSCAFP00000023204	ENSTNIP00000015348
ENSCAFP00000038995	ENSTNIP00000015788
ENSCAFP00000020948	ENSTNIP00000019875
ENSCAFP00000020403	ENSTNIP00000003207
ENSCAFP00000009475	ENSTNIP00000008584
ENSCAFP00000009052	ENSTNIP00000003548
ENSCAFP00000013978	ENSTNIP00000020572
ENSCAFP00000002071	ENSTNIP00000003510
ENSCAFP00000018692	ENSTNIP00000008070
ENSCAFP00000020199	ENSTNIP00000001167
ENSCAFP00000002063	ENSTNIP00000005758
ENSCAFP00000015547	ENSTNIP00000003401
ENSCAFP00000024186	ENSTNIP00000008254
ENSCAFP00000013004	ENSTNIP00000009324
ENSCAFP00000013870	ENSTNIP00000015952
ENSCAFP00000021259	ENSTNIP00000018370
ENSCAFP00000023885	ENSTNIP00000006775
ENSCAFP00000006599	ENSTNIP00000017538
ENSCAFP00000039701	ENSTNIP00000001151
ENSCAFP00000007846	ENSTNIP00000012113
ENSCAFP00000007846	ENSTNIP00000022287
ENSCAFP00000017289	ENSTNIP00000002534
ENSCAFP00000009334	ENSTNIP00000015652
ENSCAFP00000002626	ENSTNIP00000018813
ENSCAFP00000032607	ENSTNIP00000017322
ENSCAFP00000032607	ENSTNIP00000003768
ENSCAFP00000002431	ENSTNIP00000021124
ENSCAFP00000037196	ENSTNIP00000020968
ENSCAFP00000035930	ENSTNIP00000012596
ENSCAFP00000025211	ENSTNIP00000020551
ENSCAFP00000028816	ENSTNIP00000014937
ENSCAFP00000005518	ENSTNIP00000006782
ENSCAFP00000023646	ENSTNIP00000012191
ENSCAFP00000024549	ENSTNIP00000011226
ENSCAFP00000023176	ENSTNIP00000010695
ENSCAFP00000017594	ENSTNIP00000005324
ENSCAFP00000003826	ENSTNIP00000006198
ENSCAFP00000021422	ENSTNIP00000017567
ENSCAFP00000021844	ENSTNIP00000010016
ENSCAFP00000021846	ENSTNIP00000009915
ENSCAFP00000017512	ENSTNIP00000022354
ENSCAFP00000037830	ENSTNIP00000005852
ENSCAFP00000020258	ENSTNIP00000006383
ENSCAFP00000026923	ENSTNIP00000008832
ENSCAFP00000028962	ENSTNIP00000015803
ENSCAFP00000001495	ENSTNIP00000019193
ENSCAFP00000009746	ENSTNIP00000020201
ENSCAFP00000009478	ENSTNIP00000006549
ENSCAFP00000039873	ENSTNIP00000019498
ENSCAFP00000039200	ENSTNIP00000011682
ENSCAFP00000005995	ENSTNIP00000021895
ENSCAFP00000014641	ENSTNIP00000003512
ENSCAFP00000016512	ENSTNIP00000009665
ENSCAFP00000018771	ENSTNIP00000000524
ENSCAFP00000012392	ENSTNIP00000021031
ENSCAFP00000001666	ENSTNIP00000011320
ENSCAFP00000035110	ENSTNIP00000015184
ENSCAFP00000000989	ENSTNIP00000002772
ENSCAFP00000041516	ENSTNIP00000002216
ENSCAFP00000025916	ENSTNIP00000022831
ENSCAFP00000040231	ENSTNIP00000013040
ENSCAFP00000024090	ENSTNIP00000022120
ENSCAFP00000015805	ENSTNIP00000001073
ENSCAFP00000010175	ENSTNIP00000021645
ENSCAFP00000040844	ENSTNIP00000007831
ENSCAFP00000016894	ENSTNIP00000014868
ENSCAFP00000023783	ENSTNIP00000000335
ENSCAFP00000013919	ENSTNIP00000016611
ENSCAFP00000023275	ENSTNIP00000015079
ENSCAFP00000012252	ENSTNIP00000004519
ENSCAFP00000015440	ENSTNIP00000006871
ENSCAFP00000006415	ENSTNIP00000021709
ENSCAFP00000006415	ENSTNIP00000015081
ENSCAFP00000039737	ENSTNIP00000017230
ENSCAFP00000023032	ENSTNIP00000015470
ENSCAFP00000025105	ENSTNIP00000020548
ENSCAFP00000019430	ENSTNIP00000012365
ENSCAFP00000027051	ENSTNIP00000013172
ENSCAFP00000042640	ENSTNIP00000018501
ENSCAFP00000027288	ENSTNIP00000005815
ENSCAFP00000012685	ENSTNIP00000003101
ENSCAFP00000008760	ENSTNIP00000000379
ENSCAFP00000030595	ENSTNIP00000015225
ENSCAFP00000029530	ENSTNIP00000007172
ENSCAFP00000022686	ENSTNIP00000009087
ENSCAFP00000029426	ENSTNIP00000006540
ENSCAFP00000011636	ENSTNIP00000015483
ENSCAFP00000000304	ENSTNIP00000005776
ENSCAFP00000027426	ENSTNIP00000006746
ENSCAFP00000027152	ENSTNIP00000010339
ENSCAFP00000004883	ENSTNIP00000021922
ENSCAFP00000016575	ENSTNIP00000022721
ENSCAFP00000014579	ENSTNIP00000015057
ENSCAFP00000006871	ENSTNIP00000009526
ENSCAFP00000027897	ENSTNIP00000008955
ENSCAFP00000028679	ENSTNIP00000005260
ENSCAFP00000015700	ENSTNIP00000011188
ENSCAFP00000036818	ENSTNIP00000006404
ENSCAFP00000032909	ENSTNIP00000004011
ENSCAFP00000023946	ENSTNIP00000017100
ENSCAFP00000028839	ENSTNIP00000003567
ENSCAFP00000035911	ENSTNIP00000022017
ENSCAFP00000006917	ENSTNIP00000022643
ENSCAFP00000021778	ENSTNIP00000018801
ENSCAFP00000014643	ENSTNIP00000005779
ENSCAFP00000041134	ENSTNIP00000000580
ENSCAFP00000025638	ENSTNIP00000016996
ENSCAFP00000004110	ENSTNIP00000020908
ENSCAFP00000008581	ENSTNIP00000003466
ENSCAFP00000004200	ENSTNIP00000001610
ENSCAFP00000009343	ENSTNIP00000017220
ENSCAFP00000002200	ENSTNIP00000011360
ENSCAFP00000043011	ENSTNIP00000020426
ENSCAFP00000001417	ENSTNIP00000022272
ENSCAFP00000016895	ENSTNIP00000016002
ENSCAFP00000019785	ENSTNIP00000003417
ENSCAFP00000030453	ENSTNIP00000019886
ENSCAFP00000037405	ENSTNIP00000011562
ENSCAFP00000020434	ENSTNIP00000013071
ENSCAFP00000022810	ENSTNIP00000012391
ENSCAFP00000018159	ENSTNIP00000013443
ENSCAFP00000037123	ENSTNIP00000012785
ENSCAFP00000004843	ENSTNIP00000000843
ENSCAFP00000004126	ENSTNIP00000000951
ENSCAFP00000009728	ENSTNIP00000014951
ENSCAFP00000036092	ENSTNIP00000010604
ENSCAFP00000028671	ENSTNIP00000006063
ENSCAFP00000035856	ENSTNIP00000017605
ENSCAFP00000018609	ENSTNIP00000009348
ENSCAFP00000008421	ENSTNIP00000017066
ENSCAFP00000016812	ENSTNIP00000010093
ENSCAFP00000016182	ENSTNIP00000010731
ENSCAFP00000002372	ENSTNIP00000020100
ENSCAFP00000010820	ENSTNIP00000018944
ENSCAFP00000039745	ENSTNIP00000011374
ENSCAFP00000033175	ENSTNIP00000018823
ENSCAFP00000025935	ENSTNIP00000014477
ENSCAFP00000002333	ENSTNIP00000017034
ENSCAFP00000029070	ENSTNIP00000007387
ENSCAFP00000013596	ENSTNIP00000017090
ENSCAFP00000027050	ENSTNIP00000011105
ENSCAFP00000021993	ENSTNIP00000022242
ENSCAFP00000015270	ENSTNIP00000014412
ENSCAFP00000011063	ENSTNIP00000021421
ENSCAFP00000029204	ENSTNIP00000018219
ENSCAFP00000028906	ENSTNIP00000015786
ENSCAFP00000003220	ENSTNIP00000021330
ENSCAFP00000021822	ENSTNIP00000011952
ENSCAFP00000028351	ENSTNIP00000012628
ENSCAFP00000000955	ENSTNIP00000011041
ENSCAFP00000016445	ENSTNIP00000022080
ENSCAFP00000028908	ENSTNIP00000016170
ENSCAFP00000026672	ENSTNIP00000002821
ENSCAFP00000018622	ENSTNIP00000022241
ENSCAFP00000007301	ENSTNIP00000022799
ENSCAFP00000000905	ENSTNIP00000006754
ENSCAFP00000017261	ENSTNIP00000014421
ENSCAFP00000004866	ENSTNIP00000003825
ENSCAFP00000042087	ENSTNIP00000003769
ENSCAFP00000019262	ENSTNIP00000018946
ENSCAFP00000039489	ENSTNIP00000010088
ENSCAFP00000017438	ENSTNIP00000008464
ENSCAFP00000035222	ENSTNIP00000018350
ENSCAFP00000007391	ENSTNIP00000014552
ENSCAFP00000021550	ENSTNIP00000015009
ENSCAFP00000012562	ENSTNIP00000003852
ENSCAFP00000006053	ENSTNIP00000021054
ENSCAFP00000017101	ENSTNIP00000022160
ENSCAFP00000029608	ENSTNIP00000016402
ENSCAFP00000037360	ENSTNIP00000020443
ENSCAFP00000040748	ENSTNIP00000000470
ENSCAFP00000000997	ENSTNIP00000011196
ENSCAFP00000015621	ENSTNIP00000017804
ENSCAFP00000022371	ENSTNIP00000005080
ENSCAFP00000008445	ENSTNIP00000015984
ENSCAFP00000012008	ENSTNIP00000021308
ENSCAFP00000034072	ENSTNIP00000019127
ENSCAFP00000039134	ENSTNIP00000021284
ENSCAFP00000023497	ENSTNIP00000010497
ENSCAFP00000023497	ENSTNIP00000008132
ENSCAFP00000029593	ENSTNIP00000011656
ENSCAFP00000016185	ENSTNIP00000004040
ENSCAFP00000008104	ENSTNIP00000008667
ENSCAFP00000002694	ENSTNIP00000021819
ENSCAFP00000000480	ENSTNIP00000011208
ENSCAFP00000023856	ENSTNIP00000007356
ENSCAFP00000021761	ENSTNIP00000019813
ENSCAFP00000006173	ENSTNIP00000010968
ENSCAFP00000028964	ENSTNIP00000015804
ENSCAFP00000032477	ENSTNIP00000011409
ENSCAFP00000003351	ENSTNIP00000021235
ENSCAFP00000018187	ENSTNIP00000005074
ENSCAFP00000030400	ENSTNIP00000010642
ENSCAFP00000019524	ENSTNIP00000015826
ENSCAFP00000024107	ENSTNIP00000011088
ENSCAFP00000016383	ENSTNIP00000002412
ENSCAFP00000017742	ENSTNIP00000001587
ENSCAFP00000015890	ENSTNIP00000006422
ENSCAFP00000003546	ENSTNIP00000020239
ENSCAFP00000005862	ENSTNIP00000018553
ENSCAFP00000002253	ENSTNIP00000021322
ENSCAFP00000039435	ENSTNIP00000006747
ENSCAFP00000029000	ENSTNIP00000007294
ENSCAFP00000029421	ENSTNIP00000016439
ENSCAFP00000000022	ENSTNIP00000022262
ENSCAFP00000018971	ENSTNIP00000015954
ENSCAFP00000026644	ENSTNIP00000003747
ENSCAFP00000009698	ENSTNIP00000019338
ENSCAFP00000005917	ENSTNIP00000009101
ENSCAFP00000005917	ENSTNIP00000011558
ENSCAFP00000005853	ENSTNIP00000014335
ENSCAFP00000014475	ENSTNIP00000007902
ENSCAFP00000005861	ENSTNIP00000008527
ENSCAFP00000005274	ENSTNIP00000007239
ENSCAFP00000021668	ENSTNIP00000008950
ENSCAFP00000006924	ENSTNIP00000014825
ENSCAFP00000028343	ENSTNIP00000021877
ENSCAFP00000008008	ENSTNIP00000010553
ENSCAFP00000022853	ENSTNIP00000014098
ENSCAFP00000039193	ENSTNIP00000015819
ENSCAFP00000038355	ENSTNIP00000016724
ENSCAFP00000039063	ENSTNIP00000013766
ENSCAFP00000005163	ENSTNIP00000006132
ENSCAFP00000002898	ENSTNIP00000022676
ENSCAFP00000005181	ENSTNIP00000006032
ENSCAFP00000012442	ENSTNIP00000021211
ENSCAFP00000037619	ENSTNIP00000009614
ENSCAFP00000040732	ENSTNIP00000012129
ENSCAFP00000026393	ENSTNIP00000020484
ENSCAFP00000028781	ENSTNIP00000005210
ENSCAFP00000025808	ENSTNIP00000011393
ENSCAFP00000032977	ENSTNIP00000015775
ENSCAFP00000041611	ENSTNIP00000020633
ENSCAFP00000021333	ENSTNIP00000014522
ENSCAFP00000022832	ENSTNIP00000018588
ENSCAFP00000026298	ENSTNIP00000006302
ENSCAFP00000005958	ENSTNIP00000011615
ENSCAFP00000023180	ENSTNIP00000012941
ENSCAFP00000026436	ENSTNIP00000002874
ENSCAFP00000015971	ENSTNIP00000009213
ENSCAFP00000037568	ENSTNIP00000005333
ENSCAFP00000033987	ENSTNIP00000016370
ENSCAFP00000024457	ENSTNIP00000017072
ENSCAFP00000029457	ENSTNIP00000008102
ENSCAFP00000006639	ENSTNIP00000013258
ENSCAFP00000024923	ENSTNIP00000017971
ENSCAFP00000042334	ENSTNIP00000008749
ENSCAFP00000025242	ENSTNIP00000017003
ENSCAFP00000007620	ENSTNIP00000015754
ENSCAFP00000024592	ENSTNIP00000006815
ENSCAFP00000029274	ENSTNIP00000010305
ENSCAFP00000039333	ENSTNIP00000010324
ENSCAFP00000028101	ENSTNIP00000005058
ENSCAFP00000038342	ENSTNIP00000015662
ENSCAFP00000027312	ENSTNIP00000001061
ENSCAFP00000036579	ENSTNIP00000015028
ENSCAFP00000018538	ENSTNIP00000013284
ENSCAFP00000025541	ENSTNIP00000007221
ENSCAFP00000036754	ENSTNIP00000003717
ENSCAFP00000040247	ENSTNIP00000004521
ENSCAFP00000017760	ENSTNIP00000020169
ENSCAFP00000018014	ENSTNIP00000008214
ENSCAFP00000027017	ENSTNIP00000000469
ENSCAFP00000037374	ENSTNIP00000019732
ENSCAFP00000025406	ENSTNIP00000009071
ENSCAFP00000017348	ENSTNIP00000022356
ENSCAFP00000003083	ENSTNIP00000016887
ENSCAFP00000027367	ENSTNIP00000004168
ENSCAFP00000041850	ENSTNIP00000016666
ENSCAFP00000001884	ENSTNIP00000018168
ENSCAFP00000022484	ENSTNIP00000016778
ENSCAFP00000003197	ENSTNIP00000021331
ENSCAFP00000037917	ENSTNIP00000004022
ENSCAFP00000008048	ENSTNIP00000002875
ENSCAFP00000006362	ENSTNIP00000015084
ENSCAFP00000037071	ENSTNIP00000021206
ENSCAFP00000022841	ENSTNIP00000014155
ENSCAFP00000007590	ENSTNIP00000010548
ENSCAFP00000040148	ENSTNIP00000010213
ENSCAFP00000042748	ENSTNIP00000007316
ENSCAFP00000024558	ENSTNIP00000022059
ENSCAFP00000027588	ENSTNIP00000017015
ENSCAFP00000021763	ENSTNIP00000018647
ENSCAFP00000036230	ENSTNIP00000010601
ENSCAFP00000006466	ENSTNIP00000014765
ENSCAFP00000008759	ENSTNIP00000001997
ENSCAFP00000020197	ENSTNIP00000013182
ENSCAFP00000038258	ENSTNIP00000011999
ENSCAFP00000004183	ENSTNIP00000009970
ENSCAFP00000023173	ENSTNIP00000014288
ENSCAFP00000010878	ENSTNIP00000011419
ENSCAFP00000028272	ENSTNIP00000013106
ENSCAFP00000039871	ENSTNIP00000009166
ENSCAFP00000000124	ENSTNIP00000021411
ENSCAFP00000000477	ENSTNIP00000002337
ENSCAFP00000024753	ENSTNIP00000007275
ENSCAFP00000026897	ENSTNIP00000003836
ENSCAFP00000016763	ENSTNIP00000015115
ENSCAFP00000036034	ENSTNIP00000017162
ENSCAFP00000001044	ENSTNIP00000010283
ENSCAFP00000017514	ENSTNIP00000008049
ENSCAFP00000009761	ENSTNIP00000014329
ENSCAFP00000018737	ENSTNIP00000003599
ENSCAFP00000001006	ENSTNIP00000011194
ENSCAFP00000024092	ENSTNIP00000007299
ENSCAFP00000013474	ENSTNIP00000020465
ENSCAFP00000006641	ENSTNIP00000019553
ENSCAFP00000026338	ENSTNIP00000012984
ENSCAFP00000023225	ENSTNIP00000015471
ENSCAFP00000008633	ENSTNIP00000015627
ENSCAFP00000008633	ENSTNIP00000015626
ENSCAFP00000018416	ENSTNIP00000008916
ENSCAFP00000028462	ENSTNIP00000018145
ENSCAFP00000024411	ENSTNIP00000013824
ENSCAFP00000015831	ENSTNIP00000019228
ENSCAFP00000024860	ENSTNIP00000019940
ENSCAFP00000001469	ENSTNIP00000019979
ENSCAFP00000018608	ENSTNIP00000009210
ENSCAFP00000031333	ENSTNIP00000018713
ENSCAFP00000024242	ENSTNIP00000000078
ENSCAFP00000002881	ENSTNIP00000005181
ENSCAFP00000023608	ENSTNIP00000011100
ENSCAFP00000038481	ENSTNIP00000002399
ENSCAFP00000012193	ENSTNIP00000022637
ENSCAFP00000009282	ENSTNIP00000011954
ENSCAFP00000017597	ENSTNIP00000017697
ENSCAFP00000038645	ENSTNIP00000020523
ENSCAFP00000016204	ENSTNIP00000022277
ENSCAFP00000030230	ENSTNIP00000003946
ENSCAFP00000012489	ENSTNIP00000005831
ENSCAFP00000030668	ENSTNIP00000011483
ENSCAFP00000018441	ENSTNIP00000001805
ENSCAFP00000028304	ENSTNIP00000018538
ENSCAFP00000033939	ENSTNIP00000012677
ENSCAFP00000031071	ENSTNIP00000006969
ENSCAFP00000019176	ENSTNIP00000010543
ENSCAFP00000029155	ENSTNIP00000021753
ENSCAFP00000009483	ENSTNIP00000001900
ENSCAFP00000023433	ENSTNIP00000009981
ENSCAFP00000028352	ENSTNIP00000005951
ENSCAFP00000027117	ENSTNIP00000020250
ENSCAFP00000030191	ENSTNIP00000013124
ENSCAFP00000038250	ENSTNIP00000020948
ENSCAFP00000015747	ENSTNIP00000020413
ENSCAFP00000025074	ENSTNIP00000002994
ENSCAFP00000024102	ENSTNIP00000000084
ENSCAFP00000026587	ENSTNIP00000011248
ENSCAFP00000020586	ENSTNIP00000019262
ENSCAFP00000023438	ENSTNIP00000017791
ENSCAFP00000024903	ENSTNIP00000017970
ENSCAFP00000029107	ENSTNIP00000015513
ENSCAFP00000019395	ENSTNIP00000019936
ENSCAFP00000043054	ENSTNIP00000007976
ENSCAFP00000028658	ENSTNIP00000021167
ENSCAFP00000035782	ENSTNIP00000009185
ENSCAFP00000010348	ENSTNIP00000022283
ENSCAFP00000003473	ENSTNIP00000014438
ENSCAFP00000037162	ENSTNIP00000008956
ENSCAFP00000002867	ENSTNIP00000007366
ENSCAFP00000025274	ENSTNIP00000007181
ENSCAFP00000021508	ENSTNIP00000005968
ENSCAFP00000025282	ENSTNIP00000008839
ENSCAFP00000022889	ENSTNIP00000011811
ENSCAFP00000031812	ENSTNIP00000016187
ENSCAFP00000040602	ENSTNIP00000012848
ENSCAFP00000004932	ENSTNIP00000016464
ENSCAFP00000026311	ENSTNIP00000011403
ENSCAFP00000014803	ENSTNIP00000007636
ENSCAFP00000014803	ENSTNIP00000003342
ENSCAFP00000016099	ENSTNIP00000013574
ENSCAFP00000002178	ENSTNIP00000004157
ENSCAFP00000037275	ENSTNIP00000014414
ENSCAFP00000006856	ENSTNIP00000010551
ENSCAFP00000033303	ENSTNIP00000017296
ENSCAFP00000024852	ENSTNIP00000003810
ENSCAFP00000020946	ENSTNIP00000017387
ENSCAFP00000039072	ENSTNIP00000021643
ENSCAFP00000027663	ENSTNIP00000004156
ENSCAFP00000037336	ENSTNIP00000001527
ENSCAFP00000007776	ENSTNIP00000008476
ENSCAFP00000025129	ENSTNIP00000010834
ENSCAFP00000022543	ENSTNIP00000013512
ENSCAFP00000008268	ENSTNIP00000006061
ENSCAFP00000001455	ENSTNIP00000013873
ENSCAFP00000008551	ENSTNIP00000002991
ENSCAFP00000002933	ENSTNIP00000000540
ENSCAFP00000003791	ENSTNIP00000014577
ENSCAFP00000039033	ENSTNIP00000020770
ENSCAFP00000040489	ENSTNIP00000018918
ENSCAFP00000000731	ENSTNIP00000019802
ENSCAFP00000031322	ENSTNIP00000017323
ENSCAFP00000022741	ENSTNIP00000000199
ENSCAFP00000043187	ENSTNIP00000002685
ENSCAFP00000024515	ENSTNIP00000015808
ENSCAFP00000004867	ENSTNIP00000005053
ENSCAFP00000022668	ENSTNIP00000013078
ENSCAFP00000004217	ENSTNIP00000015061
ENSCAFP00000037695	ENSTNIP00000021759
ENSCAFP00000021226	ENSTNIP00000017455
ENSCAFP00000006910	ENSTNIP00000000817
ENSCAFP00000029009	ENSTNIP00000005214
ENSCAFP00000007927	ENSTNIP00000021256
ENSCAFP00000007927	ENSTNIP00000009755
ENSCAFP00000037984	ENSTNIP00000002236
ENSCAFP00000004314	ENSTNIP00000017821
ENSCAFP00000032164	ENSTNIP00000004166
ENSCAFP00000006107	ENSTNIP00000014585
ENSCAFP00000010631	ENSTNIP00000020744
ENSCAFP00000008706	ENSTNIP00000010419
ENSCAFP00000042366	ENSTNIP00000004990
ENSCAFP00000022986	ENSTNIP00000015994
ENSCAFP00000003336	ENSTNIP00000009355
ENSCAFP00000018036	ENSTNIP00000021963
ENSCAFP00000003790	ENSTNIP00000007729
ENSCAFP00000013261	ENSTNIP00000020945
ENSCAFP00000025968	ENSTNIP00000000248
ENSCAFP00000009463	ENSTNIP00000000067
ENSCAFP00000011088	ENSTNIP00000005356
ENSCAFP00000001769	ENSTNIP00000021555
ENSCAFP00000001769	ENSTNIP00000012025
ENSCAFP00000041943	ENSTNIP00000004248
ENSCAFP00000027580	ENSTNIP00000015597
ENSCAFP00000006846	ENSTNIP00000021083
ENSCAFP00000024574	ENSTNIP00000018431
ENSCAFP00000017461	ENSTNIP00000011598
ENSCAFP00000017601	ENSTNIP00000022351
ENSCAFP00000024139	ENSTNIP00000014670
ENSCAFP00000020578	ENSTNIP00000020609
ENSCAFP00000005943	ENSTNIP00000010916
ENSCAFP00000022496	ENSTNIP00000004981
ENSCAFP00000021231	ENSTNIP00000014102
ENSCAFP00000028827	ENSTNIP00000014529
ENSCAFP00000002754	ENSTNIP00000014369
ENSCAFP00000038961	ENSTNIP00000011765
ENSCAFP00000017102	ENSTNIP00000011118
ENSCAFP00000008029	ENSTNIP00000015986
ENSCAFP00000004812	ENSTNIP00000001908
ENSCAFP00000035152	ENSTNIP00000006264
ENSCAFP00000019072	ENSTNIP00000020452
ENSCAFP00000038608	ENSTNIP00000004041
ENSCAFP00000027247	ENSTNIP00000002855
ENSCAFP00000028916	ENSTNIP00000007705
ENSCAFP00000003942	ENSTNIP00000010910
ENSCAFP00000009243	ENSTNIP00000013465
ENSCAFP00000006338	ENSTNIP00000002179
ENSCAFP00000007693	ENSTNIP00000003325
ENSCAFP00000039149	ENSTNIP00000021249
ENSCAFP00000021355	ENSTNIP00000013670
ENSCAFP00000000049	ENSTNIP00000011000
ENSCAFP00000036040	ENSTNIP00000018090
ENSCAFP00000002765	ENSTNIP00000021521
ENSCAFP00000007041	ENSTNIP00000008298
ENSCAFP00000022147	ENSTNIP00000003885
ENSCAFP00000021737	ENSTNIP00000007214
ENSCAFP00000025937	ENSTNIP00000003887
ENSCAFP00000014473	ENSTNIP00000010819
ENSCAFP00000033188	ENSTNIP00000001928
ENSCAFP00000011465	ENSTNIP00000002147
ENSCAFP00000009629	ENSTNIP00000001302
ENSCAFP00000018872	ENSTNIP00000018327
ENSCAFP00000019850	ENSTNIP00000021400
ENSCAFP00000007398	ENSTNIP00000010828
ENSCAFP00000029322	ENSTNIP00000012152
ENSCAFP00000021396	ENSTNIP00000019879
ENSCAFP00000029131	ENSTNIP00000010321
ENSCAFP00000000145	ENSTNIP00000017583
ENSCAFP00000030122	ENSTNIP00000000853
ENSCAFP00000011183	ENSTNIP00000012235
ENSCAFP00000029449	ENSTNIP00000012156
ENSCAFP00000010152	ENSTNIP00000015132
ENSCAFP00000024847	ENSTNIP00000017968
ENSCAFP00000030703	ENSTNIP00000008520
ENSCAFP00000000641	ENSTNIP00000006209
ENSCAFP00000024976	ENSTNIP00000009302
ENSCAFP00000019210	ENSTNIP00000020775
ENSCAFP00000001692	ENSTNIP00000017749
ENSCAFP00000029196	ENSTNIP00000018207
ENSCAFP00000009616	ENSTNIP00000019784
ENSCAFP00000021145	ENSTNIP00000016176
ENSCAFP00000040108	ENSTNIP00000000599
ENSCAFP00000017699	ENSTNIP00000002795
ENSCAFP00000009838	ENSTNIP00000012803
ENSCAFP00000043107	ENSTNIP00000009621
ENSCAFP00000036757	ENSTNIP00000016632
ENSCAFP00000042291	ENSTNIP00000014929
ENSCAFP00000017125	ENSTNIP00000008050
ENSCAFP00000020124	ENSTNIP00000011315
ENSCAFP00000030314	ENSTNIP00000000835
ENSCAFP00000000870	ENSTNIP00000005064
ENSCAFP00000034852	ENSTNIP00000016042
ENSCAFP00000029442	ENSTNIP00000008155
ENSCAFP00000037407	ENSTNIP00000000258
ENSCAFP00000009726	ENSTNIP00000012891
ENSCAFP00000029249	ENSTNIP00000011873
ENSCAFP00000014826	ENSTNIP00000013372
ENSCAFP00000041563	ENSTNIP00000008083
ENSCAFP00000040037	ENSTNIP00000005239
ENSCAFP00000015748	ENSTNIP00000023113
ENSCAFP00000001943	ENSTNIP00000011900
ENSCAFP00000040668	ENSTNIP00000002487
ENSCAFP00000039340	ENSTNIP00000015442
ENSCAFP00000034576	ENSTNIP00000003742
ENSCAFP00000037928	ENSTNIP00000015978
ENSCAFP00000003379	ENSTNIP00000003826
ENSCAFP00000005445	ENSTNIP00000014076
ENSCAFP00000034248	ENSTNIP00000002983
ENSCAFP00000010448	ENSTNIP00000018104
ENSCAFP00000028755	ENSTNIP00000016195
ENSCAFP00000038507	ENSTNIP00000004178
ENSCAFP00000028034	ENSTNIP00000021277
ENSCAFP00000035481	ENSTNIP00000016326
ENSCAFP00000011349	ENSTNIP00000002299
ENSCAFP00000026638	ENSTNIP00000002939
ENSCAFP00000028415	ENSTNIP00000017685
ENSCAFP00000040407	ENSTNIP00000016233
ENSCAFP00000031904	ENSTNIP00000015166
ENSCAFP00000031904	ENSTNIP00000007496
ENSCAFP00000030811	ENSTNIP00000008678
ENSCAFP00000025668	ENSTNIP00000004155
ENSCAFP00000030312	ENSTNIP00000002153
ENSCAFP00000010391	ENSTNIP00000005014
ENSCAFP00000024135	ENSTNIP00000017075
ENSCAFP00000026711	ENSTNIP00000011378
ENSCAFP00000030321	ENSTNIP00000007009
ENSCAFP00000028584	ENSTNIP00000003058
ENSCAFP00000002415	ENSTNIP00000017716
ENSCAFP00000001675	ENSTNIP00000011325
ENSCAFP00000003585	ENSTNIP00000013974
ENSCAFP00000022590	ENSTNIP00000015866
ENSCAFP00000020348	ENSTNIP00000015981
ENSCAFP00000025285	ENSTNIP00000020525
ENSCAFP00000025039	ENSTNIP00000014996
ENSCAFP00000010147	ENSTNIP00000015133
ENSCAFP00000036075	ENSTNIP00000006918
ENSCAFP00000030319	ENSTNIP00000002665
ENSCAFP00000001117	ENSTNIP00000012492
ENSCAFP00000011451	ENSTNIP00000018483
ENSCAFP00000017702	ENSTNIP00000010890
ENSCAFP00000028422	ENSTNIP00000015510
ENSCAFP00000018372	ENSTNIP00000010221
ENSCAFP00000022310	ENSTNIP00000003262
ENSCAFP00000027091	ENSTNIP00000002222
ENSCAFP00000006041	ENSTNIP00000020634
ENSCAFP00000030315	ENSTNIP00000023047
ENSCAFP00000006241	ENSTNIP00000009207
ENSCAFP00000038078	ENSTNIP00000011540
ENSCAFP00000017823	ENSTNIP00000018190
ENSCAFP00000033990	ENSTNIP00000013339
ENSCAFP00000017697	ENSTNIP00000021514
ENSCAFP00000017697	ENSTNIP00000020718
ENSCAFP00000029028	ENSTNIP00000006908
ENSCAFP00000028886	ENSTNIP00000010961
ENSCAFP00000016394	ENSTNIP00000015151
ENSCAFP00000000705	ENSTNIP00000007865
