ENSMUSP00000034074	ENSTNIP00000004863
ENSMUSP00000032130	ENSTNIP00000000843
ENSMUSP00000108871	ENSTNIP00000000951
ENSMUSP00000034512	ENSTNIP00000010604
ENSMUSP00000099469	ENSTNIP00000006063
ENSMUSP00000039500	ENSTNIP00000006582
ENSMUSP00000042134	ENSTNIP00000017605
ENSMUSP00000075037	ENSTNIP00000009348
ENSMUSP00000005173	ENSTNIP00000017066
ENSMUSP00000016673	ENSTNIP00000010093
ENSMUSP00000101036	ENSTNIP00000010731
ENSMUSP00000080043	ENSTNIP00000020100
ENSMUSP00000098272	ENSTNIP00000018944
ENSMUSP00000006105	ENSTNIP00000011374
ENSMUSP00000049770	ENSTNIP00000018823
ENSMUSP00000112064	ENSTNIP00000014477
ENSMUSP00000071794	ENSTNIP00000017034
ENSMUSP00000041049	ENSTNIP00000007387
ENSMUSP00000130684	ENSTNIP00000017090
ENSMUSP00000049116	ENSTNIP00000011105
ENSMUSP00000030993	ENSTNIP00000022242
ENSMUSP00000080215	ENSTNIP00000014412
ENSMUSP00000000896	ENSTNIP00000021421
ENSMUSP00000050481	ENSTNIP00000018219
ENSMUSP00000024984	ENSTNIP00000015786
ENSMUSP00000139347	ENSTNIP00000021330
ENSMUSP00000050729	ENSTNIP00000001744
ENSMUSP00000003621	ENSTNIP00000011952
ENSMUSP00000022913	ENSTNIP00000011041
ENSMUSP00000035440	ENSTNIP00000022080
ENSMUSP00000004786	ENSTNIP00000016170
ENSMUSP00000131841	ENSTNIP00000002821
ENSMUSP00000042183	ENSTNIP00000022241
ENSMUSP00000108263	ENSTNIP00000022799
ENSMUSP00000007253	ENSTNIP00000006754
ENSMUSP00000107978	ENSTNIP00000014421
ENSMUSP00000119535	ENSTNIP00000016563
ENSMUSP00000081319	ENSTNIP00000003825
ENSMUSP00000063554	ENSTNIP00000003769
ENSMUSP00000036921	ENSTNIP00000018946
ENSMUSP00000068111	ENSTNIP00000010088
ENSMUSP00000036923	ENSTNIP00000008464
ENSMUSP00000045272	ENSTNIP00000018350
ENSMUSP00000099320	ENSTNIP00000014552
ENSMUSP00000030986	ENSTNIP00000015009
ENSMUSP00000034245	ENSTNIP00000003852
ENSMUSP00000032169	ENSTNIP00000021054
ENSMUSP00000022815	ENSTNIP00000022160
ENSMUSP00000043462	ENSTNIP00000016402
ENSMUSP00000020969	ENSTNIP00000020443
ENSMUSP00000061185	ENSTNIP00000000470
ENSMUSP00000080403	ENSTNIP00000011196
ENSMUSP00000010188	ENSTNIP00000017804
ENSMUSP00000115342	ENSTNIP00000005080
ENSMUSP00000022767	ENSTNIP00000015984
ENSMUSP00000135483	ENSTNIP00000021308
ENSMUSP00000106897	ENSTNIP00000019127
ENSMUSP00000067516	ENSTNIP00000021284
ENSMUSP00000104216	ENSTNIP00000010497
ENSMUSP00000104216	ENSTNIP00000008132
ENSMUSP00000095970	ENSTNIP00000011656
ENSMUSP00000002925	ENSTNIP00000004040
ENSMUSP00000047720	ENSTNIP00000008667
ENSMUSP00000030125	ENSTNIP00000021819
ENSMUSP00000119308	ENSTNIP00000011208
ENSMUSP00000040249	ENSTNIP00000007356
ENSMUSP00000127385	ENSTNIP00000010968
ENSMUSP00000068511	ENSTNIP00000015804
ENSMUSP00000033087	ENSTNIP00000011409
ENSMUSP00000030201	ENSTNIP00000021235
ENSMUSP00000077380	ENSTNIP00000005074
ENSMUSP00000045913	ENSTNIP00000011088
ENSMUSP00000117299	ENSTNIP00000002412
ENSMUSP00000036555	ENSTNIP00000001587
ENSMUSP00000138855	ENSTNIP00000006422
ENSMUSP00000000687	ENSTNIP00000020239
ENSMUSP00000030274	ENSTNIP00000018553
ENSMUSP00000023217	ENSTNIP00000021322
ENSMUSP00000038476	ENSTNIP00000006747
ENSMUSP00000131648	ENSTNIP00000007294
ENSMUSP00000036725	ENSTNIP00000016439
ENSMUSP00000046185	ENSTNIP00000022262
ENSMUSP00000026816	ENSTNIP00000015954
ENSMUSP00000130452	ENSTNIP00000008372
ENSMUSP00000111984	ENSTNIP00000003747
ENSMUSP00000095752	ENSTNIP00000019338
ENSMUSP00000107887	ENSTNIP00000014984
ENSMUSP00000038613	ENSTNIP00000009101
ENSMUSP00000038613	ENSTNIP00000011558
ENSMUSP00000118918	ENSTNIP00000014335
ENSMUSP00000039555	ENSTNIP00000007902
ENSMUSP00000123563	ENSTNIP00000008527
ENSMUSP00000030637	ENSTNIP00000007239
ENSMUSP00000107221	ENSTNIP00000008950
ENSMUSP00000058783	ENSTNIP00000014825
ENSMUSP00000036116	ENSTNIP00000021877
ENSMUSP00000066803	ENSTNIP00000010553
ENSMUSP00000018593	ENSTNIP00000014098
ENSMUSP00000102127	ENSTNIP00000015819
ENSMUSP00000131419	ENSTNIP00000016724
ENSMUSP00000116103	ENSTNIP00000013766
ENSMUSP00000014892	ENSTNIP00000006132
ENSMUSP00000003312	ENSTNIP00000022676
ENSMUSP00000002064	ENSTNIP00000006032
ENSMUSP00000032114	ENSTNIP00000021211
ENSMUSP00000071752	ENSTNIP00000009614
ENSMUSP00000062395	ENSTNIP00000012101
ENSMUSP00000062395	ENSTNIP00000020618
ENSMUSP00000022097	ENSTNIP00000012129
ENSMUSP00000049186	ENSTNIP00000005210
ENSMUSP00000091487	ENSTNIP00000011393
ENSMUSP00000049319	ENSTNIP00000015775
ENSMUSP00000085849	ENSTNIP00000020633
ENSMUSP00000046692	ENSTNIP00000014522
ENSMUSP00000105680	ENSTNIP00000018588
ENSMUSP00000045544	ENSTNIP00000006302
ENSMUSP00000067049	ENSTNIP00000011615
ENSMUSP00000018431	ENSTNIP00000012941
ENSMUSP00000004206	ENSTNIP00000002874
ENSMUSP00000099881	ENSTNIP00000009213
ENSMUSP00000000175	ENSTNIP00000000936
ENSMUSP00000025686	ENSTNIP00000005333
ENSMUSP00000072389	ENSTNIP00000013039
ENSMUSP00000092896	ENSTNIP00000016370
ENSMUSP00000122623	ENSTNIP00000017072
ENSMUSP00000010038	ENSTNIP00000011322
ENSMUSP00000042265	ENSTNIP00000008102
ENSMUSP00000132963	ENSTNIP00000017971
ENSMUSP00000060218	ENSTNIP00000008749
ENSMUSP00000081636	ENSTNIP00000017003
ENSMUSP00000001247	ENSTNIP00000015754
ENSMUSP00000047825	ENSTNIP00000006815
ENSMUSP00000109640	ENSTNIP00000010305
ENSMUSP00000040450	ENSTNIP00000010324
ENSMUSP00000044108	ENSTNIP00000005058
ENSMUSP00000020444	ENSTNIP00000015662
ENSMUSP00000039692	ENSTNIP00000001061
ENSMUSP00000023357	ENSTNIP00000015028
ENSMUSP00000055321	ENSTNIP00000013284
ENSMUSP00000136247	ENSTNIP00000007221
ENSMUSP00000058484	ENSTNIP00000003717
ENSMUSP00000023237	ENSTNIP00000004521
ENSMUSP00000066488	ENSTNIP00000020169
ENSMUSP00000019441	ENSTNIP00000008214
ENSMUSP00000021715	ENSTNIP00000000469
ENSMUSP00000024734	ENSTNIP00000019732
ENSMUSP00000078697	ENSTNIP00000009071
ENSMUSP00000095915	ENSTNIP00000022356
ENSMUSP00000027217	ENSTNIP00000016887
ENSMUSP00000113342	ENSTNIP00000004168
ENSMUSP00000051246	ENSTNIP00000016666
ENSMUSP00000085322	ENSTNIP00000018168
ENSMUSP00000027861	ENSTNIP00000016778
ENSMUSP00000040935	ENSTNIP00000021331
ENSMUSP00000025759	ENSTNIP00000004022
ENSMUSP00000035009	ENSTNIP00000002875
ENSMUSP00000033483	ENSTNIP00000005859
ENSMUSP00000092746	ENSTNIP00000021206
ENSMUSP00000043315	ENSTNIP00000014155
ENSMUSP00000137189	ENSTNIP00000010548
ENSMUSP00000099753	ENSTNIP00000010213
ENSMUSP00000047778	ENSTNIP00000007316
ENSMUSP00000071577	ENSTNIP00000022059
ENSMUSP00000002735	ENSTNIP00000017015
ENSMUSP00000001109	ENSTNIP00000018647
ENSMUSP00000002013	ENSTNIP00000010601
ENSMUSP00000096377	ENSTNIP00000014765
ENSMUSP00000037278	ENSTNIP00000001997
ENSMUSP00000048457	ENSTNIP00000010312
ENSMUSP00000006301	ENSTNIP00000013182
ENSMUSP00000028256	ENSTNIP00000011999
ENSMUSP00000048099	ENSTNIP00000009970
ENSMUSP00000099409	ENSTNIP00000014288
ENSMUSP00000045474	ENSTNIP00000011419
ENSMUSP00000023191	ENSTNIP00000013106
ENSMUSP00000102075	ENSTNIP00000009166
ENSMUSP00000056195	ENSTNIP00000021411
ENSMUSP00000043566	ENSTNIP00000013756
ENSMUSP00000120966	ENSTNIP00000002337
ENSMUSP00000135398	ENSTNIP00000007275
ENSMUSP00000052001	ENSTNIP00000003836
ENSMUSP00000032383	ENSTNIP00000015115
ENSMUSP00000099421	ENSTNIP00000017162
ENSMUSP00000120778	ENSTNIP00000010283
ENSMUSP00000072344	ENSTNIP00000008049
ENSMUSP00000063912	ENSTNIP00000014329
ENSMUSP00000106926	ENSTNIP00000003599
ENSMUSP00000113718	ENSTNIP00000013326
ENSMUSP00000047667	ENSTNIP00000011194
ENSMUSP00000036016	ENSTNIP00000007299
ENSMUSP00000038589	ENSTNIP00000020465
ENSMUSP00000003645	ENSTNIP00000019553
ENSMUSP00000018549	ENSTNIP00000012984
ENSMUSP00000076178	ENSTNIP00000015471
ENSMUSP00000092951	ENSTNIP00000015627
ENSMUSP00000092951	ENSTNIP00000015626
ENSMUSP00000134337	ENSTNIP00000008916
ENSMUSP00000131386	ENSTNIP00000018145
ENSMUSP00000058502	ENSTNIP00000013824
ENSMUSP00000026608	ENSTNIP00000019228
ENSMUSP00000009814	ENSTNIP00000019940
ENSMUSP00000047831	ENSTNIP00000019979
ENSMUSP00000110353	ENSTNIP00000009210
ENSMUSP00000099877	ENSTNIP00000018713
ENSMUSP00000103610	ENSTNIP00000005181
ENSMUSP00000041700	ENSTNIP00000011100
ENSMUSP00000071698	ENSTNIP00000002399
ENSMUSP00000002502	ENSTNIP00000022637
ENSMUSP00000033877	ENSTNIP00000011954
ENSMUSP00000073832	ENSTNIP00000017697
ENSMUSP00000093177	ENSTNIP00000020523
ENSMUSP00000016571	ENSTNIP00000018840
ENSMUSP00000022062	ENSTNIP00000022277
ENSMUSP00000034359	ENSTNIP00000003946
ENSMUSP00000032109	ENSTNIP00000005831
ENSMUSP00000020284	ENSTNIP00000011483
ENSMUSP00000075289	ENSTNIP00000001805
ENSMUSP00000039951	ENSTNIP00000018538
ENSMUSP00000062540	ENSTNIP00000012677
ENSMUSP00000128759	ENSTNIP00000006969
ENSMUSP00000023474	ENSTNIP00000010543
ENSMUSP00000020528	ENSTNIP00000021753
ENSMUSP00000115672	ENSTNIP00000000944
ENSMUSP00000031478	ENSTNIP00000001900
ENSMUSP00000072534	ENSTNIP00000005951
ENSMUSP00000005849	ENSTNIP00000013124
ENSMUSP00000087197	ENSTNIP00000020948
ENSMUSP00000099651	ENSTNIP00000020413
ENSMUSP00000008021	ENSTNIP00000000084
ENSMUSP00000034842	ENSTNIP00000011248
ENSMUSP00000025707	ENSTNIP00000019262
ENSMUSP00000022784	ENSTNIP00000007787
ENSMUSP00000095422	ENSTNIP00000017791
ENSMUSP00000033044	ENSTNIP00000017970
ENSMUSP00000111961	ENSTNIP00000015513
ENSMUSP00000025847	ENSTNIP00000019936
ENSMUSP00000062344	ENSTNIP00000021167
ENSMUSP00000065835	ENSTNIP00000009185
ENSMUSP00000006478	ENSTNIP00000022283
ENSMUSP00000001172	ENSTNIP00000014438
ENSMUSP00000081745	ENSTNIP00000007366
ENSMUSP00000105358	ENSTNIP00000007181
ENSMUSP00000085555	ENSTNIP00000005968
ENSMUSP00000029564	ENSTNIP00000008839
ENSMUSP00000033503	ENSTNIP00000011811
ENSMUSP00000088676	ENSTNIP00000016187
ENSMUSP00000102395	ENSTNIP00000012848
ENSMUSP00000057461	ENSTNIP00000016464
ENSMUSP00000064547	ENSTNIP00000011403
ENSMUSP00000109425	ENSTNIP00000007636
ENSMUSP00000109425	ENSTNIP00000003342
ENSMUSP00000076458	ENSTNIP00000013574
ENSMUSP00000086820	ENSTNIP00000004157
ENSMUSP00000031538	ENSTNIP00000014414
ENSMUSP00000083205	ENSTNIP00000010551
ENSMUSP00000099558	ENSTNIP00000017296
ENSMUSP00000099661	ENSTNIP00000003810
ENSMUSP00000036912	ENSTNIP00000017387
ENSMUSP00000044682	ENSTNIP00000021643
ENSMUSP00000003981	ENSTNIP00000004156
ENSMUSP00000074421	ENSTNIP00000001527
ENSMUSP00000091713	ENSTNIP00000008476
ENSMUSP00000049851	ENSTNIP00000010834
ENSMUSP00000069864	ENSTNIP00000013512
ENSMUSP00000003536	ENSTNIP00000006061
ENSMUSP00000080650	ENSTNIP00000013873
ENSMUSP00000091428	ENSTNIP00000002991
ENSMUSP00000030165	ENSTNIP00000000540
ENSMUSP00000132288	ENSTNIP00000002288
ENSMUSP00000055757	ENSTNIP00000020770
ENSMUSP00000031351	ENSTNIP00000018918
ENSMUSP00000112338	ENSTNIP00000019802
ENSMUSP00000055415	ENSTNIP00000017323
ENSMUSP00000113162	ENSTNIP00000000199
ENSMUSP00000021060	ENSTNIP00000002685
ENSMUSP00000072019	ENSTNIP00000015808
ENSMUSP00000020965	ENSTNIP00000005053
ENSMUSP00000007754	ENSTNIP00000013078
ENSMUSP00000004729	ENSTNIP00000015061
ENSMUSP00000046654	ENSTNIP00000021759
ENSMUSP00000021296	ENSTNIP00000017455
ENSMUSP00000036951	ENSTNIP00000000817
ENSMUSP00000043825	ENSTNIP00000005214
ENSMUSP00000063157	ENSTNIP00000021256
ENSMUSP00000063157	ENSTNIP00000009755
ENSMUSP00000057942	ENSTNIP00000002236
ENSMUSP00000087896	ENSTNIP00000017821
ENSMUSP00000130167	ENSTNIP00000004166
ENSMUSP00000078641	ENSTNIP00000022301
ENSMUSP00000006178	ENSTNIP00000014585
ENSMUSP00000130532	ENSTNIP00000020744
ENSMUSP00000133360	ENSTNIP00000010419
ENSMUSP00000051515	ENSTNIP00000004990
ENSMUSP00000010249	ENSTNIP00000015994
ENSMUSP00000038739	ENSTNIP00000009355
ENSMUSP00000032747	ENSTNIP00000021963
ENSMUSP00000040885	ENSTNIP00000007729
ENSMUSP00000055892	ENSTNIP00000020945
ENSMUSP00000124073	ENSTNIP00000006157
ENSMUSP00000058283	ENSTNIP00000000248
ENSMUSP00000051408	ENSTNIP00000000067
ENSMUSP00000096057	ENSTNIP00000005356
ENSMUSP00000063910	ENSTNIP00000021555
ENSMUSP00000063910	ENSTNIP00000012025
ENSMUSP00000039010	ENSTNIP00000004248
ENSMUSP00000007865	ENSTNIP00000012966
ENSMUSP00000002737	ENSTNIP00000015597
ENSMUSP00000006046	ENSTNIP00000021083
ENSMUSP00000027955	ENSTNIP00000005190
ENSMUSP00000035157	ENSTNIP00000010542
ENSMUSP00000068607	ENSTNIP00000018431
ENSMUSP00000129589	ENSTNIP00000011490
ENSMUSP00000052838	ENSTNIP00000011598
ENSMUSP00000034464	ENSTNIP00000022351
ENSMUSP00000077760	ENSTNIP00000014670
ENSMUSP00000059435	ENSTNIP00000020609
ENSMUSP00000116252	ENSTNIP00000010916
ENSMUSP00000036220	ENSTNIP00000004981
ENSMUSP00000050258	ENSTNIP00000014102
ENSMUSP00000045111	ENSTNIP00000014529
ENSMUSP00000050336	ENSTNIP00000014369
ENSMUSP00000054462	ENSTNIP00000011765
ENSMUSP00000062387	ENSTNIP00000011118
ENSMUSP00000093622	ENSTNIP00000015986
ENSMUSP00000036337	ENSTNIP00000001908
ENSMUSP00000047015	ENSTNIP00000006264
ENSMUSP00000027781	ENSTNIP00000012752
ENSMUSP00000094318	ENSTNIP00000020452
ENSMUSP00000120240	ENSTNIP00000004041
ENSMUSP00000080641	ENSTNIP00000002855
ENSMUSP00000037417	ENSTNIP00000007705
ENSMUSP00000019878	ENSTNIP00000010910
ENSMUSP00000086933	ENSTNIP00000013465
ENSMUSP00000030471	ENSTNIP00000002179
ENSMUSP00000102393	ENSTNIP00000021279
ENSMUSP00000045376	ENSTNIP00000021249
ENSMUSP00000004389	ENSTNIP00000013670
ENSMUSP00000043551	ENSTNIP00000011000
ENSMUSP00000042918	ENSTNIP00000018090
ENSMUSP00000136988	ENSTNIP00000021521
ENSMUSP00000002280	ENSTNIP00000008298
ENSMUSP00000101449	ENSTNIP00000003885
ENSMUSP00000120802	ENSTNIP00000007214
ENSMUSP00000078084	ENSTNIP00000003887
ENSMUSP00000071818	ENSTNIP00000010819
ENSMUSP00000050992	ENSTNIP00000001928
ENSMUSP00000034045	ENSTNIP00000002147
ENSMUSP00000123324	ENSTNIP00000001302
ENSMUSP00000037456	ENSTNIP00000018327
ENSMUSP00000025885	ENSTNIP00000021400
ENSMUSP00000076227	ENSTNIP00000010828
ENSMUSP00000135524	ENSTNIP00000012152
ENSMUSP00000130371	ENSTNIP00000019879
ENSMUSP00000028295	ENSTNIP00000010321
ENSMUSP00000042727	ENSTNIP00000017583
ENSMUSP00000029839	ENSTNIP00000000853
ENSMUSP00000033054	ENSTNIP00000012235
ENSMUSP00000016977	ENSTNIP00000008381
ENSMUSP00000017604	ENSTNIP00000012156
ENSMUSP00000077584	ENSTNIP00000015132
ENSMUSP00000040568	ENSTNIP00000017968
ENSMUSP00000073873	ENSTNIP00000006209
ENSMUSP00000093819	ENSTNIP00000020775
ENSMUSP00000025045	ENSTNIP00000017749
ENSMUSP00000092020	ENSTNIP00000018207
ENSMUSP00000028761	ENSTNIP00000019784
ENSMUSP00000092907	ENSTNIP00000016176
ENSMUSP00000026700	ENSTNIP00000000599
ENSMUSP00000045647	ENSTNIP00000002795
ENSMUSP00000090798	ENSTNIP00000012803
ENSMUSP00000047845	ENSTNIP00000003597
ENSMUSP00000072084	ENSTNIP00000017284
ENSMUSP00000109818	ENSTNIP00000009621
ENSMUSP00000061683	ENSTNIP00000016632
ENSMUSP00000082800	ENSTNIP00000014929
ENSMUSP00000056026	ENSTNIP00000008050
ENSMUSP00000060148	ENSTNIP00000011315
ENSMUSP00000080996	ENSTNIP00000000835
ENSMUSP00000005053	ENSTNIP00000005064
ENSMUSP00000052179	ENSTNIP00000016042
ENSMUSP00000112113	ENSTNIP00000008155
ENSMUSP00000051618	ENSTNIP00000000258
ENSMUSP00000015017	ENSTNIP00000011873
ENSMUSP00000039784	ENSTNIP00000013372
ENSMUSP00000026698	ENSTNIP00000008083
ENSMUSP00000038877	ENSTNIP00000005239
ENSMUSP00000104849	ENSTNIP00000022124
ENSMUSP00000033388	ENSTNIP00000023113
ENSMUSP00000025719	ENSTNIP00000011900
ENSMUSP00000035452	ENSTNIP00000002487
ENSMUSP00000046196	ENSTNIP00000015442
ENSMUSP00000069159	ENSTNIP00000003742
ENSMUSP00000123155	ENSTNIP00000015978
ENSMUSP00000097792	ENSTNIP00000021937
ENSMUSP00000027286	ENSTNIP00000003826
ENSMUSP00000025904	ENSTNIP00000022920
ENSMUSP00000082490	ENSTNIP00000014076
ENSMUSP00000103086	ENSTNIP00000002983
ENSMUSP00000061997	ENSTNIP00000018104
ENSMUSP00000106667	ENSTNIP00000004178
ENSMUSP00000035773	ENSTNIP00000021277
ENSMUSP00000080224	ENSTNIP00000016326
ENSMUSP00000036981	ENSTNIP00000002299
ENSMUSP00000102157	ENSTNIP00000002939
ENSMUSP00000030942	ENSTNIP00000017685
ENSMUSP00000081573	ENSTNIP00000016233
ENSMUSP00000138455	ENSTNIP00000015166
ENSMUSP00000138455	ENSTNIP00000007496
ENSMUSP00000091608	ENSTNIP00000008678
ENSMUSP00000006397	ENSTNIP00000004155
ENSMUSP00000080994	ENSTNIP00000002153
ENSMUSP00000033335	ENSTNIP00000005014
ENSMUSP00000038568	ENSTNIP00000017075
ENSMUSP00000072688	ENSTNIP00000011378
ENSMUSP00000081003	ENSTNIP00000007009
ENSMUSP00000060892	ENSTNIP00000003058
ENSMUSP00000007266	ENSTNIP00000016772
ENSMUSP00000019224	ENSTNIP00000017716
ENSMUSP00000020719	ENSTNIP00000011325
ENSMUSP00000083752	ENSTNIP00000013974
ENSMUSP00000061100	ENSTNIP00000015866
ENSMUSP00000019198	ENSTNIP00000015981
ENSMUSP00000021420	ENSTNIP00000020525
ENSMUSP00000059143	ENSTNIP00000014996
ENSMUSP00000038204	ENSTNIP00000015133
ENSMUSP00000080081	ENSTNIP00000006918
ENSMUSP00000097648	ENSTNIP00000000881
ENSMUSP00000097648	ENSTNIP00000015217
ENSMUSP00000081001	ENSTNIP00000002665
ENSMUSP00000071772	ENSTNIP00000012492
ENSMUSP00000074988	ENSTNIP00000018483
ENSMUSP00000002395	ENSTNIP00000010890
ENSMUSP00000081114	ENSTNIP00000015510
ENSMUSP00000013842	ENSTNIP00000010221
ENSMUSP00000045608	ENSTNIP00000003262
ENSMUSP00000056154	ENSTNIP00000002222
ENSMUSP00000058985	ENSTNIP00000020634
ENSMUSP00000080997	ENSTNIP00000023047
ENSMUSP00000034413	ENSTNIP00000009207
ENSMUSP00000050103	ENSTNIP00000011540
ENSMUSP00000042088	ENSTNIP00000017449
ENSMUSP00000113444	ENSTNIP00000018190
ENSMUSP00000076188	ENSTNIP00000013339
ENSMUSP00000112665	ENSTNIP00000021514
ENSMUSP00000112665	ENSTNIP00000020718
ENSMUSP00000026832	ENSTNIP00000006908
ENSMUSP00000041855	ENSTNIP00000010961
ENSMUSP00000027449	ENSTNIP00000015151
ENSMUSP00000125167	ENSTNIP00000007865
ENSMUSP00000058860	ENSTNIP00000014230
ENSMUSP00000062303	ENSTNIP00000019568
ENSMUSP00000095571	ENSTNIP00000016680
ENSMUSP00000027492	ENSTNIP00000002328
ENSMUSP00000071955	ENSTNIP00000006636
ENSMUSP00000044228	ENSTNIP00000003697
ENSMUSP00000092845	ENSTNIP00000003756
ENSMUSP00000062046	ENSTNIP00000010216
ENSMUSP00000075107	ENSTNIP00000021858
ENSMUSP00000075107	ENSTNIP00000007494
ENSMUSP00000068850	ENSTNIP00000019845
ENSMUSP00000071387	ENSTNIP00000022577
ENSMUSP00000032882	ENSTNIP00000005623
ENSMUSP00000133302	ENSTNIP00000000050
ENSMUSP00000085921	ENSTNIP00000015661
ENSMUSP00000073259	ENSTNIP00000009827
ENSMUSP00000076686	ENSTNIP00000001939
ENSMUSP00000137738	ENSTNIP00000019923
ENSMUSP00000118182	ENSTNIP00000008087
ENSMUSP00000013766	ENSTNIP00000019437
ENSMUSP00000109154	ENSTNIP00000016837
ENSMUSP00000029123	ENSTNIP00000003081
ENSMUSP00000002452	ENSTNIP00000009946
ENSMUSP00000069692	ENSTNIP00000021801
ENSMUSP00000069692	ENSTNIP00000021800
ENSMUSP00000016124	ENSTNIP00000001756
ENSMUSP00000055482	ENSTNIP00000018119
ENSMUSP00000092034	ENSTNIP00000008847
ENSMUSP00000080993	ENSTNIP00000003835
ENSMUSP00000105057	ENSTNIP00000019697
ENSMUSP00000048810	ENSTNIP00000012782
ENSMUSP00000119124	ENSTNIP00000018804
ENSMUSP00000075094	ENSTNIP00000002425
ENSMUSP00000136062	ENSTNIP00000019922
ENSMUSP00000051539	ENSTNIP00000000826
ENSMUSP00000056693	ENSTNIP00000004404
ENSMUSP00000052908	ENSTNIP00000013551
ENSMUSP00000023219	ENSTNIP00000005499
ENSMUSP00000101003	ENSTNIP00000013102
ENSMUSP00000025910	ENSTNIP00000016839
ENSMUSP00000036541	ENSTNIP00000017130
ENSMUSP00000044570	ENSTNIP00000004434
ENSMUSP00000131169	ENSTNIP00000015357
ENSMUSP00000042334	ENSTNIP00000018380
ENSMUSP00000081000	ENSTNIP00000002268
ENSMUSP00000035535	ENSTNIP00000000606
ENSMUSP00000081002	ENSTNIP00000000974
ENSMUSP00000112277	ENSTNIP00000006364
ENSMUSP00000033737	ENSTNIP00000005866
ENSMUSP00000033394	ENSTNIP00000001372
ENSMUSP00000099633	ENSTNIP00000014323
ENSMUSP00000042416	ENSTNIP00000010377
ENSMUSP00000049678	ENSTNIP00000018015
ENSMUSP00000105891	ENSTNIP00000001618
ENSMUSP00000008284	ENSTNIP00000008905
ENSMUSP00000043956	ENSTNIP00000005302
ENSMUSP00000025864	ENSTNIP00000000579
ENSMUSP00000057578	ENSTNIP00000014660
ENSMUSP00000112644	ENSTNIP00000000920
ENSMUSP00000020440	ENSTNIP00000018593
ENSMUSP00000119782	ENSTNIP00000013879
ENSMUSP00000110357	ENSTNIP00000016782
ENSMUSP00000129403	ENSTNIP00000006142
ENSMUSP00000044417	ENSTNIP00000013345
ENSMUSP00000106664	ENSTNIP00000002992
ENSMUSP00000054990	ENSTNIP00000003012
ENSMUSP00000113963	ENSTNIP00000015660
ENSMUSP00000045283	ENSTNIP00000016373
ENSMUSP00000080998	ENSTNIP00000000394
ENSMUSP00000102716	ENSTNIP00000013201
ENSMUSP00000080992	ENSTNIP00000007011
ENSMUSP00000034554	ENSTNIP00000017386
ENSMUSP00000109855	ENSTNIP00000007580
ENSMUSP00000109855	ENSTNIP00000005698
ENSMUSP00000034632	ENSTNIP00000003603
ENSMUSP00000057263	ENSTNIP00000000699
ENSMUSP00000025249	ENSTNIP00000014600
ENSMUSP00000115503	ENSTNIP00000008817
ENSMUSP00000036614	ENSTNIP00000008405
ENSMUSP00000091527	ENSTNIP00000000758
ENSMUSP00000042277	ENSTNIP00000014471
ENSMUSP00000019302	ENSTNIP00000010575
ENSMUSP00000029742	ENSTNIP00000008931
ENSMUSP00000023285	ENSTNIP00000005431
ENSMUSP00000136681	ENSTNIP00000020504
ENSMUSP00000028356	ENSTNIP00000019594
ENSMUSP00000132050	ENSTNIP00000013900
ENSMUSP00000002757	ENSTNIP00000022549
ENSMUSP00000095496	ENSTNIP00000023036
ENSMUSP00000055104	ENSTNIP00000003841
ENSMUSP00000059091	ENSTNIP00000010579
ENSMUSP00000039910	ENSTNIP00000008986
ENSMUSP00000106345	ENSTNIP00000002306
ENSMUSP00000024015	ENSTNIP00000015164
ENSMUSP00000033100	ENSTNIP00000018437
ENSMUSP00000091624	ENSTNIP00000021493
ENSMUSP00000048994	ENSTNIP00000012172
ENSMUSP00000081784	ENSTNIP00000009245
ENSMUSP00000044497	ENSTNIP00000013988
ENSMUSP00000080630	ENSTNIP00000004484
ENSMUSP00000029837	ENSTNIP00000015138
ENSMUSP00000099396	ENSTNIP00000017451
ENSMUSP00000060137	ENSTNIP00000011244
ENSMUSP00000044253	ENSTNIP00000003066
ENSMUSP00000090245	ENSTNIP00000007838
ENSMUSP00000039202	ENSTNIP00000001187
ENSMUSP00000098000	ENSTNIP00000015682
ENSMUSP00000020341	ENSTNIP00000005575
ENSMUSP00000071493	ENSTNIP00000019256
ENSMUSP00000025064	ENSTNIP00000006307
ENSMUSP00000020552	ENSTNIP00000020330
ENSMUSP00000058317	ENSTNIP00000001506
ENSMUSP00000103512	ENSTNIP00000004226
ENSMUSP00000092041	ENSTNIP00000018923
ENSMUSP00000043153	ENSTNIP00000000587
ENSMUSP00000026128	ENSTNIP00000017149
ENSMUSP00000096541	ENSTNIP00000009015
ENSMUSP00000024766	ENSTNIP00000000546
ENSMUSP00000136259	ENSTNIP00000018792
ENSMUSP00000026539	ENSTNIP00000019637
ENSMUSP00000110192	ENSTNIP00000011238
ENSMUSP00000052869	ENSTNIP00000008187
ENSMUSP00000138676	ENSTNIP00000011686
ENSMUSP00000101536	ENSTNIP00000020110
ENSMUSP00000030865	ENSTNIP00000008994
ENSMUSP00000030122	ENSTNIP00000021230
ENSMUSP00000027849	ENSTNIP00000009369
ENSMUSP00000021406	ENSTNIP00000005142
ENSMUSP00000038463	ENSTNIP00000008679
ENSMUSP00000050335	ENSTNIP00000012652
ENSMUSP00000031024	ENSTNIP00000021952
ENSMUSP00000045354	ENSTNIP00000010944
ENSMUSP00000020016	ENSTNIP00000022906
ENSMUSP00000060275	ENSTNIP00000015595
