ENSGACP00000024945	ENSDARP00000122973
ENSGACP00000006261	ENSDARP00000065231
ENSGACP00000018098	ENSDARP00000072446
ENSGACP00000000376	ENSDARP00000064112
ENSGACP00000003755	ENSDARP00000063788
ENSGACP00000011313	ENSDARP00000108800
ENSGACP00000009177	ENSDARP00000080008
ENSGACP00000023656	ENSDARP00000029749
ENSGACP00000008663	ENSDARP00000081257
ENSGACP00000008513	ENSDARP00000004251
ENSGACP00000018092	ENSDARP00000041450
ENSGACP00000009321	ENSDARP00000085810
ENSGACP00000020176	ENSDARP00000126605
ENSGACP00000005545	ENSDARP00000024527
ENSGACP00000005111	ENSDARP00000114762
ENSGACP00000007160	ENSDARP00000017721
ENSGACP00000026037	ENSDARP00000017622
ENSGACP00000003196	ENSDARP00000119405
ENSGACP00000006540	ENSDARP00000044127
ENSGACP00000005273	ENSDARP00000112036
ENSGACP00000007858	ENSDARP00000094053
ENSGACP00000002840	ENSDARP00000073846
ENSGACP00000025994	ENSDARP00000105555
ENSGACP00000019525	ENSDARP00000025779
ENSGACP00000017856	ENSDARP00000111696
ENSGACP00000001111	ENSDARP00000068223
ENSGACP00000013635	ENSDARP00000037308
ENSGACP00000026052	ENSDARP00000000019
ENSGACP00000025939	ENSDARP00000068523
ENSGACP00000021852	ENSDARP00000119233
ENSGACP00000025312	ENSDARP00000072564
ENSGACP00000017887	ENSDARP00000022829
ENSGACP00000018171	ENSDARP00000089506
ENSGACP00000010428	ENSDARP00000108030
ENSGACP00000011417	ENSDARP00000067993
ENSGACP00000014928	ENSDARP00000079916
ENSGACP00000006496	ENSDARP00000064111
ENSGACP00000015561	ENSDARP00000063391
ENSGACP00000020110	ENSDARP00000095418
ENSGACP00000004611	ENSDARP00000107908
ENSGACP00000003709	ENSDARP00000091951
ENSGACP00000006157	ENSDARP00000006549
ENSGACP00000024727	ENSDARP00000042671
ENSGACP00000015850	ENSDARP00000020042
ENSGACP00000000424	ENSDARP00000101486
ENSGACP00000004129	ENSDARP00000017003
ENSGACP00000003329	ENSDARP00000129538
ENSGACP00000018935	ENSDARP00000048858
ENSGACP00000001788	ENSDARP00000037364
ENSGACP00000021868	ENSDARP00000026769
ENSGACP00000015955	ENSDARP00000069247
ENSGACP00000000709	ENSDARP00000099210
ENSGACP00000000465	ENSDARP00000065995
ENSGACP00000022442	ENSDARP00000034979
ENSGACP00000009774	ENSDARP00000086095
ENSGACP00000011900	ENSDARP00000107015
ENSGACP00000004402	ENSDARP00000074549
ENSGACP00000006098	ENSDARP00000066392
ENSGACP00000012723	ENSDARP00000076844
ENSGACP00000018320	ENSDARP00000121828
ENSGACP00000007586	ENSDARP00000079717
ENSGACP00000009199	ENSDARP00000120246
ENSGACP00000018686	ENSDARP00000040775
ENSGACP00000025024	ENSDARP00000093822
ENSGACP00000005541	ENSDARP00000111675
ENSGACP00000016813	ENSDARP00000097766
ENSGACP00000003209	ENSDARP00000055442
ENSGACP00000011122	ENSDARP00000048870
ENSGACP00000020630	ENSDARP00000073498
ENSGACP00000012997	ENSDARP00000097488
ENSGACP00000002800	ENSDARP00000045123
ENSGACP00000021213	ENSDARP00000099447
ENSGACP00000002176	ENSDARP00000122983
ENSGACP00000027626	ENSDARP00000002108
ENSGACP00000016123	ENSDARP00000015118
ENSGACP00000013218	ENSDARP00000095073
ENSGACP00000015313	ENSDARP00000097737
ENSGACP00000024621	ENSDARP00000055565
ENSGACP00000005993	ENSDARP00000008857
ENSGACP00000023315	ENSDARP00000068720
ENSGACP00000025681	ENSDARP00000067754
ENSGACP00000020844	ENSDARP00000126236
ENSGACP00000005864	ENSDARP00000113240
ENSGACP00000006228	ENSDARP00000125625
ENSGACP00000023334	ENSDARP00000121684
ENSGACP00000011605	ENSDARP00000004923
ENSGACP00000022668	ENSDARP00000047207
ENSGACP00000004864	ENSDARP00000003173
ENSGACP00000011598	ENSDARP00000103116
ENSGACP00000002171	ENSDARP00000092338
ENSGACP00000009477	ENSDARP00000091471
ENSGACP00000023610	ENSDARP00000096200
ENSGACP00000006404	ENSDARP00000060730
ENSGACP00000026531	ENSDARP00000058907
ENSGACP00000026969	ENSDARP00000051551
ENSGACP00000011520	ENSDARP00000031054
ENSGACP00000021562	ENSDARP00000046839
ENSGACP00000005482	ENSDARP00000056925
ENSGACP00000013145	ENSDARP00000087506
ENSGACP00000009547	ENSDARP00000064438
ENSGACP00000018269	ENSDARP00000025069
ENSGACP00000020402	ENSDARP00000068087
ENSGACP00000027594	ENSDARP00000081911
ENSGACP00000010046	ENSDARP00000069326
ENSGACP00000021170	ENSDARP00000107199
ENSGACP00000004246	ENSDARP00000106102
ENSGACP00000019560	ENSDARP00000052323
ENSGACP00000025507	ENSDARP00000006223
ENSGACP00000022807	ENSDARP00000006732
ENSGACP00000004947	ENSDARP00000112480
ENSGACP00000001248	ENSDARP00000108231
ENSGACP00000023314	ENSDARP00000121489
ENSGACP00000019096	ENSDARP00000056648
ENSGACP00000019253	ENSDARP00000053932
ENSGACP00000017967	ENSDARP00000058289
ENSGACP00000004237	ENSDARP00000102182
ENSGACP00000001912	ENSDARP00000049223
ENSGACP00000026749	ENSDARP00000034175
ENSGACP00000004458	ENSDARP00000060133
ENSGACP00000012919	ENSDARP00000106420
ENSGACP00000016206	ENSDARP00000098710
ENSGACP00000015628	ENSDARP00000122064
ENSGACP00000026550	ENSDARP00000009619
ENSGACP00000005264	ENSDARP00000106401
ENSGACP00000001016	ENSDARP00000012488
ENSGACP00000001255	ENSDARP00000022770
ENSGACP00000020945	ENSDARP00000052348
ENSGACP00000003873	ENSDARP00000113407
ENSGACP00000004375	ENSDARP00000120704
ENSGACP00000010228	ENSDARP00000055610
ENSGACP00000012082	ENSDARP00000115495
ENSGACP00000018904	ENSDARP00000002605
ENSGACP00000023205	ENSDARP00000024616
ENSGACP00000023064	ENSDARP00000107556
ENSGACP00000011111	ENSDARP00000072692
ENSGACP00000023166	ENSDARP00000116055
ENSGACP00000006972	ENSDARP00000105892
ENSGACP00000017678	ENSDARP00000095783
ENSGACP00000025955	ENSDARP00000117101
ENSGACP00000009175	ENSDARP00000126600
ENSGACP00000009349	ENSDARP00000073936
ENSGACP00000008938	ENSDARP00000112810
ENSGACP00000013545	ENSDARP00000004735
ENSGACP00000013196	ENSDARP00000103971
ENSGACP00000017053	ENSDARP00000109722
ENSGACP00000025472	ENSDARP00000008455
ENSGACP00000011781	ENSDARP00000047250
ENSGACP00000025141	ENSDARP00000116431
ENSGACP00000004643	ENSDARP00000020711
ENSGACP00000024849	ENSDARP00000074588
ENSGACP00000005758	ENSDARP00000115398
ENSGACP00000019871	ENSDARP00000035352
ENSGACP00000008345	ENSDARP00000021768
ENSGACP00000011127	ENSDARP00000061405
ENSGACP00000023338	ENSDARP00000002618
ENSGACP00000013390	ENSDARP00000080966
ENSGACP00000005224	ENSDARP00000035108
ENSGACP00000018080	ENSDARP00000084619
ENSGACP00000025894	ENSDARP00000042491
ENSGACP00000013366	ENSDARP00000124483
ENSGACP00000021493	ENSDARP00000065565
ENSGACP00000005912	ENSDARP00000072728
ENSGACP00000020325	ENSDARP00000026192
ENSGACP00000014170	ENSDARP00000067667
ENSGACP00000006922	ENSDARP00000071213
ENSGACP00000017985	ENSDARP00000082118
ENSGACP00000023913	ENSDARP00000096299
ENSGACP00000003003	ENSDARP00000095264
ENSGACP00000020641	ENSDARP00000100108
ENSGACP00000008700	ENSDARP00000101392
ENSGACP00000017278	ENSDARP00000025160
ENSGACP00000018107	ENSDARP00000104227
ENSGACP00000022025	ENSDARP00000060576
ENSGACP00000010997	ENSDARP00000051892
ENSGACP00000009895	ENSDARP00000016305
ENSGACP00000003455	ENSDARP00000103658
ENSGACP00000006830	ENSDARP00000073284
ENSGACP00000011694	ENSDARP00000074130
ENSGACP00000024599	ENSDARP00000124965
ENSGACP00000010029	ENSDARP00000056036
ENSGACP00000022413	ENSDARP00000097448
ENSGACP00000003374	ENSDARP00000052502
ENSGACP00000027237	ENSDARP00000074049
ENSGACP00000016339	ENSDARP00000079877
ENSGACP00000002733	ENSDARP00000116017
ENSGACP00000001099	ENSDARP00000079466
ENSGACP00000027210	ENSDARP00000076392
ENSGACP00000013340	ENSDARP00000091524
ENSGACP00000009745	ENSDARP00000058668
ENSGACP00000021918	ENSDARP00000065337
ENSGACP00000012213	ENSDARP00000008022
ENSGACP00000020968	ENSDARP00000103306
ENSGACP00000005433	ENSDARP00000109358
ENSGACP00000020223	ENSDARP00000057160
ENSGACP00000005892	ENSDARP00000078444
ENSGACP00000010716	ENSDARP00000025305
ENSGACP00000014778	ENSDARP00000117319
ENSGACP00000021344	ENSDARP00000035286
ENSGACP00000011023	ENSDARP00000127494
ENSGACP00000017268	ENSDARP00000117314
ENSGACP00000010256	ENSDARP00000084908
ENSGACP00000020923	ENSDARP00000032121
ENSGACP00000004167	ENSDARP00000012553
ENSGACP00000007166	ENSDARP00000126028
ENSGACP00000021159	ENSDARP00000100201
ENSGACP00000010862	ENSDARP00000109261
ENSGACP00000010769	ENSDARP00000119793
ENSGACP00000002598	ENSDARP00000011338
ENSGACP00000015330	ENSDARP00000128195
ENSGACP00000027050	ENSDARP00000065340
ENSGACP00000022751	ENSDARP00000027115
ENSGACP00000012540	ENSDARP00000038215
ENSGACP00000002557	ENSDARP00000072280
ENSGACP00000017601	ENSDARP00000039986
ENSGACP00000015756	ENSDARP00000097969
ENSGACP00000010532	ENSDARP00000090050
ENSGACP00000005207	ENSDARP00000000952
ENSGACP00000027591	ENSDARP00000117221
ENSGACP00000018526	ENSDARP00000110677
ENSGACP00000027186	ENSDARP00000081548
ENSGACP00000007001	ENSDARP00000006705
ENSGACP00000004564	ENSDARP00000104495
ENSGACP00000026227	ENSDARP00000110236
ENSGACP00000012489	ENSDARP00000073520
ENSGACP00000010544	ENSDARP00000016280
ENSGACP00000017359	ENSDARP00000121984
ENSGACP00000013213	ENSDARP00000107627
ENSGACP00000011324	ENSDARP00000049098
ENSGACP00000016197	ENSDARP00000060705
ENSGACP00000027175	ENSDARP00000072835
ENSGACP00000011964	ENSDARP00000072745
ENSGACP00000007155	ENSDARP00000004826
ENSGACP00000009417	ENSDARP00000113910
ENSGACP00000006275	ENSDARP00000098511
ENSGACP00000018127	ENSDARP00000051541
ENSGACP00000015323	ENSDARP00000125000
ENSGACP00000000426	ENSDARP00000009133
ENSGACP00000015635	ENSDARP00000062705
ENSGACP00000019696	ENSDARP00000119212
ENSGACP00000005927	ENSDARP00000103018
ENSGACP00000014358	ENSDARP00000101488
ENSGACP00000009495	ENSDARP00000124229
ENSGACP00000006094	ENSDARP00000051054
ENSGACP00000016995	ENSDARP00000124457
ENSGACP00000022435	ENSDARP00000107782
ENSGACP00000010281	ENSDARP00000069232
ENSGACP00000021931	ENSDARP00000005452
ENSGACP00000024511	ENSDARP00000118562
ENSGACP00000014569	ENSDARP00000111486
ENSGACP00000012768	ENSDARP00000106702
ENSGACP00000018966	ENSDARP00000110919
ENSGACP00000022037	ENSDARP00000122322
ENSGACP00000020031	ENSDARP00000112332
ENSGACP00000021198	ENSDARP00000083675
ENSGACP00000010879	ENSDARP00000081872
ENSGACP00000026403	ENSDARP00000033056
ENSGACP00000021611	ENSDARP00000022891
ENSGACP00000023558	ENSDARP00000098029
ENSGACP00000015781	ENSDARP00000027942
ENSGACP00000026679	ENSDARP00000111856
ENSGACP00000020687	ENSDARP00000056033
ENSGACP00000000280	ENSDARP00000084122
ENSGACP00000005852	ENSDARP00000018811
ENSGACP00000017450	ENSDARP00000079227
ENSGACP00000018229	ENSDARP00000016277
ENSGACP00000020435	ENSDARP00000068161
ENSGACP00000008230	ENSDARP00000060254
ENSGACP00000008039	ENSDARP00000093328
ENSGACP00000016245	ENSDARP00000067719
ENSGACP00000007326	ENSDARP00000116117
ENSGACP00000025828	ENSDARP00000063823
ENSGACP00000023723	ENSDARP00000110172
ENSGACP00000020969	ENSDARP00000006504
ENSGACP00000008652	ENSDARP00000125093
ENSGACP00000021241	ENSDARP00000097860
ENSGACP00000005200	ENSDARP00000111767
ENSGACP00000027104	ENSDARP00000091982
ENSGACP00000003426	ENSDARP00000100426
ENSGACP00000009718	ENSDARP00000085842
ENSGACP00000004041	ENSDARP00000048272
ENSGACP00000007550	ENSDARP00000058099
ENSGACP00000003814	ENSDARP00000121195
ENSGACP00000015172	ENSDARP00000005284
ENSGACP00000000115	ENSDARP00000005117
ENSGACP00000019487	ENSDARP00000002953
ENSGACP00000006486	ENSDARP00000040264
ENSGACP00000012077	ENSDARP00000115627
ENSGACP00000015773	ENSDARP00000104908
ENSGACP00000020462	ENSDARP00000110518
ENSGACP00000000840	ENSDARP00000099760
ENSGACP00000013125	ENSDARP00000115456
ENSGACP00000026114	ENSDARP00000017491
ENSGACP00000023286	ENSDARP00000065754
ENSGACP00000003579	ENSDARP00000009932
ENSGACP00000000549	ENSDARP00000098119
ENSGACP00000017672	ENSDARP00000122374
ENSGACP00000027572	ENSDARP00000092435
ENSGACP00000024617	ENSDARP00000012513
ENSGACP00000020011	ENSDARP00000086334
ENSGACP00000015954	ENSDARP00000024931
ENSGACP00000017646	ENSDARP00000079164
ENSGACP00000024044	ENSDARP00000106010
ENSGACP00000012046	ENSDARP00000073957
ENSGACP00000013958	ENSDARP00000121341
ENSGACP00000011099	ENSDARP00000078815
ENSGACP00000011929	ENSDARP00000056187
ENSGACP00000014499	ENSDARP00000075336
ENSGACP00000026698	ENSDARP00000073252
ENSGACP00000008980	ENSDARP00000018877
ENSGACP00000026631	ENSDARP00000105226
ENSGACP00000018925	ENSDARP00000101747
ENSGACP00000010259	ENSDARP00000012236
ENSGACP00000016445	ENSDARP00000011002
ENSGACP00000025857	ENSDARP00000042485
ENSGACP00000013222	ENSDARP00000079032
ENSGACP00000022014	ENSDARP00000078268
ENSGACP00000012877	ENSDARP00000051091
ENSGACP00000007826	ENSDARP00000104754
ENSGACP00000004327	ENSDARP00000050901
ENSGACP00000020397	ENSDARP00000008668
ENSGACP00000011236	ENSDARP00000045503
ENSGACP00000017746	ENSDARP00000003498
ENSGACP00000025696	ENSDARP00000065035
ENSGACP00000016201	ENSDARP00000104084
ENSGACP00000008495	ENSDARP00000104602
ENSGACP00000015450	ENSDARP00000087847
ENSGACP00000022864	ENSDARP00000068927
ENSGACP00000019704	ENSDARP00000101591
ENSGACP00000025878	ENSDARP00000006941
ENSGACP00000017553	ENSDARP00000025996
ENSGACP00000011884	ENSDARP00000094663
ENSGACP00000015866	ENSDARP00000023925
ENSGACP00000008827	ENSDARP00000048255
ENSGACP00000003091	ENSDARP00000099555
ENSGACP00000009345	ENSDARP00000025936
ENSGACP00000011398	ENSDARP00000028398
ENSGACP00000026478	ENSDARP00000018434
ENSGACP00000012103	ENSDARP00000030659
ENSGACP00000016128	ENSDARP00000008898
ENSGACP00000009582	ENSDARP00000055429
ENSGACP00000002071	ENSDARP00000038323
ENSGACP00000017074	ENSDARP00000030612
ENSGACP00000010836	ENSDARP00000062365
ENSGACP00000007083	ENSDARP00000066287
ENSGACP00000009570	ENSDARP00000105174
ENSGACP00000009731	ENSDARP00000100881
ENSGACP00000003593	ENSDARP00000113544
ENSGACP00000004928	ENSDARP00000056120
ENSGACP00000006899	ENSDARP00000027770
ENSGACP00000010405	ENSDARP00000103059
ENSGACP00000002444	ENSDARP00000122028
ENSGACP00000011190	ENSDARP00000027502
ENSGACP00000025567	ENSDARP00000113321
ENSGACP00000014799	ENSDARP00000023515
ENSGACP00000006141	ENSDARP00000098870
ENSGACP00000009425	ENSDARP00000017782
ENSGACP00000004745	ENSDARP00000087723
ENSGACP00000008783	ENSDARP00000112137
ENSGACP00000000967	ENSDARP00000073691
ENSGACP00000020077	ENSDARP00000116659
ENSGACP00000026100	ENSDARP00000097545
ENSGACP00000013541	ENSDARP00000115988
ENSGACP00000002899	ENSDARP00000108106
ENSGACP00000006510	ENSDARP00000098600
ENSGACP00000027468	ENSDARP00000105827
ENSGACP00000007846	ENSDARP00000059437
ENSGACP00000008388	ENSDARP00000060048
ENSGACP00000023616	ENSDARP00000104290
ENSGACP00000026131	ENSDARP00000023984
ENSGACP00000021315	ENSDARP00000011778
ENSGACP00000000970	ENSDARP00000062723
ENSGACP00000019893	ENSDARP00000125701
ENSGACP00000010790	ENSDARP00000120399
ENSGACP00000009507	ENSDARP00000073346
ENSGACP00000001565	ENSDARP00000087753
ENSGACP00000017763	ENSDARP00000124625
ENSGACP00000005229	ENSDARP00000101882
ENSGACP00000003588	ENSDARP00000098507
ENSGACP00000022749	ENSDARP00000011140
ENSGACP00000009726	ENSDARP00000061828
ENSGACP00000022975	ENSDARP00000013902
ENSGACP00000010926	ENSDARP00000118462
ENSGACP00000024476	ENSDARP00000032159
ENSGACP00000023191	ENSDARP00000074317
ENSGACP00000026249	ENSDARP00000040444
ENSGACP00000013661	ENSDARP00000004350
ENSGACP00000021472	ENSDARP00000056457
ENSGACP00000018913	ENSDARP00000118390
ENSGACP00000003639	ENSDARP00000060173
ENSGACP00000022088	ENSDARP00000118229
ENSGACP00000017652	ENSDARP00000102380
ENSGACP00000000632	ENSDARP00000117226
ENSGACP00000007641	ENSDARP00000053462
ENSGACP00000027622	ENSDARP00000091811
ENSGACP00000018724	ENSDARP00000070950
ENSGACP00000006771	ENSDARP00000047739
ENSGACP00000023215	ENSDARP00000008507
ENSGACP00000025071	ENSDARP00000066979
ENSGACP00000009203	ENSDARP00000007903
ENSGACP00000014761	ENSDARP00000003132
ENSGACP00000018614	ENSDARP00000077497
ENSGACP00000018777	ENSDARP00000121710
ENSGACP00000007484	ENSDARP00000105421
ENSGACP00000022005	ENSDARP00000088722
ENSGACP00000003410	ENSDARP00000064572
ENSGACP00000024614	ENSDARP00000067085
ENSGACP00000013568	ENSDARP00000079159
ENSGACP00000004673	ENSDARP00000084049
ENSGACP00000002586	ENSDARP00000029689
ENSGACP00000021687	ENSDARP00000109592
ENSGACP00000010737	ENSDARP00000117869
ENSGACP00000005672	ENSDARP00000086283
ENSGACP00000014758	ENSDARP00000070483
ENSGACP00000011571	ENSDARP00000030536
ENSGACP00000027274	ENSDARP00000070510
ENSGACP00000019458	ENSDARP00000003782
ENSGACP00000018362	ENSDARP00000065137
ENSGACP00000020801	ENSDARP00000120275
ENSGACP00000017606	ENSDARP00000124189
ENSGACP00000006338	ENSDARP00000119003
ENSGACP00000002775	ENSDARP00000103296
ENSGACP00000020389	ENSDARP00000109834
ENSGACP00000012176	ENSDARP00000129461
ENSGACP00000005988	ENSDARP00000062956
ENSGACP00000014320	ENSDARP00000093287
ENSGACP00000006536	ENSDARP00000062675
ENSGACP00000019448	ENSDARP00000074610
ENSGACP00000024863	ENSDARP00000083766
ENSGACP00000016704	ENSDARP00000069553
ENSGACP00000004330	ENSDARP00000083959
ENSGACP00000018864	ENSDARP00000063577
ENSGACP00000007665	ENSDARP00000049146
ENSGACP00000021119	ENSDARP00000122697
ENSGACP00000018025	ENSDARP00000101599
ENSGACP00000004833	ENSDARP00000124369
ENSGACP00000022468	ENSDARP00000099746
ENSGACP00000008494	ENSDARP00000105673
ENSGACP00000010051	ENSDARP00000109854
ENSGACP00000014550	ENSDARP00000062334
ENSGACP00000006955	ENSDARP00000098756
ENSGACP00000012192	ENSDARP00000118377
ENSGACP00000020368	ENSDARP00000077215
ENSGACP00000004277	ENSDARP00000107067
ENSGACP00000011274	ENSDARP00000128473
ENSGACP00000015685	ENSDARP00000090088
ENSGACP00000014391	ENSDARP00000129633
ENSGACP00000027279	ENSDARP00000097730
ENSGACP00000015710	ENSDARP00000091019
ENSGACP00000009533	ENSDARP00000007588
ENSGACP00000019715	ENSDARP00000059344
ENSGACP00000017977	ENSDARP00000012036
ENSGACP00000002209	ENSDARP00000109032
ENSGACP00000020081	ENSDARP00000105166
ENSGACP00000024286	ENSDARP00000126101
ENSGACP00000000645	ENSDARP00000128440
ENSGACP00000003929	ENSDARP00000101853
ENSGACP00000020813	ENSDARP00000012019
ENSGACP00000012290	ENSDARP00000026992
ENSGACP00000021383	ENSDARP00000123226
ENSGACP00000006740	ENSDARP00000090567
ENSGACP00000027092	ENSDARP00000109832
ENSGACP00000018039	ENSDARP00000120194
ENSGACP00000017888	ENSDARP00000111839
ENSGACP00000007108	ENSDARP00000100377
ENSGACP00000008591	ENSDARP00000118830
ENSGACP00000016357	ENSDARP00000011821
ENSGACP00000026533	ENSDARP00000057506
ENSGACP00000006313	ENSDARP00000066396
ENSGACP00000018194	ENSDARP00000109194
ENSGACP00000014702	ENSDARP00000006629
ENSGACP00000016863	ENSDARP00000011386
ENSGACP00000019986	ENSDARP00000069565
ENSGACP00000011282	ENSDARP00000128453
ENSGACP00000018405	ENSDARP00000110877
ENSGACP00000003181	ENSDARP00000032193
ENSGACP00000010367	ENSDARP00000079444
ENSGACP00000000639	ENSDARP00000104318
ENSGACP00000004860	ENSDARP00000103076
ENSGACP00000020698	ENSDARP00000032739
ENSGACP00000020568	ENSDARP00000086049
ENSGACP00000023618	ENSDARP00000124957
ENSGACP00000021177	ENSDARP00000084458
ENSGACP00000005593	ENSDARP00000074043
ENSGACP00000010286	ENSDARP00000128101
ENSGACP00000008546	ENSDARP00000093542
ENSGACP00000020428	ENSDARP00000066805
ENSGACP00000006639	ENSDARP00000094011
ENSGACP00000012333	ENSDARP00000075478
ENSGACP00000018330	ENSDARP00000060728
ENSGACP00000007147	ENSDARP00000129379
ENSGACP00000025053	ENSDARP00000070015
ENSGACP00000017529	ENSDARP00000063737
ENSGACP00000023450	ENSDARP00000109135
ENSGACP00000019222	ENSDARP00000117903
ENSGACP00000008650	ENSDARP00000007832
ENSGACP00000015096	ENSDARP00000114838
ENSGACP00000020372	ENSDARP00000116343
ENSGACP00000018880	ENSDARP00000047623
ENSGACP00000011601	ENSDARP00000073020
ENSGACP00000008912	ENSDARP00000122445
ENSGACP00000001582	ENSDARP00000106292
ENSGACP00000025268	ENSDARP00000017532
ENSGACP00000024740	ENSDARP00000041467
ENSGACP00000017539	ENSDARP00000078783
ENSGACP00000014547	ENSDARP00000121956
ENSGACP00000014344	ENSDARP00000071098
ENSGACP00000005838	ENSDARP00000045608
ENSGACP00000019823	ENSDARP00000003222
ENSGACP00000025398	ENSDARP00000054808
ENSGACP00000011947	ENSDARP00000098626
ENSGACP00000013801	ENSDARP00000018076
ENSGACP00000018607	ENSDARP00000107467
ENSGACP00000025219	ENSDARP00000042662
ENSGACP00000014209	ENSDARP00000097904
ENSGACP00000001977	ENSDARP00000129235
ENSGACP00000011592	ENSDARP00000106221
ENSGACP00000003887	ENSDARP00000102003
ENSGACP00000022986	ENSDARP00000122164
ENSGACP00000025695	ENSDARP00000051817
ENSGACP00000005263	ENSDARP00000034808
ENSGACP00000023313	ENSDARP00000092475
ENSGACP00000001397	ENSDARP00000098580
ENSGACP00000026043	ENSDARP00000085270
ENSGACP00000014023	ENSDARP00000109599
ENSGACP00000013250	ENSDARP00000081395
ENSGACP00000023156	ENSDARP00000117074
ENSGACP00000022622	ENSDARP00000027609
ENSGACP00000017673	ENSDARP00000102907
ENSGACP00000021420	ENSDARP00000123820
ENSGACP00000008625	ENSDARP00000093918
ENSGACP00000026875	ENSDARP00000075220
ENSGACP00000008710	ENSDARP00000127125
ENSGACP00000003845	ENSDARP00000124545
ENSGACP00000010246	ENSDARP00000055540
ENSGACP00000014236	ENSDARP00000012197
ENSGACP00000009640	ENSDARP00000072766
ENSGACP00000022814	ENSDARP00000075468
ENSGACP00000011745	ENSDARP00000058992
ENSGACP00000023257	ENSDARP00000070238
ENSGACP00000004862	ENSDARP00000008366
ENSGACP00000027634	ENSDARP00000065564
ENSGACP00000021352	ENSDARP00000113420
ENSGACP00000003159	ENSDARP00000123161
ENSGACP00000000010	ENSDARP00000015326
ENSGACP00000011356	ENSDARP00000014434
ENSGACP00000005164	ENSDARP00000085164
ENSGACP00000013399	ENSDARP00000058957
ENSGACP00000018599	ENSDARP00000042495
ENSGACP00000019835	ENSDARP00000052640
ENSGACP00000020622	ENSDARP00000100055
ENSGACP00000020533	ENSDARP00000115796
