ENSMODP00000016222	ENSLOCP00000009128
ENSMODP00000024556	ENSLOCP00000003472
ENSMODP00000019617	ENSLOCP00000010286
ENSMODP00000017284	ENSLOCP00000012985
ENSMODP00000000719	ENSLOCP00000011419
ENSMODP00000020945	ENSLOCP00000009738
ENSMODP00000009473	ENSLOCP00000012086
ENSMODP00000013077	ENSLOCP00000009576
ENSMODP00000003015	ENSLOCP00000003510
ENSMODP00000007918	ENSLOCP00000013433
ENSMODP00000010752	ENSLOCP00000001927
ENSMODP00000011018	ENSLOCP00000018385
ENSMODP00000014590	ENSLOCP00000008730
ENSMODP00000026352	ENSLOCP00000011248
ENSMODP00000004101	ENSLOCP00000015196
ENSMODP00000011665	ENSLOCP00000005880
ENSMODP00000016688	ENSLOCP00000003834
ENSMODP00000001628	ENSLOCP00000005803
ENSMODP00000019939	ENSLOCP00000004273
ENSMODP00000022780	ENSLOCP00000005301
ENSMODP00000021572	ENSLOCP00000001363
ENSMODP00000019622	ENSLOCP00000019631
ENSMODP00000015713	ENSLOCP00000006804
ENSMODP00000028914	ENSLOCP00000000753
ENSMODP00000019277	ENSLOCP00000010956
ENSMODP00000013184	ENSLOCP00000009057
ENSMODP00000013401	ENSLOCP00000010547
ENSMODP00000026636	ENSLOCP00000001244
ENSMODP00000028127	ENSLOCP00000003953
ENSMODP00000015819	ENSLOCP00000006491
ENSMODP00000029142	ENSLOCP00000004141
ENSMODP00000019228	ENSLOCP00000010921
ENSMODP00000012849	ENSLOCP00000010763
ENSMODP00000015846	ENSLOCP00000006409
ENSMODP00000008237	ENSLOCP00000018941
ENSMODP00000010435	ENSLOCP00000004478
ENSMODP00000021161	ENSLOCP00000008833
ENSMODP00000024011	ENSLOCP00000000877
ENSMODP00000009309	ENSLOCP00000019884
ENSMODP00000026334	ENSLOCP00000008131
ENSMODP00000024375	ENSLOCP00000009023
ENSMODP00000017993	ENSLOCP00000001765
ENSMODP00000021557	ENSLOCP00000012328
ENSMODP00000022641	ENSLOCP00000003592
ENSMODP00000033316	ENSLOCP00000000221
ENSMODP00000024637	ENSLOCP00000006940
ENSMODP00000018623	ENSLOCP00000006806
ENSMODP00000026939	ENSLOCP00000022479
ENSMODP00000016630	ENSLOCP00000017700
ENSMODP00000008087	ENSLOCP00000005236
ENSMODP00000015072	ENSLOCP00000017351
ENSMODP00000012671	ENSLOCP00000002643
ENSMODP00000018865	ENSLOCP00000012046
ENSMODP00000034477	ENSLOCP00000003276
ENSMODP00000012300	ENSLOCP00000014316
ENSMODP00000026758	ENSLOCP00000011713
ENSMODP00000008039	ENSLOCP00000006293
ENSMODP00000028125	ENSLOCP00000004383
ENSMODP00000035051	ENSLOCP00000019342
ENSMODP00000015802	ENSLOCP00000016901
ENSMODP00000014013	ENSLOCP00000001543
ENSMODP00000013005	ENSLOCP00000003490
ENSMODP00000033464	ENSLOCP00000000943
ENSMODP00000003544	ENSLOCP00000020200
ENSMODP00000012247	ENSLOCP00000013581
ENSMODP00000009286	ENSLOCP00000005081
ENSMODP00000022603	ENSLOCP00000010506
ENSMODP00000002344	ENSLOCP00000011122
ENSMODP00000004527	ENSLOCP00000003654
ENSMODP00000020016	ENSLOCP00000003638
ENSMODP00000009791	ENSLOCP00000005555
ENSMODP00000003822	ENSLOCP00000005369
ENSMODP00000015034	ENSLOCP00000002404
ENSMODP00000003204	ENSLOCP00000011703
ENSMODP00000016037	ENSLOCP00000006563
ENSMODP00000018489	ENSLOCP00000005773
ENSMODP00000011438	ENSLOCP00000019018
ENSMODP00000008568	ENSLOCP00000009668
ENSMODP00000020096	ENSLOCP00000010832
ENSMODP00000017756	ENSLOCP00000017748
ENSMODP00000019629	ENSLOCP00000019181
ENSMODP00000019218	ENSLOCP00000004202
ENSMODP00000026139	ENSLOCP00000017208
ENSMODP00000012191	ENSLOCP00000001678
ENSMODP00000018965	ENSLOCP00000003065
ENSMODP00000010696	ENSLOCP00000019513
ENSMODP00000023665	ENSLOCP00000020653
ENSMODP00000014259	ENSLOCP00000014023
ENSMODP00000000941	ENSLOCP00000013796
ENSMODP00000023011	ENSLOCP00000020489
ENSMODP00000036898	ENSLOCP00000021638
ENSMODP00000024005	ENSLOCP00000006279
ENSMODP00000021570	ENSLOCP00000001385
ENSMODP00000017369	ENSLOCP00000003260
ENSMODP00000017956	ENSLOCP00000016764
ENSMODP00000004539	ENSLOCP00000003151
ENSMODP00000014799	ENSLOCP00000013080
ENSMODP00000038541	ENSLOCP00000006479
ENSMODP00000017163	ENSLOCP00000008330
ENSMODP00000006422	ENSLOCP00000001198
ENSMODP00000011311	ENSLOCP00000001647
ENSMODP00000012612	ENSLOCP00000002176
ENSMODP00000018785	ENSLOCP00000008460
ENSMODP00000007788	ENSLOCP00000003302
ENSMODP00000012507	ENSLOCP00000014432
ENSMODP00000013650	ENSLOCP00000014619
ENSMODP00000002236	ENSLOCP00000011002
ENSMODP00000018215	ENSLOCP00000020777
ENSMODP00000019078	ENSLOCP00000003173
ENSMODP00000016040	ENSLOCP00000011187
ENSMODP00000026695	ENSLOCP00000003809
ENSMODP00000005982	ENSLOCP00000019645
ENSMODP00000013778	ENSLOCP00000014696
ENSMODP00000009197	ENSLOCP00000017227
ENSMODP00000005675	ENSLOCP00000001028
ENSMODP00000020726	ENSLOCP00000007613
ENSMODP00000023735	ENSLOCP00000021232
ENSMODP00000027993	ENSLOCP00000018663
ENSMODP00000026301	ENSLOCP00000001492
ENSMODP00000006468	ENSLOCP00000005702
ENSMODP00000010529	ENSLOCP00000016361
ENSMODP00000017543	ENSLOCP00000007347
ENSMODP00000027751	ENSLOCP00000004773
ENSMODP00000035208	ENSLOCP00000013484
ENSMODP00000009445	ENSLOCP00000015360
ENSMODP00000025103	ENSLOCP00000001659
ENSMODP00000028284	ENSLOCP00000002937
ENSMODP00000021774	ENSLOCP00000003009
ENSMODP00000008893	ENSLOCP00000013201
ENSMODP00000008284	ENSLOCP00000005075
ENSMODP00000003227	ENSLOCP00000007897
ENSMODP00000017926	ENSLOCP00000017360
ENSMODP00000015536	ENSLOCP00000006764
ENSMODP00000035519	ENSLOCP00000007658
ENSMODP00000015582	ENSLOCP00000006881
ENSMODP00000002639	ENSLOCP00000017110
ENSMODP00000020905	ENSLOCP00000011008
ENSMODP00000010357	ENSLOCP00000018711
ENSMODP00000001446	ENSLOCP00000001869
ENSMODP00000012514	ENSLOCP00000004995
ENSMODP00000022911	ENSLOCP00000020857
ENSMODP00000002741	ENSLOCP00000018424
ENSMODP00000011632	ENSLOCP00000009139
ENSMODP00000023088	ENSLOCP00000019272
ENSMODP00000003713	ENSLOCP00000012339
ENSMODP00000023820	ENSLOCP00000004073
ENSMODP00000007254	ENSLOCP00000020789
ENSMODP00000026681	ENSLOCP00000004651
ENSMODP00000002755	ENSLOCP00000009621
ENSMODP00000011230	ENSLOCP00000004362
ENSMODP00000006321	ENSLOCP00000017882
ENSMODP00000019513	ENSLOCP00000007642
ENSMODP00000001394	ENSLOCP00000008348
ENSMODP00000021543	ENSLOCP00000000782
ENSMODP00000036495	ENSLOCP00000013897
ENSMODP00000021476	ENSLOCP00000009178
ENSMODP00000008415	ENSLOCP00000005328
ENSMODP00000017928	ENSLOCP00000022405
ENSMODP00000009485	ENSLOCP00000013086
ENSMODP00000014853	ENSLOCP00000005795
ENSMODP00000019726	ENSLOCP00000002537
ENSMODP00000005804	ENSLOCP00000020297
ENSMODP00000022669	ENSLOCP00000020952
ENSMODP00000007933	ENSLOCP00000013401
ENSMODP00000010568	ENSLOCP00000002558
ENSMODP00000011166	ENSLOCP00000012504
ENSMODP00000035960	ENSLOCP00000002345
ENSMODP00000020203	ENSLOCP00000003821
ENSMODP00000005168	ENSLOCP00000001458
ENSMODP00000012959	ENSLOCP00000002906
ENSMODP00000024202	ENSLOCP00000015791
ENSMODP00000013866	ENSLOCP00000018623
ENSMODP00000019094	ENSLOCP00000019602
ENSMODP00000000191	ENSLOCP00000015110
ENSMODP00000023798	ENSLOCP00000014526
ENSMODP00000017016	ENSLOCP00000002165
ENSMODP00000022606	ENSLOCP00000010544
ENSMODP00000022346	ENSLOCP00000019141
ENSMODP00000008663	ENSLOCP00000010051
ENSMODP00000004959	ENSLOCP00000005846
ENSMODP00000026496	ENSLOCP00000011777
ENSMODP00000013768	ENSLOCP00000011237
ENSMODP00000021060	ENSLOCP00000020689
ENSMODP00000009232	ENSLOCP00000017228
ENSMODP00000010750	ENSLOCP00000017513
ENSMODP00000013851	ENSLOCP00000001498
ENSMODP00000010945	ENSLOCP00000019494
ENSMODP00000010329	ENSLOCP00000011297
ENSMODP00000025739	ENSLOCP00000015355
ENSMODP00000035174	ENSLOCP00000004871
ENSMODP00000012775	ENSLOCP00000009764
ENSMODP00000024351	ENSLOCP00000013410
ENSMODP00000008847	ENSLOCP00000020415
ENSMODP00000018934	ENSLOCP00000019130
ENSMODP00000003504	ENSLOCP00000015831
ENSMODP00000040328	ENSLOCP00000005767
ENSMODP00000017009	ENSLOCP00000002734
ENSMODP00000020930	ENSLOCP00000012986
ENSMODP00000008241	ENSLOCP00000006389
ENSMODP00000000137	ENSLOCP00000012888
ENSMODP00000010144	ENSLOCP00000016672
ENSMODP00000014476	ENSLOCP00000018202
ENSMODP00000020346	ENSLOCP00000007863
ENSMODP00000000194	ENSLOCP00000004692
ENSMODP00000019324	ENSLOCP00000019444
ENSMODP00000024237	ENSLOCP00000015723
ENSMODP00000022255	ENSLOCP00000008605
ENSMODP00000001159	ENSLOCP00000020158
ENSMODP00000005111	ENSLOCP00000011220
ENSMODP00000005765	ENSLOCP00000007045
ENSMODP00000004769	ENSLOCP00000016698
ENSMODP00000011650	ENSLOCP00000019402
ENSMODP00000023318	ENSLOCP00000021038
ENSMODP00000014610	ENSLOCP00000001790
ENSMODP00000021443	ENSLOCP00000000831
ENSMODP00000018897	ENSLOCP00000003034
ENSMODP00000020240	ENSLOCP00000004371
ENSMODP00000017936	ENSLOCP00000012437
ENSMODP00000012650	ENSLOCP00000022403
ENSMODP00000019159	ENSLOCP00000007339
ENSMODP00000020801	ENSLOCP00000018286
ENSMODP00000019668	ENSLOCP00000020239
ENSMODP00000005866	ENSLOCP00000003230
ENSMODP00000006551	ENSLOCP00000000395
ENSMODP00000013645	ENSLOCP00000006626
ENSMODP00000009775	ENSLOCP00000017006
ENSMODP00000006550	ENSLOCP00000010467
ENSMODP00000023377	ENSLOCP00000011071
ENSMODP00000006511	ENSLOCP00000002273
ENSMODP00000038574	ENSLOCP00000014522
ENSMODP00000001729	ENSLOCP00000005775
ENSMODP00000017223	ENSLOCP00000011460
ENSMODP00000016886	ENSLOCP00000015265
ENSMODP00000001724	ENSLOCP00000015517
ENSMODP00000033569	ENSLOCP00000015615
ENSMODP00000015332	ENSLOCP00000002032
ENSMODP00000018791	ENSLOCP00000009827
ENSMODP00000012502	ENSLOCP00000014932
ENSMODP00000002615	ENSLOCP00000013172
ENSMODP00000040029	ENSLOCP00000009699
ENSMODP00000006701	ENSLOCP00000006049
ENSMODP00000010485	ENSLOCP00000022404
ENSMODP00000008173	ENSLOCP00000017831
ENSMODP00000019206	ENSLOCP00000019540
ENSMODP00000026125	ENSLOCP00000017911
ENSMODP00000016042	ENSLOCP00000015650
ENSMODP00000036990	ENSLOCP00000004167
ENSMODP00000017524	ENSLOCP00000004866
ENSMODP00000024440	ENSLOCP00000017885
ENSMODP00000014302	ENSLOCP00000010677
ENSMODP00000022813	ENSLOCP00000020587
ENSMODP00000004190	ENSLOCP00000009559
ENSMODP00000012109	ENSLOCP00000008642
ENSMODP00000022952	ENSLOCP00000021023
ENSMODP00000005783	ENSLOCP00000001649
ENSMODP00000026292	ENSLOCP00000004656
ENSMODP00000027870	ENSLOCP00000016513
ENSMODP00000009217	ENSLOCP00000009849
ENSMODP00000035450	ENSLOCP00000005195
ENSMODP00000011409	ENSLOCP00000013806
ENSMODP00000015811	ENSLOCP00000013896
ENSMODP00000007135	ENSLOCP00000012934
ENSMODP00000000307	ENSLOCP00000002740
ENSMODP00000023889	ENSLOCP00000002376
ENSMODP00000010856	ENSLOCP00000017466
ENSMODP00000018676	ENSLOCP00000007971
ENSMODP00000035957	ENSLOCP00000002398
ENSMODP00000014316	ENSLOCP00000013726
ENSMODP00000021457	ENSLOCP00000002647
ENSMODP00000021105	ENSLOCP00000019912
ENSMODP00000005718	ENSLOCP00000002977
ENSMODP00000009986	ENSLOCP00000009778
ENSMODP00000021489	ENSLOCP00000001490
ENSMODP00000003152	ENSLOCP00000011341
ENSMODP00000004984	ENSLOCP00000005741
ENSMODP00000011593	ENSLOCP00000010001
ENSMODP00000019609	ENSLOCP00000010908
ENSMODP00000025376	ENSLOCP00000009771
ENSMODP00000024294	ENSLOCP00000014776
ENSMODP00000004997	ENSLOCP00000005690
ENSMODP00000014707	ENSLOCP00000014375
ENSMODP00000008510	ENSLOCP00000013718
ENSMODP00000004105	ENSLOCP00000010796
ENSMODP00000001905	ENSLOCP00000008794
ENSMODP00000014271	ENSLOCP00000007797
ENSMODP00000021422	ENSLOCP00000002281
ENSMODP00000015869	ENSLOCP00000018577
ENSMODP00000038877	ENSLOCP00000002474
ENSMODP00000027573	ENSLOCP00000014653
ENSMODP00000003153	ENSLOCP00000012169
ENSMODP00000008058	ENSLOCP00000007192
ENSMODP00000011714	ENSLOCP00000013671
ENSMODP00000013075	ENSLOCP00000010779
ENSMODP00000008606	ENSLOCP00000014422
ENSMODP00000004622	ENSLOCP00000015788
ENSMODP00000005215	ENSLOCP00000016112
ENSMODP00000021155	ENSLOCP00000010820
ENSMODP00000019337	ENSLOCP00000000875
ENSMODP00000018523	ENSLOCP00000017037
ENSMODP00000000936	ENSLOCP00000014294
ENSMODP00000028752	ENSLOCP00000022082
ENSMODP00000007071	ENSLOCP00000020038
ENSMODP00000015701	ENSLOCP00000006260
ENSMODP00000013107	ENSLOCP00000014002
ENSMODP00000002488	ENSLOCP00000011302
ENSMODP00000018000	ENSLOCP00000001744
ENSMODP00000002690	ENSLOCP00000021819
ENSMODP00000003868	ENSLOCP00000011696
ENSMODP00000003463	ENSLOCP00000014394
ENSMODP00000022119	ENSLOCP00000018019
ENSMODP00000014172	ENSLOCP00000018844
ENSMODP00000009984	ENSLOCP00000008941
ENSMODP00000007607	ENSLOCP00000011025
ENSMODP00000002467	ENSLOCP00000016423
ENSMODP00000039114	ENSLOCP00000003279
ENSMODP00000032725	ENSLOCP00000010266
ENSMODP00000003612	ENSLOCP00000020204
ENSMODP00000001701	ENSLOCP00000002378
ENSMODP00000004506	ENSLOCP00000019710
ENSMODP00000006862	ENSLOCP00000013622
ENSMODP00000022999	ENSLOCP00000020042
ENSMODP00000023164	ENSLOCP00000002916
ENSMODP00000016451	ENSLOCP00000002476
ENSMODP00000031774	ENSLOCP00000006805
ENSMODP00000009873	ENSLOCP00000004441
ENSMODP00000020764	ENSLOCP00000021526
ENSMODP00000026683	ENSLOCP00000007985
ENSMODP00000002707	ENSLOCP00000015439
ENSMODP00000002554	ENSLOCP00000015078
ENSMODP00000013672	ENSLOCP00000006963
ENSMODP00000024706	ENSLOCP00000007158
ENSMODP00000034846	ENSLOCP00000018899
ENSMODP00000000406	ENSLOCP00000014909
ENSMODP00000013477	ENSLOCP00000010336
ENSMODP00000000698	ENSLOCP00000010726
ENSMODP00000004788	ENSLOCP00000010815
ENSMODP00000017166	ENSLOCP00000006026
ENSMODP00000023576	ENSLOCP00000003275
ENSMODP00000005060	ENSLOCP00000002549
ENSMODP00000003729	ENSLOCP00000003437
ENSMODP00000003478	ENSLOCP00000001120
ENSMODP00000003679	ENSLOCP00000008409
ENSMODP00000020198	ENSLOCP00000003794
ENSMODP00000020552	ENSLOCP00000013562
ENSMODP00000017845	ENSLOCP00000021315
ENSMODP00000012608	ENSLOCP00000005923
ENSMODP00000006732	ENSLOCP00000011556
ENSMODP00000012369	ENSLOCP00000014851
ENSMODP00000006794	ENSLOCP00000005510
ENSMODP00000002740	ENSLOCP00000016488
ENSMODP00000016663	ENSLOCP00000011945
ENSMODP00000016821	ENSLOCP00000007023
ENSMODP00000000478	ENSLOCP00000003842
ENSMODP00000014695	ENSLOCP00000014366
ENSMODP00000017375	ENSLOCP00000018834
ENSMODP00000017069	ENSLOCP00000009859
ENSMODP00000018830	ENSLOCP00000002793
ENSMODP00000022146	ENSLOCP00000007236
ENSMODP00000010817	ENSLOCP00000019423
ENSMODP00000022844	ENSLOCP00000020916
ENSMODP00000012089	ENSLOCP00000005818
ENSMODP00000002401	ENSLOCP00000014972
ENSMODP00000009618	ENSLOCP00000010008
ENSMODP00000023653	ENSLOCP00000019348
ENSMODP00000002806	ENSLOCP00000007155
ENSMODP00000002278	ENSLOCP00000010957
ENSMODP00000009704	ENSLOCP00000016631
ENSMODP00000004235	ENSLOCP00000012709
ENSMODP00000021338	ENSLOCP00000008207
ENSMODP00000017591	ENSLOCP00000000507
ENSMODP00000009874	ENSLOCP00000016734
ENSMODP00000005248	ENSLOCP00000000853
ENSMODP00000008378	ENSLOCP00000002623
ENSMODP00000007694	ENSLOCP00000005890
ENSMODP00000018208	ENSLOCP00000020774
ENSMODP00000036360	ENSLOCP00000021917
ENSMODP00000006797	ENSLOCP00000019076
ENSMODP00000015163	ENSLOCP00000017531
ENSMODP00000008630	ENSLOCP00000004363
ENSMODP00000041101	ENSLOCP00000003247
ENSMODP00000012679	ENSLOCP00000015401
ENSMODP00000020996	ENSLOCP00000021017
ENSMODP00000005975	ENSLOCP00000003411
ENSMODP00000036201	ENSLOCP00000002016
ENSMODP00000018567	ENSLOCP00000002576
ENSMODP00000022692	ENSLOCP00000008010
ENSMODP00000011955	ENSLOCP00000005574
ENSMODP00000004953	ENSLOCP00000013715
ENSMODP00000002521	ENSLOCP00000004664
ENSMODP00000024582	ENSLOCP00000009129
ENSMODP00000017948	ENSLOCP00000018403
ENSMODP00000011332	ENSLOCP00000014506
ENSMODP00000020241	ENSLOCP00000004385
ENSMODP00000017206	ENSLOCP00000002914
ENSMODP00000035437	ENSLOCP00000012173
ENSMODP00000011845	ENSLOCP00000013237
ENSMODP00000003196	ENSLOCP00000013697
ENSMODP00000024356	ENSLOCP00000009157
ENSMODP00000025652	ENSLOCP00000008257
ENSMODP00000008623	ENSLOCP00000009270
ENSMODP00000000188	ENSLOCP00000001699
ENSMODP00000022290	ENSLOCP00000014339
ENSMODP00000004081	ENSLOCP00000001308
ENSMODP00000005234	ENSLOCP00000019788
ENSMODP00000000471	ENSLOCP00000020318
ENSMODP00000013269	ENSLOCP00000009017
ENSMODP00000025377	ENSLOCP00000009746
ENSMODP00000012646	ENSLOCP00000021246
ENSMODP00000021963	ENSLOCP00000004407
ENSMODP00000015390	ENSLOCP00000004654
ENSMODP00000024157	ENSLOCP00000002522
ENSMODP00000040565	ENSLOCP00000022209
ENSMODP00000008052	ENSLOCP00000003373
ENSMODP00000015634	ENSLOCP00000017449
ENSMODP00000009815	ENSLOCP00000008845
ENSMODP00000007037	ENSLOCP00000019226
ENSMODP00000017061	ENSLOCP00000020604
ENSMODP00000013591	ENSLOCP00000003578
ENSMODP00000017154	ENSLOCP00000008163
ENSMODP00000017067	ENSLOCP00000020608
ENSMODP00000014740	ENSLOCP00000007027
ENSMODP00000022326	ENSLOCP00000000841
ENSMODP00000036485	ENSLOCP00000012823
ENSMODP00000017720	ENSLOCP00000018247
ENSMODP00000022782	ENSLOCP00000020946
ENSMODP00000014715	ENSLOCP00000018836
ENSMODP00000022460	ENSLOCP00000020503
ENSMODP00000008703	ENSLOCP00000016157
ENSMODP00000008544	ENSLOCP00000001433
ENSMODP00000009502	ENSLOCP00000018005
ENSMODP00000020781	ENSLOCP00000003308
ENSMODP00000008777	ENSLOCP00000009677
ENSMODP00000013897	ENSLOCP00000016235
ENSMODP00000000387	ENSLOCP00000010599
ENSMODP00000025642	ENSLOCP00000020173
ENSMODP00000004859	ENSLOCP00000002595
ENSMODP00000021126	ENSLOCP00000020652
ENSMODP00000014019	ENSLOCP00000001891
ENSMODP00000003599	ENSLOCP00000012639
ENSMODP00000011095	ENSLOCP00000013136
ENSMODP00000006109	ENSLOCP00000002831
ENSMODP00000024264	ENSLOCP00000006902
ENSMODP00000039844	ENSLOCP00000015467
ENSMODP00000021729	ENSLOCP00000002546
ENSMODP00000000603	ENSLOCP00000006344
ENSMODP00000020057	ENSLOCP00000007325
ENSMODP00000026136	ENSLOCP00000017218
ENSMODP00000020131	ENSLOCP00000002695
ENSMODP00000030693	ENSLOCP00000022468
ENSMODP00000026370	ENSLOCP00000002290
ENSMODP00000018805	ENSLOCP00000004973
ENSMODP00000029510	ENSLOCP00000022378
ENSMODP00000009390	ENSLOCP00000007459
ENSMODP00000033732	ENSLOCP00000010692
ENSMODP00000012698	ENSLOCP00000018219
ENSMODP00000003190	ENSLOCP00000003321
ENSMODP00000033218	ENSLOCP00000008778
ENSMODP00000006457	ENSLOCP00000016929
ENSMODP00000022675	ENSLOCP00000003177
ENSMODP00000017983	ENSLOCP00000007307
ENSMODP00000020679	ENSLOCP00000007355
ENSMODP00000008265	ENSLOCP00000017030
ENSMODP00000023668	ENSLOCP00000020654
ENSMODP00000036275	ENSLOCP00000006502
ENSMODP00000026530	ENSLOCP00000009925
ENSMODP00000017305	ENSLOCP00000011259
ENSMODP00000012511	ENSLOCP00000010305
ENSMODP00000015717	ENSLOCP00000006815
ENSMODP00000017741	ENSLOCP00000000541
ENSMODP00000001762	ENSLOCP00000000092
ENSMODP00000010655	ENSLOCP00000002508
ENSMODP00000013110	ENSLOCP00000008751
ENSMODP00000006244	ENSLOCP00000015363
ENSMODP00000021479	ENSLOCP00000001999
ENSMODP00000009133	ENSLOCP00000016562
ENSMODP00000030108	ENSLOCP00000006621
ENSMODP00000016235	ENSLOCP00000004182
ENSMODP00000004299	ENSLOCP00000014330
ENSMODP00000007128	ENSLOCP00000005786
ENSMODP00000015827	ENSLOCP00000012764
ENSMODP00000024377	ENSLOCP00000017684
ENSMODP00000007169	ENSLOCP00000008016
ENSMODP00000004773	ENSLOCP00000003132
ENSMODP00000005184	ENSLOCP00000008770
ENSMODP00000010171	ENSLOCP00000003022
ENSMODP00000013731	ENSLOCP00000015838
ENSMODP00000008267	ENSLOCP00000009320
ENSMODP00000021604	ENSLOCP00000001767
ENSMODP00000024231	ENSLOCP00000005035
ENSMODP00000006770	ENSLOCP00000020545
ENSMODP00000040476	ENSLOCP00000001413
ENSMODP00000028255	ENSLOCP00000007495
ENSMODP00000011483	ENSLOCP00000019014
ENSMODP00000003744	ENSLOCP00000001421
ENSMODP00000016923	ENSLOCP00000012166
ENSMODP00000039780	ENSLOCP00000019938
ENSMODP00000023638	ENSLOCP00000019244
ENSMODP00000008385	ENSLOCP00000007749
ENSMODP00000011001	ENSLOCP00000022090
ENSMODP00000003142	ENSLOCP00000010702
ENSMODP00000001041	ENSLOCP00000008557
ENSMODP00000017753	ENSLOCP00000004805
ENSMODP00000019831	ENSLOCP00000019566
ENSMODP00000038248	ENSLOCP00000013397
ENSMODP00000011144	ENSLOCP00000014954
ENSMODP00000017215	ENSLOCP00000000544
ENSMODP00000003580	ENSLOCP00000010426
ENSMODP00000020562	ENSLOCP00000013527
ENSMODP00000022898	ENSLOCP00000020464
ENSMODP00000039404	ENSLOCP00000001607
ENSMODP00000021432	ENSLOCP00000019691
ENSMODP00000019833	ENSLOCP00000019567
ENSMODP00000012343	ENSLOCP00000017805
ENSMODP00000005653	ENSLOCP00000016543
ENSMODP00000010095	ENSLOCP00000001493
ENSMODP00000031372	ENSLOCP00000018045
ENSMODP00000008292	ENSLOCP00000009903
ENSMODP00000005884	ENSLOCP00000002139
ENSMODP00000019171	ENSLOCP00000012389
ENSMODP00000021494	ENSLOCP00000009426
ENSMODP00000002009	ENSLOCP00000015441
ENSMODP00000015388	ENSLOCP00000001961
ENSMODP00000026293	ENSLOCP00000004641
ENSMODP00000004597	ENSLOCP00000014297
ENSMODP00000004559	ENSLOCP00000002627
ENSMODP00000026900	ENSLOCP00000018114
ENSMODP00000009220	ENSLOCP00000003525
ENSMODP00000015941	ENSLOCP00000004860
ENSMODP00000017027	ENSLOCP00000002152
ENSMODP00000019685	ENSLOCP00000003713
ENSMODP00000012980	ENSLOCP00000017386
ENSMODP00000015417	ENSLOCP00000006660
ENSMODP00000024557	ENSLOCP00000003492
ENSMODP00000002240	ENSLOCP00000019152
ENSMODP00000018429	ENSLOCP00000015548
ENSMODP00000020574	ENSLOCP00000000148
ENSMODP00000007660	ENSLOCP00000001297
ENSMODP00000005266	ENSLOCP00000009971
ENSMODP00000023797	ENSLOCP00000014541
ENSMODP00000021077	ENSLOCP00000008731
ENSMODP00000041188	ENSLOCP00000001960
ENSMODP00000020663	ENSLOCP00000018858
ENSMODP00000008136	ENSLOCP00000003358
ENSMODP00000023129	ENSLOCP00000019923
ENSMODP00000038438	ENSLOCP00000015641
ENSMODP00000005274	ENSLOCP00000006520
ENSMODP00000036065	ENSLOCP00000010037
ENSMODP00000011981	ENSLOCP00000015947
ENSMODP00000013821	ENSLOCP00000000717
ENSMODP00000006596	ENSLOCP00000001925
ENSMODP00000006659	ENSLOCP00000019089
ENSMODP00000000204	ENSLOCP00000005066
ENSMODP00000000361	ENSLOCP00000018161
ENSMODP00000026918	ENSLOCP00000007505
ENSMODP00000004042	ENSLOCP00000005947
ENSMODP00000025614	ENSLOCP00000020096
ENSMODP00000023509	ENSLOCP00000009469
ENSMODP00000010671	ENSLOCP00000017554
ENSMODP00000013872	ENSLOCP00000007636
ENSMODP00000039535	ENSLOCP00000006393
ENSMODP00000024425	ENSLOCP00000000879
ENSMODP00000006138	ENSLOCP00000018725
ENSMODP00000016815	ENSLOCP00000007686
ENSMODP00000011251	ENSLOCP00000001565
ENSMODP00000035317	ENSLOCP00000010010
ENSMODP00000011229	ENSLOCP00000014344
ENSMODP00000009750	ENSLOCP00000005546
ENSMODP00000001189	ENSLOCP00000005661
ENSMODP00000026252	ENSLOCP00000006011
ENSMODP00000040593	ENSLOCP00000004249
ENSMODP00000026570	ENSLOCP00000009276
ENSMODP00000016631	ENSLOCP00000017724
ENSMODP00000026207	ENSLOCP00000001004
ENSMODP00000040889	ENSLOCP00000013504
ENSMODP00000006824	ENSLOCP00000013594
ENSMODP00000018076	ENSLOCP00000015076
ENSMODP00000000746	ENSLOCP00000011414
ENSMODP00000007741	ENSLOCP00000009658
ENSMODP00000006126	ENSLOCP00000015696
