ENSORLP00000017023	ENSMODP00000016222
ENSORLP00000017094	ENSMODP00000004006
ENSORLP00000010082	ENSMODP00000013136
ENSORLP00000002299	ENSMODP00000014941
ENSORLP00000007133	ENSMODP00000004571
ENSORLP00000009736	ENSMODP00000002641
ENSORLP00000022422	ENSMODP00000026272
ENSORLP00000003551	ENSMODP00000026763
ENSORLP00000002183	ENSMODP00000020617
ENSORLP00000008270	ENSMODP00000022500
ENSORLP00000007873	ENSMODP00000018826
ENSORLP00000005514	ENSMODP00000020463
ENSORLP00000013050	ENSMODP00000008426
ENSORLP00000010379	ENSMODP00000006418
ENSORLP00000014532	ENSMODP00000005190
ENSORLP00000025350	ENSMODP00000022736
ENSORLP00000012880	ENSMODP00000021942
ENSORLP00000001040	ENSMODP00000010198
ENSORLP00000016008	ENSMODP00000006820
ENSORLP00000013785	ENSMODP00000001419
ENSORLP00000000288	ENSMODP00000018911
ENSORLP00000004394	ENSMODP00000005281
ENSORLP00000015791	ENSMODP00000019682
ENSORLP00000005860	ENSMODP00000024074
ENSORLP00000017895	ENSMODP00000012830
ENSORLP00000001325	ENSMODP00000019178
ENSORLP00000024949	ENSMODP00000039488
ENSORLP00000006172	ENSMODP00000026262
ENSORLP00000011350	ENSMODP00000004009
ENSORLP00000004728	ENSMODP00000026774
ENSORLP00000006309	ENSMODP00000025272
ENSORLP00000021876	ENSMODP00000011655
ENSORLP00000017216	ENSMODP00000024114
ENSORLP00000024821	ENSMODP00000013069
ENSORLP00000017531	ENSMODP00000029373
ENSORLP00000005270	ENSMODP00000024484
ENSORLP00000018620	ENSMODP00000024484
ENSORLP00000014262	ENSMODP00000002874
ENSORLP00000022748	ENSMODP00000006665
ENSORLP00000005914	ENSMODP00000014455
ENSORLP00000006229	ENSMODP00000007778
ENSORLP00000013893	ENSMODP00000001344
ENSORLP00000008670	ENSMODP00000026454
ENSORLP00000014822	ENSMODP00000037203
ENSORLP00000021710	ENSMODP00000011048
ENSORLP00000004304	ENSMODP00000015721
ENSORLP00000002230	ENSMODP00000008523
ENSORLP00000025232	ENSMODP00000016248
ENSORLP00000018103	ENSMODP00000018298
ENSORLP00000008272	ENSMODP00000025801
ENSORLP00000003717	ENSMODP00000003885
ENSORLP00000011619	ENSMODP00000011727
ENSORLP00000020324	ENSMODP00000005409
ENSORLP00000022876	ENSMODP00000019297
ENSORLP00000010798	ENSMODP00000015859
ENSORLP00000019913	ENSMODP00000015835
ENSORLP00000022611	ENSMODP00000005619
ENSORLP00000014863	ENSMODP00000013528
ENSORLP00000014970	ENSMODP00000006795
ENSORLP00000011964	ENSMODP00000025755
ENSORLP00000002964	ENSMODP00000004349
ENSORLP00000012034	ENSMODP00000009190
ENSORLP00000018997	ENSMODP00000012948
ENSORLP00000014827	ENSMODP00000016666
ENSORLP00000018885	ENSMODP00000041122
ENSORLP00000019887	ENSMODP00000001091
ENSORLP00000007000	ENSMODP00000027186
ENSORLP00000016733	ENSMODP00000016380
ENSORLP00000017300	ENSMODP00000001601
ENSORLP00000020141	ENSMODP00000002642
ENSORLP00000007782	ENSMODP00000002813
ENSORLP00000006114	ENSMODP00000020219
ENSORLP00000000390	ENSMODP00000000434
ENSORLP00000013346	ENSMODP00000017661
ENSORLP00000019462	ENSMODP00000023200
ENSORLP00000018539	ENSMODP00000003795
ENSORLP00000002345	ENSMODP00000011597
ENSORLP00000016591	ENSMODP00000020696
ENSORLP00000008536	ENSMODP00000009098
ENSORLP00000007428	ENSMODP00000012395
ENSORLP00000007538	ENSMODP00000011403
ENSORLP00000016023	ENSMODP00000014495
ENSORLP00000012840	ENSMODP00000013408
ENSORLP00000022849	ENSMODP00000015291
ENSORLP00000012020	ENSMODP00000000174
ENSORLP00000007173	ENSMODP00000026627
ENSORLP00000017609	ENSMODP00000029584
ENSORLP00000025771	ENSMODP00000003906
ENSORLP00000005106	ENSMODP00000009995
ENSORLP00000007504	ENSMODP00000021291
ENSORLP00000003094	ENSMODP00000016972
ENSORLP00000024549	ENSMODP00000007158
ENSORLP00000013776	ENSMODP00000019444
ENSORLP00000008662	ENSMODP00000031345
ENSORLP00000001558	ENSMODP00000024835
ENSORLP00000004083	ENSMODP00000026760
ENSORLP00000011134	ENSMODP00000001350
ENSORLP00000022841	ENSMODP00000015513
ENSORLP00000005732	ENSMODP00000024442
ENSORLP00000004807	ENSMODP00000018679
ENSORLP00000008861	ENSMODP00000012364
ENSORLP00000009896	ENSMODP00000002196
ENSORLP00000025385	ENSMODP00000003614
ENSORLP00000015910	ENSMODP00000010972
ENSORLP00000007989	ENSMODP00000017251
ENSORLP00000006799	ENSMODP00000008236
ENSORLP00000007295	ENSMODP00000003011
ENSORLP00000017852	ENSMODP00000018246
ENSORLP00000012534	ENSMODP00000007674
ENSORLP00000007626	ENSMODP00000034165
ENSORLP00000024898	ENSMODP00000000266
ENSORLP00000019410	ENSMODP00000023251
ENSORLP00000022972	ENSMODP00000019455
ENSORLP00000015772	ENSMODP00000003215
ENSORLP00000008290	ENSMODP00000021583
ENSORLP00000018737	ENSMODP00000017804
ENSORLP00000015752	ENSMODP00000014955
ENSORLP00000022672	ENSMODP00000018434
ENSORLP00000014154	ENSMODP00000004134
ENSORLP00000011204	ENSMODP00000021500
ENSORLP00000003131	ENSMODP00000016736
ENSORLP00000016022	ENSMODP00000020212
ENSORLP00000006457	ENSMODP00000017401
ENSORLP00000012744	ENSMODP00000009827
ENSORLP00000001733	ENSMODP00000009983
ENSORLP00000018543	ENSMODP00000009865
ENSORLP00000024779	ENSMODP00000000466
ENSORLP00000011068	ENSMODP00000016728
ENSORLP00000025235	ENSMODP00000014540
ENSORLP00000001509	ENSMODP00000025354
ENSORLP00000020487	ENSMODP00000007748
ENSORLP00000011219	ENSMODP00000034615
ENSORLP00000016053	ENSMODP00000008259
ENSORLP00000007288	ENSMODP00000009044
ENSORLP00000024050	ENSMODP00000019921
ENSORLP00000011228	ENSMODP00000002038
ENSORLP00000013478	ENSMODP00000006492
ENSORLP00000001715	ENSMODP00000024774
ENSORLP00000005848	ENSMODP00000002803
ENSORLP00000006494	ENSMODP00000007167
ENSORLP00000012528	ENSMODP00000025303
ENSORLP00000024783	ENSMODP00000006811
ENSORLP00000007186	ENSMODP00000026628
ENSORLP00000020716	ENSMODP00000021943
ENSORLP00000015937	ENSMODP00000022318
ENSORLP00000011022	ENSMODP00000011708
ENSORLP00000019792	ENSMODP00000005915
ENSORLP00000019767	ENSMODP00000002900
ENSORLP00000022503	ENSMODP00000022614
ENSORLP00000007946	ENSMODP00000019512
ENSORLP00000018698	ENSMODP00000018585
ENSORLP00000003253	ENSMODP00000012709
ENSORLP00000019935	ENSMODP00000017024
ENSORLP00000011195	ENSMODP00000017024
ENSORLP00000006126	ENSMODP00000000506
ENSORLP00000003031	ENSMODP00000007056
ENSORLP00000006837	ENSMODP00000028230
ENSORLP00000020902	ENSMODP00000013251
ENSORLP00000020076	ENSMODP00000010577
ENSORLP00000004648	ENSMODP00000005515
ENSORLP00000009842	ENSMODP00000008811
ENSORLP00000008603	ENSMODP00000009141
ENSORLP00000001439	ENSMODP00000009141
ENSORLP00000017186	ENSMODP00000024106
ENSORLP00000024897	ENSMODP00000025735
ENSORLP00000020955	ENSMODP00000035422
ENSORLP00000002287	ENSMODP00000011020
ENSORLP00000009624	ENSMODP00000002885
ENSORLP00000023581	ENSMODP00000027642
ENSORLP00000003567	ENSMODP00000000521
ENSORLP00000017761	ENSMODP00000020678
ENSORLP00000009982	ENSMODP00000006063
ENSORLP00000005916	ENSMODP00000013059
ENSORLP00000012706	ENSMODP00000023527
ENSORLP00000013172	ENSMODP00000012738
ENSORLP00000001721	ENSMODP00000013482
ENSORLP00000005458	ENSMODP00000040683
ENSORLP00000018656	ENSMODP00000019780
ENSORLP00000005620	ENSMODP00000007625
ENSORLP00000004610	ENSMODP00000012956
ENSORLP00000016324	ENSMODP00000009923
ENSORLP00000006120	ENSMODP00000012497
ENSORLP00000017551	ENSMODP00000040201
ENSORLP00000007423	ENSMODP00000015212
ENSORLP00000021404	ENSMODP00000005867
ENSORLP00000007052	ENSMODP00000025714
ENSORLP00000014718	ENSMODP00000020136
ENSORLP00000009483	ENSMODP00000037724
ENSORLP00000010852	ENSMODP00000009958
ENSORLP00000015909	ENSMODP00000008646
ENSORLP00000012456	ENSMODP00000011969
ENSORLP00000020528	ENSMODP00000019417
ENSORLP00000009207	ENSMODP00000022070
ENSORLP00000002808	ENSMODP00000010033
ENSORLP00000001773	ENSMODP00000024536
ENSORLP00000007459	ENSMODP00000013212
ENSORLP00000023543	ENSMODP00000014658
ENSORLP00000013747	ENSMODP00000003887
ENSORLP00000021244	ENSMODP00000022929
ENSORLP00000003943	ENSMODP00000005380
ENSORLP00000017894	ENSMODP00000002128
ENSORLP00000022294	ENSMODP00000021602
ENSORLP00000017870	ENSMODP00000018281
ENSORLP00000006143	ENSMODP00000008339
ENSORLP00000004991	ENSMODP00000012578
ENSORLP00000004263	ENSMODP00000010218
ENSORLP00000000791	ENSMODP00000006019
ENSORLP00000010114	ENSMODP00000000974
ENSORLP00000004622	ENSMODP00000012200
ENSORLP00000011062	ENSMODP00000015788
ENSORLP00000015900	ENSMODP00000008635
ENSORLP00000006497	ENSMODP00000031956
ENSORLP00000002790	ENSMODP00000012446
ENSORLP00000014662	ENSMODP00000024410
ENSORLP00000019982	ENSMODP00000002480
ENSORLP00000018871	ENSMODP00000020388
ENSORLP00000016707	ENSMODP00000005167
ENSORLP00000021771	ENSMODP00000032296
ENSORLP00000002007	ENSMODP00000011544
ENSORLP00000022840	ENSMODP00000019402
ENSORLP00000002126	ENSMODP00000013459
ENSORLP00000017327	ENSMODP00000037984
ENSORLP00000011618	ENSMODP00000037984
ENSORLP00000023470	ENSMODP00000008336
ENSORLP00000017242	ENSMODP00000038645
ENSORLP00000003578	ENSMODP00000034882
ENSORLP00000012771	ENSMODP00000013421
ENSORLP00000019918	ENSMODP00000021574
ENSORLP00000004511	ENSMODP00000025132
ENSORLP00000016399	ENSMODP00000039247
ENSORLP00000015838	ENSMODP00000008305
ENSORLP00000006356	ENSMODP00000037562
ENSORLP00000003684	ENSMODP00000005962
ENSORLP00000002667	ENSMODP00000013601
ENSORLP00000020215	ENSMODP00000003039
ENSORLP00000017515	ENSMODP00000012402
ENSORLP00000007263	ENSMODP00000022044
ENSORLP00000012240	ENSMODP00000008983
ENSORLP00000000389	ENSMODP00000039811
ENSORLP00000005609	ENSMODP00000012479
ENSORLP00000023739	ENSMODP00000021141
ENSORLP00000004177	ENSMODP00000002311
ENSORLP00000012682	ENSMODP00000009340
ENSORLP00000012027	ENSMODP00000022174
ENSORLP00000006132	ENSMODP00000024051
ENSORLP00000013629	ENSMODP00000032104
ENSORLP00000011000	ENSMODP00000011308
ENSORLP00000015304	ENSMODP00000001642
ENSORLP00000016054	ENSMODP00000013300
ENSORLP00000019232	ENSMODP00000036226
ENSORLP00000007480	ENSMODP00000011843
ENSORLP00000015288	ENSMODP00000003401
ENSORLP00000001701	ENSMODP00000021532
ENSORLP00000013652	ENSMODP00000014547
ENSORLP00000001977	ENSMODP00000002701
ENSORLP00000018972	ENSMODP00000006541
ENSORLP00000003739	ENSMODP00000000626
ENSORLP00000004834	ENSMODP00000006581
ENSORLP00000017885	ENSMODP00000015476
ENSORLP00000015470	ENSMODP00000038501
ENSORLP00000002122	ENSMODP00000038501
ENSORLP00000011478	ENSMODP00000007644
ENSORLP00000020979	ENSMODP00000024645
ENSORLP00000008959	ENSMODP00000003127
ENSORLP00000005922	ENSMODP00000033408
ENSORLP00000015521	ENSMODP00000017836
ENSORLP00000013186	ENSMODP00000001373
ENSORLP00000006880	ENSMODP00000026826
ENSORLP00000018946	ENSMODP00000009636
ENSORLP00000022106	ENSMODP00000014945
ENSORLP00000013471	ENSMODP00000022101
ENSORLP00000025544	ENSMODP00000015367
ENSORLP00000024907	ENSMODP00000023616
ENSORLP00000010865	ENSMODP00000019405
ENSORLP00000025640	ENSMODP00000026335
ENSORLP00000004281	ENSMODP00000000519
ENSORLP00000024436	ENSMODP00000019537
ENSORLP00000007291	ENSMODP00000029449
ENSORLP00000002107	ENSMODP00000002560
ENSORLP00000023110	ENSMODP00000001175
ENSORLP00000012120	ENSMODP00000009092
ENSORLP00000005004	ENSMODP00000001692
ENSORLP00000023239	ENSMODP00000012172
ENSORLP00000001789	ENSMODP00000014711
ENSORLP00000000081	ENSMODP00000026359
ENSORLP00000018538	ENSMODP00000026657
ENSORLP00000025530	ENSMODP00000006950
ENSORLP00000025118	ENSMODP00000021541
ENSORLP00000006367	ENSMODP00000007338
ENSORLP00000008904	ENSMODP00000007338
ENSORLP00000005862	ENSMODP00000004723
ENSORLP00000020626	ENSMODP00000003105
ENSORLP00000010392	ENSMODP00000039391
ENSORLP00000012056	ENSMODP00000010105
ENSORLP00000018463	ENSMODP00000008717
ENSORLP00000022802	ENSMODP00000019446
ENSORLP00000018556	ENSMODP00000008593
ENSORLP00000003025	ENSMODP00000018032
ENSORLP00000024594	ENSMODP00000012110
ENSORLP00000019724	ENSMODP00000010769
ENSORLP00000015010	ENSMODP00000018088
ENSORLP00000021401	ENSMODP00000005840
ENSORLP00000009180	ENSMODP00000037376
ENSORLP00000001535	ENSMODP00000008969
ENSORLP00000001823	ENSMODP00000002680
ENSORLP00000006438	ENSMODP00000000172
ENSORLP00000018624	ENSMODP00000000993
ENSORLP00000025202	ENSMODP00000005050
ENSORLP00000018442	ENSMODP00000016291
ENSORLP00000007769	ENSMODP00000020535
ENSORLP00000017832	ENSMODP00000026205
ENSORLP00000000183	ENSMODP00000011177
ENSORLP00000001870	ENSMODP00000005425
ENSORLP00000000127	ENSMODP00000004068
ENSORLP00000013136	ENSMODP00000038567
ENSORLP00000005627	ENSMODP00000018060
ENSORLP00000023380	ENSMODP00000009073
ENSORLP00000004126	ENSMODP00000004462
ENSORLP00000013464	ENSMODP00000006744
ENSORLP00000002019	ENSMODP00000002745
ENSORLP00000022189	ENSMODP00000016783
ENSORLP00000022942	ENSMODP00000024848
ENSORLP00000010519	ENSMODP00000010695
ENSORLP00000019928	ENSMODP00000011736
ENSORLP00000017322	ENSMODP00000004863
ENSORLP00000000802	ENSMODP00000025738
ENSORLP00000019629	ENSMODP00000036463
ENSORLP00000024164	ENSMODP00000007016
ENSORLP00000002421	ENSMODP00000025885
ENSORLP00000008996	ENSMODP00000007357
ENSORLP00000003760	ENSMODP00000009893
ENSORLP00000000887	ENSMODP00000005212
ENSORLP00000015285	ENSMODP00000003764
ENSORLP00000015409	ENSMODP00000002271
ENSORLP00000022733	ENSMODP00000003644
ENSORLP00000023575	ENSMODP00000003387
ENSORLP00000013967	ENSMODP00000009062
ENSORLP00000012969	ENSMODP00000039098
ENSORLP00000014554	ENSMODP00000013119
ENSORLP00000018697	ENSMODP00000017721
ENSORLP00000025775	ENSMODP00000003993
ENSORLP00000021714	ENSMODP00000028835
ENSORLP00000002564	ENSMODP00000019832
ENSORLP00000010983	ENSMODP00000010278
ENSORLP00000007447	ENSMODP00000015191
ENSORLP00000025465	ENSMODP00000027806
ENSORLP00000009295	ENSMODP00000022727
ENSORLP00000014056	ENSMODP00000022258
ENSORLP00000006726	ENSMODP00000024036
ENSORLP00000020343	ENSMODP00000023632
ENSORLP00000020163	ENSMODP00000002702
ENSORLP00000008468	ENSMODP00000009861
ENSORLP00000008899	ENSMODP00000011433
ENSORLP00000012936	ENSMODP00000026308
ENSORLP00000011472	ENSMODP00000019029
ENSORLP00000013596	ENSMODP00000015011
ENSORLP00000002408	ENSMODP00000025363
ENSORLP00000005511	ENSMODP00000028459
ENSORLP00000000483	ENSMODP00000016976
ENSORLP00000018487	ENSMODP00000015922
ENSORLP00000012148	ENSMODP00000002647
ENSORLP00000023652	ENSMODP00000013738
ENSORLP00000011357	ENSMODP00000026385
ENSORLP00000000749	ENSMODP00000025866
ENSORLP00000013807	ENSMODP00000013444
ENSORLP00000005104	ENSMODP00000009095
ENSORLP00000019631	ENSMODP00000002352
ENSORLP00000022441	ENSMODP00000007433
ENSORLP00000005891	ENSMODP00000028723
ENSORLP00000024030	ENSMODP00000004270
ENSORLP00000016752	ENSMODP00000018516
ENSORLP00000007042	ENSMODP00000004721
ENSORLP00000015188	ENSMODP00000018289
ENSORLP00000000905	ENSMODP00000028151
ENSORLP00000021491	ENSMODP00000010235
ENSORLP00000006073	ENSMODP00000028705
ENSORLP00000006675	ENSMODP00000028883
ENSORLP00000021547	ENSMODP00000007639
ENSORLP00000006572	ENSMODP00000003239
ENSORLP00000014646	ENSMODP00000026381
ENSORLP00000005509	ENSMODP00000023307
ENSORLP00000023724	ENSMODP00000017544
ENSORLP00000007280	ENSMODP00000035541
ENSORLP00000021544	ENSMODP00000010234
ENSORLP00000022772	ENSMODP00000002881
ENSORLP00000020637	ENSMODP00000034045
ENSORLP00000013940	ENSMODP00000016656
ENSORLP00000003147	ENSMODP00000003702
ENSORLP00000005378	ENSMODP00000007647
ENSORLP00000020960	ENSMODP00000017014
ENSORLP00000012011	ENSMODP00000012124
ENSORLP00000003227	ENSMODP00000020665
ENSORLP00000003940	ENSMODP00000020369
ENSORLP00000020823	ENSMODP00000022461
ENSORLP00000023824	ENSMODP00000003119
ENSORLP00000019555	ENSMODP00000002863
ENSORLP00000020375	ENSMODP00000008175
ENSORLP00000009106	ENSMODP00000000276
ENSORLP00000018053	ENSMODP00000024753
ENSORLP00000021838	ENSMODP00000018942
ENSORLP00000023538	ENSMODP00000018942
ENSORLP00000006246	ENSMODP00000015076
ENSORLP00000021830	ENSMODP00000003253
ENSORLP00000008140	ENSMODP00000025473
ENSORLP00000004869	ENSMODP00000003437
ENSORLP00000006207	ENSMODP00000003437
ENSORLP00000002344	ENSMODP00000029121
ENSORLP00000020424	ENSMODP00000006704
ENSORLP00000012220	ENSMODP00000023455
ENSORLP00000007364	ENSMODP00000014787
ENSORLP00000015759	ENSMODP00000010263
ENSORLP00000018041	ENSMODP00000022132
ENSORLP00000013769	ENSMODP00000018243
ENSORLP00000022346	ENSMODP00000018056
ENSORLP00000012022	ENSMODP00000021275
ENSORLP00000004649	ENSMODP00000018425
ENSORLP00000018409	ENSMODP00000002910
ENSORLP00000001923	ENSMODP00000012308
ENSORLP00000000754	ENSMODP00000025867
ENSORLP00000018399	ENSMODP00000010590
ENSORLP00000005774	ENSMODP00000015459
ENSORLP00000004945	ENSMODP00000015459
ENSORLP00000018374	ENSMODP00000008319
ENSORLP00000022350	ENSMODP00000018092
ENSORLP00000022613	ENSMODP00000014641
ENSORLP00000003651	ENSMODP00000005874
ENSORLP00000000007	ENSMODP00000020324
ENSORLP00000013564	ENSMODP00000005285
ENSORLP00000014999	ENSMODP00000022437
ENSORLP00000024274	ENSMODP00000015061
ENSORLP00000002398	ENSMODP00000016710
ENSORLP00000010420	ENSMODP00000020448
ENSORLP00000013697	ENSMODP00000008692
ENSORLP00000004418	ENSMODP00000023980
ENSORLP00000019330	ENSMODP00000022191
ENSORLP00000002880	ENSMODP00000008922
ENSORLP00000023769	ENSMODP00000013892
ENSORLP00000018057	ENSMODP00000018279
ENSORLP00000016119	ENSMODP00000014294
ENSORLP00000001724	ENSMODP00000023404
ENSORLP00000013235	ENSMODP00000021373
ENSORLP00000001198	ENSMODP00000012513
ENSORLP00000014118	ENSMODP00000040236
ENSORLP00000025673	ENSMODP00000002986
ENSORLP00000009325	ENSMODP00000002986
ENSORLP00000006060	ENSMODP00000012296
ENSORLP00000002422	ENSMODP00000018834
ENSORLP00000014527	ENSMODP00000000378
ENSORLP00000006696	ENSMODP00000038366
ENSORLP00000017797	ENSMODP00000014148
ENSORLP00000024383	ENSMODP00000024809
ENSORLP00000015025	ENSMODP00000014022
ENSORLP00000009771	ENSMODP00000008168
ENSORLP00000022993	ENSMODP00000014575
ENSORLP00000002886	ENSMODP00000024279
ENSORLP00000003541	ENSMODP00000003513
ENSORLP00000017268	ENSMODP00000005875
ENSORLP00000007098	ENSMODP00000001618
ENSORLP00000008714	ENSMODP00000036502
ENSORLP00000003634	ENSMODP00000024563
ENSORLP00000010158	ENSMODP00000024025
ENSORLP00000008241	ENSMODP00000005811
ENSORLP00000018598	ENSMODP00000003913
ENSORLP00000004051	ENSMODP00000021997
ENSORLP00000009304	ENSMODP00000010352
ENSORLP00000010553	ENSMODP00000030146
ENSORLP00000016135	ENSMODP00000023698
ENSORLP00000001914	ENSMODP00000017820
ENSORLP00000019343	ENSMODP00000024337
ENSORLP00000004572	ENSMODP00000003660
ENSORLP00000019623	ENSMODP00000009899
ENSORLP00000008209	ENSMODP00000040218
ENSORLP00000023660	ENSMODP00000005626
ENSORLP00000021974	ENSMODP00000021757
ENSORLP00000008235	ENSMODP00000004969
ENSORLP00000009703	ENSMODP00000040369
ENSORLP00000009989	ENSMODP00000004243
ENSORLP00000001024	ENSMODP00000006529
ENSORLP00000016693	ENSMODP00000029832
ENSORLP00000022206	ENSMODP00000011173
ENSORLP00000010888	ENSMODP00000010044
ENSORLP00000018806	ENSMODP00000015334
ENSORLP00000018743	ENSMODP00000016740
ENSORLP00000021320	ENSMODP00000022080
ENSORLP00000017366	ENSMODP00000002288
ENSORLP00000003881	ENSMODP00000022531
ENSORLP00000003528	ENSMODP00000017898
ENSORLP00000003985	ENSMODP00000017549
ENSORLP00000000187	ENSMODP00000019823
ENSORLP00000004840	ENSMODP00000035095
ENSORLP00000018064	ENSMODP00000015791
ENSORLP00000012609	ENSMODP00000021239
ENSORLP00000023184	ENSMODP00000005014
ENSORLP00000007609	ENSMODP00000023658
ENSORLP00000006167	ENSMODP00000015544
ENSORLP00000013469	ENSMODP00000016665
ENSORLP00000005196	ENSMODP00000005224
ENSORLP00000010847	ENSMODP00000018709
ENSORLP00000005906	ENSMODP00000012561
ENSORLP00000020256	ENSMODP00000009566
ENSORLP00000005452	ENSMODP00000018670
ENSORLP00000017371	ENSMODP00000019000
ENSORLP00000004689	ENSMODP00000019070
ENSORLP00000015414	ENSMODP00000032612
ENSORLP00000014702	ENSMODP00000003607
ENSORLP00000002966	ENSMODP00000031186
ENSORLP00000015343	ENSMODP00000015614
ENSORLP00000016380	ENSMODP00000020853
ENSORLP00000024967	ENSMODP00000018025
ENSORLP00000004663	ENSMODP00000018025
ENSORLP00000018587	ENSMODP00000008570
ENSORLP00000010418	ENSMODP00000004261
ENSORLP00000010732	ENSMODP00000014065
ENSORLP00000001901	ENSMODP00000018902
ENSORLP00000011664	ENSMODP00000027050
ENSORLP00000005379	ENSMODP00000014011
ENSORLP00000016226	ENSMODP00000009655
ENSORLP00000020020	ENSMODP00000014009
ENSORLP00000016696	ENSMODP00000010735
ENSORLP00000019289	ENSMODP00000000120
ENSORLP00000013531	ENSMODP00000019410
ENSORLP00000003562	ENSMODP00000010151
ENSORLP00000001863	ENSMODP00000021663
ENSORLP00000017888	ENSMODP00000025963
ENSORLP00000014328	ENSMODP00000024095
ENSORLP00000001064	ENSMODP00000008525
ENSORLP00000012911	ENSMODP00000023189
ENSORLP00000013119	ENSMODP00000000558
ENSORLP00000013715	ENSMODP00000000493
ENSORLP00000003930	ENSMODP00000040913
ENSORLP00000000652	ENSMODP00000001649
ENSORLP00000023541	ENSMODP00000024311
ENSORLP00000001502	ENSMODP00000010490
ENSORLP00000002214	ENSMODP00000019306
ENSORLP00000011642	ENSMODP00000024152
ENSORLP00000014742	ENSMODP00000030128
ENSORLP00000021488	ENSMODP00000010126
ENSORLP00000020791	ENSMODP00000010016
ENSORLP00000025084	ENSMODP00000002450
ENSORLP00000020383	ENSMODP00000019556
ENSORLP00000018942	ENSMODP00000014319
ENSORLP00000002610	ENSMODP00000002187
ENSORLP00000012332	ENSMODP00000024017
ENSORLP00000024787	ENSMODP00000012164
ENSORLP00000021270	ENSMODP00000023873
ENSORLP00000003894	ENSMODP00000016231
ENSORLP00000003372	ENSMODP00000003018
ENSORLP00000005002	ENSMODP00000021601
ENSORLP00000020957	ENSMODP00000036544
ENSORLP00000013455	ENSMODP00000003538
ENSORLP00000002397	ENSMODP00000024104
