ENSGACP00000003450	ENSCAFP00000014731
ENSGACP00000015699	ENSCAFP00000024913
ENSGACP00000023796	ENSCAFP00000035313
ENSGACP00000020720	ENSCAFP00000029978
ENSGACP00000003786	ENSCAFP00000017485
ENSGACP00000001263	ENSCAFP00000002481
ENSGACP00000026634	ENSCAFP00000022569
ENSGACP00000010641	ENSCAFP00000008496
ENSGACP00000014524	ENSCAFP00000028210
ENSGACP00000010497	ENSCAFP00000022412
ENSGACP00000020065	ENSCAFP00000006803
ENSGACP00000003307	ENSCAFP00000029631
ENSGACP00000019989	ENSCAFP00000022408
ENSGACP00000005868	ENSCAFP00000021091
ENSGACP00000027056	ENSCAFP00000024698
ENSGACP00000005047	ENSCAFP00000040554
ENSGACP00000025424	ENSCAFP00000029083
ENSGACP00000000765	ENSCAFP00000016137
ENSGACP00000005693	ENSCAFP00000016137
ENSGACP00000009561	ENSCAFP00000001374
ENSGACP00000009808	ENSCAFP00000013995
ENSGACP00000009642	ENSCAFP00000015018
ENSGACP00000019315	ENSCAFP00000021572
ENSGACP00000004941	ENSCAFP00000020826
ENSGACP00000020045	ENSCAFP00000026131
ENSGACP00000000398	ENSCAFP00000013114
ENSGACP00000011632	ENSCAFP00000014081
ENSGACP00000023222	ENSCAFP00000009621
ENSGACP00000023312	ENSCAFP00000018528
ENSGACP00000013680	ENSCAFP00000025723
ENSGACP00000026023	ENSCAFP00000008321
ENSGACP00000024302	ENSCAFP00000030784
ENSGACP00000026758	ENSCAFP00000027759
ENSGACP00000019775	ENSCAFP00000006875
ENSGACP00000007943	ENSCAFP00000031145
ENSGACP00000026784	ENSCAFP00000006271
ENSGACP00000023410	ENSCAFP00000022766
ENSGACP00000017502	ENSCAFP00000010516
ENSGACP00000001346	ENSCAFP00000016909
ENSGACP00000002857	ENSCAFP00000008609
ENSGACP00000021531	ENSCAFP00000011151
ENSGACP00000006812	ENSCAFP00000018242
ENSGACP00000026496	ENSCAFP00000009589
ENSGACP00000021922	ENSCAFP00000012749
ENSGACP00000014145	ENSCAFP00000007290
ENSGACP00000003469	ENSCAFP00000013815
ENSGACP00000005765	ENSCAFP00000012129
ENSGACP00000007121	ENSCAFP00000027539
ENSGACP00000001929	ENSCAFP00000019409
ENSGACP00000006941	ENSCAFP00000038313
ENSGACP00000007668	ENSCAFP00000030953
ENSGACP00000002661	ENSCAFP00000016354
ENSGACP00000009072	ENSCAFP00000040815
ENSGACP00000015377	ENSCAFP00000043013
ENSGACP00000008255	ENSCAFP00000015686
ENSGACP00000006161	ENSCAFP00000012958
ENSGACP00000007696	ENSCAFP00000002909
ENSGACP00000014379	ENSCAFP00000004294
ENSGACP00000006507	ENSCAFP00000000926
ENSGACP00000005223	ENSCAFP00000024849
ENSGACP00000019365	ENSCAFP00000015221
ENSGACP00000006738	ENSCAFP00000022102
ENSGACP00000001402	ENSCAFP00000030350
ENSGACP00000024731	ENSCAFP00000015858
ENSGACP00000019259	ENSCAFP00000027933
ENSGACP00000001106	ENSCAFP00000037663
ENSGACP00000014697	ENSCAFP00000026789
ENSGACP00000008940	ENSCAFP00000002519
ENSGACP00000002026	ENSCAFP00000010872
ENSGACP00000001468	ENSCAFP00000031437
ENSGACP00000024393	ENSCAFP00000011595
ENSGACP00000019045	ENSCAFP00000028124
ENSGACP00000026202	ENSCAFP00000033848
ENSGACP00000011457	ENSCAFP00000005332
ENSGACP00000026010	ENSCAFP00000006303
ENSGACP00000023566	ENSCAFP00000011564
ENSGACP00000008986	ENSCAFP00000017371
ENSGACP00000011544	ENSCAFP00000042856
ENSGACP00000004535	ENSCAFP00000042856
ENSGACP00000026305	ENSCAFP00000008093
ENSGACP00000020401	ENSCAFP00000010985
ENSGACP00000023870	ENSCAFP00000036550
ENSGACP00000027442	ENSCAFP00000019190
ENSGACP00000025532	ENSCAFP00000001298
ENSGACP00000025399	ENSCAFP00000025018
ENSGACP00000002460	ENSCAFP00000041331
ENSGACP00000009117	ENSCAFP00000010600
ENSGACP00000008209	ENSCAFP00000034564
ENSGACP00000001666	ENSCAFP00000015575
ENSGACP00000002432	ENSCAFP00000040750
ENSGACP00000014729	ENSCAFP00000016457
ENSGACP00000011810	ENSCAFP00000035591
ENSGACP00000022932	ENSCAFP00000039641
ENSGACP00000008136	ENSCAFP00000015212
ENSGACP00000013761	ENSCAFP00000001424
ENSGACP00000018158	ENSCAFP00000013223
ENSGACP00000011688	ENSCAFP00000002393
ENSGACP00000006807	ENSCAFP00000025667
ENSGACP00000006635	ENSCAFP00000007006
ENSGACP00000027006	ENSCAFP00000008939
ENSGACP00000025273	ENSCAFP00000038303
ENSGACP00000017210	ENSCAFP00000028891
ENSGACP00000020984	ENSCAFP00000009719
ENSGACP00000017169	ENSCAFP00000027347
ENSGACP00000023337	ENSCAFP00000011471
ENSGACP00000012034	ENSCAFP00000015848
ENSGACP00000002630	ENSCAFP00000019582
ENSGACP00000021501	ENSCAFP00000006900
ENSGACP00000020293	ENSCAFP00000009824
ENSGACP00000003389	ENSCAFP00000016589
ENSGACP00000010591	ENSCAFP00000027074
ENSGACP00000014659	ENSCAFP00000019550
ENSGACP00000018788	ENSCAFP00000021998
ENSGACP00000014329	ENSCAFP00000008305
ENSGACP00000012083	ENSCAFP00000015951
ENSGACP00000001983	ENSCAFP00000026710
ENSGACP00000006584	ENSCAFP00000005167
ENSGACP00000024180	ENSCAFP00000010974
ENSGACP00000026301	ENSCAFP00000008130
ENSGACP00000008236	ENSCAFP00000038873
ENSGACP00000002880	ENSCAFP00000012839
ENSGACP00000006662	ENSCAFP00000042005
ENSGACP00000023608	ENSCAFP00000040896
ENSGACP00000015294	ENSCAFP00000000614
ENSGACP00000002504	ENSCAFP00000010744
ENSGACP00000005134	ENSCAFP00000018460
ENSGACP00000016195	ENSCAFP00000002554
ENSGACP00000022200	ENSCAFP00000029539
ENSGACP00000007183	ENSCAFP00000037159
ENSGACP00000022133	ENSCAFP00000029007
ENSGACP00000008185	ENSCAFP00000003575
ENSGACP00000026439	ENSCAFP00000018953
ENSGACP00000007324	ENSCAFP00000027275
ENSGACP00000014944	ENSCAFP00000020143
ENSGACP00000018613	ENSCAFP00000013154
ENSGACP00000004838	ENSCAFP00000027812
ENSGACP00000019529	ENSCAFP00000016887
ENSGACP00000014303	ENSCAFP00000038062
ENSGACP00000014046	ENSCAFP00000024982
ENSGACP00000000542	ENSCAFP00000025675
ENSGACP00000017924	ENSCAFP00000001115
ENSGACP00000020005	ENSCAFP00000006740
ENSGACP00000006148	ENSCAFP00000019223
ENSGACP00000018605	ENSCAFP00000013689
ENSGACP00000022771	ENSCAFP00000030083
ENSGACP00000020904	ENSCAFP00000023633
ENSGACP00000003432	ENSCAFP00000018957
ENSGACP00000018124	ENSCAFP00000023745
ENSGACP00000026289	ENSCAFP00000023745
ENSGACP00000018575	ENSCAFP00000022578
ENSGACP00000005810	ENSCAFP00000006596
ENSGACP00000003855	ENSCAFP00000021138
ENSGACP00000025762	ENSCAFP00000039884
ENSGACP00000000947	ENSCAFP00000040219
ENSGACP00000015008	ENSCAFP00000008162
ENSGACP00000021138	ENSCAFP00000010960
ENSGACP00000002829	ENSCAFP00000007473
ENSGACP00000016338	ENSCAFP00000006211
ENSGACP00000007238	ENSCAFP00000019552
ENSGACP00000018011	ENSCAFP00000038760
ENSGACP00000026363	ENSCAFP00000038760
ENSGACP00000009301	ENSCAFP00000008793
ENSGACP00000014208	ENSCAFP00000027277
ENSGACP00000016200	ENSCAFP00000042435
ENSGACP00000005848	ENSCAFP00000022930
ENSGACP00000016757	ENSCAFP00000022930
ENSGACP00000017148	ENSCAFP00000013817
ENSGACP00000004345	ENSCAFP00000014289
ENSGACP00000006167	ENSCAFP00000039312
ENSGACP00000005154	ENSCAFP00000038472
ENSGACP00000000755	ENSCAFP00000002556
ENSGACP00000008683	ENSCAFP00000005832
ENSGACP00000011588	ENSCAFP00000016747
ENSGACP00000014090	ENSCAFP00000003642
ENSGACP00000003660	ENSCAFP00000013578
ENSGACP00000011211	ENSCAFP00000022999
ENSGACP00000018022	ENSCAFP00000025662
ENSGACP00000022573	ENSCAFP00000014428
ENSGACP00000012162	ENSCAFP00000028814
ENSGACP00000000311	ENSCAFP00000007016
ENSGACP00000012727	ENSCAFP00000018881
ENSGACP00000022095	ENSCAFP00000014645
ENSGACP00000010390	ENSCAFP00000022719
ENSGACP00000020566	ENSCAFP00000022719
ENSGACP00000005196	ENSCAFP00000007799
ENSGACP00000014636	ENSCAFP00000019204
ENSGACP00000018522	ENSCAFP00000029458
ENSGACP00000008712	ENSCAFP00000003077
ENSGACP00000009179	ENSCAFP00000037130
ENSGACP00000024779	ENSCAFP00000037130
ENSGACP00000008156	ENSCAFP00000000297
ENSGACP00000004293	ENSCAFP00000041282
ENSGACP00000027447	ENSCAFP00000025740
ENSGACP00000012823	ENSCAFP00000035221
ENSGACP00000015402	ENSCAFP00000022335
ENSGACP00000021157	ENSCAFP00000011154
ENSGACP00000019244	ENSCAFP00000042083
ENSGACP00000008656	ENSCAFP00000042649
ENSGACP00000003097	ENSCAFP00000021281
ENSGACP00000016218	ENSCAFP00000015937
ENSGACP00000011458	ENSCAFP00000000011
ENSGACP00000026812	ENSCAFP00000026726
ENSGACP00000014990	ENSCAFP00000022173
ENSGACP00000018818	ENSCAFP00000039337
ENSGACP00000007369	ENSCAFP00000002503
ENSGACP00000006454	ENSCAFP00000022291
ENSGACP00000025358	ENSCAFP00000026787
ENSGACP00000009210	ENSCAFP00000001361
ENSGACP00000022437	ENSCAFP00000022225
ENSGACP00000025224	ENSCAFP00000005864
ENSGACP00000007975	ENSCAFP00000008384
ENSGACP00000013030	ENSCAFP00000031654
ENSGACP00000025656	ENSCAFP00000021470
ENSGACP00000007014	ENSCAFP00000017454
ENSGACP00000009279	ENSCAFP00000006928
ENSGACP00000006750	ENSCAFP00000040529
ENSGACP00000008172	ENSCAFP00000040404
ENSGACP00000018839	ENSCAFP00000028774
ENSGACP00000009607	ENSCAFP00000037514
ENSGACP00000027439	ENSCAFP00000014718
ENSGACP00000019414	ENSCAFP00000040380
ENSGACP00000004173	ENSCAFP00000017806
ENSGACP00000021534	ENSCAFP00000003278
ENSGACP00000018214	ENSCAFP00000036557
ENSGACP00000022192	ENSCAFP00000021990
ENSGACP00000009138	ENSCAFP00000014778
ENSGACP00000016163	ENSCAFP00000002700
ENSGACP00000026122	ENSCAFP00000032147
ENSGACP00000019829	ENSCAFP00000023784
ENSGACP00000004432	ENSCAFP00000040069
ENSGACP00000007580	ENSCAFP00000040730
ENSGACP00000021464	ENSCAFP00000022945
ENSGACP00000014492	ENSCAFP00000022714
ENSGACP00000020374	ENSCAFP00000029382
ENSGACP00000018108	ENSCAFP00000019175
ENSGACP00000016330	ENSCAFP00000027197
ENSGACP00000020227	ENSCAFP00000009546
ENSGACP00000022451	ENSCAFP00000026029
ENSGACP00000022708	ENSCAFP00000011457
ENSGACP00000025146	ENSCAFP00000001109
ENSGACP00000021048	ENSCAFP00000029329
ENSGACP00000021704	ENSCAFP00000036776
ENSGACP00000009866	ENSCAFP00000003866
ENSGACP00000012134	ENSCAFP00000004605
ENSGACP00000008556	ENSCAFP00000039300
ENSGACP00000016380	ENSCAFP00000013552
ENSGACP00000023587	ENSCAFP00000006251
ENSGACP00000008447	ENSCAFP00000013770
ENSGACP00000003826	ENSCAFP00000003334
ENSGACP00000007993	ENSCAFP00000016940
ENSGACP00000019547	ENSCAFP00000012195
ENSGACP00000005876	ENSCAFP00000012195
ENSGACP00000023850	ENSCAFP00000004815
ENSGACP00000022750	ENSCAFP00000011400
ENSGACP00000009512	ENSCAFP00000013310
ENSGACP00000007833	ENSCAFP00000041497
ENSGACP00000009219	ENSCAFP00000027599
ENSGACP00000008892	ENSCAFP00000039374
ENSGACP00000017591	ENSCAFP00000038785
ENSGACP00000022924	ENSCAFP00000036741
ENSGACP00000019710	ENSCAFP00000029096
ENSGACP00000007897	ENSCAFP00000022319
ENSGACP00000006581	ENSCAFP00000008681
ENSGACP00000010456	ENSCAFP00000022458
ENSGACP00000017166	ENSCAFP00000034898
ENSGACP00000000889	ENSCAFP00000002517
ENSGACP00000007040	ENSCAFP00000024690
ENSGACP00000009928	ENSCAFP00000013550
ENSGACP00000002774	ENSCAFP00000035984
ENSGACP00000019612	ENSCAFP00000019228
ENSGACP00000006360	ENSCAFP00000005886
ENSGACP00000023195	ENSCAFP00000030037
ENSGACP00000013912	ENSCAFP00000012391
ENSGACP00000012753	ENSCAFP00000006181
ENSGACP00000015647	ENSCAFP00000008901
ENSGACP00000013582	ENSCAFP00000021605
ENSGACP00000016701	ENSCAFP00000019417
ENSGACP00000019697	ENSCAFP00000021942
ENSGACP00000025839	ENSCAFP00000027718
ENSGACP00000026252	ENSCAFP00000033001
ENSGACP00000014951	ENSCAFP00000033001
ENSGACP00000002754	ENSCAFP00000031822
ENSGACP00000005063	ENSCAFP00000003788
ENSGACP00000018157	ENSCAFP00000006809
ENSGACP00000019620	ENSCAFP00000042907
ENSGACP00000003024	ENSCAFP00000014088
ENSGACP00000011780	ENSCAFP00000016436
ENSGACP00000002429	ENSCAFP00000039916
ENSGACP00000003041	ENSCAFP00000020706
ENSGACP00000027326	ENSCAFP00000014990
ENSGACP00000024103	ENSCAFP00000017205
ENSGACP00000014309	ENSCAFP00000011936
ENSGACP00000000839	ENSCAFP00000005176
ENSGACP00000016998	ENSCAFP00000042279
ENSGACP00000005073	ENSCAFP00000024729
ENSGACP00000013650	ENSCAFP00000022874
ENSGACP00000011782	ENSCAFP00000005025
ENSGACP00000003822	ENSCAFP00000026170
ENSGACP00000015292	ENSCAFP00000021593
ENSGACP00000026785	ENSCAFP00000026745
ENSGACP00000002340	ENSCAFP00000007554
ENSGACP00000017668	ENSCAFP00000002836
ENSGACP00000018458	ENSCAFP00000020604
ENSGACP00000002551	ENSCAFP00000007259
ENSGACP00000027445	ENSCAFP00000020211
ENSGACP00000015895	ENSCAFP00000025123
ENSGACP00000006555	ENSCAFP00000005153
ENSGACP00000016678	ENSCAFP00000015297
ENSGACP00000008246	ENSCAFP00000017879
ENSGACP00000012557	ENSCAFP00000027126
ENSGACP00000015199	ENSCAFP00000009557
ENSGACP00000014339	ENSCAFP00000018778
ENSGACP00000009119	ENSCAFP00000017428
ENSGACP00000002766	ENSCAFP00000028577
ENSGACP00000027020	ENSCAFP00000041465
ENSGACP00000004628	ENSCAFP00000000757
ENSGACP00000013249	ENSCAFP00000031245
ENSGACP00000015667	ENSCAFP00000039857
ENSGACP00000004188	ENSCAFP00000015655
ENSGACP00000001004	ENSCAFP00000039497
ENSGACP00000013295	ENSCAFP00000020048
ENSGACP00000008426	ENSCAFP00000008207
ENSGACP00000005288	ENSCAFP00000012486
ENSGACP00000009584	ENSCAFP00000018094
ENSGACP00000025169	ENSCAFP00000018719
ENSGACP00000013594	ENSCAFP00000012568
ENSGACP00000000943	ENSCAFP00000000674
ENSGACP00000002792	ENSCAFP00000029747
ENSGACP00000021350	ENSCAFP00000017857
ENSGACP00000001921	ENSCAFP00000007358
ENSGACP00000003948	ENSCAFP00000008389
ENSGACP00000002881	ENSCAFP00000018330
ENSGACP00000009562	ENSCAFP00000018073
ENSGACP00000018801	ENSCAFP00000016548
ENSGACP00000003206	ENSCAFP00000002749
ENSGACP00000017081	ENSCAFP00000009144
ENSGACP00000006156	ENSCAFP00000015331
ENSGACP00000016452	ENSCAFP00000041708
ENSGACP00000023569	ENSCAFP00000041802
ENSGACP00000005657	ENSCAFP00000016640
ENSGACP00000005954	ENSCAFP00000019259
ENSGACP00000024035	ENSCAFP00000001308
ENSGACP00000022099	ENSCAFP00000041173
ENSGACP00000008675	ENSCAFP00000011796
ENSGACP00000020120	ENSCAFP00000040721
ENSGACP00000011291	ENSCAFP00000030065
ENSGACP00000007122	ENSCAFP00000037049
ENSGACP00000005318	ENSCAFP00000003335
ENSGACP00000007506	ENSCAFP00000039351
ENSGACP00000012226	ENSCAFP00000018772
ENSGACP00000013813	ENSCAFP00000014844
ENSGACP00000008271	ENSCAFP00000013239
ENSGACP00000026477	ENSCAFP00000010817
ENSGACP00000013552	ENSCAFP00000007190
ENSGACP00000025374	ENSCAFP00000026884
ENSGACP00000004957	ENSCAFP00000011552
ENSGACP00000008349	ENSCAFP00000034252
ENSGACP00000013469	ENSCAFP00000022506
ENSGACP00000013999	ENSCAFP00000021428
ENSGACP00000017824	ENSCAFP00000002119
ENSGACP00000014175	ENSCAFP00000002653
ENSGACP00000012454	ENSCAFP00000008985
ENSGACP00000012806	ENSCAFP00000041607
ENSGACP00000015634	ENSCAFP00000021013
ENSGACP00000007748	ENSCAFP00000037606
ENSGACP00000024260	ENSCAFP00000002953
ENSGACP00000015175	ENSCAFP00000003947
ENSGACP00000006666	ENSCAFP00000025509
ENSGACP00000025265	ENSCAFP00000003243
ENSGACP00000003795	ENSCAFP00000007977
ENSGACP00000006129	ENSCAFP00000016941
ENSGACP00000018752	ENSCAFP00000002941
ENSGACP00000018134	ENSCAFP00000007174
ENSGACP00000013317	ENSCAFP00000013507
ENSGACP00000009054	ENSCAFP00000040825
ENSGACP00000022611	ENSCAFP00000037732
ENSGACP00000021023	ENSCAFP00000040759
ENSGACP00000006621	ENSCAFP00000018638
ENSGACP00000006177	ENSCAFP00000015314
ENSGACP00000021656	ENSCAFP00000026815
ENSGACP00000016151	ENSCAFP00000006891
ENSGACP00000025554	ENSCAFP00000002828
ENSGACP00000005689	ENSCAFP00000020228
ENSGACP00000005572	ENSCAFP00000022415
ENSGACP00000013461	ENSCAFP00000042091
ENSGACP00000013656	ENSCAFP00000021292
ENSGACP00000002708	ENSCAFP00000019462
ENSGACP00000012011	ENSCAFP00000008203
ENSGACP00000000794	ENSCAFP00000019511
ENSGACP00000011233	ENSCAFP00000018556
ENSGACP00000019352	ENSCAFP00000028092
ENSGACP00000025343	ENSCAFP00000007146
ENSGACP00000002821	ENSCAFP00000017617
ENSGACP00000009696	ENSCAFP00000036497
ENSGACP00000021055	ENSCAFP00000029502
ENSGACP00000005497	ENSCAFP00000027157
ENSGACP00000022907	ENSCAFP00000039216
ENSGACP00000024284	ENSCAFP00000000878
ENSGACP00000007598	ENSCAFP00000016270
ENSGACP00000005516	ENSCAFP00000024609
ENSGACP00000024449	ENSCAFP00000025337
ENSGACP00000022182	ENSCAFP00000028135
ENSGACP00000003420	ENSCAFP00000018938
ENSGACP00000018965	ENSCAFP00000006938
ENSGACP00000006632	ENSCAFP00000022267
ENSGACP00000010294	ENSCAFP00000024846
ENSGACP00000006557	ENSCAFP00000016657
ENSGACP00000017304	ENSCAFP00000006196
ENSGACP00000017770	ENSCAFP00000012409
ENSGACP00000007177	ENSCAFP00000008929
ENSGACP00000018051	ENSCAFP00000036245
ENSGACP00000021925	ENSCAFP00000022189
ENSGACP00000006105	ENSCAFP00000022117
ENSGACP00000004230	ENSCAFP00000009852
ENSGACP00000010061	ENSCAFP00000000400
ENSGACP00000004069	ENSCAFP00000036936
ENSGACP00000000986	ENSCAFP00000006712
ENSGACP00000021082	ENSCAFP00000029658
ENSGACP00000019638	ENSCAFP00000028600
ENSGACP00000005295	ENSCAFP00000002225
ENSGACP00000012653	ENSCAFP00000017264
ENSGACP00000002989	ENSCAFP00000012478
ENSGACP00000011935	ENSCAFP00000003700
ENSGACP00000019961	ENSCAFP00000017710
ENSGACP00000020239	ENSCAFP00000008986
ENSGACP00000011905	ENSCAFP00000003687
ENSGACP00000011805	ENSCAFP00000011630
ENSGACP00000018564	ENSCAFP00000017552
ENSGACP00000001699	ENSCAFP00000024839
ENSGACP00000007163	ENSCAFP00000027538
ENSGACP00000025459	ENSCAFP00000003053
ENSGACP00000000034	ENSCAFP00000010190
ENSGACP00000014274	ENSCAFP00000020627
ENSGACP00000002486	ENSCAFP00000031354
ENSGACP00000005113	ENSCAFP00000017455
ENSGACP00000004192	ENSCAFP00000015725
ENSGACP00000027164	ENSCAFP00000009855
ENSGACP00000027638	ENSCAFP00000028623
ENSGACP00000020807	ENSCAFP00000013576
ENSGACP00000000339	ENSCAFP00000006872
ENSGACP00000007615	ENSCAFP00000017654
ENSGACP00000021173	ENSCAFP00000029671
ENSGACP00000018602	ENSCAFP00000037694
ENSGACP00000026798	ENSCAFP00000020568
ENSGACP00000016453	ENSCAFP00000017832
ENSGACP00000003244	ENSCAFP00000013892
ENSGACP00000017133	ENSCAFP00000042219
ENSGACP00000017617	ENSCAFP00000012492
ENSGACP00000025344	ENSCAFP00000007151
ENSGACP00000026256	ENSCAFP00000037441
ENSGACP00000009832	ENSCAFP00000037826
ENSGACP00000023295	ENSCAFP00000024216
ENSGACP00000013180	ENSCAFP00000018088
ENSGACP00000023799	ENSCAFP00000026936
ENSGACP00000003725	ENSCAFP00000011353
ENSGACP00000002012	ENSCAFP00000034555
ENSGACP00000007058	ENSCAFP00000006260
ENSGACP00000020320	ENSCAFP00000022041
ENSGACP00000008548	ENSCAFP00000016504
ENSGACP00000025073	ENSCAFP00000028745
ENSGACP00000003815	ENSCAFP00000010951
ENSGACP00000019687	ENSCAFP00000010894
ENSGACP00000014207	ENSCAFP00000002645
ENSGACP00000018766	ENSCAFP00000005474
ENSGACP00000018035	ENSCAFP00000025677
ENSGACP00000012931	ENSCAFP00000017810
ENSGACP00000015741	ENSCAFP00000028799
ENSGACP00000003836	ENSCAFP00000001360
ENSGACP00000024971	ENSCAFP00000025140
ENSGACP00000018661	ENSCAFP00000024177
ENSGACP00000012936	ENSCAFP00000001355
ENSGACP00000005452	ENSCAFP00000017063
ENSGACP00000016277	ENSCAFP00000002745
ENSGACP00000018091	ENSCAFP00000023819
ENSGACP00000009423	ENSCAFP00000010634
ENSGACP00000017891	ENSCAFP00000027524
ENSGACP00000010039	ENSCAFP00000000401
ENSGACP00000004683	ENSCAFP00000018464
ENSGACP00000011349	ENSCAFP00000008476
ENSGACP00000013772	ENSCAFP00000014797
ENSGACP00000008861	ENSCAFP00000030069
ENSGACP00000010629	ENSCAFP00000014537
ENSGACP00000026621	ENSCAFP00000007765
ENSGACP00000018654	ENSCAFP00000024183
ENSGACP00000013202	ENSCAFP00000027031
ENSGACP00000015111	ENSCAFP00000026708
ENSGACP00000009416	ENSCAFP00000019068
ENSGACP00000012576	ENSCAFP00000001474
ENSGACP00000011938	ENSCAFP00000004884
ENSGACP00000017056	ENSCAFP00000009126
ENSGACP00000016574	ENSCAFP00000019736
ENSGACP00000022202	ENSCAFP00000028118
ENSGACP00000005915	ENSCAFP00000008437
ENSGACP00000021522	ENSCAFP00000015413
ENSGACP00000024983	ENSCAFP00000019310
ENSGACP00000021071	ENSCAFP00000029513
ENSGACP00000010152	ENSCAFP00000025255
ENSGACP00000007524	ENSCAFP00000002533
ENSGACP00000015601	ENSCAFP00000011539
ENSGACP00000020225	ENSCAFP00000015614
ENSGACP00000005508	ENSCAFP00000018861
ENSGACP00000025609	ENSCAFP00000025664
ENSGACP00000018825	ENSCAFP00000027153
ENSGACP00000024677	ENSCAFP00000025739
ENSGACP00000002752	ENSCAFP00000039989
ENSGACP00000025403	ENSCAFP00000022167
ENSGACP00000011752	ENSCAFP00000011685
ENSGACP00000025124	ENSCAFP00000001016
ENSGACP00000005407	ENSCAFP00000007036
ENSGACP00000021139	ENSCAFP00000029635
ENSGACP00000002077	ENSCAFP00000003306
ENSGACP00000023445	ENSCAFP00000028216
ENSGACP00000010906	ENSCAFP00000011155
ENSGACP00000024089	ENSCAFP00000008338
ENSGACP00000011116	ENSCAFP00000036229
ENSGACP00000015162	ENSCAFP00000010114
ENSGACP00000023460	ENSCAFP00000014074
ENSGACP00000017263	ENSCAFP00000023134
ENSGACP00000023351	ENSCAFP00000026538
ENSGACP00000022149	ENSCAFP00000018739
ENSGACP00000000221	ENSCAFP00000036889
ENSGACP00000025348	ENSCAFP00000007801
ENSGACP00000025208	ENSCAFP00000007911
ENSGACP00000013308	ENSCAFP00000022450
ENSGACP00000019309	ENSCAFP00000042340
ENSGACP00000011003	ENSCAFP00000002191
ENSGACP00000022625	ENSCAFP00000012957
ENSGACP00000022380	ENSCAFP00000018168
ENSGACP00000016142	ENSCAFP00000040030
ENSGACP00000009534	ENSCAFP00000027454
ENSGACP00000015857	ENSCAFP00000000422
ENSGACP00000013046	ENSCAFP00000007414
ENSGACP00000023977	ENSCAFP00000034478
ENSGACP00000000219	ENSCAFP00000034478
ENSGACP00000024013	ENSCAFP00000025338
ENSGACP00000005635	ENSCAFP00000029894
ENSGACP00000013604	ENSCAFP00000012753
ENSGACP00000016564	ENSCAFP00000008513
ENSGACP00000008250	ENSCAFP00000004638
ENSGACP00000007744	ENSCAFP00000041514
ENSGACP00000010022	ENSCAFP00000002053
ENSGACP00000011179	ENSCAFP00000038995
ENSGACP00000017190	ENSCAFP00000020948
ENSGACP00000017411	ENSCAFP00000020403
ENSGACP00000019551	ENSCAFP00000009475
ENSGACP00000005756	ENSCAFP00000009052
ENSGACP00000025313	ENSCAFP00000002071
ENSGACP00000013097	ENSCAFP00000018692
ENSGACP00000027453	ENSCAFP00000020199
ENSGACP00000009903	ENSCAFP00000002063
ENSGACP00000009938	ENSCAFP00000015547
ENSGACP00000018648	ENSCAFP00000024186
ENSGACP00000006946	ENSCAFP00000013004
ENSGACP00000023447	ENSCAFP00000013870
ENSGACP00000020041	ENSCAFP00000021259
ENSGACP00000009770	ENSCAFP00000023885
ENSGACP00000019648	ENSCAFP00000006599
ENSGACP00000001475	ENSCAFP00000024741
ENSGACP00000017172	ENSCAFP00000039701
ENSGACP00000005478	ENSCAFP00000017289
ENSGACP00000023015	ENSCAFP00000009334
ENSGACP00000023160	ENSCAFP00000002626
ENSGACP00000000318	ENSCAFP00000032607
ENSGACP00000018524	ENSCAFP00000032607
ENSGACP00000019826	ENSCAFP00000024974
ENSGACP00000016690	ENSCAFP00000002431
ENSGACP00000021225	ENSCAFP00000037196
ENSGACP00000006517	ENSCAFP00000035930
ENSGACP00000010013	ENSCAFP00000025211
ENSGACP00000008693	ENSCAFP00000028816
ENSGACP00000025822	ENSCAFP00000005518
ENSGACP00000020899	ENSCAFP00000023646
ENSGACP00000014133	ENSCAFP00000024549
ENSGACP00000021613	ENSCAFP00000023176
ENSGACP00000000843	ENSCAFP00000005201
ENSGACP00000004901	ENSCAFP00000017594
ENSGACP00000003624	ENSCAFP00000003826
ENSGACP00000019867	ENSCAFP00000021422
ENSGACP00000023639	ENSCAFP00000021844
